"idStudy0","PMID","title","author","ABSTRACT","yearPublication","journal","journalShort","objective","studyPlan","keywords","mainIntervention","mainEndpoint","fromCode","projectName","uploadDate"
,"31041825","Melatonin is an appropriate candidate for breast cancer treatment: Based on known molecular mechanisms.","Amin N","Breast cancer is the most prevalent cancer and one of the most important causes of death in women throughout the world. Breast cancer risk factors include smoking, alcohol consumption, personal and family history, hypertension, and hormone therapy, long-term use of nonsteroidal anti-inflammatory drugs and tobacco usage. Surgery, chemotherapy, radiotherapy, immunotherapy, and neoadjuvant therapy are the current means for breast cancer treatment. Despite hormonal agents and chemotherapy, which have beneficial effects on lowering breast cancer death rate, the reaction of different people to these treatments is still a challenging point. Melatonin (N-acetyl-5-methoxy tryptamine) is a methoxy indole compound that is mainly secreted by the pineal gland at night; it is as an antioxidant, anti-inflammatory, and oncostatic agent. On the basis of recent studies, melatonin has antitumor properties on different cancer types and it may suppress cancer development in vitro and as well as in animal models. It is suggested that melatonin inhibits the development of breast cancer by various mechanisms. This paper summarizes the roles of melatonin in breast cancer treatment from the aspect of its molecular actions.","2019",,"J Cell Biochem",," review","Breast Neoplasms, FALSE, drug therapy, Q000188, Female, FALSE, Humans, FALSE, Inflammation, FALSE, pathology, Q000473, Melatonin, FALSE, therapeutic use, Q000627, Oxidative Stress, FALSE, Signal Transduction, FALSE",,,1,"projTutoBreastCan","2024-02-02"
,"31019204","Elevation of O-GlcNAc and GFAT expression by nicotine exposure promotes epithelial-mesenchymal transition and invasion in breast cancer cells.","Zhang N","Cigarette smoking has been shown to be a carcinogenic factor in breast cancer. Nicotine (Nic), an active component of tobacco, has been found to induce epithelial-mesenchymal transition (EMT) in breast cancer cells. However, the alterations in protein O-GlcNAcylation in Nic-mediated tumorigenesis and malignization mechanisms are less well studied. Herein, we found that cellular O-GlcNAcylation dramatically increased in human breast cancer cells with EMT activation induced by Nic. Elevated O-GlcNAcylation subsequently promoted Nic-induced EMT activation and increased cell migratory abbility. In addition, we demonstrated that a differentiation factor for the mammary epithelium, CCAAT/enhancer-binding protein B (CEBPB), was involved in Nic-induced hyper-O-GlcNAcylation via transcriptional regulation of the expression of the key enzyme glutamine: fructose-6-phosphate amidotransferase (GFAT) and thus increased the flux through the hexosamine biosynthetic pathway (HBP). Finally, elevated O-GlcNAcylation of the transcriptional repressor C/EBP homologous protein (CHOP) suppressed its heterodimerization with CEBPB and facilitated the DNA-binding activity of CEBPB, further generating positive feedback that enhanced EMT upon Nic stimulation. In conclusion, our results have revealed a new regulatory mechanism involving CEBPB/GFAT-induced hyper-O-GlcNAcylation that plays a key role in EMT and smoking-mediated breast cancer progression.","2019",,"Cell Death Dis",,"other","Acylation, FALSE, Breast Neoplasms, FALSE, metabolism, Q000378, CCAAT-Enhancer-Binding Protein-beta, FALSE, metabolism, Q000378, Cell Line, Tumor, FALSE, Cell Movement, FALSE, drug effects, Q000187, Epithelial-Mesenchymal Transition, FALSE, drug effects, Q000187, Female, FALSE, Glutamine-Fructose-6-Phosphate Transaminase (Isomerizing), FALSE, antagonists & inhibitors, Q000037, Humans, FALSE, N-Acetylglucosaminyltransferases, FALSE, antagonists & inhibitors, Q000037, Nicotine, FALSE, pharmacology, Q000494, Promoter Regions, Genetic, FALSE, RNA Interference, FALSE, RNA, Small Interfering, FALSE, metabolism, Q000378, Transcription Factor CHOP, FALSE, metabolism, Q000378",,,1,"projTutoBreastCan","2024-02-02"
,"30999866","decompTumor2Sig: identification of mutational signatures active in individual tumors.","Krüger S","BACKGROUND: The somatic mutations found in a tumor have in most cases been caused by multiple mutational processes such as those related to extrinsic carcinogens like cigarette smoke, and those related to intrinsic processes like age-related spontaneous deamination of 5-methylcytosine. The effect of such mutational processes can be modeled by mutational signatures, of which two different conceptualizations exist: the model introduced by Alexandrov et al., Nature 500:415-421, 2013, and the model introduced by Shiraishi et al., PLoS Genetics 11(12):e1005657, 2015. The initial identification and definition of mutational signatures requires large sets of tumor samples.
RESULTS: Here, we present decompTumor2Sig, an easy to use R package that can decompose an individual tumor genome into a given set of Alexandrov-type or Shiraishi-type signatures, thus quantifying the contribution of the corresponding mutational processes to the somatic mutations identified in the tumor. Until now, such tools were available only for Alexandrov signatures. We demonstrate the correctness and usefulness of our approach with three test cases, using somatic mutations from 21 breast cancer genomes, from 435 tumor genomes of ten different tumor entities, and from simulated tumor genomes, respectively.
CONCLUSIONS: The decompTumor2Sig package is freely available and has been accepted for inclusion in Bioconductor.","2019",,"BMC Bioinformatics",,"other","Base Sequence, FALSE, Computer Simulation, FALSE, Genome, Human, FALSE, Humans, FALSE, Models, Genetic, FALSE, Models, Statistical, FALSE, Mutation, FALSE, genetics, Q000235, Mutation Rate, FALSE, Neoplasms, FALSE, genetics, Q000235, Software, TRUE",,,1,"projTutoBreastCan","2024-02-02"
,"30940572","Exposure to household tobacco smoke and risk of cancer morbidity and mortality: Analysis of data from the Afghanistan Demographic and Health Survey 2015.","Bhatta DN","Active and secondhand tobacco exposures are major causes of cancer. Cancer prevention efforts are particularly relevant in resource-constrained settings in which significant barriers to early detection and cancer treatments contribute to poor outcomes. We assess the associations between exposure to household tobacco smoke and cancer morbidity and mortality. We used household data from Afghanistan Demographic and Health Survey, which was a national cross-sectional survey that applied a two-stage stratified random sampling technique in 2015 and 2016. We performed regression analysis to estimate associations between exposure to household tobacco smoke and cancer morbidity and mortality at the household level. Exposure to household tobacco smoke was significantly associated with household reports of a history of any cancer (Adjusted Odds Ratio (AOR): 1.90; 95% Confidence Interval (CI): 1.44, 2.51), breast cancer (1.59; 1.00, 2.55), lung cancer (2.88; 1.58, 5.27), and liver cancer (2.56; 1.10, 5.96), compared to households with no tobacco smoke exposure. These associations persisted after controlling for household location, wealth index, type of cooking fuel used in house, and location of food preparation. Households in a rural location experienced significantly higher mortality of any cancer (4.40; 95% CI: 1.57, 12.38), breast cancer (2.91; 1.02, 8.25), and liver cancer (3.91; 1.29, 11.89) vs. those in an urban location. Exposure to household tobacco smoke is a risk factor for cancer morbidity in Afghanistan. Strategies to implement comprehensive smoking cessation and smoke free housing policies are urgently needed as primary cancer prevention strategy in Afghanistan and comparable resource-constrained settings.","2019",,"Prev Med",,"other","Adult, FALSE, Afghanistan, FALSE, epidemiology, Q000453, Age Factors, FALSE, Air Pollution, Indoor, FALSE, adverse effects, Q000009, Confidence Intervals, FALSE, Demography, FALSE, Developing Countries, FALSE, Family Characteristics, FALSE, Female, FALSE, Health Surveys, FALSE, Humans, FALSE, Male, FALSE, Middle Aged, FALSE, Neoplasms, FALSE, epidemiology, Q000453, Odds Ratio, FALSE, Risk Assessment, FALSE, Rural Population, FALSE, Sex Factors, FALSE, Socioeconomic Factors, FALSE, Survival Analysis, FALSE, Tobacco Smoke Pollution, FALSE, adverse effects, Q000009, Urban Population, FALSE, Young Adult, FALSE",,,1,"projTutoBreastCan","2024-02-02"
,"30924231","Discussion of preoperative mammography in women undergoing reduction mammaplasty.","Klement KA","PURPOSE: Reduction mammaplasty is one of the most common procedures performed by plastic surgeons. Previous studies demonstrated that most plastic surgeons do not require preoperative mammography prior to reduction mammaplasty. The incidental discovery of malignant or high-risk lesions in breast reduction specimens may preclude the possibility of breast-conserving surgery. The purpose of this study was to examine the factors associated with discussion of preoperative mammography with reduction mammaplasty patients.
METHODS: About 638 consecutive patients were identified between January 2000 and December 2010 who underwent reduction mammaplasty. Clinicopathologic and treatment information was collected. Factors associated with discussion of preoperative mammography prior to surgery were compared.
RESULTS: Of 638 patients, the median age was 36 (range 18-77) with 44% ≥40. Approximately half (56.0%) were White and 37.5% were African-American. The use of mammography was discussed in 43.3% of patients and completed in 41.5%. On final pathology, eight patients (1.3%) had high-risk lesions and two (0.3%) demonstrated malignancy (1 DCIS, 1 invasive). Of these 10 patients, two were under the age of 40 and four had preoperative mammograms. Factors associated with mammography discussion were age ≥40, White race, the presence of comorbidities, family history of breast cancer, prior breast surgery, prior breast biopsy, history of breast cancer (all P < 0.0001) and tobacco use (P = 0.04).
CONCLUSIONS: Due to the potential risk of invasive cancer and high-risk lesions in the final surgical specimen, preoperative mammography should be discussed with selected patients by plastic surgeons, particularly those who fall within national screening guidelines.","2019",,"Breast J"," PURPOSE : Reduction mammaplasty is one of the most common procedures performed by plastic surgeons ","other","Adolescent, FALSE, Adult, FALSE, Aged, FALSE, Breast, FALSE, abnormalities, Q000002, Breast Neoplasms, FALSE, diagnostic imaging, Q000000981, Female, FALSE, Humans, FALSE, Hypertrophy, FALSE, surgery, Q000601, Mammaplasty, FALSE, methods, Q000379, Mammography, TRUE, Middle Aged, FALSE, Patient Selection, FALSE, Preoperative Care, TRUE, Retrospective Studies, FALSE, Young Adult, FALSE",,,1,"projTutoBreastCan","2024-02-02"
,"30917803","A comparison of gender-linked population cancer risks between alcohol and tobacco: how many cigarettes are there in a bottle of wine?","Hydes TJ","BACKGROUND: In contrast to our knowledge about the number of cancers attributed to smoking, the number of cancers attributed to alcohol is poorly understood by the public. We estimate the increase in absolute risk of cancer (number of cases per 1000) attributed to moderate levels of alcohol, and compare these to the absolute risk of cancer attributed to low levels of smoking, creating a 'cigarette-equivalent of population cancer harm'.
METHODS: Alcohol and tobacco attributable fractions were subtracted from lifetime general population risks of developing alcohol- and smoking-related cancers, to estimate the lifetime cancer risk in alcohol-abstaining non-smokers. This was multiplied by the relative risk of drinking ten units of alcohol or smoking ten cigarettes per week, and increasing levels of consumption.
RESULTS: One bottle of wine per week is associated with an increased absolute lifetime cancer risk for non-smokers of 1.0% (men) and 1.4% (women). The overall absolute increase in cancer risk for one bottle of wine per week equals that of five (men) or ten cigarettes per week (women). Gender differences result from levels of moderate drinking leading to a 0.8% absolute risk of breast cancer in female non-smokers.
CONCLUSIONS: One bottle of wine per week is associated with an increased absolute lifetime risk of alcohol-related cancers in women, driven by breast cancer, equivalent to the increased absolute cancer risk associated with ten cigarettes per week. These findings can help communicate that moderate levels of drinking are an important public health risk for women. The risks for men, equivalent to five cigarettes per week, are also of note.","2019",,"BMC Public Health",,"comparative study","Adult, FALSE, Aged, FALSE, Alcohol Drinking, FALSE, adverse effects, Q000009, Breast Neoplasms, FALSE, epidemiology, Q000453, Cigarette Smoking, FALSE, adverse effects, Q000009, Female, FALSE, Humans, FALSE, Male, FALSE, Middle Aged, FALSE, Neoplasms, FALSE, epidemiology, Q000453, Risk Factors, FALSE, Sex Distribution, FALSE, Tobacco Products, FALSE, adverse effects, Q000009, Wine, FALSE, adverse effects, Q000009",,,1,"projTutoBreastCan","2024-02-02"
,"30846411","The POLR2E rs3787016 polymorphism is strongly associated with the risk of female breast and cervical cancer.","Chen B","The rs3787016 polymorphism, in polymerase II polypeptide E (POLR2E), was previously identified as being associated with the risk for prostate cancer, esophageal cancer, breast cancer, papillary thyroid carcinoma and liver cancer, suggesting that rs3787016 may server as a common genetic factor to affect individual susceptibility to cancer. To prove the hypothesis, we here performed a case-control study to explore the association between rs3787016 and cervical cancer risk, and to confirm the association between rs3787016 and breast cancer in a central Chinese population, which was followed by a meta-analysis to precisely estimate the association between rs3787016 and risk of female breast and cervical cancer. The genotyping was performed by polymerase chain reaction-restriction fragment length polymorphism (PCR-RFLP) and confirmed by sequencing. Our results indicated that rs3787016 was associated with the risk of both breast cancer and cervical cancer, and stratified analysis indicated that the association remained particularly for ≤60 years old females who smoke and drink. Moreover, after grouping breast cancer and cervical cancer together, our meta-analysis demonstrated that rs3787016 was associated with overall cancer risk and breast cancer risk. Collectively, the POLR2E rs3787016 polymorphism may be a valuable biomarker for female breast and cervical cancer predisposition.","2019",,"Pathol Res Pract",,"meta analysis","Adult, FALSE, Aged, FALSE, Asian People, FALSE, genetics, Q000235, Breast Neoplasms, FALSE, genetics, Q000235, Case-Control Studies, FALSE, DNA-Directed RNA Polymerases, FALSE, genetics, Q000235, Female, FALSE, Genetic Predisposition to Disease, FALSE, genetics, Q000235, Genotype, FALSE, Humans, FALSE, Middle Aged, FALSE, Polymorphism, Single Nucleotide, FALSE, Uterine Cervical Neoplasms, FALSE, genetics, Q000235",,,1,"projTutoBreastCan","2024-02-02"
,"30712467","The Effect of Smoking and Body Mass Index on The Complication Rate of Alloplastic Breast Reconstruction.","Sadok N","BACKGROUND AND AIMS: The aim of this study was to evaluate the effect of smoking and body mass index on the occurrence of complications after alloplastic breast reconstruction.
MATERIALS AND METHODS: A consecutive series of 56 patients treated with immediate or delayed alloplastic breast reconstruction, including six cases combined with latissimus dorsi flap, at three hospitals between 2012 and 2018 were included. Complications were scored and defined according to Clavien-Dindo. To evaluate the impact of smoking, body mass index, and other potential risk factors on the occurrence of any and severe complications, univariate and multivariate logistic regression analyses were applied to estimate odds ratios and 95% confidence intervals.
RESULTS: In 56 patients, 22 patients had a complication. As much as 46% of smokers had severe complications compared to 18% of non-smokers. Of patients with body mass index ⩾ 25, 40% had severe complications compared to 10% with body mass index < 25. Smokers had eight times more chance of developing severe complications than non-smokers (OR
CONCLUSION: Smoking and body mass index ⩾ 25 both increased the complication rate to such an extent that patients should be informed about their increased risk for complications following alloplastic breast reconstruction and on these grounds surgeons may delay alloplastic breast reconstruction. It is an ethical dilemma whether one should deny overweight and obese patients and those who smoke an immediate alloplastic breast reconstruction. For both life style interventions, adequate guidance should be made available.","2020",,"Scand J Surg","BACKGROUND AND AIMS : The aim of this study was to evaluate the effect of smoking and body mass index on the occurrence of complications after alloplastic breast reconstruction ","other","Adult, FALSE, Aged, FALSE, Body Mass Index, TRUE, Breast Neoplasms, FALSE, complications, Q000150, Female, FALSE, Humans, FALSE, Mammaplasty, FALSE, adverse effects, Q000009, Mastectomy, FALSE, Middle Aged, FALSE, Obesity, FALSE, complications, Q000150, Overweight, FALSE, complications, Q000150, Prospective Studies, FALSE, Risk Factors, FALSE, Smoking, FALSE, adverse effects, Q000009, Surgical Flaps, FALSE, adverse effects, Q000009",,,1,"projTutoBreastCan","2024-02-02"
,"30617699","Active and secondhand smoke exposure throughout life and DNA methylation in breast tumors.","Callahan CL","PURPOSE: Tobacco smoke exposure has been associated with altered DNA methylation. However, there is a paucity of information regarding tobacco smoke exposure and DNA methylation of breast tumors.
METHODS: We conducted a case-only analysis using breast tumor tissue from 493 postmenopausal and 225 premenopausal cases in the Western New York Exposures and Breast Cancer (WEB) study. Methylation of nine genes (SFN, SCGB3A1, RARB, GSTP1, CDKN2A, CCND2, BRCA1, FHIT, and SYK) was measured with pyrosequencing. Participants reported their secondhand smoke (SHS) and active smoking exposure for seven time periods. Unconditional logistic regression was used to estimate odds ratios (OR) of having methylation higher than the median.
RESULTS: SHS exposure was associated with tumor DNA methylation among postmenopausal but not premenopausal women. Active smoking at certain ages was associated with increased methylation of GSTP1, FHIT, and CDKN2A and decreased methylation of SCGB3A1 and BRCA1 among both pre- and postmenopausal women.
CONCLUSION: Exposure to tobacco smoke may contribute to breast carcinogenesis via alterations in DNA methylation. Further studies in a larger panel of genes are warranted.","2019",,"Cancer Causes Control"," PURPOSE : Tobacco smoke exposure has been associated with altered DNA methylation ","other","Adult, FALSE, BRCA1 Protein, FALSE, genetics, Q000235, Breast Neoplasms, FALSE, pathology, Q000473, Cyclin D2, FALSE, genetics, Q000235, DNA Methylation, TRUE, DNA, Neoplasm, FALSE, Female, FALSE, Humans, FALSE, Logistic Models, FALSE, Middle Aged, FALSE, New York, FALSE, Odds Ratio, FALSE, Premenopause, FALSE, Smoking, FALSE, epidemiology, Q000453, Tobacco Smoke Pollution, FALSE, adverse effects, Q000009",,,1,"projTutoBreastCan","2024-02-02"
,"30615587","Advanced Practice Providers and Survivorship Care: They Can Deliver.","Thom B","INTRODUCTION: As the number of cancer survivors grows, new models of survivorship care are being implemented, but there is limited evaluation to date. This retrospective review assesses the concordance of care provided to adult-onset cancer survivors by advanced practice providers (nurse practitioners and physician assistants) with Institute of Medicine guidelines for survivorship care.
METHODS: Records from three survivorship clinics at a single institution were reviewed for frequency of recurrence surveillance, screening for second cancers, symptom management (physical, psychological), health promotion education (alcohol, tobacco, cholesterol, and bone density screenings; diet/exercise discussion), care coordination, and provision of care plan. Data were characterized using descriptive statistics.
RESULTS: Over 2 years, 9,052 unique survivorship visits occurred; 210 breast, 208 prostate, and 204 colorectal visits were randomly selected for review. All patients with breast cancer underwent surveillance for recurrence; 99% were screened for new cancers. Discussion of health promotion activities ranged from 83% to 100%; 91% of patients were reviewed for physical symptoms, and 93% were reviewed for psychological symptoms. All patients with prostate cancer underwent recurrence surveillance; 97% were screened for new primaries. Health promotion activities ranged from 70% to 97%, and symptoms were discussed in 89% of visits. All patients with colorectal cancer underwent a surveillance colonoscopy for recurrence; 97% had a carcinoembryonic antigen test. Among women, 97% had mammograms, and 96% had a Papanicolaou test; 83% of men had a prostate-specific antigen test. Health promotion activities ranged from 69% to 100%, and symptoms were discussed in 93% to 97% of visits.
CONCLUSIONS: Findings suggest that advanced practice providers can provide survivorship care in accordance with Institute of Medicine standards, which provide a normative standard. This assessment is an important step in evaluating survivorship outcomes.","2019",,"J Oncol Pract",,"other","Cancer Survivors, TRUE, Delivery of Health Care, TRUE, Electronic Health Records, FALSE, Health Personnel, TRUE, Humans, FALSE, Neoplasms, FALSE, diagnosis, Q000175, Public Health Surveillance, FALSE, Recurrence, FALSE, Registries, FALSE, Survivorship, TRUE",,,1,"projTutoBreastCan","2024-02-02"
,"30606132","A pilot study to evaluate home-based screening for the common non-communicable diseases by a dedicated cadre of community health workers in a rural setting in India.","Basu P","BACKGROUND: Population-based screening for the common non-communicable diseases (NCD) is recommended but is difficult to implement in the hard-to-reach areas of low resourced countries. The objective of our pilot study was to evaluate the feasibility and the efficacy of delivering NCD screening services at home by trained community health workers (CHWs). Men and women aged 30-60 years residing in rural areas of India were targeted for screening.
METHODS: The CHWs made home visits to educate the participants about healthy lifestyles and symptoms of common cancers and counsel the tobacco/alcohol users to quit. They measured height, weight, blood pressure (BP) and random blood sugar for all and performed oral visual examination (OVE) to screen the tobacco/alcohol users for oral cancer. For cervical cancer screening, the women themselves provided self-collected vaginal samples that the CHWs delivered to the laboratory for high-risk Human Papillomavirus (HPV) detection. The women were not screened for breast cancer but were made aware of the common symptoms and the importance of early diagnosis. Further assessment of the screen-positive individuals and the women with breast symptoms was arranged at the nearest primary health center (PHC).
RESULTS: The CHWs screened 1998 men and 4997 women from 20 villages within 6 months; the refusal rate was less than 10%. High BP and sugar were detected in 32.6% and 7.5% participants respectively; hypertension and diabetes were confirmed in 42.3% and 35% respectively among those undergoing follow-up. Obesity prevalence was only 2.4%. More than 50% men were tobacco chewers. Of the total participants, 2.6% were positive on OVE, though no oral cancer was detected among them. HPV test was positive in 8.6% women and they were triaged with visual inspection after application of acetic acid (VIA) test for treatment either by thermal ablation (same visit) or by loop excision. VIA was positive in 14% of the HPV-positive women and 56.5% of them received same day ablative treatment. The VIA-negative women were advised follow up after 1 year. No breast cancer was detected among the 0.6% women complaining of breast symptoms.
CONCLUSIONS: Delivery of NCD screening services at home by trained CHWs is feasible and well-accepted by our study population.","2019",,"BMC Public Health"," The objective of our pilot study was to evaluate the feasibility and the efficacy of delivering NCD screening services at home by trained community health workers ( CHWs ) ","other","Adult, FALSE, Community Health Services, TRUE, Community Health Workers, FALSE, Feasibility Studies, FALSE, Female, FALSE, Home Care Services, TRUE, Humans, FALSE, India, FALSE, Male, FALSE, Mass Screening, FALSE, methods, Q000379, Middle Aged, FALSE, Noncommunicable Diseases, FALSE, prevention & control, Q000517, Pilot Projects, FALSE, Program Evaluation, FALSE, Rural Population, TRUE, statistics & numerical data, Q000706",,,1,"projTutoBreastCan","2024-02-02"
,"30463468","Causality Advocacy: Workers' Compensation Cases as Resources for Identifying and Preventing Diseases of Modernity.","Gilbertson M","An appeal process for an injured worker compensation case is a unique opportunity to debate and integrate evidence concerning a potential causal relationship between observations of occupational disease and exposures to various putative risk factors that may also be of significance in public health protection. Through application of Hill's indicia to the evidence presented in a recent appeal process concerning a breast cancer case for a female border guard, a novel epidemic, tentatively called ""occupational BRCAness"" has been identified and a causal relationship with exposures to traffic-related air pollution and shift work and possibly secondhand tobacco smoke is inferred. Application of the audit method by worker advocates to other compensation appeals processes for other diseases might similarly yield causal relations with exposures to occupational risk factors with relevance to public health.","2019",,"New Solut",,"other","Breast Neoplasms, FALSE, etiology, Q000209, Databases, Factual, FALSE, Female, FALSE, Genes, BRCA1, FALSE, Humans, FALSE, Occupational Diseases, FALSE, prevention & control, Q000517, Occupational Exposure, FALSE, adverse effects, Q000009, Public Health, FALSE, Receptors, Estrogen, FALSE, Risk Factors, FALSE, Workers' Compensation, TRUE",,,1,"projTutoBreastCan","2024-02-02"
,"30400897","Prevalence and predictors of physical inactivity levels among Kenyan adults (18-69 years): an analysis of STEPS survey 2015.","Gichu M","BACKGROUND: Physical inactivity accounts for more than 3 million deaths worldwide, and is implicated in causing 6% of coronary heart diseases, 7% of diabetes, and 10% of colon or breast cancer. Globally, research has shown that modifying four commonly shared risky behaviours, including poor nutrition, tobacco use, harmful use of alcohol, and physical inactivity, can reduce occurrence of non-communicable diseases (NCDs). Risk factor surveillance through population-based periodic surveys, has been identified as an effective strategy to inform public health interventions in NCD control. The stepwise approach to surveillance (STEPS) survey is one such initiative, and Kenya carried out its first survey in 2015. This study sought to describe the physical inactivity risk factors from the findings of the Kenya STEPS survey.
METHODS: This study employed countrywide representative survey administered between April and June 2015. A three stage cluster sampling design was used to select clusters, households and eligible individuals. All adults between 18 and 69 years in selected households were eligible. Data on demographic, behavioural, and biochemical characteristics were collected. Prevalence of physical inactivity was computed. Logistic regression used to explore factors associated with physical inactivity.
RESULTS: A total of 4500 individuals consented to participate from eligible 6000 households. The mean age was 40.5 (39.9-41.1) years, with 51.3% of the respondents being female. Overall 346 (7.7%) of respondents were classified as physically inactive. Physical inactivity was associated with female gender, middle age (30-49 years), and increasing level of education, increasing wealth index and low levels of High Density Lipoproteins (HDL).
CONCLUSION: A modest prevalence of physical inactivity slightly higher than in neighbouring countries was found in this study. Gender, age, education level and wealth index are evident areas that predict physical inactivity which can be focused on to develop programs that would work towards reducing physical inactivity among adults in Kenya.","2018",,"BMC Public Health",,"other","Adolescent, FALSE, Adult, FALSE, Aged, FALSE, Female, FALSE, Humans, FALSE, Kenya, FALSE, epidemiology, Q000453, Male, FALSE, Middle Aged, FALSE, Noncommunicable Diseases, FALSE, epidemiology, Q000453, Prevalence, FALSE, Risk Factors, FALSE, Sedentary Behavior, TRUE, Socioeconomic Factors, FALSE, Surveys and Questionnaires, FALSE, Young Adult, FALSE",,,1,"projTutoBreastCan","2024-02-02"
,"30395205","Primary care providers' views on a future lung cancer screening program.","O'Brien MA","BACKGROUND: The National Lung Screening Trial demonstrated that screening with low-dose computed tomography significantly reduces mortality from lung cancer in high-risk individuals.
OBJECTIVE: To describe the role preferences and information needs of primary care providers (PCPs) in a future organized lung cancer screening program.
METHODS: We purposively sampled PCPs from diverse health regions of Ontario and from different practice models including family health teams and community health centres. We also recruited family physicians with a leadership role in cancer screening. We used focus groups and a nominal group process to identify informational priorities. Two analysts systematically applied a coding scheme to interview transcripts.
RESULTS: Four groups were held with 34 providers and administrative staff [28 (82%) female, 21 (62%) physicians, 7 (20%) other health professionals and 6 (18%) administrative staff]. PCPs and staff were generally positive about a potential lung cancer screening program but had variable views on their involvement. Informational needs included evidence of potential benefits and harms of screening. Most providers preferred that a new program be modelled on positive features of an existing breast cancer screening program. Lung cancer screening was viewed as a new opportunity to counsel patients about smoking cessation.
CONCLUSIONS: The development of a future lung cancer screening program should consider the wide variability in the roles that PCPs preferred. An explicit link to existing smoking cessation programs was seen as essential. As providers had significant information needs, learning materials and opportunities should be developed with them.","2019",,"Fam Pract"," OBJECTIVE : To describe the role preferences and information needs of primary care providers ( PCPs ) in a future organized lung cancer screening program ","other","Attitude of Health Personnel, TRUE, Counseling, TRUE, Early Detection of Cancer, TRUE, Female, FALSE, Focus Groups, FALSE, Health Personnel, FALSE, psychology, Q000523, Humans, FALSE, Lung Neoplasms, FALSE, diagnosis, Q000175, Male, FALSE, Middle Aged, FALSE, Ontario, FALSE, Physicians, Primary Care, FALSE, psychology, Q000523, Primary Health Care, FALSE, Risk Factors, FALSE, Smoking Cessation, FALSE, Tomography, X-Ray Computed, FALSE",,,1,"projTutoBreastCan","2024-02-02"
,"30366874","Identification of breast tumors from diathermy smoke by differential ion mobility spectrometry.","Sutinen M","INTRODUCTION: Breast cancer is the most frequent cancer in women worldwide. The primary treatment is breast-conserving surgery or mastectomy with an adequate clearance margin. Diathermy blade is used extensively in breast-conserving surgery. Surgical smoke produced as a side product has cancer-specific molecular features. Differential mobility spectrometry (DMS) is a rapid and affordable technology for analysis of complex gas mixtures. In our study we examined surgical smoke from malignant and benign breast tissue created with a diathermy blade using DMS.
MATERIAL AND METHODS: Punch biopsies of 4 mm diameter from breast cancer surgical specimens were taken during gross dissection of fresh surgical specimen and placed in a well plate. The measurement system is a custom-built device called automatic tissue analysis system (ATAS) based on a DMS sensor. Each specimen was incised with a diathermy blade and the surgical smoke was analyzed.
RESULTS: We examined 106 carcinoma samples from 21 malignant breast tumors. Benign samples (n = 198) included macroscopically normal mammary gland (n = 82), adipose tissue (n = 88) and vascular tissue (n = 28). The classification accuracy when comparing malignant samples to all benign samples was 87%. The sensitivity was 80% and the specificity was 90%. The classification accuracy of carcinomas to ductal and lobular was 94%, 47%, respectively.
CONCLUSIONS: Benign and malignant breast tissue can be identified with ATAS. These results lay foundation for intraoperative margin assessment with DMS from surgical smoke.","2019",,"Eur J Surg Oncol",,"other","Adult, FALSE, Biopsy, FALSE, Breast Neoplasms, FALSE, diagnosis, Q000175, Diagnosis, Differential, FALSE, Diathermy, TRUE, Female, FALSE, Humans, FALSE, Ion Mobility Spectrometry, TRUE, Middle Aged, FALSE, Sensitivity and Specificity, FALSE, Smoke, FALSE, analysis, Q000032",,,1,"projTutoBreastCan","2024-02-02"
,"30365661","Breast cancer: Is grief a risk factor?","Paula NCNM","Cancer is characterized by the disordered growth of cells that have high capacity of invasion to the tissues and organs. One of the types of tumour that has national incidence and high mortality is breast cancer. Studies show that in addition to hereditary factors, lifestyle and environmental factors, there are factors related to emotional distress (mourning), which interfere with the development of breast cancer. Thus, it is necessary to investigate if the experience of mourning can trigger the appearance of the tumour. For this, an integrative review was performed to verify the existence of the relationship between mourning and development of breast cancer, which presented contradictory results. Methodological errors and lack of access to important information, such as alcohol and tobacco use, were pointed out as the main causes of the contradiction found. A possible mechanism involving cortisol release has been proposed, but more research is needed to make it clear whether the association between mourning and breast cancer really exists, and by what path.","2018",,"Rev Assoc Med Bras (1992)"," Thus , it is necessary to investigate if the experience of mourning can trigger the appearance of the tumour "," review","Bereavement, FALSE, Breast Neoplasms, FALSE, etiology, Q000209, Female, FALSE, Grief, TRUE, Humans, FALSE, Risk Factors, FALSE",,,1,"projTutoBreastCan","2024-02-02"
