"idStudy0","PMID","title","author","ABSTRACT","yearPublication","journal","journalShort","objective","studyPlan","keywords","mainIntervention","mainEndpoint","fromCode","projectName","uploadDate"
,"28572021","Death certificate data and causes of death in patients with parkinsonism.","Moscovich M","INTRODUCTION: Assessment of variables related to mortality in Parkinson disease (PD) and other parkinsonian syndromes relies, among other sources, on accurate death certificate (DC) documentation. We assessed the documentation of the degenerative disorder on DCs and evaluated comorbidities and causes of death among parkinsonian patients.
METHODS: Demographic and clinical data were systematically and prospectively collected on deceased patients followed at a tertiary movement disorder clinic. DCs data included the documentation of parkinsonism, causes, and place of death.
RESULTS: Among 138 cases, 84 (60.9%) male, mean age 77.9 years, mean age of onset 66.7, and mean disease duration 10.9 years. Clinical diagnoses included PD (73.9%), progressive supranuclear palsy (10.9%), multiple system atrophy (7.2%), Lewy body dementia (7.2%) and corticobasal degeneration (0.7%). Psychosis occurred in 60.1% cases, dementia in 48.5%. Most PD patients died due to heterogeneous causes before reaching advanced stages. Non-PD parkinsonian patients died earlier due to causes linked to the advanced neurodegenerative process. PD was documented in 38.4% of DCs with different forms of inconsistencies. That improved, but remained significant when it was signed by a specialist.
CONCLUSIONS: More than half of PD cases died while still ambulatory and independent, after a longer disease course and due to causes commonly seen in that age group. Deaths among advanced PD patients occurred due to causes similar to what we found in non-PD cases. These findings can be useful for clinical, prognostic and counseling purposes. Underlying parkinsonian disorders are poorly documented in DCs, undermining its' use as sources of data collection.","2017",,"Parkinsonism Relat Disord"," These findings can be useful for clinical , prognostic and counseling purposes ","other","Adult, FALSE, Aged, FALSE, Aged, 80 and over, FALSE, Cause of Death, TRUE, Death Certificates, TRUE, Female, FALSE, Humans, FALSE, Male, FALSE, Middle Aged, FALSE, Parkinsonian Disorders, FALSE, mortality, Q000401, Retrospective Studies, FALSE",,,1,"projTutoMSA","2024-02-05"
,"28542582","Clinical implications of pre-existing adenoma in endoscopically resected early gastric cancers.","Choi JM","BACKGROUND: Although gastric adenoma is widely accepted as a precursor of gastric cancer, pre-existing adenoma is not always detected in gastric cancer patients.
OBJECTIVE: To investigate the clinical characteristics of early gastric cancer (EGC) arising from adenoma, compared with those of EGC without pre-existing adenoma.
METHODS: Patients who underwent endoscopic resection for EGC at a single tertiary hospital were divided into two groups based on the presence (ex-adenoma group) or absence (de novo group) of pre-existing adenoma on pathologic specimens. Clinicopathologic characteristics, endoscopic features and long-term outcomes were analyzed.
RESULTS: Of 1,509 patients, 236 (15.6%) were included in the ex-adenoma group. Mean age (P = 0.003) and Helicobacter pylori infection rate (P = 0.040) were significantly higher in the ex-adenoma than in the de novo group. Mean endoscopic size was significantly larger, elevated lesions were more prevalent (both P < 0.001), and carcinomas were more differentiated in the ex-adenoma group than in the de novo group (P = 0.037). The degree of atrophy (P = 0.025) or intestinal metaplasia (P < 0.001) was more advanced in the ex-adenoma group. Synchronous gastric neoplasia was significantly more prevalent in the ex-adenoma group (P < 0.001), whereas metachronous cancer recurrence rate was not significantly different between the two groups.
CONCLUSIONS: EGCs with pre-existing adenoma show a greater association with H. pylori-related chronic inflammation than those without, which could explain the differences in the characteristics between groups. Potential differences in carcinogenic mechanisms between the groups were explored.","2017",,"PLoS One"," OBJECTIVE : To investigate the clinical characteristics of early gastric cancer ( EGC ) arising from adenoma , compared with those of EGC without pre-existing adenoma ","other","Adenoma, FALSE, pathology, Q000473, Adenomatous Polyps, FALSE, pathology, Q000473, Aged, FALSE, Atrophy, FALSE, pathology, Q000473, Early Detection of Cancer, FALSE, methods, Q000379, Female, FALSE, Gastric Mucosa, FALSE, pathology, Q000473, Gastroscopy, FALSE, methods, Q000379, Helicobacter Infections, FALSE, pathology, Q000473, Humans, FALSE, Incidence, FALSE, Male, FALSE, Metaplasia, FALSE, pathology, Q000473, Middle Aged, FALSE, Neoplasm Recurrence, Local, FALSE, pathology, Q000473, Neoplasms, Multiple Primary, FALSE, pathology, Q000473, Neoplasms, Second Primary, FALSE, pathology, Q000473, Prevalence, FALSE, Risk Factors, FALSE, Stomach Neoplasms, FALSE, pathology, Q000473",,,1,"projTutoMSA","2024-02-05"
,"28505261","Survival and Causes of Death Among People With Clinically Diagnosed Synucleinopathies With Parkinsonism: A Population-Based Study.","Savica R","IMPORTANCE: To our knowledge, a comprehensive study of the survival and causes of death of persons with synucleinopathies compared with the general population has not been conducted. Understanding the long-term outcomes of these conditions may inform patients and caregivers of the expected disease duration and may help with care planning.
OBJECTIVE: To compare survival rates and causes of death among patients with incident, clinically diagnosed synucleinopathies and age- and sex-matched referent participants.
DESIGN, SETTING, AND PARTICIPANTS: This population-based study used the Rochester Epidemiology Project medical records-linkage system to identify all residents in Olmsted County, Minnesota, who received a diagnostic code of parkinsonism from 1991 through 2010. A movement-disorders specialist reviewed the medical records of each individual to confirm the presence of parkinsonism and determine the type of synucleinopathy. For each confirmed patient, an age- and sex-matched Olmsted County resident without parkinsonism was also identified.
MAIN OUTCOMES AND MEASURES: We determined the age- and sex-adjusted risk of death for each type of synucleinopathy, the median time from diagnosis to death, and the causes of death.
RESULTS: Of the 461 patients with synucleinopathies, 279 (60.5%) were men, and of the 452 referent participants, 272 (60.2%) were men. From 1991 through 2010, 461 individuals received a diagnosis of a synucleinopathy (309 [67%] of Parkinson disease, 81 [17.6%] of dementia with Lewy bodies, 55 [11.9%] of Parkinson disease dementia, and 16 [3.5%] of multiple system atrophy with parkinsonism). During follow-up, 68.6% (n = 316) of the patients with synucleinopathies and 48.7% (n = 220) of the referent participants died. Patients with any synucleinopathy died a median of 2 years earlier than referent participants. Patients with multiple system atrophy with parkinsonism (hazard ratio, 10.51; 95% CI, 2.92-37.82) had the highest risk of death compared with referent participants, followed by those with dementia with Lewy bodies (hazard ratio, 3.94; 95% CI, 2.61-5.94), Parkinson disease with dementia (hazard ratio, 3.86; 95% CI, 2.36-6.30), and Parkinson disease (hazard ratio, 1.75; 95% CI, 1.39-2.21). Neurodegenerative disease was the most frequent cause of death listed on the death certificate for patients, and cardiovascular disease was the most frequent cause of death among referent participants.
CONCLUSIONS AND RELEVANCE: Individuals with multiple system atrophy with parkinsonism, dementia with Lewy bodies, and Parkinson disease dementia have increased mortality compared with the general population. The mortality among persons with Parkinson disease is only moderately increased compared with the general population.","2017",,"JAMA Neurol"," OBJECTIVE : To compare survival rates and causes of death among patients with incident , clinically diagnosed synucleinopathies and age- and sex-matched referent participants ","other","Aged, FALSE, Aged, 80 and over, FALSE, Cause of Death, TRUE, Comorbidity, FALSE, Dementia, FALSE, epidemiology, Q000453, Female, FALSE, Follow-Up Studies, FALSE, Humans, FALSE, Lewy Body Disease, FALSE, epidemiology, Q000453, Male, FALSE, Middle Aged, FALSE, Minnesota, FALSE, epidemiology, Q000453, Multiple System Atrophy, FALSE, epidemiology, Q000453, Parkinson Disease, FALSE, epidemiology, Q000453, Parkinsonian Disorders, FALSE, epidemiology, Q000453, alpha-Synuclein, FALSE, metabolism, Q000378",,,1,"projTutoMSA","2024-02-05"
,"28496050","Multiple system atrophy: clinicopathological characteristics in Japanese patients.","Ozawa T","Multiple system atrophy (MSA) is an adult-onset neurodegenerative disorder that has both clinical and pathological variants. Clinical examples include MSA with predominant cerebellar ataxia (MSA-C) and MSA with predominant parkinsonism (MSA-P), whereas olivopontocerebellar atrophy and striatonigral degeneration represent pathological variants. We performed systematic reviews of studies that addressed the relative frequencies of clinical or pathological variants of MSA in various populations to determine the clinicopathological characteristics in Japanese MSA. The results revealed that the majority of Japanese patients have MSA-C, while the majority of patients in Europe and North America have MSA-P. A comparative study of MSA pathology showed that the olivopontocerebellar-predominant pathology was more frequent in Japanese MSA than in British MSA. Demonstrated differences in pathological subtype thus appear consistent with differences in the clinical subtype of MSA demonstrated between Japan and European populations. We concluded that olivopontocerebellar-predominant pathology and MSA-C may represent clinicopathological characteristics in Japanese MSA. Factors determining predominant involvement of olivopontocerebellar regions in MSA should therefore be explored.","2017",,"Proc Jpn Acad Ser B Phys Biol Sci",,"meta analysis","Age Distribution, FALSE, Female, FALSE, Humans, FALSE, Internationality, FALSE, Japan, FALSE, epidemiology, Q000453, Male, FALSE, Multiple System Atrophy, FALSE, ethnology, Q000208, Prevalence, FALSE, Racial Groups, FALSE, statistics & numerical data, Q000706, Risk Factors, FALSE, Sex Distribution, FALSE",,,1,"projTutoMSA","2024-02-05"
,"28477711","Association analysis of polymorphisms in VMAT2 and TMEM106B genes for Parkinson's disease, amyotrophic lateral sclerosis and multiple system atrophy.","Hu T","BACKGROUND: The vesicular monoamine transporter type 2 (VMAT2) and transmembrane Protein 106B (TMEM106B) were reported to be associated with neurodegenerative diseases. Recent studies found that two polymorphisms (rs363371 and rs363324) in VMAT2 might be a risk factor for Parkinson's disease (PD) in Caucasians, while the two other variants (rs1990622 and rs3173615) in TMEM106B increased the risk for frontotemporal dementia (FTD). Considering the overlap between clinical manifestation and pathologic characteristics in neurodegenerative diseases, we conducted a large-sample study to investigate the associations between these four polymorphisms and the risk for PD, sporadic amyotrophic lateral sclerosis (SALS), and multiple system atrophy (MSA) in a Chinese patient population.
METHODS: A total of 1121 PD, 863 SALS, and 356 MSA patients, as well as 829 healthy controls (HCs), were included in the study. These four polymorphisms were genotyped using Sequenom iPLEX Assay technology.
RESULTS: Significant differences were found in the genotype distribution of VMAT2 rs363371 between SALS patients and HCs (p=0.001). In an additive model, ""GG"" of rs363371 significantly decreased the risk for SALS (p<0.001, OR: 0.49, 95% CI [0.36-0.67]). The frequencies of minor alleles for rs1990622 and rs3173615 in TMEM106B were significantly different between PD patients with initial symptoms of tremor and rigidity/bradykinesia (p=0.001), and between patients with initial symptom of rigidity/bradykinesia and HCs (p<0.001). The minor alleles ""T"" of rs1990622 and ""C"" of rs3173615 increased the risk for PD patients with initial symptom of rigidity/bradykinesia (OR: 1.21[1.10-1.34] and OR: 1.19[1.07-1.31], respectively). No differences were found in the genotype distribution and allele frequency of the four polymorphisms between MSA patients and HCs.
CONCLUSION: In this Chinese patient population, ""GG"" of rs363371 in VMAT2 may reduce the risk for SALS, while minor alleles of rs1990622 and rs3173615 in TMEM106B may be associated with PD patients with initial symptom of rigidity/bradykinesia.","2017",,"J Neurol Sci"," Considering the overlap between clinical manifestation and pathologic characteristics in neurodegenerative diseases , we conducted a large-sample study to investigate the associations between these four polymorphisms and the risk for PD , sporadic amyotrophic lateral sclerosis ( SALS ) , and multiple system atrophy ( MSA ) in a Chinese patient population ","other","Adult, FALSE, Aged, FALSE, Amyotrophic Lateral Sclerosis, FALSE, genetics, Q000235, DNA Mutational Analysis, FALSE, Female, FALSE, Gene Frequency, FALSE, Genetic Association Studies, FALSE, Genetic Predisposition to Disease, FALSE, genetics, Q000235, Genotype, FALSE, Humans, FALSE, Male, FALSE, Membrane Proteins, FALSE, genetics, Q000235, Middle Aged, FALSE, Multiple System Atrophy, FALSE, genetics, Q000235, Nerve Tissue Proteins, FALSE, genetics, Q000235, Parkinson Disease, FALSE, genetics, Q000235, Polymorphism, Single Nucleotide, FALSE, genetics, Q000235, Vesicular Monoamine Transport Proteins, FALSE, genetics, Q000235",,,1,"projTutoMSA","2024-02-05"
,"28341224","Palliative care and its emerging role in Multiple System Atrophy and Progressive Supranuclear Palsy.","Wiblin L","Multiple System Atrophy (MSA) and Progressive Supranuclear Palsy (PSP) are sporadic, neurodegenerative conditions and belong to a group known as the atypical Parkinsonian disorders. The atypical Parkinsonian (AP) disorders have some features of idiopathic Parkinson's disease (PD) but often with poor or transient levodopa response [1], distinct symptom profiles, more rapid progression and reduced survival. They have significant symptom burden [2]. It is beginning to be appreciated that AP disorders not only carry a heavy symptom burden equivalent to that of patients with advanced cancer but that AP patients experience significant morbidity for an extended period of time. PSP and MSA patients reach clinical milestones such as wheelchair-dependence or frequent falls early in the course of their disease and can live with these accumulating burdens for some years [3]. The acknowledgement of the benefits of emphasizing quality of life in progressive disorders and the growing evidence for palliative care need in non-malignant conditions suggests that MSA and PSP would benefit from an integrated palliative approach. Studies to determine palliative need and possibility of benefit from intervention are beginning to yield results in Parkinsonian conditions. This review aims to discuss the trajectory of disease in MSA and PSP, explore significant symptoms and summarize some evidence which exists for palliative care need and quality of life in these conditions. The challenges of a palliative approach with this group including advance care planning will also be discussed.","2017",,"Parkinsonism Relat Disord"," This review aims to discuss the trajectory of disease in MSA and PSP , explore significant symptoms and summarize some evidence which exists for palliative care need and quality of life in these conditions "," review","Humans, FALSE, Multiple System Atrophy, FALSE, therapy, Q000628, Palliative Care, FALSE, methods, Q000379, Supranuclear Palsy, Progressive, FALSE, therapy, Q000628",,,1,"projTutoMSA","2024-02-05"
,"28334990","Insulin resistance and exendin-4 treatment for multiple system atrophy.","Bassil F","See Stayte and Vissel (doi:10.1093/awx064) for a scientific commentary on this article. Multiple system atrophy is a fatal sporadic adult-onset neurodegenerative disorder with no symptomatic or disease-modifying treatment available. The cytopathological hallmark of multiple system atrophy is the accumulation of α-synuclein aggregates in oligodendrocytes, forming glial cytoplasmic inclusions. Impaired insulin/insulin-like growth factor-1 signalling (IGF-1) and insulin resistance (i.e. decreased insulin/IGF-1) have been reported in other neurodegenerative disorders such as Alzheimer's disease. Increasing evidence also suggests impaired insulin/IGF-1 signalling in multiple system atrophy, as corroborated by increased insulin and IGF-1 plasma concentrations in multiple system atrophy patients and reduced IGF-1 brain levels in a transgenic mouse model of multiple system atrophy. We here tested the hypothesis that multiple system atrophy is associated with brain insulin resistance and showed increased expression of the key downstream messenger insulin receptor substrate-1 phosphorylated at serine residue 312 in neurons and oligodendrocytes in the putamen of patients with multiple system atrophy. Furthermore, the expression of insulin receptor substrate 1 (IRS-1) phosphorylated at serine residue 312 was more apparent in inclusion bearing oligodendrocytes in the putamen. By contrast, it was not different between both groups in the temporal cortex, a less vulnerable structure compared to the putamen. These findings suggest that insulin resistance may occur in multiple system atrophy in regions where the neurodegenerative process is most severe and point to a possible relation between α-synuclein aggregates and insulin resistance. We also observed insulin resistance in the striatum of transgenic multiple system atrophy mice and further demonstrate that the glucagon-like peptide-1 analogue exendin-4, a well-tolerated and Federal Drug Agency-approved antidiabetic drug, has positive effects on insulin resistance and monomeric α-synuclein load in the striatum, as well as survival of nigral dopamine neurons. Additionally, plasma levels of exosomal neural-derived IRS-1 phosphorylated at serine residue 307 (corresponding to serine residue 312 in humans) negatively correlated with survival of nigral dopamine neurons in multiple system atrophy mice treated with exendin-4. This finding suggests the potential for developing this peripheral biomarker candidate as an objective outcome measure of target engagement for clinical trials with glucagon-like peptide-1 analogues in multiple system atrophy. In conclusion, our observation of brain insulin resistance in multiple system atrophy patients and transgenic mice together with the beneficial effects of the glucagon-like peptide-1 agonist exendin-4 in transgenic mice paves the way for translating this innovative treatment into a clinical trial.","2017",,"Brain"," This finding suggests the potential for developing this peripheral biomarker candidate as an objective outcome measure of target engagement for clinical trials with glucagon-like peptide-1 analogues in multiple system atrophy ","other","Aged, FALSE, Aged, 80 and over, FALSE, Animals, FALSE, Cell Survival, FALSE, drug effects, Q000187, Corpus Striatum, FALSE, metabolism, Q000378, Dopaminergic Neurons, FALSE, physiology, Q000502, Exenatide, FALSE, Female, FALSE, Humans, FALSE, Insulin Receptor Substrate Proteins, FALSE, biosynthesis, Q000096, Insulin Resistance, TRUE, Male, FALSE, Mice, FALSE, Mice, Transgenic, FALSE, Middle Aged, FALSE, Multiple System Atrophy, FALSE, blood, Q000097, Neurons, FALSE, metabolism, Q000378, Oligodendroglia, FALSE, metabolism, Q000378, Peptides, FALSE, pharmacology, Q000494, Phosphorylation, FALSE, Protein Aggregation, Pathological, FALSE, metabolism, Q000378, Putamen, FALSE, metabolism, Q000378, Substantia Nigra, FALSE, drug effects, Q000187, Temporal Lobe, FALSE, metabolism, Q000378, Venoms, FALSE, pharmacology, Q000494, alpha-Synuclein, FALSE, genetics, Q000235",,,1,"projTutoMSA","2024-02-05"
,"28303913","Multiple system atrophy: insights into a rare and debilitating movement disorder.","Krismer F","Multiple system atrophy (MSA) is a devastating and fatal neurodegenerative disorder. The clinical presentation of this disease is highly variable, with parkinsonism, cerebellar ataxia and autonomic failure being the most common - and often debilitating - symptoms. These symptoms progress rapidly, and patients die from MSA-related complications after 9 years of symptom duration on average. Unfortunately, the course of the disease cannot be improved by drug or surgical treatment. In addition, symptomatic treatment options are currently limited, and therapeutic benefits are often only transient. Thus, further interventional studies of candidate disease-modifying and symptomatic therapies are essential to improve patient care. In the past 15 years, the understanding of MSA-specific requirements in trial methodology has improved, resulting in a substantial increase in high-quality interventional studies. In this Review, we discuss MSA risk factors, clinical presentation and neuropathology, and we provide a hypothesis on key pathophysiological events, a summary of recent randomized controlled trials, and an overview of ongoing international collaborations.","2017",,"Nat Rev Neurol",," review","Humans, FALSE, Multiple System Atrophy, TRUE, drug therapy, Q000188",,,1,"projTutoMSA","2024-02-05"
,"28296268","Feasibility and Efficacy of Intra-Arterial Administration of Mesenchymal Stem Cells in an Animal Model of Double Toxin-Induced Multiple System Atrophy.","Na Kim H","Multiple system atrophy (MSA) is a sporadic neurodegenerative disease of the central and autonomic nervous system. Because no drug treatment consistently benefits MSA patients, neuroprotective strategy using mesenchymal stem cells (MSCs) has a lot of concern for the management of MSA. In this study, we investigated the safety and efficacy of intra-arterial administration of MSCs via internal carotid artery (ICA) in an animal model of MSA. The study was composed of feasibility test using a ×10 and ×50 of a standard dose of MSCs (4 × 10","2017",,"Stem Cells Transl Med"," In this study , we investigated the safety and efficacy of intra-arterial administration of MSCs via internal carotid artery ( ICA ) in an animal model of MSA ","other","Animals, FALSE, Cells, Cultured, FALSE, Disease Models, Animal, FALSE, Female, FALSE, Flow Cytometry, FALSE, Immunohistochemistry, FALSE, Magnetic Resonance Imaging, FALSE, Male, FALSE, Mesenchymal Stem Cell Transplantation, FALSE, Mesenchymal Stem Cells, FALSE, cytology, Q000166, Multiple System Atrophy, FALSE, diagnostic imaging, Q000000981, Rats, FALSE, Rats, Sprague-Dawley, FALSE",,,1,"projTutoMSA","2024-02-05"
,"28273785","Cognitive impairment in patients with multiple sclerosis is associated with atrophy of the inner retinal layers.","Coric D","BACKGROUND: Inner retinal layer (IRL) atrophy is a potential biomarker for neurodegeneration in multiple sclerosis (MS).
OBJECTIVE: To investigate the relationship between cognitive impairment and IRL atrophy in MS.
METHODS: Cross-sectional study design, including 217 patients and 59 healthy controls. Subjects were investigated clinically, underwent retinal optical coherence tomography (OCT) and comprehensive cognitive assessments. The association between these modalities was evaluated by regression analyses.
RESULTS: Of the patients, 44.2% were cognitively impaired. In the absence of multiple sclerosis-associated optic neuritis (MSON), cognitively impaired patients had a significantly lower mean peripapillary retinal nerve fiber layer (pRNFL, Δ: 8.13 µm, p < 0.001) and mean macular ganglion cell-inner plexiform layer (mGCIPL, Δ: 11.50 µm, p < 0.001) thickness compared to cognitively preserved patients. There was a significant association between the presence of cognitive impairment and pRNFL (odds ratio (OR): 1.11, 95% confidence interval (CI): 1.04-1.18, p = 0.001) and mGCIPL (OR = 1.11, 95% CI = 1.05-1.18, p < 0.001) atrophy. This association was masked by the severe IRL atrophy seen following MSON.
CONCLUSION: The strong relationship between cognitive impairment across multiple cognitive domains and atrophy of the pRNFL and mGCIPL in patients who never suffered from MSON suggests that OCT is useful in assessing central nervous system neurodegeneration in MS.","2018",,"Mult Scler"," OBJECTIVE : To investigate the relationship between cognitive impairment and IRL atrophy in MS ","observational study","Adult, FALSE, Aged, FALSE, Atrophy, FALSE, Cognitive Dysfunction, FALSE, etiology, Q000209, Cross-Sectional Studies, FALSE, Female, FALSE, Humans, FALSE, Male, FALSE, Middle Aged, FALSE, Multiple Sclerosis, FALSE, complications, Q000150, Optic Neuritis, FALSE, diagnostic imaging, Q000000981, Retina, FALSE, diagnostic imaging, Q000000981, Retinal Ganglion Cells, FALSE, pathology, Q000473, Tomography, Optical Coherence, FALSE",,,1,"projTutoMSA","2024-02-05"
,"28213435","Genetics of Synucleinopathies.","Nussbaum RL","Parkinson's disease (PD), diffuse Lewy body disease (DLBD), and multiple system atrophy (MSA) constitute the three major neurodegenerative disorders referred to as synucleinopathies because both genetic and pathological results implicate the α-synuclein protein in their pathogenesis. PD and DLBD are recognized as closely related diseases with substantial clinical and pathological overlap. MSA, on the other hand, has a distinctive clinical presentation and neuropathological profile. In this review, we will summarize the evidence linking α-synuclein to these three disorders. Hundreds of patients with point or copy number mutations in the gene encoding α-synuclein, ","2018",,"Cold Spring Harb Perspect Med",," review","Gene Expression, FALSE, Genome-Wide Association Study, FALSE, Humans, FALSE, Lewy Body Disease, FALSE, genetics, Q000235, Multiple System Atrophy, FALSE, genetics, Q000235, Mutation, FALSE, Parkinson Disease, FALSE, genetics, Q000235, Phenotype, FALSE, alpha-Synuclein, FALSE, genetics, Q000235",,,1,"projTutoMSA","2024-02-05"
,"28205009","Mixed pathologies including chronic traumatic encephalopathy account for dementia in retired association football (soccer) players.","Ling H","In retired professional association football (soccer) players with a past history of repetitive head impacts, chronic traumatic encephalopathy (CTE) is a potential neurodegenerative cause of dementia and motor impairments. From 1980 to 2010, 14 retired footballers with dementia were followed up regularly until death. Their clinical data, playing career, and concussion history were prospectively collected. Next-of-kin provided consent for six to have post-mortem brain examination. Of the 14 male participants, 13 were professional and 1 was a committed amateur. All were skilled headers of the ball and had played football for an average of 26 years. Concussion rate was limited in six cases to one episode each during their careers. All cases developed progressive cognitive impairment with an average age at onset of 63.6 years and disease duration of 10 years. Neuropathological examination revealed septal abnormalities in all six post-mortem cases, supportive of a history of chronic repetitive head impacts. Four cases had pathologically confirmed CTE; concomitant pathologies included Alzheimer's disease (N = 6), TDP-43 (N = 6), cerebral amyloid angiopathy (N = 5), hippocampal sclerosis (N = 2), corticobasal degeneration (N = 1), dementia with Lewy bodies (N = 1), and vascular pathology (N = 1); and all would have contributed synergistically to the clinical manifestations. The pathological diagnosis of CTE was established in four individuals according to the latest consensus diagnostic criteria. This finding is probably related to their past prolonged exposure to repetitive head impacts from head-to-player collisions and heading the ball thousands of time throughout their careers. Alzheimer's disease and TDP-43 pathologies are common concomitant findings in CTE, both of which are increasingly considered as part of the CTE pathological entity in older individuals. Association football is the most popular sport in the world and the potential link between repetitive head impacts from playing football and CTE as indicated from our findings is of considerable public health interest. Clearly, a definitive link cannot be established in this clinico-pathological series, but our findings support the need for further systematic investigation, including large-scale case-control studies to identify at risk groups of footballers which will justify for the implementation of protective strategies.","2017",,"Acta Neuropathol",,"other","Aged, FALSE, Aged, 80 and over, FALSE, Amyloid beta-Peptides, FALSE, metabolism, Q000378, Autopsy, FALSE, Brain, FALSE, metabolism, Q000378, Calcium-Binding Proteins, FALSE, Chronic Traumatic Encephalopathy, FALSE, complications, Q000150, DNA-Binding Proteins, FALSE, metabolism, Q000378, Dementia, FALSE, etiology, Q000209, Humans, FALSE, Male, FALSE, Microfilament Proteins, FALSE, Middle Aged, FALSE, Retirement, FALSE, Retrospective Studies, FALSE, Sequestosome-1 Protein, FALSE, metabolism, Q000378, Soccer, FALSE, alpha-Synuclein, FALSE, metabolism, Q000378, tau Proteins, FALSE, metabolism, Q000378",,,1,"projTutoMSA","2024-02-05"
,"28202694","Pure autonomic failure: Predictors of conversion to clinical CNS involvement.","Singer W","OBJECTIVE: Based on the observation that a subset of patients originally diagnosed with pure autonomic failure (PAF) eventually develops extrapyramidal or cerebellar involvement consistent with multiple system atrophy (MSA), Parkinson disease (PD), or dementia with Lewy bodies (DLB), we aimed to identify predictors of progression of PAF to more sinister synucleinopathies.
METHODS: In this retrospective cohort study, we reviewed patients seen at Mayo Clinic Rochester by autonomic specialists between 2001 and 2011 and during initial evaluation diagnosed with orthostatic hypotension consistent with PAF (possible PAF). In order to assess for the presence or absence of progression, we identified patients with 3 years or more of in-person follow-up (stable PAF) or documented progression to another synucleinopathy (converters). To identify predictors of conversion, we assessed odds of conversion based on clinical, autonomic, and laboratory variables.
RESULTS: Among 318 patients fulfilling criteria for possible PAF, we identified 41 with stable PAF and 37 (12%) converters. Of those who evolved, 22 developed MSA, 11 developed PD/DLB, and 4 remained indeterminate. Several variables were identified to predict conversion to MSA: (1) mild degree of cardiovagal impairment, (2) preganglionic pattern of sweat loss, (3) severe bladder dysfunction, (4) supine norepinephrine >100 pg/mL, and (5) subtle motor signs at first presentation. Separate variables were found to predict conversion to PD/DLB. Composite conversion scores were generated based on individual predictors.
CONCLUSIONS: Over 10% of patients originally diagnosed with PAF eventually evolve to develop CNS involvement, most commonly MSA. A combination of variables allows for prediction of conversion.","2017",,"Neurology"," OBJECTIVE : Based on the observation that a subset of patients originally diagnosed with pure autonomic failure ( PAF ) eventually develops extrapyramidal or cerebellar involvement consistent with multiple system atrophy ( MSA ) , Parkinson disease ( PD ) , or dementia with Lewy bodies ( DLB ) , we","other","Adolescent, FALSE, Adult, FALSE, Aged, FALSE, Aged, 80 and over, FALSE, Body Temperature Regulation, FALSE, Central Nervous System, FALSE, diagnostic imaging, Q000000981, Cohort Studies, FALSE, Disease Progression, FALSE, Female, FALSE, Heart Rate, FALSE, Humans, FALSE, Lewy Body Disease, FALSE, diagnosis, Q000175, Magnetic Resonance Imaging, FALSE, Male, FALSE, Middle Aged, FALSE, Multiple System Atrophy, FALSE, diagnosis, Q000175, Neurologic Examination, FALSE, Parkinson Disease, FALSE, diagnosis, Q000175, Predictive Value of Tests, FALSE, Pure Autonomic Failure, FALSE, physiopathology, Q000503, Young Adult, FALSE",,,1,"projTutoMSA","2024-02-05"
,"28162177","[Prognostic factors for inability to walk independently in patients with multiple system atrophy].","Wang ZW","NULL","2017",,"Zhonghua Nei Ke Za Zhi",,"other","Activities of Daily Living, TRUE, Aged, FALSE, Autonomic Nervous System, FALSE, Autonomic Nervous System Diseases, FALSE, etiology, Q000209, Cerebellar Ataxia, FALSE, diagnosis, Q000175, Disease Progression, FALSE, Female, FALSE, Humans, FALSE, Male, FALSE, Middle Aged, FALSE, Multiple System Atrophy, FALSE, complications, Q000150, Prognosis, FALSE, Proportional Hazards Models, FALSE, Retrospective Studies, FALSE, Survival Analysis, FALSE",,,1,"projTutoMSA","2024-02-05"
,"28110698","Heart rate variability regression and risk of sudden unexpected death in epilepsy.","Galli A","The exact mechanisms of sudden unexpected death in epilepsy remain elusive, despite there is consensus that SUDEP is associated with severe derangements in the autonomic control to vital functions as breathing and heart rate regulation. Heart rate variability (HRV) has been advocated as biomarker of autonomic control to the heart. Cardiac dysautonomia has been found in diseases where other branches of the autonomous nervous system are damaged, as Parkinson disease and multiple system atrophy. In this perspective, an impaired HRV not only is a risk factor for sudden cardiac death mediated by arrhythmias, but also a potential biomarker for monitoring a progressive decline of the autonomous nervous system. This slope may lead to an acute imbalance of the regulatory pathways of vital functions after seizure and then to SUDEP.","2017",,"Med Hypotheses",,"other","Arrhythmias, Cardiac, FALSE, complications, Q000150, Autonomic Nervous System, FALSE, physiopathology, Q000503, Biomarkers, FALSE, metabolism, Q000378, Cohort Studies, FALSE, Death, Sudden, Cardiac, TRUE, Disease Progression, FALSE, Epilepsy, FALSE, complications, Q000150, Female, FALSE, Heart, FALSE, physiopathology, Q000503, Heart Rate, TRUE, Humans, FALSE, Male, FALSE, Models, Theoretical, FALSE, ROC Curve, FALSE, Regression Analysis, FALSE",,,1,"projTutoMSA","2024-02-05"
