"idStudy0","PMID","title","author","ABSTRACT","yearPublication","journal","objective","studyPlan","fromCode","projectName","uploadDate"
,"18786076"," Intravenous iron in chronic kidney disease: haemoglobin change shortly after treatment of patients neither on dialysis nor on erythropoietin. ","Tagboto S. et al.","Anaemia is a common in chronic kidney disease. Although erythropoietin and iron supplementation are established treatments, knowledge on the use of IV iron alone in patients not on dialysis or erythropoietin is incomplete. The responses of 82 patients referred to the renal anaemia service with haemoglobin of 11.5 g/dl or less were assessed 1 week after completing four once weekly doses of 200 mg of venofer. No patients were on dialysis or erythropoietin. The haemoglobin rise 1 week after treatment was 0.53 g/dl. Ferritin levels improved from 110.8 to 410.2 ng/l and transferrin saturation from 17.7 to 27.3%. Ferritin levels remained below our target range (200-500 ng/l) in 7.7% while 25.6% had levels above this. Ferritin levels remained less than 800 ng/l in nearly all patients. Intravenous iron is cost effective and should be considered for use in patients with renal anaemia. Patients with CKD stage 5 appeared to respond less well.","2008","Journal of renal care",,"Clinical trial",1,"anemiaHbIronCkdLisa","2023-11-08"
,"22470392"," Exploring the Relationships between Hemoglobin, the Endothelium and Vascular Health in Patients with Chronic Kidney Disease. ","Weber C. et al.","BACKGROUND/AIMS: The ideal hemoglobin target in chronic kidney disease remains unknown. Ultimately, individualized targets may depend upon the properties of the patient's endothelial and vascular milieu, and thus the complex relationships between these factors need to be further explored. METHODS: Forty-six patients with a glomerular filtration rate (GFR) <30 ml/min/1.73 m(2) or on renal replacement therapy underwent measurement of hemoglobin, endothelial microparticles (EMPs) and aortic pulse wave velocity (PWV) at 0, 3 and 6 months. In addition, a number of inflammatory, cardiac and vascular biomarkers were measured at baseline. RESULTS: No correlation was observed between baseline values of PWV and EMPs, PWV and hemoglobin, or hemoglobin and EMPs in the overall cohort. When stratified by CKD status, a positive correlation was observed between PWV and EMP CD41-/CD144+ in patients with GFR <30 ml/min/1.73 m(2) only (r = 0.54, p = 0.01). Asymmetric dimethylarginine correlated with baseline PWV (r = 0.27, p = 0.07), and remained significantly correlated with the 3- and 6-month PWV measurement. CONCLUSIONS: In this small heterogeneous cohort of dialysis and non-dialysis patients, we were unable to describe a physiologic link between anemia, endothelial dysfunction and arterial stiffness.","2011","Nephron extra","BACKGROUND / AIMS : The ideal hemoglobin target in chronic kidney disease remains unknown ","Cohort",1,"anemiaHbIronCkdLisa","2023-11-08"
,"26243782"," Trends in haemoglobin, erythropoietin-stimulating agents and iron use in Swedish chronic kidney disease patients between 2008 and 2013. ","Evans M. et al.","BACKGROUND: The guidelines for anaemia management in chronic kidney disease (CKD) patients have changed substantially during the past 10 years. We here evaluate whether these changes are followed by subsequent modifications in physicians' anaemia management in Sweden. METHODS: We included patients incident to the Swedish Renal Registry for CKD non-dialysis (CKD-ND, referred patients with an estimated glomerular filtration rate <45 mL/min/1.73 m(2)) and haemodialysis (HD) between 2008 and 2013. Time trends in anaemia management were investigated in relation to prescribed medication, laboratory measures and other relevant clinical characteristics. Linear and binominal regression models were used to describe trends across three predefined time periods (2008-09, 2010-11 and 2012-13). RESULTS: Erythropoiesis-stimulating agents (ESAs) use decreased over time among both CKD-ND and HD patients [risk ratio (RR) 2012-13 compared with 2008-09 for CKD-ND 0.88, 95% confidence interval (CI) 0.81-0.96; RR for HD 0.95, 95% CI 0.93-0.97]. Mean ESA dose decreased significantly among HD patients (7% in 2010-11 compared with 2008-09 and another 3% during 2012-13). Over the time periods studied, ESA doses increased slightly in the CKD-ND population. Mean haemoglobin (Hb) levels decreased in CKD-ND patients, among both ESA users and non-users, whereas it decreased to a lesser degree, albeit significantly, among HD ESA users. The risk of having an Hb >120 g/L decreased, especially between 2008-09 and 2010-11. Iron use increased over time, mainly in the HD population, but also among CKD-ND ESA non-users. CONCLUSIONS: Changes in guidelines have influenced the clinical anaemia practice of Swedish nephrology care, resulting in lower ESA use and lower Hb levels.","2016","Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association",,"other",1,"anemiaHbIronCkdLisa","2023-11-08"
,"24845687"," Safety of total dose iron dextran infusion in geriatric patients with chronic kidney disease and iron deficiency anemia. ","Dossabhoy N. et al.","There are limited data on total dose infusion (TDI) using iron dextran in geriatric chronic kidney disease (CKD) patients with iron-deficiency anemia (IDA). Our goal was to evaluate the safety of TDI in this setting. We conducted a retrospective chart review spanning a 5 year period (2002-2007), including all patients with CKD and IDA who were treated with iron dextran TDI. Patient demographics were noted, and laboratory values for creatinine, hemoglobin and iron stores were recorded pre- and post-dose. TDI diluted in normal saline was administered intravenously over 4-6 hours after an initial test dose. One hundred fifty-three patients received a total of 250 doses of TDI (mean ± SD=971 ± 175 mg); age was 69 ± 12 years and creatinine 3.3 ± 1.9 mg/dL. All stages of CKD were represented (stage 4 commonest). Hemoglobin and iron stores improved post-TDI (P<0.001). None of the patients experienced an anaphylactic reaction or death. Adverse events (AEs) were noted in 8 out of 250 administered doses (3.2%). The most common AEs were itching, chills and back pain. One hundred and ten doses of high molecular weight (HMW) iron dextran produced 6 AEs (5.45%), whereas 140 doses of low molecular weight (LMW) iron dextran produced 2 AEs (1.43%), a non-significant trend (P=0.1433 by Fishers Exact Test). Iron dextran TDI is relatively safe and effective in correcting IDA in geriatric CKD patients. Fewer AEs were noted with the LMW compared to the HMW product. LMW iron dextran given as TDI can save both cost and time, helping to alleviate issues of non-compliance and patient scheduling.","2014","Renal failure",,"Review",1,"anemiaHbIronCkdLisa","2023-11-08"
,"28957817"," Altered Expression Pattern of CD55 and CD59 on Red Blood Cells in Anemia of Chronic Kidney Disease. ","Al-Faris L. et al.","OBJECTIVE: The aim of this study was to investigate the expression pattern of CD55 and CD59 on red blood cells (RBCs) in anemic chronic kidney disease (CKD) patients, and factors that might influence their expression. SUBJECTS AND METHODS: Nighty-one adult anemic CKD patients and 80 healthy controls (HCs) were enrolled. Anemic CKD patients were divided into 3 subgroups based on receiving erythropoietin and renal replacement therapies. Flow cytometric analysis of CD55 and CD59 expression was performed on RBCs from blood samples obtained from CKD patients and HCs. RESULTS: CD59 deficiency was significantly higher among CKD patients than HCs (n = 68, 74.7%, vs. n = 13, 16.3%, respectively; p < 0.001). The median proportions of CD55- and CD59-deficient RBCs in CKD patients were significantly higher compared to HCs (0.34 vs. 0.15, and 4.3 vs. 2.0, p < 0.001 and p < 0.001, respectively). The mean fluorescence intensity (MFI) of CD55 and CD59 expression was significantly lower in CKD patients compared to HCs (1.2 vs. 2.8, and 17.0 vs. 20.3, p < 0.04 and p < 0. 001, respectively). The hemoglobin level was inversely correlated with the proportions of CD55- and CD59-deficient RBCs (r = -0.37, p < 0.001, and r = -0.22, p < 0.02, respectively). The number of CD59-deficient patients was significantly different between the 3 subgroups of CKD patients (p = 0.001), and a significant difference was present in the MFI of CD55 and CD59 expression among the 3 subgroups (p = 0.04 and p = 0.03, respectively). CONCLUSION: The expression pattern of CD55 and CD59 on RBCs is altered in anemic CKD patients, which could play a role in the pathogenesis of anemia in CKD.","2017","Medical principles and practice : international journal of the Kuwait University, Health Science Centre"," OBJECTIVE : The aim of this study was to investigate the expression pattern of CD55 and CD59 on red blood cells ( RBCs ) in anemic chronic kidney disease ( CKD ) patients , and factors that might influence their expression ","other",1,"anemiaHbIronCkdLisa","2023-11-08"
,"15599836"," Impact of congestive heart failure, chronic kidney disease, and anemia on survival in the Medicare population. ","Herzog C. et al.","BACKGROUND: Congestive heart failure (CHF) is a common clinical problem in the elderly, yet few studies have focused on this population. In addition, information on mortality rates conferred by chronic kidney disease (CKD) and anemia in elderly patients with CHF is lacking. METHODS AND RESULTS: A cohort of 1,136,201 patients in the 5% Medicare database, excluding those with end-stage renal disease (ESRD), was identified for a 2-year period (1996-1997). Subgroups with CHF, CKD, and anemia were identified. The effect of each disease as an independent predictor of mortality was examined in a comorbidity-adjusted Cox model, with patients followed for 2 years and censored for death or ESRD. In the study population, 61% were women; 89% were white and 7% were black. Mean +/- SD age was 76.5 +/- 6.9 years. The annual mortality rate for patients with no CHF, CKD, or anemia was 4%. Anemia was associated with an annual mortality of 8%, which was the same as CKD (8%). The annual mortality for CHF was 13%. The highest annual mortality was found in patients with all 3 comorbid conditions; mortality in these patients was 23%. CONCLUSIONS: Elderly CHF patients are at high risk of death; this risk is magnified in the presence of CKD and anemia.","2004","Journal of cardiac failure",,"Cohort",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29077007"," Altered Metabolism of Blood Manganese Is Associated with Low Levels of Hemoglobin in Patients with Chronic Kidney Disease. LI","Kim M. et al.","Blood manganese (Mn) level has been reported to be higher in patients with anemia or iron deficiency. The purpose of this study was to analyze the relationship between blood Mn level and anemia in patients with chronic kidney disease (CKD). A total of 334 patients with CKD who were not treated with dialysis were included in this study. Blood Mn level and serum markers regarding anemia, renal function, and nutrition were measured and analyzed. Median blood Mn level was 8.30 (interquartile range(IQR): 5.27-11.63) μg/L. Univariate linear regression showed that blood Mn level was correlated with age (β = -0.049, p < 0.001), smoking (β = -1.588, p = 0.009), hypertension (β = -1.470, p = 0.006), serum total iron-binding capacity (TIBC) (β = 0.025, p < 0.001), serum transferrin (β = 0.029, p < 0.001), and estimated glomerular filtration rate (eGFR; β = 0.036, p < 0.001). Results of multiple linear regression analysis showed that beta coefficient of hemoglobin was 0.847 (p < 0.001) for blood Mn level in all participants after controlling for covariates, including gender, age, body mass index, smoking, diabetes, hypertension, and eGFR. Multivariate Poisson regression analysis with robust variance after adjusting for gender, age, smoking, hypertension, diabetes, eGFR, and nutritional markers showed that higher blood Mn level (per 1 μg/L increase) was associated with decreased prevalence of anemia (PR 0.974, 95% CI: 0.957 to 0.992, p = 0.005). Taken together, our results demonstrate that blood Mn level is positively associated with hemoglobin level in CKD patients. This might provide important information in the understanding of the pathogenesis of CKD-related anemia.","2017","Nutrients"," The purpose of this study was to analyze the relationship between blood Mn level and anemia in patients with chronic kidney disease ( CKD ) ","other",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21228588"," Chronic kidney disease anemia management: what should be done? ","Szczech L.","A transition in the approach to anemia management in nephrology occurred when randomized trials demonstrated that higher hemoglobin targets do not result in better outcomes and may arguably cause harm. Contradicting the speculative conclusions drawn based on earlier observational data, this has resulted in hypotheses regarding the cause of these seemingly disparate but substantively similar messages. The renal community now must struggle with how to incentivize quality care and maximize patient quality of life while minimizing the real safety signal of which we are now aware.","2011","Blood purification",,"Clinical trial",1,"anemiaHbIronCkdLisa","2023-11-08"
,"20648930"," Efficacy and safety of ferric carboxymaltose in correcting iron-deficiency anemia: a review of randomized controlled trials across different indications. ","Bailie G.","Ferric carboxymaltose (FCM, Ferinject) was effective and well tolerated in the treatment of iron-deficiency anemia (IDA) in nine, Phase III, randomized, controlled, multicenter trials in a diverse range of indications, including patients with inflammatory bowel disease (IBD), post-partum anemia (PPA) or abnormal uterine bleeding (AUB), chronic heart failure (CHF), non-dialysis-dependent chronic kidney disease (CKD) and those undergoing hemodialysis (HD). In most trials, patients received either FCM doses of < or = 1000 mg, administered intravenously (i.v.) over < or = 15 min. or oral ferrous sulfate (FeSulf) 325 mg (65 mg iron), three times daily (t.i.d.), or 304 mg (100 mg iron), twice daily (b.i.d.). In one trial, patients on HD received 200 mg i.v. of either FCM or iron sucrose (ISC), two-to-three times weekly. In a pilot study in patients with CHF and CKD, patients received 200 mg of FCM by push injection compared with 200 mg of ISC slow injection. FCM was usually administered until the patient's calculated total iron replacement dose was achieved. Treatment with FCM improved indices of anemia (hemoglobin [Hb], ferritin and transferrin saturation [TSAT] values). In patients on HD with IDA secondary to CKD, FCM demonstrated comparable efficacy to ISC in achieving an increase in Hb. In patients with IBD or PPA, improvements in Hb levels were more rapid with FCM than with FeSulf. Patients with PPA receiving FCM compared with those receiving oral iron achieved an Hb rise > or = 2.0 g/dl earlier (7 days compared with 14 days; p < 0.001), were more likely to achieve an Hb rise > or = 3.0 g/dl at any time beginning at day 14 (86.3% compared with 60.4%; p < 0.001), and achieve an Hb > 12.0 g/dl at the end of the study (Day 42; 90.5% compared with 68.6%, p < 0.01). Serum ferritin increased in the i.v. FCM treatment group, but not in the oral iron group. Differences between groups were significant at each study interval. TSAT increased significantly at every interval in both groups; however, FCM-treated patients showed higher TSAT at each interval after the first week. FCM improved patient quality of life to an equivalent extent to oral FeSulf in patients with IBD or PPA, and to a greater extent than oral FeSulf in women with AUB. FCM also improved quality of life as well as functional symptoms and exercise capacity in patients with CHF. Safety data from more than 3000 patients showed that FCM was well tolerated. No safety concerns have been identified in breastfed infants of mothers receiving FCM. FCM is, therefore, an effective and well-tolerated option in the treatment of IDA.","2010","Arzneimittel-Forschung",,"Clinical trial",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21240875"," Iron isomaltoside 1000: a new intravenous iron for treating iron deficiency in chronic kidney disease. ","Wikström B. et al.","BACKGROUND: Patients with chronic kidney disease (CKD) often suffer from iron deficiency anemia necessitating treatment with intravenous iron. This study was designed to assess the safety of iron isomaltoside 1000 (Monofer) in CKD patients. The secondary objective was to assess its effect on iron deficiency anemia. METHODS: This open-label, noncomparative, multicenter trial assigned 182 patients with CKD (n=161 in dialysis and n=21 in predialysis) to iron isomaltoside 1000 either as 4 intravenous bolus injections of 100-200 mg iron per dose or as a fast high-dose infusion at baseline. Patients were generally undergoing erythropoiesis-stimulating agent (ESA) treatment (82%), and the dosage was to be kept constant during the trial. They were either switched from an existing parenteral maintenance therapy (n=144) or were not currently being treated with parenteral iron (n=38). Frequency of adverse events (AEs) and changes in markers of iron deficiency anemia were measured during 8 weeks from baseline. RESULTS: Nineteen treatment-related AEs occurred in 13 patients (7.1%) and after 584 treatments (3.3%). No anaphylactic or delayed allergic reactions were observed. There were no clinically significant changes in routine clinical laboratory tests or vital signs. Hemoglobin increased from 99.2 g/L (SD=9.0) at baseline to 111.2 g/L (SD=14.7) at week 8 in patients not currently treated with parenteral iron (p<0.001) and increased slightly or stabilized in patients in maintenance therapy. S-Ferritin, s-iron and transferrin saturation increased significantly at all visits. CONCLUSIONS: Iron isomaltoside 1000 was clinically well tolerated, safe and effective. This new intravenous iron may offer a further valuable choice in treating the anemia of CKD.","2011","Journal of nephrology"," This study was designed to assess the safety of iron isomaltoside 1000 ( Monofer ) in CKD patients ","Clinical trial",1,"anemiaHbIronCkdLisa","2023-11-08"
,"22479043"," Evaluation of anemia management by algorithms in patients with chronic kidney disease who are not receiving dialysis. ","Rogers J. et al.","BACKGROUND: Anemia commonly develops in patients with chronic kidney disease and is strongly associated with adverse clinical outcomes. There are currently no published studies evaluating the efficacy of a nurse-driven anemia-management protocol for patients with chronic kidney disease who are not receiving dialysis. OBJECTIVES: To evaluate the efficacy of an anemia-management protocol in terms of achieving hemoglobin and transferrin saturation levels within the target range, as well as associated utilization of medications, relative to individualized dosing of medications by nephrologists. METHODS: An algorithm for nurse-driven management of anemia was introduced in April 2009 at a kidney function clinic in a large urban centre. The charts of patients with chronic kidney disease who were not undergoing dialysis were reviewed before (July to December 2007) and after (July to December 2009) implementation of the protocol. Patients' data for hemoglobin, transferrin saturation, and doses of iron and erythropoiesis-stimulating agents were collected for each of the 6-month study periods. RESULTS: In total, 390 patients were treated for anemia before and 434 patients after introduction of the protocol. The anemia-management protocol was non-inferior to individualized dosing for maintenance of hemoglobin levels within the target range of 110-120 g/L: percentage of measured levels within target range 33.3% (485/1456) before versus 34.2% (504/1472) after (absolute difference 0.9 percentage points, 95% confidence interval [CI] -2.5 to 4.4). The criteria for non-inferiority were not met for maintenance of transferrin saturation within the target range of 22%-50%: percentage of levels within target range 58.8% (374/636) before versus 56.9% (403/708) after (absolute difference 1.9 percentage points, 95%","2011","The Canadian journal of hospital pharmacy"," OBJECTIVES : To evaluate the efficacy of an anemia-management protocol in terms of achieving hemoglobin and transferrin saturation levels within the target range , as well as associated utilization of medications , relative to individualized dosing of medications by nephrologists ","Review",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25031507"," Anemia is independently associated with NT-proBNP levels in asymptomatic predialysis patients with chronic kidney disease. ","Tirmenstajn-Jankovic B. et al.","BACKGROUND: Although anemia and renal dysfunction are related to increased natriuretic peptides levels in heart failure patients, less is known about this relationship in asymptomatic predialysis patients with chronic kidney disease (CKD). The aim of this study was to investigate relationship between hemoglobin (Hb) concentration, N-terminal proBNP (NT-proBNP) levels and echocardiographic findings in these patients. METHODS: The study included 61 patients with CKD stage IV-V (34 male, mean age 62.6 ± 13.6 years) and 22 age- and sex -matched healthy persons as control group. All participants underwent clinical, laboratory and echocardiographic examination, including Tissue Doppler Imaging and colour M-mode Doppler. RESULTS: Patients with CKD had lower Hb levels (p<0.001), and higher levels of NT-proBNP (p<0.001) than healthy controls. Patients were divided into two groups according to their mean Hb levels: group A, Hb<10.3 g/dL and group B, Hb≥10.3 g/dL. Patients from group A was significantly older (p<0.001), left ventricular mass index was significantly higher (LVMI, p<0.001), LV diastolic function was worse (septal and lateral E'/A' ratio: p<0.05 and p<0.01, respectively), and the level NT-proBNP was higher (p<0.001) compared to patients from group B. The natural logarithm of NT-proBNP (lnNT-proBNP) showed highly significant correlation with Hb (p<0.001) and significant correlation with estimated glomerular filtration rate (p=0.035) in CKD patients. Multiple regression analysis revealed Hb levels (p<0.01), cholesterol (p<0.001), LV ejection fraction (p<0.001) and septal E/E' ratio (p<0.01) as the independent variables predicting as much as 54% variability of lnNTpro-BNP. CONCLUSIONS: The increased NT-proBNP levels in asymptomatic patients with advanced CKD were independently associated with echocardiographic parameters of LV function, but anemia may represent one of the important confounder of the relationship between NT-proBNP and cardiovascular abnormalities.","2013","Hippokratia"," The aim of this study was to investigate relationship between hemoglobin ( Hb ) concentration , N-terminal proBNP ( NT-proBNP ) levels and echocardiographic findings in these patients ","other",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31180297"," Treating Posttransplant Anemia With Erythropoietin Improves Quality of Life but Does Not Affect Progression of Chronic Kidney Disease. ","Pile T. et al.","OBJECTIVES: Posttransplant anemia affects 30% to 45% of kidney transplant recipients and is associated with increased morbidity. However, there is lack of evidence about safe hemoglobin levels after erythropoietin treatment. Studies are needed to better understand the potential benefits and risks, as well as to define safe target hemoglobin ranges in these patients. MATERIALS AND METHODS: In this single-center exploratory, open-label randomized controlled trial, kidney trans-plant recipients with anemia 3 months posttransplant were either treated with epoetin beta to a hemoglobin target level of 11.5 to 13.5 g/dL (n = 28) or given no treatment (n = 27). Treatment effects on graft function and health quality of life were assessed. RESULTS: After 2 years, hemoglobin concentrations were significantly higher in the epoetin beta treatment group than in the no treatment group (12.3 ± 0.18 vs 9.99 ± 0.22 g/dL; P < .0001). Estimated glomerular filtration rate, calculated by Modified Diet in Renal Disease 7, declined by 1.7 mL/min (interquartile range, -6 to 4.24) in the epoetin treatment group and by 4.16 mL/min (interquartile range, -12.42 to 2.78) in the no treatment group (P = .32). Rate of progression, determined by estimated glomerular filtration rate slope, was not significantly different between groups (-0.09 ± 0.1 vs -0.12 ± 0.15 mL/min for treated vs not treated; P = .78). Moreover, we observed no significant differences in proteinuria and blood pressure. Treated patients had greater improvements in the vitality and mental health domains of the Medical Outcomes Short Form Health Survey quality of life scores. CONCLUSIONS: Treatment of anemia in kidney transplant recipients to a hemoglobin level of 11.5 to 13.5 g/dL with erythropoietin improves some quality of life scores. The treatment was safe and not associated with adverse outcomes. There were no changes in rate of decline of graft function.","2020","Experimental and clinical transplantation : official journal of the Middle East Society for Organ Transplantation"," OBJECTIVES : Posttransplant anemia affects 30 % to 45 % of kidney transplant recipients and is associated with increased morbidity ","Clinical trial",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21234785"," Management of anemia in chronic kidney disease patients: baseline findings from Chronic Kidney Disease Japan Cohort Study. ","Akizawa T. et al.","BACKGROUND: Anemia is a factor that affects the outcome of patients with chronic kidney disease (CKD); however, there are only a few reports on the management of anemia in Japanese patients with CKD who are not on dialysis. METHODS: We investigated the prevalence, related factors and management of anemia in CKD stage 3-5 patients in Japan based on the baseline data obtained from a prospective cohort study (Chronic Kidney Disease Japan Cohort). Anemia was defined as having a hemoglobin (Hb) level of <11 g/dL or receiving erythropoiesis stimulating agent (ESA) therapy. RESULTS: The result indicated that 946 out of 2,930 patients had anemia. Of these 946 patients, 385 were receiving ESA treatment for anemia and had an Hb level of 10.28 ± 1.19 g/dL (mean ± SD). The percentage of these patients with an Hb level above the target of 11 g/dL proposed for treatment by the Japanese guidelines, and above the maintenance level of 10 g/dL approved for ESA therapy in Japan, was only 30.1 and 61.6%, respectively. In contrast, the percentage of patients receiving no ESA therapy was 67.6 and 55.7%, respectively, among those with an Hb level of <11 and <10 g/dL. CONCLUSIONS: These data suggested that prevalence of anemia was high in Japanese patients with CKD stage 3-5, that the percentage of patients receiving ESA was low among those who required ESA, and that a large number of patients receiving ESA failed to maintain the recommended level of Hb.","2011","Clinical and experimental nephrology"," We investigated the prevalence , related factors and management of anemia in CKD stage 3-5 patients in Japan based on the baseline data obtained from a prospective cohort study ( Chronic Kidney Disease Japan Cohort ) ","Cohort",1,"anemiaHbIronCkdLisa","2023-11-08"
,"17106764"," Iron deficiency in patients with chronic kidney disease: potential role for intravenous iron therapy independent of erythropoietin. ","Post J. et al.","The prevalence of iron deficiency and its contribution to the anemia of end stage renal disease has been extensively studied, but much less is known about the role of iron deficiency in the pathogenesis of the anemia of chronic kidney disease in predialysis patients. All new hemodialysis patients entering a single hemodialysis unit between July 1999 and April 2002 were included in the study. The admission laboratory tests and the Health Care Financing Administration (HCFA) 2728 form were examined to determine the prevalence of erythropoietin use, anemia (Hb<11 g/dl), and iron deficiency (ferritin<100 ng/ml and transferrin saturation %<20%). In a second part of the study, the effect of intravenous iron gluconate replacement in patients with stage III & IV chronic kidney disease was examined. Anemia was present in 68% of all patients starting hemodialysis. Iron deficiency was a common feature occurring in 29% of patients taking erythropoietin (49% of all patients) and 26% of patients without erythropoietin (51% of all patients). Following the administration of intravenous iron gluconate to four patients, there was a significant rise in hemoglobin levels from 10.6+/-0.19 to 11.7+/-g/dl (p=0.02). CONCLUSION: Iron deficiency is common in predialysis patients. Replenishing iron stores in anemic patients with chronic kidney disease significantly increases hemoglobin levels and should be considered as an integral part of the therapy for treating anemia in the predialysis population.","2006","International urology and nephrology",,"other",1,"anemiaHbIronCkdLisa","2023-11-08"
,"35241379"," [Prevalence of iron deficiency in patients with non-dialysis chronic kidney disease: The CARENFER national, multicentre, observational study]. ","Choukroun G. et al.","INTRODUCTION: Iron deficiency is common and associated with worse outcomes in patients with non-dialysis chronic kidney disease. We performed a national, multicentre, observational and transversal study to assess the prevalence of iron deficiency as well as current iron deficiency screening practices in this population. PATIENTS AND METHODS: A total of 25 nephrology centres in France participated in the study. All adult non-dialysis chronic kidney disease patients who met the inclusion (GFR>15mL/min/1.73m(2)) and exclusion criteria and provided consent were systematically recruited over a 4-week inclusion period. Investigators were asked to perform a blood test (hemoglobin concentration, serum iron, serum ferritin and transferrin saturation) and to complete a questionnaire about their iron status monitoring practices. The primary objective was to assess the prevalence of iron deficiency (serum ferritin<100μg/L and/or transferrin saturation<20%). Secondary objectives were to evaluate the prevalence of absolute iron deficiency (serum ferritin<100μg/L and transferrin saturation<20%) and functional iron deficiency (serum ferritin≥100μg/L and transferrin saturation<20%), the prevalence of iron deficiency according to haemoglobin concentration and chronic kidney disease stage, the proportion of centres that perform routine evaluation of iron status and the number of patients receiving iron supplementation. RESULTS: A total of 1211 patients with non-dialysis chronic kidney disease were included in the analysis. The overall prevalence of iron deficiency was 47.1%. The rates of absolute iron deficiency and functional iron deficiency and anaemia were 13.4% and 17.1%, respectively. Among the 25 participating centres, 12 reported routine assessment of iron status in non-dialysis chronic kidney disease patients. CONCLUSION: In this observational study, a high prevalence of iron deficiency was observed among non-dialysis chronic kidney disease patients. Less than half of participating centres reported routine assessment of iron status.","2022","Nephrologie & therapeutique"," The primary objective was to assess the prevalence of iron deficiency ( serum ferritin < 100μg / L and / or transferrin saturation < 20 % ) ","other",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30890825"," Effect of L-carnitine and conjugated linoleic acid supplements on haemoglobin levels and haptoglobin genotype in chronic kidney disease. ","Nemati A. et al.","OBJECTIVE: To investigate the efficacy of L-carnitine (LC) and conjugated linoleic acid (CLA) supplements on haemoglobin levels and inflammatory markers in chronic kidney disease (CKD) patients with different haptoglobin (HP) genotypes. METHODS: This clinical trial study was conducted at Imam Khomeini Hospital, Ardabil, and Labbafinejad Hospital, Tehran, Iran, from March 2014 to March 2015, and comprised male patients with CKD and anaemia. Anthropometric factors were recorded and demographic data was collected using general questionnaires. LC (1 g/day) and CLA (2.4 g/day) supplements were given to the patients for a month. Blood samples were taken to measure haematological and inflammatory markers at the beginning and end of the study. Haptoglobin genotypes were determined using polymerase chain reaction (PCR). SPSS 21 was used for data analysis. RESULTS: Among the 40 patients in the study, HP2-2 genotype was the most prevalent genotype (62.5%). The level of haemoglobin was significantly increased in the patients at the end of the study (p< 0.05). No significant changes were found in the weight, body mass index and serum levels of Interleukin-6, high-sensitivity C-reactive protein, ferritin, total iron-binding capacity and iron (p>0.05 each). CONCLUSIONS: Regular diet supplementation with LC plus CLA can improve haemoglobin levels in CKD patients with anaemia.","2019","JPMA. The Journal of the Pakistan Medical Association"," OBJECTIVE : To investigate the efficacy of L-carnitine ( LC ) and conjugated linoleic acid ( CLA ) supplements on haemoglobin levels and inflammatory markers in chronic kidney disease ( CKD ) patients with different haptoglobin ( HP ) genotypes ","Clinical trial",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29374477"," Epoetin beta pegol for treatment of anemia ameliorates deterioration of erythrocyte quality associated with chronic kidney disease. ","Aizawa K. et al.","BACKGROUND: Epoetin beta pegol (continuous erythropoietin receptor activator; C.E.R.A.) is currently widely used for the treatment of anemia associated with chronic kidney disease (CKD). Therapeutic control of anemia is assessed by monitoring haemoglobin (Hb) levels. However, certain qualitative aspects of erythrocytes are also impaired in CKD, including loss of deformability and shortened life-span. Therefore, monitoring Hb alone could potentially fail to reveal pathological changes in erythrocytes. Focusing on erythrocyte quality in CKD may lead to more effective anemia therapy with C.E.R.A. METHODS: A CKD rat model was induced by uninephrectomy followed by anti-Thy1.1 antibody injection. From 5 weeks after the operation, C.E.R.A. (0.6 μg/kg) or vehicle was administered every 2 weeks. Erythrocyte deformability was quantified with ektacytometry and erythrocyte turnover was estimated by biotin labeling. Intracellular calcium level was assessed by Fluo-3/AM. RESULTS: Erythrocyte deformability progressively declined in CKD rats. Furthermore, erythrocyte turnover in the circulation drastically accelerated in CKD rats. With administration of C.E.R.A. at a dose sufficient to adequately control Hb, deterioration of erythrocyte deformability and turnover in CKD rats were significantly improved. Intracellular calcium, which plays a pivotal role in the mediation of erythrocyte quality, was significantly increased in CKD and was normalized by C.E.R.A. CONCLUSION: C.E.R.A. treatment exerted a favorable effect not only on anemia but also on the improvement of erythrocyte quality. C.E.R.A. administered for the treatment of CKD-associated anemia may confer therapeutic benefits on erythrocytes.","2018","BMC nephrology",,"other",1,"anemiaHbIronCkdLisa","2023-11-08"
