"idStudy0","PMID","title","author","ABSTRACT","yearPublication","journal","journalShort","objective","studyPlan","keywords","fromCode","projectName","uploadDate"
,"26147946","Longitudinal Cerebrospinal Fluid Biomarker Changes in Preclinical Alzheimer Disease During Middle Age.","Sutphen CL","IMPORTANCE: Individuals in the presymptomatic stage of Alzheimer disease (AD) are increasingly being targeted for AD secondary prevention trials. How early during the normal life span underlying AD pathologies begin to develop, their patterns of change over time, and their relationship with future cognitive decline remain to be determined.
OBJECTIVE: To characterize the within-person trajectories of cerebrospinal fluid (CSF) biomarkers of AD over time and their association with changes in brain amyloid deposition and cognitive decline in cognitively normal middle-aged individuals.
DESIGN, SETTING, AND PARTICIPANTS: As part of a cohort study, cognitively normal (Clinical Dementia Rating [CDR] of 0) middle-aged research volunteers (n = 169) enrolled in the Adult Children Study at Washington University, St Louis, Missouri, had undergone serial CSF collection and longitudinal clinical assessment (mean, 6 years; range, 0.91-11.3 years) at 3-year intervals at the time of analysis, between January 2003 and November 2013. A subset (n = 74) had also undergone longitudinal amyloid positron emission tomographic imaging with Pittsburgh compound B (PiB) in the same period. Serial CSF samples were analyzed for β-amyloid 40 (Aβ40), Aβ42, total tau, tau phosphorylated at threonine 181 (P-tau181), visinin-like protein 1 (VILIP-1), and chitinase-3-like protein 1 (YKL-40). Within-person measures were plotted according to age and AD risk defined by APOE genotype (ε4 carriers vs noncarriers). Linear mixed models were used to compare estimated biomarker slopes among middle-age bins at baseline (early, 45-54 years; mid, 55-64 years; late, 65-74 years) and between risk groups. Within-person changes in CSF biomarkers were also compared with changes in cortical PiB binding and progression to a CDR higher than 0 at follow-up.
MAIN OUTCOMES AND MEASURES: Changes in Aβ40, Aβ42, total tau, P-tau181, VILIP-1, and YKL-40 and, in a subset of participants, changes in cortical PiB binding.
RESULTS: While there were no consistent longitudinal patterns in Aβ40 (P = .001-.97), longitudinal reductions in Aβ42 were observed in some individuals as early as early middle age (P ≤ .05) and low Aβ42 levels were associated with the development of cortical PiB-positive amyloid plaques (area under receiver operating characteristic curve = 0.9352; 95% CI, 0.8895-0.9808), especially in mid middle age (P < .001). Markers of neuronal injury (total tau, P-tau181, and VILIP-1) dramatically increased in some individuals in mid and late middle age (P ≤ .02), whereas the neuroinflammation marker YKL-40 increased consistently throughout middle age (P ≤ .003). These patterns were more apparent in at-risk ε4 carriers (Aβ42 in an allele dose-dependent manner) and appeared to be associated with future cognitive deficits as determined by CDR.
CONCLUSIONS AND RELEVANCE: Longitudinal CSF biomarker patterns consistent with AD are first detectable during early middle age and are associated with later amyloid positivity and cognitive decline. Such measures may be useful for targeting middle-aged, asymptomatic individuals for therapeutic trials designed to prevent cognitive decline.","2015",,"JAMA Neurol"," OBJECTIVE : To characterize the within-person trajectories of cerebrospinal fluid ( CSF ) biomarkers of AD over time and their association with changes in brain amyloid deposition and cognitive decline in cognitively normal middle-aged individuals ","other","Adipokines, FALSE, cerebrospinal fluid, Q000134, Alzheimer Disease, FALSE, cerebrospinal fluid, Q000134, Amyloid beta-Peptides, FALSE, cerebrospinal fluid, Q000134, Aniline Compounds, FALSE, metabolism, Q000378, Asymptomatic Diseases, TRUE, Biomarkers, FALSE, cerebrospinal fluid, Q000134, Chitinase-3-Like Protein 1, FALSE, Cohort Studies, FALSE, Female, FALSE, Genotyping Techniques, FALSE, Humans, FALSE, Lectins, FALSE, cerebrospinal fluid, Q000134, Male, FALSE, Middle Aged, FALSE, Neurocalcin, FALSE, cerebrospinal fluid, Q000134, Peptide Fragments, FALSE, cerebrospinal fluid, Q000134, Positron-Emission Tomography, FALSE, Thiazoles, FALSE, metabolism, Q000378, tau Proteins, FALSE, cerebrospinal fluid, Q000134",1,"projTutoParkinson","2023-12-28"
,"26139023","The interface between delirium and dementia in elderly adults.","Fong TG","Delirium and dementia are two of the most common causes of cognitive impairment in older populations, yet their interrelation remains poorly understood. Previous studies have shown that dementia is the leading risk factor for delirium and that delirium is an independent risk factor for subsequent development of dementia. However, a major area of controversy is whether delirium is simply a marker of vulnerability to dementia, whether the effect of delirium is solely related to its precipitating factors, or whether delirium itself can cause permanent neuronal damage and lead to dementia. Ultimately, all of these hypotheses are likely to be true. Emerging evidence from epidemiological, clinicopathological, neuroimaging, biomarker, and experimental studies lends support to a strong relation between delirium and dementia, and to both shared and distinct pathological mechanisms. New preventive and therapeutic approaches that target delirium might offer a sought-after opportunity for early intervention, preservation of cognitive reserve, and prevention of irreversible cognitive decline in ageing.","2015",,"Lancet Neurol",," review","Aged, FALSE, Aging, TRUE, Delirium, FALSE, epidemiology, Q000453, Dementia, FALSE, epidemiology, Q000453, Humans, FALSE",1,"projTutoParkinson","2023-12-28"
,"26076170","R47H Variant of TREM2 Associated With Alzheimer Disease in a Large Late-Onset Family: Clinical, Genetic, and Neuropathological Study.","Korvatska O","IMPORTANCE: The R47H variant in the triggering receptor expressed on myeloid cells 2 gene (TREM2), a modulator of the immune response of microglia, is a strong genetic risk factor for Alzheimer disease (AD) and possibly other neurodegenerative disorders.
OBJECTIVE: To investigate a large family with late-onset AD (LOAD), in which R47H cosegregated with 75% of cases.
DESIGN, SETTING, AND PARTICIPANTS: This study includes genetic and pathologic studies of families with LOAD from 1985 to 2014. A total of 131 families with LOAD (751 individuals) were included from the University of Washington Alzheimer Disease Research Center. To identify LOAD genes/risk factors in the LOAD123 family with 21 affected members and 12 autopsies, we sequenced 4 exomes. Candidate variants were tested for cosegregation with the disease. TREM2 R47H was genotyped in an additional 130 families with LOAD. We performed clinical and neuropathological assessments of patients with and without R47H and evaluated the variant's effect on brain pathology, cellular morphology, and expression of microglial markers.
MAIN OUTCOMES AND MEASURES: We assessed the effect of TREM2 genotype on age at onset and disease duration. We compared Braak and Consortium to Establish a Registry for Alzheimer's Disease scores, presence of α-synuclein and TAR DNA-binding protein 43 aggregates, and additional vascular or Parkinson pathology in TREM2 R47H carriers vs noncarriers. Microglial activation was assessed by quantitative immunohistochemistry and morphometry.
RESULTS: Twelve of 16 patients with AD in the LOAD123 family carried R47H. Eleven patients with dementia had apolipoprotein E 4 (ApoE4) and R47H genotypes. We also found a rare missense variant, D353N, in a nominated AD risk gene, unc-5 homolog C (UNC5C), in 5 affected individuals in the LOAD123 family. R47H carriers demonstrated a shortened disease duration (mean [SD], 6.7 [2.8] vs 11.1 [6.6] years; 2-tailed t test; P = .04) and more frequent α-synucleinopathy. The panmicroglial marker ionized calcium-binding adapter molecule 1 was decreased in all AD cases and the decrease was most pronounced in R47H carriers (mean [SD], in the hilus: 0.114 [0.13] for R47H_AD vs 0.574 [0.26] for control individuals; 2-tailed t test; P = .005 and vs 0.465 [0.32] for AD; P = .02; in frontal cortex gray matter: 0.006 [0.004] for R47H_AD vs 0.016 [0.01] for AD; P = .04 and vs 0.033 [0.013] for control individuals; P < .001). Major histocompatibility complex class II, a marker of microglial activation, was increased in all patients with AD (AD: 2.5, R47H_AD: 2.7, and control: 1.0; P < .01).
CONCLUSIONS AND RELEVANCE: Our results demonstrate a complex genetic landscape of LOAD, even in a single pedigree with an apparent autosomal dominant pattern of inheritance. ApoE4, TREM2 R47H, and rare variants in other genes, such as UNC5C D353N, are likely responsible for the notable occurrence of AD in this family. Our findings support the role of the TREM2 receptor in microglial clearance of aggregation-prone proteins that is compromised in R47H carriers and may accelerate the course of disease.","2015",,"JAMA Neurol"," OBJECTIVE : To investigate a large family with late-onset AD ( LOAD ) , in which R47H cosegregated with 75 % of cases ","other","Age of Onset, FALSE, Aged, FALSE, Aged, 80 and over, FALSE, Alzheimer Disease, FALSE, genetics, Q000235, Brain, FALSE, pathology, Q000473, Exome, FALSE, Female, FALSE, Genetic Predisposition to Disease, FALSE, Genetic Variation, FALSE, Genotype, FALSE, Humans, FALSE, Male, FALSE, Membrane Glycoproteins, FALSE, genetics, Q000235, Receptors, Immunologic, FALSE, genetics, Q000235",1,"projTutoParkinson","2023-12-28"
,"26058529","The free and cued selective reminding test for predicting progression to Alzheimer's disease in patients with mild cognitive impairment: A prospective longitudinal study.","Lemos R","Amnestic mild cognitive impairment (aMCI) patients carry a greater risk of conversion to Alzheimer's disease (AD). Therefore, the International Working Group (IWG) on AD aims to consider some cases of aMCI as symptomatic prodromal AD. The core diagnostic marker of AD is a significant and progressive memory deficit, and the Free and Cued Selective Reminding Test (FCSRT) was recommended by the IWG to test memory in cases of possible prodromal AD. This study aims to investigate whether the performance on the FCSRT would enhance the ability to predict conversion to AD in an aMCI group. A longitudinal study was conducted on 88 aMCI patients, and neuropsychological tests were analysed on the relative risk of conversion to AD. During follow-up (23.82 months), 33% of the aMCI population converted to AD. An impaired FCSRT TR was significantly associated with the risk of conversion to dementia, with a mean time to conversion of 25 months. The FCSRT demonstrates utility for detecting AD at its prodromal stage, thus supporting its use as a valid clinical marker.","2017",,"J Neuropsychol"," Therefore , the International Working Group ( IWG ) on AD aims to consider some cases of aMCI as symptomatic prodromal AD ","other","Aged, FALSE, Alzheimer Disease, FALSE, diagnosis, Q000175, Apolipoproteins E, FALSE, genetics, Q000235, Cognitive Dysfunction, FALSE, genetics, Q000235, Cues, FALSE, Disease Progression, FALSE, Female, FALSE, Humans, FALSE, Longitudinal Studies, FALSE, Male, FALSE, Middle Aged, FALSE, Neuropsychological Tests, FALSE, Predictive Value of Tests, FALSE, Retrospective Studies, FALSE, Statistics, Nonparametric, FALSE",1,"projTutoParkinson","2023-12-28"
,"26042034","Detecting early egocentric and allocentric impairments deficits in Alzheimer's disease: an experimental study with virtual reality.","Serino S","Several studies have pointed out that egocentric and allocentric spatial impairments are one of the earliest manifestations of Alzheimer's Disease (AD). It is less clear how a break in the continuous interaction between these two representations may be a crucial marker to detect patients who are at risk to develop dementia. The main objective of this study is to compare the performances of participants suffering from amnestic mild cognitive impairment (aMCI group), patients with AD (AD group) and a control group (CG), using a virtual reality (VR)-based procedure for assessing the abilities in encoding, storing and syncing different spatial representations. In the first task, participants were required to indicate on a real map the position of the object they had memorized, while in the second task they were invited to retrieve its position from an empty version of the same virtual room, starting from a different position. The entire procedure was repeated across three different trials, depending on the object location in the encoding phase. Our finding showed that aMCI patients performed significantly more poorly in the third trial of the first task, showing a deficit in the ability to encode and store an allocentric viewpoint independent representation. On the other hand, AD patients performed significantly more poorly when compared to the CG in the second task, indicating a specific impairment in storing an allocentric viewpoint independent representation and then syncing it with the allocentric viewpoint dependent representation. Furthermore, data suggested that these impairments are not a product of generalized cognitive decline or of general decay in spatial abilities, but instead may reflect a selective deficit in the spatial organization Overall, these findings provide an initial insight into the cognitive underpinnings of amnestic impairment in aMCI and AD patient exploiting the potentiality of VR.","2015",,"Front Aging Neurosci"," The main objective of this study is to compare the performances of participants suffering from amnestic mild cognitive impairment ( aMCI group ) , patients with AD ( AD group ) and a control group ( CG ) , using a virtual reality ( VR ) -based procedure for assessing the abilities in","other","NULL",1,"projTutoParkinson","2023-12-28"
,"26036286","Hyperhomocysteinemia: Impact on Neurodegenerative Diseases.","Sharma M","Neurodegenerative diseases are the diseases of the central nervous system with various aetiology and symptoms. Dementia, Alzheimer's disease (AD), Parkinson's disease (PD) and autism are some examples of neurodegenerative diseases. Hyperhomocysteinemia (Hhcy) is considered to be an independent risk factor for numerous pathological conditions under neurodegenerative diseases. Along with genetic factors that are the prime cause of homocysteine (Hcy) imbalance, the nutritional and hormonal factors are also contributing to high Hcy levels in the body. Numerous clinical and epidemiological data confirm the direct correlation of Hcy levels in the body and generation of different types of central nervous system disorders, cardiovascular diseases, cancer and others. Till now, it is difficult to say whether homocysteine is the cause of the disease or whether it is one of the impacts of the diseases. However, Hhcy is a surrogate marker of vitamin B deficiency and is a neurotoxic agent. This Mini Review will give an overview of how far research has gone into understanding the homocysteine imbalance with prognostic, causative and preventive measures in treating neurodegenerative diseases.","2015",,"Basic Clin Pharmacol Toxicol",," review","Animals, FALSE, Biomarkers, FALSE, blood, Q000097, Homocysteine, FALSE, blood, Q000097, Humans, FALSE, Hyperhomocysteinemia, TRUE, blood, Q000097, Neurodegenerative Diseases, TRUE, blood, Q000097, Nutritional Status, FALSE, Prognosis, FALSE, Risk Factors, FALSE, Vitamin B Deficiency, FALSE, blood, Q000097",1,"projTutoParkinson","2023-12-28"
,"26019415","Neuropsychological markers of mild cognitive impairment: A clinic based study from urban India.","Tripathi R","BACKGROUND: Mild cognitive impairment (MCI) is a transitional stage between normal aging and dementia. Persons with MCI are at higher risk to develop dementia. Identifying MCI from normal aging has become a priority area of research. Neuropsychological assessment could help to identify these high risk individuals.
OBJECTIVE: To examine clinical utility and diagnostic accuracy of neuropsychological measures in identifying MCI.
MATERIALS AND METHODS: This is a cross-sectional study of 42 participants (22 patients with MCI and 20 normal controls [NC]) between the age of 60 and 80 years. All participants were screened for dementia and later a detailed neuropsychological assessment was carried out.
RESULTS: Persons with MCI performed significantly poorer than NC on word list (immediate and delayed recall), story recall test, stick construction delayed recall, fluency and Go/No-Go test. Measures of episodic memory especially word list delayed recall had the highest discriminating power compared with measures of semantic memory and executive functioning.
CONCLUSION: Word list learning with delayed recall component is a possible candidate for detecting MCI from normal aging.","2015",,"Ann Indian Acad Neurol"," OBJECTIVE : To examine clinical utility and diagnostic accuracy of neuropsychological measures in identifying MCI ","other","NULL",1,"projTutoParkinson","2023-12-28"
,"26011114","Absence of practice effects in preclinical Alzheimer's disease.","Hassenstab J","OBJECTIVE: To describe how practice effects influence cognitive trajectories and determine if a reduction in practice effects is a potential marker of Stage-III preclinical Alzheimer's disease (AD).
METHOD: Participants included 263 older adults who were cognitively normal at baseline (i.e., had a Clinical Dementia Rating [CDR] of 0; Morris, 1993) and returned for an average of 9.5 annual visits. Participants completed standard tests of episodic memory, visuospatial ability, semantic memory, and executive function. Progressors (n = 66) converted to CDR > 0 with a diagnosis of symptomatic AD after a minimum of 3 visits and stable participants (n = 197) never progressed to CDR > 0. Practice effects, defined as the slope of performance across Visits 1-3, were compared between groups and used within subjects to predict risk of conversion. Change-point models that accounted for retest were contrasted with linear models that ignored retest.
RESULTS: The stable group showed practice effects on episodic-memory measures (β = 0.14, SE = .02, p < .0001) but the progressor group did not (β = 0.03, SE = .03, p = .343). Across all participants, practice effects on episodic-memory tests were associated with a decreased risk of progression to AD as indicated by the subdistribution hazards model (SHR; Fine & Gray, 1999); SHR = .110, 95% CI [.032, .384], p = .001). Finally, use of change-point models dramatically altered rate-of-change estimates compared with models that ignored practice.
CONCLUSION: Our results indicate that preclinical AD is marked by a reduction in practice effects in episodic memory and that the magnitude of gain from retesting is inversely related to progression risk. Assessment of practice effects may be a face-valid indicator of Stage-III preclinical AD.","2015",,"Neuropsychology"," OBJECTIVE : To describe how practice effects influence cognitive trajectories and determine if a reduction in practice effects is a potential marker of Stage-III preclinical Alzheimer's disease ( AD ) ","other","Aged, FALSE, Aged, 80 and over, FALSE, Alzheimer Disease, FALSE, diagnosis, Q000175, Biomarkers, FALSE, Disease Progression, TRUE, Female, FALSE, Humans, FALSE, Longitudinal Studies, FALSE, Male, FALSE, Memory, Episodic, TRUE, Practice, Psychological, TRUE, Prodromal Symptoms, TRUE, Psychomotor Performance, FALSE, physiology, Q000502, Severity of Illness Index, FALSE",1,"projTutoParkinson","2023-12-28"
,"26010236","Utility of Exercise Testing and Adenosine Response for Risk Assessment in Children with Wolff-Parkinson-White Syndrome.","Ergul Y","BACKGROUND: We aimed to determine the correlation between noninvasive testing (exercise stress testing [EST] and adenosine responsiveness of accessory pathway [AP] ) and invasive electrophysiology study (EPS) for assessment antegrade conduction of the AP in Wolff-Parkinson-White syndrome.
PATIENTS AND METHOD: This prospective, observational study enrolled 40 children (58% male children, median age of 13 years, and median weight of 47.5 kg) with Wolff-Parkinson-White syndrome. Conduction through the AP to a cycle length of ≤250 ms was considered rapid or high-risk; otherwise, patients were nonrapid or low-risk.
RESULTS: The sudden disappearance of the delta-wave was seen in 10 cases (25%) during EST. Accessory pathway was found to be high-risk in 13 cases (13/40, 32.5%) while the accessory path was identified as low-risk in 27 cases; however, six patients (15%) had blocked AP conduction with adenosine during EPS. Low-risk classification by EST alone to identify patients with nonrapid conduction in baseline EPS had a specificity of 93% and a positive predictive value of 90% (accuracy 54%). Blocked AP conduction with adenosine as a marker of nonrapid baseline AP conduction had a specificity of 93% and a positive predictive value of 84%. Finally, AP was adenosine nonresponsive in the majority of patients (28/30, 93%) with persistent delta-waves, 40% of those who had a sudden disappearance of delta-waves had an adenosine-responsive AP (P value: .028).
CONCLUSION: Abrupt loss of preexcitation during EST and blocked AP conduction with adenosine had high specificity and positive predictive value for nonrapid and low-risk antegrade conduction during baseline invasive EPS. Successful risk stratification of pediatric patients with Wolff-Parkinson-White is possible through the use of EST and the adenosine responsiveness of AP.","2015",,"Congenit Heart Dis"," We aimed to determine the correlation between noninvasive testing ( exercise stress testing [ EST ] and adenosine responsiveness of accessory pathway [ AP ] ) and invasive electrophysiology study ( EPS ) for assessment antegrade conduction of the AP in Wolff-Parkinson-White syndrome ","observational study","Adolescent, FALSE, Child, FALSE, Electrocardiography, FALSE, Exercise Test, FALSE, statistics & numerical data, Q000706, Female, FALSE, Heart Rate, FALSE, physiology, Q000502, Humans, FALSE, Incidence, FALSE, Male, FALSE, Prospective Studies, FALSE, ROC Curve, FALSE, Risk Assessment, FALSE, methods, Q000379, Risk Factors, FALSE, United States, FALSE, epidemiology, Q000453, Wolff-Parkinson-White Syndrome, FALSE, diagnosis, Q000175",1,"projTutoParkinson","2023-12-28"
,"26003253","Lower urinary tract dysfunction in patients with parkinsonism and other neurodegenerative disorders.","Winge K","Progressive neurodegenerative disorders are devastating diseases with often fatal outcomes. Lower urinary tract symptoms (LUTS) add to morbidity and increase the risk of becoming dependent on the help of others (e.g., nursing-home referral). In Parkinson's disease (PD), the specific loss of dopaminergic neurons in the substantia nigra and possibly also in the ventral tegmental area induces loss of neurogenic bladder control through dysfunction of a complex network in which selective disinhibition of bladder reflexes is lost. In PD, more than 60% of patients have troublesome bladder symptoms, and 30% experience incontinence, though not daily. In atypical parkinsonism, including multiple system atrophy, LUTS are highly prevalent, and the onset of LUTS in comparison to other autonomic symptoms and motor symptoms may serve as a diagnostic marker. Less is known about the pathophysiology of incontinence in Alzheimer's disease, but higher cognitive function including attention and self-management may play a role. Incontinence is a major risk factor for loss of independence. The complex pathophysiologic mechanisms of neurodegenerative disorders and hence complex symptoms play important roles in LUTS and patient quality of life. Nocturia, incontinence, and urgency as well as poor bladder emptying are the most common symptoms. These symptoms may interact with the core symptoms of the disorders, increasing the risk of incontinence and infection. In rarer neurogenerative disorder LUTS may be present, most commonly in disorders with spinal cord involvement. The systematic and careful tracking of symptoms, evaluation using non-invasive techniques, and conservative management including pharmacologic treatments can often markedly improve the lives of patients and their caregivers.","2015",,"Handb Clin Neurol",," review","Female, FALSE, Humans, FALSE, Male, FALSE, Neurodegenerative Diseases, FALSE, complications, Q000150, Parkinsonian Disorders, FALSE, complications, Q000150, Urologic Diseases, FALSE, etiology, Q000209",1,"projTutoParkinson","2023-12-28"
,"25987416","New cardiovascular targets to prevent late onset Alzheimer disease.","Claassen JA","The prevalence of dementia rises to between 20% and 40% with advancing age. The dominant cause of dementia in approximately 70% of these patients is Alzheimer disease. There is no effective disease-modifying pharmaceutical treatment for this neurodegenerative disease. A wide range of Alzheimer drugs that appeared effective in animal models have recently failed to show clinical benefit in patients. However, hopeful news has emerged from recent studies that suggest that therapeutic strategies aimed at reducing cardiovascular disease may also reduce the prevalence of dementia due to Alzheimer disease. This review summarizes the evidence for this link between cardiovascular disease and late onset Alzheimer dementia. Only evidence from human research is considered here. Longitudinal studies show an association between high blood pressure and pathological accumulation of the protein amyloid-beta42, and an even stronger association between vascular stiffness and amyloid accumulation, in elderly subjects. Amyloid-beta42 accumulation is considered to be an early marker of Alzheimer disease, and increases the risk of subsequent cognitive decline and development of dementia. These observations could provide an explanation for recent observations of reduced dementia prevalence associated with improved cardiovascular care.","2015",,"Eur J Pharmacol"," However , hopeful news has emerged from recent studies that suggest that therapeutic strategies aimed at reducing cardiovascular disease may also reduce the prevalence of dementia due to Alzheimer disease "," review","Alzheimer Disease, FALSE, complications, Q000150, Animals, FALSE, Cardiovascular Diseases, FALSE, complications, Q000150, Humans, FALSE, Molecular Targeted Therapy, FALSE, methods, Q000379",1,"projTutoParkinson","2023-12-28"
,"25966061","Association between PARK16 gene polymorphisms and susceptibility of Parkinson's disease in a Chinese population.","Xia H","Recent genome-wide association studies identified 11 risk loci in different populations of familial and sporadic Parkinson's disease (PD) patients. Few loci have been verified in different European and Asian populations. We also validated 2 new single-nucleotide polymorphisms, rs947211 and rs823144, in PARK16 to explore their association with susceptibility to PD in the Xinjiang Uygur and Han populations. This case-control study included 312 PD patients (130 Uygur and 182 Han) and 359 control subjects (179 Uygur and 180 Han). Polymerase chain reaction-restriction fragment length polymorphism analysis and DNA sequencing were used to detect the rs947211 and rs823144 polymorphism in the PARK16 gene between the Xinjiang Uygur and Han populations. Frequencies of the A allele and AA genotype (42.1 and 15.7%, respectively) of rs947211 in PD patients were significantly lower than those in the control group (54.7 and 28.7%, respectively, P < 0.01). A allele and AA genotype frequencies of rs823144 were 56.8 and 31.8% in the PD patients group and were 54.1 and 29.3% in the control group; no significant difference was found (P > 0.05). In both the Han and Uygur groups, the rs947211 polymorphism was associated with PD. Haplotype analysis also indicated that the A-A and G-A haplotypes were associated with PD. We found that the rs947211 polymorphism may be a susceptibility marker for PD in the Chinese population; the A-A and G-A haplotypes may be a protective factor and a risk factor, respectively, for PD in the Chinese population.","2015",,"Genet Mol Res",,"comparative study","Adult, FALSE, Asian People, FALSE, genetics, Q000235, Case-Control Studies, FALSE, China, FALSE, Ethnicity, FALSE, genetics, Q000235, Female, FALSE, Genetic Predisposition to Disease, FALSE, Genome-Wide Association Study, FALSE, Haplotypes, FALSE, Humans, FALSE, Male, FALSE, Parkinson Disease, FALSE, genetics, Q000235, Polymorphism, Single Nucleotide, FALSE",1,"projTutoParkinson","2023-12-28"
,"25950750","Occupational history of night shift work and Parkinson's disease in Denmark.","Schernhammer ES","OBJECTIVES: We investigated whether working night shifts was associated with the risk of Parkinson's disease (PD).
METHODS: Between January 2008 and December 2010, we recruited 1808 patients with a confirmed diagnosis of idiopathic PD from Denmark and 1876 population controls matched by year of birth and gender. Information on lifelong occupational history, including information on night work, smoking, caffeine and alcohol consumption habits, and family history of PD was collected through structured telephone interviews.
RESULTS: Overall, there was no association between a history of night shift work and PD [odds ratio (OR) for any type of night work (ie, either permanent or rotating night work) 1.01, 95% confidence interval (95% CI) 0.86-1.21]. Compared with persons who never worked night shifts, risks of those with longer durations of night work did not appear to differ (OR <10 years=0.95, 95% CI 0.75-1.19, OR 10-19 years= 1.09, 95% CI 0.77-1.53, OR ≥20 years=1.05, 95% CI 0.81-1.37, P for trend=0.23). Associations were similar among men and women.
CONCLUSIONS: These data suggest that working night shifts is not associated with PD or that low tolerance for night shift work is an early marker of PD. Due to the novel and exploratory nature of these findings, confirmation is needed.","2015",,"Scand J Work Environ Health"," OBJECTIVES : We investigated whether working night shifts was associated with the risk of Parkinson's disease ( PD ) ","other","Adult, FALSE, Aged, FALSE, Case-Control Studies, FALSE, Circadian Rhythm, FALSE, physiology, Q000502, Denmark, FALSE, epidemiology, Q000453, Educational Status, FALSE, Family Health, FALSE, Female, FALSE, Humans, FALSE, Interviews as Topic, FALSE, Life Style, FALSE, Logistic Models, FALSE, Male, FALSE, Medical Records, FALSE, Middle Aged, FALSE, Parkinson Disease, FALSE, epidemiology, Q000453, Residence Characteristics, FALSE, Risk Factors, FALSE, Time Factors, FALSE, Work Schedule Tolerance, FALSE, physiology, Q000502",1,"projTutoParkinson","2023-12-28"
,"25938784","Hyperglycemia modulates extracellular amyloid-β concentrations and neuronal activity in vivo.","Macauley SL","Epidemiological studies show that patients with type 2 diabetes (T2DM) and individuals with a diabetes-independent elevation in blood glucose have an increased risk for developing dementia, specifically dementia due to Alzheimer's disease (AD). These observations suggest that abnormal glucose metabolism likely plays a role in some aspects of AD pathogenesis, leading us to investigate the link between aberrant glucose metabolism, T2DM, and AD in murine models. Here, we combined two techniques – glucose clamps and in vivo microdialysis – as a means to dynamically modulate blood glucose levels in awake, freely moving mice while measuring real-time changes in amyloid-β (Aβ), glucose, and lactate within the hippocampal interstitial fluid (ISF). In a murine model of AD, induction of acute hyperglycemia in young animals increased ISF Aβ production and ISF lactate, which serves as a marker of neuronal activity. These effects were exacerbated in aged AD mice with marked Aβ plaque pathology. Inward rectifying, ATP-sensitive potassium (K(ATP)) channels mediated the response to elevated glucose levels, as pharmacological manipulation of K(ATP) channels in the hippocampus altered both ISF Aβ levels and neuronal activity. Taken together, these results suggest that K(ATP) channel activation mediates the response of hippocampal neurons to hyperglycemia by coupling metabolism with neuronal activity and ISF Aβ levels.","2015",,"J Clin Invest"," These observations suggest that abnormal glucose metabolism likely plays a role in some aspects of AD pathogenesis , leading us to investigate the link between aberrant glucose metabolism , T2DM , and AD in murine models ","other","Alzheimer Disease, FALSE, etiology, Q000209, Amyloid beta-Peptides, FALSE, genetics, Q000235, Animals, FALSE, Diabetes Complications, FALSE, genetics, Q000235, Diabetes Mellitus, Experimental, FALSE, Diabetes Mellitus, Type 2, FALSE, genetics, Q000235, Hippocampus, FALSE, metabolism, Q000378, Humans, FALSE, Hyperglycemia, FALSE, genetics, Q000235, KATP Channels, FALSE, genetics, Q000235, Mice, FALSE, Mice, Transgenic, FALSE, Neurons, FALSE, metabolism, Q000378",1,"projTutoParkinson","2023-12-28"
,"25936935","The role of TREM2 R47H as a risk factor for Alzheimer's disease, frontotemporal lobar degeneration, amyotrophic lateral sclerosis, and Parkinson's disease.","Lill CM","A rare variant in TREM2 (p.R47H, rs75932628) was recently reported to increase the risk of Alzheimer's disease (AD) and, subsequently, other neurodegenerative diseases, i.e. frontotemporal lobar degeneration (FTLD), amyotrophic lateral sclerosis (ALS), and Parkinson's disease (PD). Here we comprehensively assessed TREM2 rs75932628 for association with these diseases in a total of 19,940 previously untyped subjects of European descent. These data were combined with those from 28 published data sets by meta-analysis. Furthermore, we tested whether rs75932628 shows association with amyloid beta (Aβ42) and total-tau protein levels in the cerebrospinal fluid (CSF) of 828 individuals with AD or mild cognitive impairment. Our data show that rs75932628 is highly significantly associated with the risk of AD across 24,086 AD cases and 148,993 controls of European descent (odds ratio or OR = 2.71, P = 4.67 × 10(-25)). No consistent evidence for association was found between this marker and the risk of FTLD (OR = 2.24, P = .0113 across 2673 cases/9283 controls), PD (OR = 1.36, P = .0767 across 8311 cases/79,938 controls) and ALS (OR = 1.41, P = .198 across 5544 cases/7072 controls). Furthermore, carriers of the rs75932628 risk allele showed significantly increased levels of CSF-total-tau (P = .0110) but not Aβ42 suggesting that TREM2's role in AD may involve tau dysfunction.","2015",,"Alzheimers Dement",,"meta analysis","Aged, FALSE, Alleles, FALSE, Alzheimer Disease, FALSE, genetics, Q000235, Amyotrophic Lateral Sclerosis, FALSE, genetics, Q000235, Case-Control Studies, FALSE, Female, FALSE, Frontotemporal Lobar Degeneration, FALSE, genetics, Q000235, Genetic Predisposition to Disease, TRUE, Genotype, FALSE, Humans, FALSE, Male, FALSE, Membrane Glycoproteins, FALSE, genetics, Q000235, Middle Aged, FALSE, Neurodegenerative Diseases, FALSE, genetics, Q000235, Parkinson Disease, FALSE, genetics, Q000235, Quantitative Trait Loci, FALSE, Receptors, Immunologic, FALSE, genetics, Q000235, Risk Factors, FALSE, White People, FALSE, tau Proteins, FALSE, cerebrospinal fluid, Q000134",1,"projTutoParkinson","2023-12-28"
