"idPopulations0","PMID","pNam","popSize","popCountry","popMainChar","pSecChar","inclCrit","ageUni","ageMean","ageSD","ageLow","ageUp","femaleFreq","ageClass","sexClass","popDisease","popComorbidity","fromCode","projectName"
,"28386910",,"1821","netherlands, poland, spain",,,,"year",66,13,,,"29"," adult. or 66 ± 13 years","71% men.","iron deficiency, heart failure",,1,"ckdIron"
,"29355277",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"37532199",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"32390704",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"33978777",,,"",,,,,,,,,,,,"heart failure, cancer",,1,"ckdIron"
,"23453867",,,"israel",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"10655270",,"41","",,,,,,,,,," adult or c282y homozygotes","mostly men","cirrhosis, hemochromatosis","fatal bacterial and fungal infections",1,"ckdIron"
,"20488820",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"23826373",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"30694615",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"34089433",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"2380829",,,"",,,,,,,,,,,,"iron deficiency, NA",,1,"ckdIron"
,"34810088",,,"",,,,,,,,,,,,"iron deficiency, depression, heart failure",,1,"ckdIron"
,"31754588",,,"pakistan",,,,,,,,,,,,"iron deficiency, preeclampsia, stillbirth",,1,"ckdIron"
,"22402351",,,"poland, italy, austria, czech republic, ireland, united states, turkey, switzerland",,,,,,,,,,,,,,1,"ckdIron"
,"37137386",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"37581143",,"2261","",,,,,,,,,," mixed.","mostly women","iron deficiency, heart failure, clinical trials, search",,1,"ckdIron"
,"10364568",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"37337935",,,"",,,,,,,,,,,,"iron deficiency, NA",,1,"ckdIron"
,"31230175",,,"",,,,,,,,,,,,"iron deficiency, cancer, clinical trials",,1,"ckdIron"
,"30884037",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"26427802",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"23172590",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"21564435",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"20630405",,,"",,,,,,,,,,,,"heart failure, ",,1,"ckdIron"
,"10647764",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"32602663",,"12065","canada",,,,,,,,,," elderly.","mostly men","iron deficiency, heart failure",,1,"ckdIron"
,"31814055",,,"",,,,,,,,,,,,"iron deficiency, NA",,1,"ckdIron"
,"18581418",,,"mongolia",,,,,,,,,,,,,,1,"ckdIron"
,"11106561",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"8241014",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"1433319",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"32674239",,"720427","",,,,,,,,,," mixed.","mostly women.","coronary heart disease","cardiovascular disease",1,"ckdIron"
,"28511855",,,"",,,,"years",66,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"30107217",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"28940112",,,"",,,,,,,,,,,,"heart failure, ",,1,"ckdIron"
,"26421378",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"8204092",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"10967728",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"24769316",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"37152629",,,"portugal",,,,,,,,,,,,"iron deficiency, NA",,1,"ckdIron"
,"35166066",,"746","",,,,"year",68,13,,,"47"," ""adult"" and their age average is 68 ± 13 years. or 68 ± 13 years","47% female.","iron deficiency, cardiovascular disease, stroke","Iron deficiency",1,"ckdIron"
,"21263124",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"11297915",,,"mali",,,,"years",71,,,,,,,"iron deficiency, ",,1,"ckdIron"
,"34862747",,"742","",,,,,,,,,"66"," mixed.","mostly men","heart failure, iron deficiency",,1,"ckdIron"
,"27756479",,"923","germany, switzerland",,,,,,,,,," mixed.","mostly women","iron deficiency, heart failure",,1,"ckdIron"
,"16584658",,,"united kingdom",,,,,,,,,,,,"iron deficiency, hepatitis",,1,"ckdIron"
,"11160592",,,"",,,,,,,,,,,,"iron deficiency, ",,1,"ckdIron"
,"28971490",,,"",,,,,,,,,,,,"sickle cell disease, NA",,1,"ckdIron"
,"25353975",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"35274422",,,"sweden",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"36231287",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"29246691",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"24057693",,,"",,,,,,,,,,,,"iron deficiency, cardiovascular disease, help",,1,"ckdIron"
,"7752713",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"34186196",,,"",,,,,,,,,," : mixed or 114-2272 ml","mostly men","pneumonia, ","iron losses",1,"ckdIron"
,"20374236",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"22908694",,,"guatemala",,,,,,,,,,,,,,1,"ckdIron"
,"15037530",,,"",,,,,,,,,," mixed.","mostly men","Iron overload",,1,"ckdIron"
,"20570952",,"546","",,,,,55,11,,11,"12","55 +/- 11 years (adult). or 55 +/- 11","mostly men.","iron deficiency, heart failure","systolic CHF",1,"ckdIron"
,"37635412",,"801","",,,,,1,,,2,," mixed. or 1.323-2.033","mostly men","iron deficiency, heart failure","iron deficiency",1,"ckdIron"
,"12657244",,,"cuba",,,,,,,,,,,,,,1,"ckdIron"
,"7991433",,"8","",,,,"year",6.5,,,,," children. or 6.5 years","8 boys and 9 girls","congenital heart disease, atrial septal defect","atrial septal defect",1,"ckdIron"
,"20973111",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"36304454",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"33123307",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"36377108",,,"mali",,,,,,,,,,,,"heart failure, iron deficiency, diagnostic tests ",,1,"ckdIron"
,"19214033",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"29355933",,,"",,,,,,,,,,,,"type 2 diabetes, ",,1,"ckdIron"
,"12672939",,,"mali",,,,,,,,,,,,"iron deficiency, ",,1,"ckdIron"
,"14505973",,,"",,,,,,,,,,,,"help, NA",,1,"ckdIron"
,"34643575",,"84","",,,,"year",18,,,,," adult. or ≥18 years","mostly men","iron deficiency, heart failure",,1,"ckdIron"
,"9714082",,,"",,,,,,,,,,,,"iron deficiency, character(0)",,1,"ckdIron"
,"8007822",,,"united kingdom",,,,,,,,,,,,,,1,"ckdIron"
,"10206460",,,"united states",,,,,,,,,,,,,,1,"ckdIron"
,"26111606",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"30097326",,,"japan",,,,"year",67,,,,"20"," adult or 67 years","mostly men. This is because the context discusses a crosssectional study conducted on Japanese patients with endstage kidney disease (ESKD) at the initiation of maintenance dialysis. In Japan, males make up a significant portion of the patient population.","iron deficiency, chronic kidney disease",,1,"ckdIron"
,"18495462",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"37113703",,,"",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"24349622",,,"cuba",,,,,,,,,,,,,,1,"ckdIron"
,"28692214",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"28372951",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"11380586",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"10836529",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"36312608",,"533","",,,,,,,,,," children/adult and  2017-2020 records. or 168","mostly women","cardiovascular disease, ","Iron deficiency",1,"ckdIron"
,"36495060",,"56","japan",,,,"year",71,13,,,," elderly. or 71 ± 13 years","mostly men.","iron deficiency, heart failure","Iron deficiency",1,"ckdIron"
,"34674445",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"32276713",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"23100285",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"37553872",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"37191130",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"36161742",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"33262474",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"29447741",,,"",,,,,,,,,,,,"iron deficiency, ",,1,"ckdIron"
,"8251794",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"22153683",,,"",,,,,,,,,,,,"iron deficiency, character(0)",,1,"ckdIron"
,"36267507",,"204","india",,,,"year",62.8,,,,"27"," adult or 62.88 years","mostly men.","iron deficiency, heart failure",,1,"ckdIron"
,"2022630",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"21996227",,,"germany, israel",,,,,,,,,,,,,,1,"ckdIron"
,"33791148",,,"",,,,,,,,,,,,"hepatocellular carcinoma, cancer, malaria",,1,"ckdIron"
,"15036223",,,"united states",,,,,,,,,,,,"cancer, ",,1,"ckdIron"
,"10027804",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"24599805",,,"united states",,,,,,,,,,,,,,1,"ckdIron"
,"35831434",,"5403","united states",,,,"year",34.2,,,,," : adult or 34.2 years","mostly women","chronic kidney disease","all-cause mortality",1,"ckdIron"
,"34895731",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"16967824",,,"china, mali",,,,,,,,,,,,,,1,"ckdIron"
,"3344685",,,"",,,,,,,,,,,,"iron deficiency, congenital heart disease",,1,"ckdIron"
,"20391109",,,"mali",,,,,,,,,,,,"cardiovascular disease, heart failure",,1,"ckdIron"
,"16392242",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"24918141",,,"",,,,,,,,,,,,"iron deficiency, ",,1,"ckdIron"
,"34862195",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"24346035",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"36338346",,,"",,,,,,,,,,,,"cancer, ",,1,"ckdIron"
,"22354919",,"785","",,,,,47,,,,," children. or 47 blood smears.","mostly women. REASONING As most births happen in female children, this indicates that majority of study participants were females at birth.","iron deficiency, malaria","iron deficiency",1,"ckdIron"
,"31184977",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"26407947",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"32760266",,,"",,,,,,,,,,,,"alzheimer's disease, clinical trials",,1,"ckdIron"
,"35160288",,,"",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"20592762",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"11206959",,"152","",,,,,50,,,,," adult. or 50","information not available","sickle cell disease, sickle cell anemia, institutions","iron overload",1,"ckdIron"
,"16522913",,,"",,,,,,,,,,,,"iron deficiency, character(0)",,1,"ckdIron"
,"36091397",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"26545000",,"1920","mexico",,,,"year",60,,,,"4.3"," elderly. or ≥60 years","mostly women.","iron deficiency, ",,1,"ckdIron"
,"35948408",,,"",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"19000344",,,"zimbabwe",,,,,,,,,,,,,,1,"ckdIron"
,"22035068",,,"",,,,,,,,,,,,"anxiety, ",,1,"ckdIron"
,"1947314",,,"mali",,,,,,,,,,,,,,1,"ckdIron"
,"33576661",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"29454332",,,"france",,,,,,,,,,,,"hemochromatosis, ",,1,"ckdIron"
,"37435964",,,"japan",,,,,,,,,,,,,,1,"ckdIron"
,"30675398",,"300","",,,,,,,,,," pregnant women.","mostly women.","iron deficiency, ",,1,"ckdIron"
,"34076520",,,"",,,,,,,,,,,,"heart failure, ",,1,"ckdIron"
,"36975880",,"12","",,,,,,,,,," mixed.","mostly women","heart failure, ",,1,"ckdIron"
,"11273874",,"165","united states",,,,,,,,,," adult.","mostly men.","end-stage renal disease","Dyspnea (43%), hypotension (23%), and neurological symptoms",1,"ckdIron"
,"8314323",,,"",,,,,,,,,,,,"cancer, ",,1,"ckdIron"
,"28834668",,,"",,,,,,,,,,,,"heart failure, ",,1,"ckdIron"
,"22041326",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"32607779",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"23375326",,"35","mali",,,,,,,,,," mixed. or 134","mostly men","Functional iron deficiency",,1,"ckdIron"
,"29465251",,,"spain",,,,,,,,,,,,"iron deficiency, ",,1,"ckdIron"
,"33345354",,"378","",,,,,,,,,," adult.","mostly men","iron deficiency, malnutrition, heart failure, stroke","Iron deficiency",1,"ckdIron"
,"18808386",,,"",,,,,,,,,,,,"iron deficiency, chronic kidney disease",,1,"ckdIron"
,"36853087",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"31767385",,"474","china",,,,,,,,,," mixed.","mostly women","congenital heart defects",,1,"ckdIron"
,"35679881",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"23176770",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"21977158",,,"",,,,,,,,,,,,"iron deficiency, NA",,1,"ckdIron"
,"17606758",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"8339443",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"8320486",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"34608227",,"120","",,,,"year",50,,,,," adult. or 50 years","70 males.","disease severity","altered iron metabolism",1,"ckdIron"
,"32618142",,"152","",,,,,,,,,"8"," mixed.","men, women","heart failure, atrial fibrillation",,1,"ckdIron"
,"31587985",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"11237943",,"1016","united states",,,,,,,,96,," elderly. or 67-96","mostly women.","chronic disease",,1,"ckdIron"
,"37198130",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"24093868",,,"",,,,,,,,,,,,"iron deficiency, NA",,1,"ckdIron"
,"19937124",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"7935648",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"35075212",,,"taiwan",,,,,,,,,,,,,,1,"ckdIron"
,"36027595",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"35178308",,,"",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"36165109",,,"",,,,,,,,,,,,"heart failure, chronic kidney disease, iron deficiency, clinical trials, clinical trials, atherosclerosis",,1,"ckdIron"
,"33782037",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"28775066",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"7935647",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"1516175",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"15042544",,,"united states",,,,"years",,,,,,,,,,1,"ckdIron"
,"26837749",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"18214021",,,"philippines",,,,,,,,,,,,,,1,"ckdIron"
,"18805881",,"16742","france",,,,,,,,,," : adult","mostly men","lung cancer, ","iron oxide exposures and lung cancer risk",1,"ckdIron"
,"34862982",,,"",,,,,,,,,,,,"thalassemia, NA",,1,"ckdIron"
,"8799167",,,"",,,,,,,,,,,,"bind, septic shock",,1,"ckdIron"
,"9639383",,,"",,,,,,,,,,,,"hemochromatosis, NA",,1,"ckdIron"
,"12499323",,,"",,,,,,,,,,,,"cardiovascular disease, ",,1,"ckdIron"
,"37626043",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"25112800",,"1480","germany",,,,,1,,,2.1,," mixed. or 1.23-2.18","mostly men","angiographic coronary artery disease",,1,"ckdIron"
,"32918080",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"23505071",,,"",,,,,,,,,,,,"hepatocellular carcinoma, ",,1,"ckdIron"
,"33914705",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"32928793",,,"",,,,,,,,,,,,"prostate cancer, search",,1,"ckdIron"
,"32793311",,,"",,,,,,,,,,,,"breast cancer, ",,1,"ckdIron"
,"25649272",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"33782035",,,"",,,,,,,,,,,,"heart failure, ",,1,"ckdIron"
,"37676213",,,"",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"28502703",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"21401355",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"9273360",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"21509263",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"17877127",,,"poland",,,,,,,,,,,,"iron deficiency, ",,1,"ckdIron"
,"17574704",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"28027217",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"32565019",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"10731350",,,"israel",,,,"years",65,,,,,,,"iron deficiency, ",,1,"ckdIron"
,"2291143",,"1437","",,,,,,,,,," mixed, because the participants are both women and they are from different age groups.","mostly women","iron deficiency, character(0)",,1,"ckdIron"
,"8053038",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"32089223",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"16161954",,,"united kingdom",,,,,,,,,,,,"hepatitis, ",,1,"ckdIron"
,"35836856",,,"",,,,,,,,,,,,"iron deficiency, ",,1,"ckdIron"
,"30097110",,,"united states",,,,,,,,,,,,,,1,"ckdIron"
,"37660574",,,"",,,,,,,,,,,,"coronavirus , ",,1,"ckdIron"
,"26024728",,"81","",,,,,1.1,,,,," mixed. or 1.115","mostly men","intracerebral hemorrhage","serum iron",1,"ckdIron"
,"8745360",,,"united kingdom",,,,,,,,,,,,"iron deficiency, character(0)",,1,"ckdIron"
,"27465736",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"32295126",,,"mali",,,,,,,,,,,,,,1,"ckdIron"
,"30371224",,,"taiwan",,,,,,,,,,,,,,1,"ckdIron"
,"16314228",,"664","",,,,,,,,,," adult","mainly men","coronary artery disease","unstable angina or acute myocardial infarction",1,"ckdIron"
,"20172024",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"36149233",,,"sweden",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"15005325",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"31632400",,,"",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"37354511",,,"india",,,,,,,,,,,,"heart failure, diabetes",,1,"ckdIron"
,"30912109",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"20067190",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"15618055",,"16136","",,,,"year",,,,70,," middle-aged women. or 49-70 years","mostly women.","coronary heart disease",,1,"ckdIron"
,"8133860",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"21842212",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"20038281",,,"united kingdom",,,,,,,,,,,,,,1,"ckdIron"
,"18256566",,,"",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"9025854",,,"",,,,,,,,,,,,"fetal hydrops, heart failure, hydrops fetalis",,1,"ckdIron"
,"31107619",,,"",,,,,,,,,,,,"iron deficiency, NA",,1,"ckdIron"
,"31016425",,,"",,,,,,,,,,,,"heart failure, cardiovascular disease, iron deficiency",,1,"ckdIron"
,"30779999",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"30019227",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"29180047",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"27822372",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"28942941",,,"",,,,,,,,,,,,"heart failure, dilated cardiomyopathy",,1,"ckdIron"
,"34391656",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"32651940",,,"",,,,,,,,,,,,"iron deficiency, NA",,1,"ckdIron"
,"30073785",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"12589400",,,"united kingdom",,,,,,,,,,,,,,1,"ckdIron"
,"11378527",,,"",,,,,,,,,,,,"acute lung injury, character(0)",,1,"ckdIron"
,"25013703",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"29974435",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"20524470",,,"pakistan",,,,,,,,,,,,,,1,"ckdIron"
,"15931646",,"17","",,,,,,,,,," adult.","mostly men.","absolute iron deficiency",,1,"ckdIron"
,"8550261",,,"netherlands",,,,"years",,,,,,,,"cancer, ",,1,"ckdIron"
,"17521632",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"16614400",,,"",,,,,,,,,,,,"iron deficiency, hypertension ",,1,"ckdIron"
,"14579406",,,"",,,,,,,,,,,,"thalassemia, ",,1,"ckdIron"
,"36237536",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"30038422",,,"",,,,,,,,,,,,"sepsis, ",,1,"ckdIron"
,"34592056",,"1563","",,,,,1,,,2.1,," mixed. or 1.15-2.14","mostly women.","heart failure, iron deficiency",,1,"ckdIron"
,"31668348",,"730","",,,,,,,1.5,8.4,," elderly or 1.5-8.4","mostly men.","iron deficiency, ",,1,"ckdIron"
,"11936226",,,"mali, cuba",,,,,,,,,,,,,,1,"ckdIron"
,"23030476",,"631","",,,,,,,,,," mixed.","mostly men.","heart failure, iron deficiency",,1,"ckdIron"
,"35561720",,,"botswana",,,,"years",,,,,,,,,,1,"ckdIron"
,"32984181",,"140","",,,,,,,,,," mixed, since both adult and child are present as part of the subjects involved in this study (antenatal women).","mostly women","iron deficiency, ",,1,"ckdIron"
,"35495915",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"30546390",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"18835041",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"16133868",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"36367624",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"32670986",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"26029793",,,"",,,,"years",,,,,,,,"thalassemia, ",,1,"ckdIron"
,"22050368",,,"",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"11913479",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"21755809",,,"united states",,,,,,,,,,,,,,1,"ckdIron"
,"29652240",,"92","",,,,"year",18,,,,," adult. or (≤18 years","mostly women","Abnormal umbilical cord coiling",,1,"ckdIron"
,"27140203",,,"",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"9616423",,,"india, singapore, china, malaysia",,,,"years",,,,,,,,,,1,"ckdIron"
,"1625067",,,"",,,,,,,,,,,,"iron deficiency, polycythemia",,1,"ckdIron"
,"27431764",,,"",,,,"years",9.9,,,,,,,"congenital heart disease, ",,1,"ckdIron"
,"8322297",,,"united kingdom",,,,,,,,,,,,"iron deficiency, congenital heart disease",,1,"ckdIron"
,"25684349",,,"",,,,,,,,,,,,"hemochromatosis, ",,1,"ckdIron"
,"25803071",,,"",,,,,,,,,,,,"iron deficiency, ",,1,"ckdIron"
,"37673205",,"799","",,,,,23,,,,"87.9"," children. or 23","mostly women","iron deficiency, heart failure, dilated cardiomyopathy","absolute iron deficiency",1,"ckdIron"
,"36880875",,,"mali",,,,,,,,,,,,,,1,"ckdIron"
,"22023466",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"18379692",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"1654807",,,"cuba",,,,,,,,,,,,,,1,"ckdIron"
,"17675432",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"16765489",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"11148882",,,"united kingdom",,,,,,,,,,,,,,1,"ckdIron"
,"32135591",,"1443","china",,,,"year",2.1,,,,," : Children or 2.1(3.3) years","(862 boys, 581 girls).","iron deficiency, ",,1,"ckdIron"
,"21228565",,"185","thailand",,,,"year",,,,17,,"15-17 years (adolescents). or 15-17 years","85 males and 100 females, so the answer is mostly women.","iron deficiency, thalassemia",,1,"ckdIron"
,"37520204",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"30873821",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"20799554",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"32318374",,"8","",,,,,6.8,,,,," mixed. or 6.80","mostly women.","iron deficiency anemia","Micronutrients' deficiency",1,"ckdIron"
,"26684058",,,"",,,,,,,,,,,,"heart failure, iron deficiency",,1,"ckdIron"
,"22771376",,"75","",,,,"day",15,,10,27,," mixed. or 15 days, 10 to 27","mostly men","Preoperative anemia",,1,"ckdIron"
,"32172712",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"27281698",,"543","",,,,"year",56,,,,"95"," older patients and also stage 5 CKD patients. or 56 years old","mostly men","cardiovascular disease, malnutrition, diabetes","age",1,"ckdIron"
,"17097163",,,"",,,,,,,,,,,,"iron deficiency, congenital heart disease",,1,"ckdIron"
,"30361476",,,"",,,,,,,,,,,,"heart failure, ",,1,"ckdIron"
,"26374719",,,"",,,,,,,,,,,,"chronic kidney disease, heart failure, iron deficiency",,1,"ckdIron"
,"24907196",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"16103117",,,"laos",,,,,,,,,,,,,,1,"ckdIron"
,"22567939",,,"hungary, mali",,,,,,,,,,,,"iron deficiency, ",,1,"ckdIron"
,"31500923",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"31040098",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"20124530",,,"",,,,,,,,,,,,"iron deficiency, NA",,1,"ckdIron"
,"19920053",,,"",,,,,,,,,,,,"iron deficiency, NA",,1,"ckdIron"
,"15734922",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"1807057",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"35720171",,"4737","dutch, turkish, moroccan",,,,,,,,,," adult.","mostly women.","iron deficiency","iron deficiency and iron overload",1,"ckdIron"
,"35443781",,,"",,,,,,,,,,,,"iron deficiency, NA",,1,"ckdIron"
,"34888631",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"29967232",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"28990275",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"28421129",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"17694379",,,"mali",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"15589379",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"12073249",,,"united kingdom",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"9457006",,"329","greece",,,,"year",60,,,,," elderly. or 60 years","mostly women.","coronary heart disease","unrelated to diet",1,"ckdIron"
,"32877424",,,"",,,,,,,,,,,,"cardiovascular disease, diabetes",,1,"ckdIron"
,"30693550",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"28638482",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"23931974",,,"",,,,,,,,,,,,"heart failure, NA",,1,"ckdIron"
,"20855375",,,"",,,,,,,,,,,,"iron deficiency, heart failure",,1,"ckdIron"
,"19680779",,,"",,,,"years",,,,,,,,"heart failure, thalassemia",,1,"ckdIron"
,"33993818",,,"",,,,,,,,,,,,,,1,"ckdIron"
,"31673228",,,"",,,,,,,,,,,,"cardiovascular disease, rich",,1,"ckdIron"
,"34384682",,,"",,,,,,,,,,,,,,1,"ckdIron"
