"idPopulations0","PMID","pNam","popSize","popCountry","popMainChar","pSecChar","inclCrit","ageUni","ageMean","ageSD","ageLow","ageUp","femaleFreq","ageClass","sexClass","popDisease","popComorbidity","fromCode","projectName"
,"14743371",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"26671143",,,"china",,,,"years",58.6,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"20629155",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"16133540",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"26590992",,"82","japan, china, taiwan",,,,,4.5,,,,," adult. or or 4.59","mostly men.","multiple system atrophy, ","parkinsonism",1,"MSA"
,"10601404",,,"mali",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"14707318",,,"mali",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"20683607",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"26901405",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"18980793",,,"",,,,,,,,,,,,"multiple system atrophy, urinary incontinence",,1,"MSA"
,"22607745",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"36982356",,,"",,,,,,,,,,,,"multiple system atrophy, progressive supranuclear palsy, , rich",,1,"MSA"
,"9542679",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"31727210",,,"",,,,,,,,,,,,"progressive supranuclear palsy, multiple system atrophy, depression, anxiety",,1,"MSA"
,"23114993",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"15390007",,,"",,,,,,,,,,,,"parkinson's disease, multiple system atrophy",,1,"MSA"
,"19771175",,"239","",,,,,,,,,," mixed.","mostly men.","multiple system atrophy, ",,1,"MSA"
,"32320519",,"182","",,,,,,,,,," elderly.","mostly men.","multiple system atrophy, ",,1,"MSA"
,"22488922",,,"mali",,,,,,,,,,,,"progressive supranuclear palsy, multiple system atrophy",,1,"MSA"
,"27629090",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"27059609",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"12021943",,,"",,,,,,,,,,,,"pure autonomic failure, multiple system atrophy, stroke, hypertension ",,1,"MSA"
,"22277432",,,"united kingdom",,,,,,,,,,,,,,1,"MSA"
,"14734673",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"31938861",,,"mali",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"37423320",,,"",,,,,,,,,,,,,,1,"MSA"
,"31893293",,,"",,,,,,,,,,,,,,1,"MSA"
,"16082509",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"23077527",,,"",,,,,,,,,,,,,,1,"MSA"
,"32087288",,,"france",,,,,,,,,,,,"multiple system atrophy, rare neurodegenerative disease",,1,"MSA"
,"31371567",,"219","",,,,,50,,,,," mixed. or 50:57","man and woman, since both MSA and PD patients included have a malefemale ratio (5057 for MSA and 5755 for PD).","multiple system atrophy, ",,1,"MSA"
,"24988568",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"17420317",,,"japan",,,,,,,,,,,,"multiple system atrophy, genes",,1,"MSA"
,"27878764",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"19224608",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"15639410",,,"",,,,,,,,,,,,,,1,"MSA"
,"32162061",,,"",,,,,,,,,,,,"multiple system atrophy, , ",,1,"MSA"
,"11968820",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"20309568",,,"",,,,,,,,,,,,"multiple system atrophy, rich",,1,"MSA"
,"11134407",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"10867796",,,"japan",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"9543334",,,"",,,,,,,,,,,,"multiple system atrophy, depression",,1,"MSA"
,"15329430",,,"",,,,,,,,,,,,,,1,"MSA"
,"26886104",,"47","",,,,"year",2.9,,,,,"71.4 ± 0.88 years (elderly).","mostly men","progressive supranuclear palsy, multiple system atrophy",,1,"MSA"
,"17237936",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"27844283",,,"",,,,,,,,,,,,"parkinson's disease, multiple system atrophy",,1,"MSA"
,"20373361",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"29352721",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"27629118",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"26227071",,,"",,,,,,,,,,,,"multiple system atrophy, progressive supranuclear palsy, disability, , ",,1,"MSA"
,"12438492",,,"",,,,,,,,,,,,"parkinson's disease, ",,1,"MSA"
,"18463858",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"22929945",,,"",,,,,,,,,,,,,,1,"MSA"
,"31779816",,,"",,,,,,,,,,,,,,1,"MSA"
,"24212526",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"15382211",,,"",,,,,,,,,,,,"multiple system atrophy, multiple sclerosis ",,1,"MSA"
,"31289815",,"203","",,,,,7,,,,," adult. or 7.0","mostly men.
Mostly men","multiple system atrophy, dementia, progressive supranuclear palsy, dystonia, disability","multiple system atrophy",1,"MSA"
,"26017579",,,"",,,,,,,,,,,,"parkinson's disease, multiple system atrophy",,1,"MSA"
,"17089135",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"24375810",,,"japan",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"11731878",,,"",,,,,,,,,,,,"progressive supranuclear palsy, multiple system atrophy, disability",,1,"MSA"
,"22806758",,,"",,,,,,,,,,,,"multiple system atrophy, dysphagia , ",,1,"MSA"
,"37093618",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"21840242",,,"japan",,,,,,,,,,,,"parkinson's disease, multiple system atrophy",,1,"MSA"
,"14582365",,,"united kingdom",,,,,,,,,,,,"multiple system atrophy, dementia, pale, silver staining",,1,"MSA"
,"15452868",,,"",,,,,,,,,,,,"multiple system atrophy, disability",,1,"MSA"
,"26970514",,,"",,,,,,,,,,,,"multiple system atrophy, dementia",,1,"MSA"
,"12127669",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"16028227",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"34973075",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"30345833",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"11226695",,,"mali",,,,,,,,,,,,"multiple system atrophy, rich",,1,"MSA"
,"24218576",,,"cuba",,,,,,,,,,,,"multiple system atrophy, dementia, kuru",,1,"MSA"
,"15272223",,,"france",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"26924723",,,"",,,,,,,,,,,,"multiple system atrophy, dementia",,1,"MSA"
,"36526431",,"132","",,,,,,,,,," elderly.","mostly men.","dementia, ","Orthostatic hypotension",1,"MSA"
,"24355363",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"15861553",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"15022196",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"11307616",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"36847833",,,"nigeria",,,,,,,,,,,,,,1,"MSA"
,"17049296",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"20445049",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"32622301",,,"",,,,,,,,,,,,,,1,"MSA"
,"26350408",,,"mali",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"19180913",,,"united kingdom",,,,,,,,,,,,"dizziness , multiple system atrophy",,1,"MSA"
,"22491861",,,"",,,,,,,,,,,,"multiple system atrophy, disability",,1,"MSA"
,"33935107",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"18271775",,,"",,,,,,,,,,,,,,1,"MSA"
,"16723266",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"14639688",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"11570708",,,"mali",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"29949032",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"32644976",,"2","",,,,,30,,,,," adult. or p30ag053760","mostly women.","multiple system atrophy, systemic autoimmune disease","multiple system atrophy",1,"MSA"
,"21962800",,,"",,,,,,,,,,,,"parkinson's disease, ",,1,"MSA"
,"18425088",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"28341224",,,"mali",,,,,,,,,,,,"multiple system atrophy, cancer",,1,"MSA"
,"35700041",,,"",,,,,,,,,,,,,,1,"MSA"
,"23916652",,,"",,,,,,,,,,,,"progressive supranuclear palsy, multiple system atrophy, clinical signs and symptoms",,1,"MSA"
,"30928779",,,"mali",,,,,,,,,,,,"parkinson's disease, multiple system atrophy, ",,1,"MSA"
,"22674850",,,"",,,,,,,,,,,,"parkinson's disease, multiple system atrophy",,1,"MSA"
,"31356287",,,"",,,,,,,,,,,,"progressive supranuclear palsy, multiple system atrophy",,1,"MSA"
,"36864385",,"41","",,,,,,,,,"86.7"," mixed.","man and woman, information not available.","parkinson's disease, multiple system atrophy",,1,"MSA"
,"16575624",,,"united kingdom",,,,,,,,,,,,"parkinson's disease, ",,1,"MSA"
,"21873101",,,"",,,,"years",69,,,,,,,"dystonia, multiple system atrophy, ",,1,"MSA"
,"17880306",,,"",,,,,,,,,,,,"urinary incontinence, ",,1,"MSA"
,"26801189",,"197","",,,,,,,,,," elderly.","mostly men.","hypertension , multiple system atrophy","cardiovascular",1,"MSA"
,"17659640",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"11445656",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"16961071",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"22787777",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"29633461",,,"",,,,,,,,,,,,"eosinophilia, dysphagia ",,1,"MSA"
,"35487827",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"25511328",,,"china",,,,,,,,,,,,"multiple system atrophy, rich",,1,"MSA"
,"29115515",,,"",,,,,,,,,,,,"multiple system atrophy, amyotrophic lateral sclerosis, genes",,1,"MSA"
,"22560049",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"30810945",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"37122149",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"33161394",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"21079405",,,"",,,,,,,,,,,,,,1,"MSA"
,"33099340",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"33853667",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"10872011",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"18498329",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"21625635",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"35986227",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"16291942",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"10822460",,,"",,,,,,,,,,,,,,1,"MSA"
,"37407621",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"26467153",,"12","",,,,"year",15.9,6.4,,,," elderly or 15.9 ± 6.4 years","mostly men","multiple system atrophy, erectile dysfunction","cerebellar syndrome",1,"MSA"
,"9014436",,,"united kingdom",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"23428208",,,"",,,,,,,,,,,,,,1,"MSA"
,"23115026",,,"",,,,,,,,,,,,,,1,"MSA"
,"25962793",,,"",,,,,,,,,,,,"multiple system atrophy, frontotemporal dementia, corticobasal syndrome",,1,"MSA"
,"27900498",,,"mali",,,,,,,,,,,,"multiple system atrophy, atherosclerosis",,1,"MSA"
,"25672703",,,"united kingdom",,,,,,,,,,,,"parkinson's disease, multiple system atrophy, sleep apnea",,1,"MSA"
,"23581648",,,"japan",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"20127386",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"26087241",,,"",,,,,,,,,,,,"parkinson's disease, multiple system atrophy",,1,"MSA"
,"24262191",,,"",,,,,,,,,,,,,,1,"MSA"
,"36792008",,,"",,,,,,,,,,,,,,1,"MSA"
,"15654557",,,"",,,,,,,,,,,,"pure autonomic failure, multiple system atrophy, stroke",,1,"MSA"
,"32109737",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"33836934",,,"mali",,,,"years",,,,,,,,,,1,"MSA"
,"33722614",,,"",,,,,,,,,,,,"parkinson's disease, multiple system atrophy",,1,"MSA"
,"35838595",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"11295807",,,"",,,,,,,,,,,,"progressive supranuclear palsy, ",,1,"MSA"
,"26085965",,,"",,,,,,,,,,,,"parkinson's disease, multiple system atrophy, ",,1,"MSA"
,"32472475",,,"mali",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"21615514",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"29737427",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"28181693",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"33814464",,,"",,,,,,,,,,,,"parkinson's disease, multiple system atrophy",,1,"MSA"
,"32232688",,,"",,,,,,,,,,,,"multiple system atrophy, dementia, ",,1,"MSA"
,"25256122",,,"",,,,,,,,,,,,"multiple system atrophy, rare movement disorder, progressive supranuclear palsy, dementia",,1,"MSA"
,"26812605",,,"japan",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"35996308",,,"",,,,,,,,,,,,,,1,"MSA"
,"34875563",,,"france",,,,,,,,,,,,"multiple system atrophy, disability, ",,1,"MSA"
,"30509725",,,"mali",,,,"years",,,,,,,,"multiple system atrophy, dystonia",,1,"MSA"
,"15390073",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"12910995",,,"united kingdom",,,,,,,,,,,,"multiple system atrophy, dystonia",,1,"MSA"
,"31707374",,,"",,,,,,,,,,,,"parkinson's disease, multiple system atrophy",,1,"MSA"
,"23711586",,,"",,,,,,,,,,,,"parkinson's disease, multisystem atrophy",,1,"MSA"
,"15095050",,,"",,,,,,,,,,,,"parkinson's disease, ",,1,"MSA"
,"36354017",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"36409061",,,"",,,,,,,,,,,,"progressive supranuclear palsy, multiple system atrophy, constipation",,1,"MSA"
,"24243813",,,"",,,,,,,,,,,,"multiple system atrophy, progressive supranuclear palsy",,1,"MSA"
,"28716222",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"32307300",,,"",,,,,,,,,,,,"multiple system atrophy, breast cancer",,1,"MSA"
,"9310175",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"34303202",,,"",,,,,,,,,,,,"multiple system atrophy, progressive supranuclear palsy, dementia",,1,"MSA"
,"35666059",,,"",,,,,,,,,,,,"parkinson's disease, ",,1,"MSA"
,"28303851",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"10025428",,"65","",,,,,65,,,,," adult. or 65","mostly men.","multiple system atrophy, progressive supranuclear palsy","parkinsonism",1,"MSA"
,"12447925",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"11068445",,,"japan",,,,,,,,,,,,,,1,"MSA"
,"9592831",,,"united kingdom",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"24290883",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"18808062",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"20851033",,,"",,,,,,,,,,,,,,1,"MSA"
,"10486410",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"17960814",,,"",,,,,,,,,,,,"parkinson's disease, multiple system atrophy",,1,"MSA"
,"15469456",,,"mali",,,,"years",61,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"11176961",,,"mali",,,,,,,,,,,,,,1,"MSA"
,"17940314",,,"",,,,,,,,,,,,,,1,"MSA"
,"21576919",,,"germany",,,,,,,,,,,,"multiple system atrophy, progressive supranuclear palsy, disability, depression",,1,"MSA"
,"19935145",,,"",,,,,,,,,,,,"dementia, multiple system atrophy, depression, anxiety, anxiety",,1,"MSA"
,"15035294",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"21396668",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"35537328",,,"",,,,,,,,,,,,"multiple system atrophy, progressive supranuclear palsy",,1,"MSA"
,"27259295",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"35327628",,,"",,,,,,,,,,,,,,1,"MSA"
,"34922583",,,"",,,,,,,,,,,,,,1,"MSA"
,"26351825",,,"china",,,,"years",58.1,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"31011950",,,"mali",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"34318363",,,"",,,,,,,,,,,,,,1,"MSA"
,"22647584",,,"mali",,,,"years",60.6,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"25450142",,,"mali",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"15654560",,,"",,,,"years",63.2,,,,,,,"multiple system atrophy, disability",,1,"MSA"
,"9485053",,,"",,,,,,,,,,,,"parkinson's disease, ",,1,"MSA"
,"11470968",,,"",,,,,,,,,,,,,,1,"MSA"
,"22708511",,"130","japan",,,,,3,,,,"38.5"," adult. or 3 t","mainly information not available, which means we don't have enough information about their sexes in this context.","multiple system atrophy, ","Age and gender predilection and laterality",1,"MSA"
,"36750211",,,"united kingdom",,,,,,,,,,,,"multiple system atrophy, progressive supranuclear palsy",,1,"MSA"
,"16476936",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"17235127",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"26853078",,,"",,,,,,,,,,,,,,1,"MSA"
,"24988570",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"16007636",,"257","",,,,,18,,,,," mixed. or 18y","mainly men","multiple system atrophy, ","disease susceptibility",1,"MSA"
,"26437559",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"28511262",,,"",,,,,,,,,,,,,,1,"MSA"
,"20405138",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"35933820",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"17077639",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"16669828",,,"mali",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"29589283",,,"",,,,,,,,,,,,,,1,"MSA"
,"11976043",,,"",,,,,,,,,,,,,,1,"MSA"
,"30590063",,,"",,,,,,,,,,,,"parkinson's disease, multiple system atrophy",,1,"MSA"
,"32587362",,,"",,,,,,,,,,,,,,1,"MSA"
,"29017831",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"23134819",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"30460448",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"26025783",,,"united states",,,,"years",63.4,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"29380098",,,"",,,,,,,,,,,,"multiple system atrophy, sleep apnea, depression",,1,"MSA"
,"21633903",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"21402519",,,"",,,,,,,,,,,,"multiple system atrophy, dizziness , atrial fibrillation, heart failure, osteoporosis, glaucoma, dementia",,1,"MSA"
,"35170728",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"29333110",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"35397330",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"33600908",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"26359268",,,"",,,,,,,,,,,,,,1,"MSA"
,"23116490",,"25","japan",,,,,,,,,"24"," adult.","mostly men.","multiple system atrophy, ",,1,"MSA"
,"23098910",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"12525730",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"29337114",,,"cuba",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"12700309",,,"",,,,"years",66,,,,,,,"multiple system atrophy, obesity",,1,"MSA"
,"36991261",,,"denmark",,,,,,,,,,,,,,1,"MSA"
,"20561041",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"33009855",,,"",,,,,,,,,,,,,,1,"MSA"
,"18553090",,"241","",,,,,,,,,"0.4"," elderly.","mostly men","multiple system atrophy, ",,1,"MSA"
,"16362537",,,"",,,,,,,,,,,,,,1,"MSA"
,"26879635",,,"",,,,,,,,,,,,,,1,"MSA"
,"10500257",,,"",,,,,,,,,,,,,,1,"MSA"
,"15098354",,,"united kingdom",,,,,,,,,,,,"progressive supranuclear palsy, multiple system atrophy",,1,"MSA"
,"12963764",,,"",,,,,,,,,,,,"multiple system atrophy, bind",,1,"MSA"
,"1821673",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"26920338",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"10752601",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"24794098",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"35809545",,"45","",,,,,,,,,," adult","information not available","multiple system atrophy, ","oculomotor impairments in multiple system atrophy",1,"MSA"
,"25619571",,,"mali",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"19010952",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"17482397",,,"mali",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"16831967",,,"",,,,,,,,,,,,"multiple system atrophy, sleep apnea",,1,"MSA"
,"27670212",,,"china",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"24119325",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"36899876",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"35122320",,,"mali",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"10577638",,,"",,,,,4.4,,,,"84"," elderly. or 4.4 per 100,000","mostly men","progressive supranuclear palsy, multiple system atrophy",,1,"MSA"
,"31796099",,,"",,,,,,,,,,,,"parkinson's disease, dementia",,1,"MSA"
,"15344276",,,"italy",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"32032926",,"15","mali",,,,,,,,,," elderly","mostly men","parkinson's disease, hearing loss","Vertigo and disequilibrium",1,"MSA"
,"28771723",,,"",,,,,,,,,,,,,,1,"MSA"
,"19089314",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"16092093",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"24243499",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"24590631",,,"",,,,,,,,,,,,,,1,"MSA"
,"31881520",,,"",,,,,,,,,,,,"multiple system atrophy, depression",,1,"MSA"
,"24683045",,,"france",,,,,,,,,,,,"multiple system atrophy, disability, depression",,1,"MSA"
,"29660838",,"3","",,,,,1.1,,,,," elderly.
RESULTS: Elderly or 1.11","mostly men.","multiple system atrophy, ","advanced age",1,"MSA"
,"20813385",,,"",,,,,,,,,,,,"multiple system atrophy, dementia, progressive supranuclear palsy",,1,"MSA"
,"9532710",,,"",,,,,,,,,,,,,,1,"MSA"
,"17469198",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"20204393",,,"",,,,,,,,,,,,"multiple system atrophy, sleep apnea",,1,"MSA"
,"21396886",,,"italy, france, netherlands",,,,,,,,,,,,"progressive supranuclear palsy, multiple system atrophy",,1,"MSA"
,"9613735",,,"",,,,,,,,,,,,", multiple system atrophy",,1,"MSA"
,"20437598",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"17029266",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"23801150",,,"china",,,,"years",58.9,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"15927722",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"11960886",,,"",,,,,,,,,,,,,,1,"MSA"
,"31497860",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"17433754",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"17240362",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"15639800",,,"",,,,,,,,,,,,"multiple system atrophy, dementia, glioma",,1,"MSA"
,"25757803",,,"",,,,,,,,,,,,"multiple system atrophy, pure autonomic failure",,1,"MSA"
,"9325470",,,"",,,,,,,,,,,,,,1,"MSA"
,"14504352",,,"",,,,,,,,,,,,"parkinson's disease, ",,1,"MSA"
,"26220575",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"11837750",,,"",,,,,,,,,,,,"multiple system atrophy, progressive supranuclear palsy",,1,"MSA"
,"12426713",,,"",,,,,,,,,,,,,,1,"MSA"
,"35305144",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"24501436",,,"",,,,,,,,,"49"," elderly.","mainly men","dementia, multiple system atrophy",,1,"MSA"
,"16772807",,,"",,,,,,,,,,,,,,1,"MSA"
,"16639726",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"14578702",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"31319154",,,"",,,,,,,,,,,,"multiple system atrophy, anxiety",,1,"MSA"
,"15077247",,,"japan",,,,,,,,,,,,"msa p, dystonia",,1,"MSA"
,"23656991",,,"",,,,,,,,,,,,"multiple system atrophy, progressive supranuclear palsy",,1,"MSA"
,"32031752",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"19429902",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"20694943",,,"",,,,,,,,,,,,,,1,"MSA"
,"9598693",,,"",,,,,,,,,,,,"pure autonomic failure, multiple system atrophy",,1,"MSA"
,"21353725",,,"",,,,,,,,,,,,"msa c, ",,1,"MSA"
,"16477495",,,"",,,,,,,,,,,,"parkinson's disease, multiple system atrophy, pure autonomic failure",,1,"MSA"
,"16092091",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"32978947",,"30","mali",,,,"year",2.4,,,,," : mixed or 2.4 years","mostly men.","multiple system atrophy, dementia","sleep behavior disorder",1,"MSA"
,"34519959",,,"",,,,,,,,,,,,"multiple system atrophy, ",,1,"MSA"
,"11605821",,,"",,,,,,,,,,,,"multiple system atrophy, pure autonomic failure",,1,"MSA"
,"29673913",,,"",,,,,,,,,,,,,,1,"MSA"
