"idFreq0","PMID","subpopSize","subset1","subset2","subset3","expFrequencyName","freqType","freqMeasure","freqUnit","fromCode","projectName","uploadDate"
,"19689970",,"NF",,,"sf",,"4.9 %","%",1,"allChronicFatigue","2023-12-05"
,"19689970",,"95 % CI 29.5-31.4 %",,,"cf",,"30.5 %","%",1,"allChronicFatigue","2023-12-05"
,"19689970",,"95 % CI 0.8-1.2 %",,,"cfs like fatigue",,"1.0 %","%",1,"allChronicFatigue","2023-12-05"
,"19689970",,"fatigue",,,"sf cf cases",,"55.5 %","%",1,"allChronicFatigue","2023-12-05"
,"19689970",,"CFS",,,"cf",,"1 %","%",1,"allChronicFatigue","2023-12-05"
,"19788473",,"migraineurs",,,"women",,"89 %","%",1,"allChronicFatigue","2023-12-05"
,"19788473",,"chronic headache",,,"aura",,"38 %","%",1,"allChronicFatigue","2023-12-05"
,"19788473",,"comorbid conditions",,,"chronic headache",,"35 %","%",1,"allChronicFatigue","2023-12-05"
,"19788473",,"migraine",,,"symptoms",,"10 %","%",1,"allChronicFatigue","2023-12-05"
,"19822091",,"Chronic fatigue syndrome",,,"daily activities",,"50 %","%",1,"allChronicFatigue","2023-12-05"
,"19822091",,"p = 0.04",,,"drb",,"12.9 %","%",1,"allChronicFatigue","2023-12-05"
,"19822091",,"5.4 %",,,"drb",,"5.1 %","%",1,"allChronicFatigue","2023-12-05"
,"19845780",,"arthritis",,,"migraineurs women",,"88 %","%",1,"allChronicFatigue","2023-12-05"
,"19845780",,"validated criteria",,,"ibs",,"31 %","%",1,"allChronicFatigue","2023-12-05"
,"19845780",,"validated criteria",,,"cfs",,"16 %","%",1,"allChronicFatigue","2023-12-05"
,"19845780",,"physician diagnosis or validated criteria",,,"fm",,"10 %","%",1,"allChronicFatigue","2023-12-05"
,"19845780",,"arthritis",,,"diagnosis ic",,"6.5 %","%",1,"allChronicFatigue","2023-12-05"
,"19845780",,"validated criteria",,,"arthritis",,"25 %","%",1,"allChronicFatigue","2023-12-05"
,"19845780",,"women",,,"endometriosis",,"15 %","%",1,"allChronicFatigue","2023-12-05"
,"19845780",,"women",,,"uterine fibroids",,"14 %","%",1,"allChronicFatigue","2023-12-05"
,"19845780",,"women",,,"comorbid pain condition",,"61 %","%",1,"allChronicFatigue","2023-12-05"
,"19845780",,"comorbid",,,"conditions",,"18 %","%",1,"allChronicFatigue","2023-12-05"
,"19845780",,"patients",,,"childhood maltreatment",,"58 %","%",1,"allChronicFatigue","2023-12-05"
,"19845780",,"sociodemographics",,,"depression",,"28 %","%",1,"allChronicFatigue","2023-12-05"
,"19845780",,"depression",,,"anxiety",,"56 %","%",1,"allChronicFatigue","2023-12-05"
,"20006474",,"spatial patterns",,,"retrospective classification",,"72 %","%",1,"allChronicFatigue","2023-12-05"
,"20006474",,"spatial patterns",,,"verbal cognitive condition",,"83 %","%",1,"allChronicFatigue","2023-12-05"
,"20007355",,"CFS / ME",,,"b seroprevalence versus",,"78 %","%",1,"allChronicFatigue","2023-12-05"
,"20007355",,"CFS / ME",,,"eighty three cfs patients",,"41.5 %","%",1,"allChronicFatigue","2023-12-05"
,"20007355",,"CFS patients ( 41.5 % ) as compared with fourteen",,,"normal blood donors",,"7 %","%",1,"allChronicFatigue","2023-12-05"
,"20009303",,"categorical variables",,,"stressed",,"66 %","%",1,"allChronicFatigue","2023-12-05"
,"20009303",,"categorical variables",,,"stressed twice per week",,"45 %","%",1,"allChronicFatigue","2023-12-05"
,"20101260",,"RP and RAD",,,"patients",,"26.1 %","%",1,"allChronicFatigue","2023-12-05"
,"20102774",,"controls",,,"metabolic syndrome",,"37 %","%",1,"allChronicFatigue","2023-12-05"
,"20141057",,"MS patients",,,"fatigue",,"66 %","%",1,"allChronicFatigue","2023-12-05"
,"20141057",,"controls",,,"fatigue",,"26.7 %","%",1,"allChronicFatigue","2023-12-05"
,"20141057",,"11 MS patients",,,"anxiety",,"25 %","%",1,"allChronicFatigue","2023-12-05"
,"20141057",,"NS",,,"fatigue",,"6.7 %","%",1,"allChronicFatigue","2023-12-05"
,"20141057",,"MS patients",,,"depression",,"6.8 %","%",1,"allChronicFatigue","2023-12-05"
,"20156349",,"NA",,,"patients chronic fatigue syndrome",,"67 %","%",1,"allChronicFatigue","2023-12-05"
,"20159507",,"CFS",,,"fatigue",,"4 %","%",1,"allChronicFatigue","2023-12-05"
,"20187495",,"20.6 %",,,"vo max",,"17.8 %","%",1,"allChronicFatigue","2023-12-05"
,"20187495",,"% VO2 max",,,"workload",,"20.6 %","%",1,"allChronicFatigue","2023-12-05"
,"20209483",,"NA 33 %",,,"na",,"33 %","%",1,"allChronicFatigue","2023-12-05"
,"20335265",,"prostate cell lines",,,"af mrna levels",,"50 %","%",1,"allChronicFatigue","2023-12-05"
,"20353956",,"CIS",,,"severe fatigue",,"42 %","%",1,"allChronicFatigue","2023-12-05"
,"20408945",,"HCV",,,"ci",,"44 %","%",1,"allChronicFatigue","2023-12-05"
,"20408945",,"HIV",,,"human immunodeficiency virus",,"0.3 %","%",1,"allChronicFatigue","2023-12-05"
,"20408945",,"ESRD",,,"end stage renal disease",,"0.2 %","%",1,"allChronicFatigue","2023-12-05"
,"20408945",,"CI 0.09-0.15",,,"hyperlipidaemia",,"90 %","%",1,"allChronicFatigue","2023-12-05"
,"20408945",,"significant alcohol consumption ( 41.5 vs . 4.7 %",,,"alcohol consumption",,"4.7 %","%",1,"allChronicFatigue","2023-12-05"
,"20408945",,"2.7 %",,,"incarceration",,"2.7 %","%",1,"allChronicFatigue","2023-12-05"
,"20408945",,"TEXT",,,"na p =",,"14 %","%",1,"allChronicFatigue","2023-12-05"
,"20411290",,"chronic fatigue syndrome 9.5 %",,,"rheumatologic manifestations",,"16.39 %","%",1,"allChronicFatigue","2023-12-05"
,"20411290",,"rheumatologic manifestations",,,"chronic fatigue syndrome",,"9.5 %","%",1,"allChronicFatigue","2023-12-05"
,"20411290",,"rheumatologic manifestations",,,"sicca symptoms",,"8.8 %","%",1,"allChronicFatigue","2023-12-05"
,"20411290",,"sicca symptoms",,,"arthralgia",,"6.5 %","%",1,"allChronicFatigue","2023-12-05"
,"20411290",,"female population",,,"fibromyalgia",,"1.9 %","%",1,"allChronicFatigue","2023-12-05"
,"20411290",,"fibromyalgia 1.9 % , myalgia 1.3 %",,,"myalgia",,"1.3 %","%",1,"allChronicFatigue","2023-12-05"
,"20411290",,"thrombocytopenia",,,"autoimmune hemolytic anemia",,"0.7 %","%",1,"allChronicFatigue","2023-12-05"
,"20411290",,"chronic HCV genotype 4 infection",,,"rheumatologic manifestations",,"16.3 %","%",1,"allChronicFatigue","2023-12-05"
,"20502065",,"control group",,,"cbt",,"12 %","%",1,"allChronicFatigue","2023-12-05"
,"20502065",,"control",,,"symptom deterioration",,"17 %","%",1,"allChronicFatigue","2023-12-05"
,"20529781",,"ambulatory settings",,,"chronic fatigue syndrome",,"30 %","%",1,"allChronicFatigue","2023-12-05"
,"20529781",,"chronic fatigue syndrome",,,"chronic fatigue",,"10 %","%",1,"allChronicFatigue","2023-12-05"
,"20529781",,"asthenia",,,"patients remain without diagnosis",,"20 %","%",1,"allChronicFatigue","2023-12-05"
,"20535341",,"30-35 % to as high as 70 %",,,"ibs patients fibromyalgia",,"70 %","%",1,"allChronicFatigue","2023-12-05"
,"20535341",,"fibromyalgia",,,"chronic fatigue syndrome",,"14 %","%",1,"allChronicFatigue","2023-12-05"
,"20580826",,"ChCFS",,,"chronic fatigue",,"10.7 %","%",1,"allChronicFatigue","2023-12-05"
,"20584327",,"4 clinical features",,,"pain",,"90 %","%",1,"allChronicFatigue","2023-12-05"
,"20584327",,"4 clinical features",,,"fatigue",,"89 %","%",1,"allChronicFatigue","2023-12-05"
,"20584327",,"Domestic",,,"clinical features",,"42 %","%",1,"allChronicFatigue","2023-12-05"
,"20584327",,"3 functions",,,"impairment",,"29 %","%",1,"allChronicFatigue","2023-12-05"
,"20584327",,"3 clinical features",,,"affective",,"21 %","%",1,"allChronicFatigue","2023-12-05"
,"20584327",,"NA",,,"functional",,"9 %","%",1,"allChronicFatigue","2023-12-05"
,"20584327",,"Fatigue",,,"pain cluster",,"54 %","%",1,"allChronicFatigue","2023-12-05"
,"20584327",,"Pain Cluster",,,"fatigue",,"28 %","%",1,"allChronicFatigue","2023-12-05"
,"20636652",,"Thirty per cent had a family history of cardiovascular disease",,,"sought treatment possible symptoms cardiovascular disease",,"37 %","%",1,"allChronicFatigue","2023-12-05"
,"20636652",,"Thirty per cent had a family history of cardiovascular disease",,,"prescribed medications symptoms possible cardiovascular problems",,"14 %","%",1,"allChronicFatigue","2023-12-05"
,"20636652",,"severe symptoms",,,"chronic shortness breath",,"17 %","%",1,"allChronicFatigue","2023-12-05"
,"20636652",,"chronic shortness of breath ( 17 % ) , chest pains ( 15 %",,,"chest pains",,"15 %","%",1,"allChronicFatigue","2023-12-05"
,"20636652",,"severe symptoms",,,"chronic fatigue",,"13 %","%",1,"allChronicFatigue","2023-12-05"
,"20636652",,"Independent correlates",,,"dizziness loss consciousness",,"11 %","%",1,"allChronicFatigue","2023-12-05"
,"20663256",,"participants",,,"met criteria cf months",,"9.4 %","%",1,"allChronicFatigue","2023-12-05"
,"20663256",,"criteria",,,"cfs",,"7.8 %","%",1,"allChronicFatigue","2023-12-05"
,"20664306",,"well controls",,,"isf cases",,"28 %","%",1,"allChronicFatigue","2023-12-05"
,"20664306",,"personality disorder",,,"well controls",,"7 %","%",1,"allChronicFatigue","2023-12-05"
,"20687221",,"HTcont",,,"prostate cancer survivors",,"40 %","%",1,"allChronicFatigue","2023-12-05"
,"20708384",,"inclusion criteria",,,"non idiopathic partial epilepsy",,"82 %","%",1,"allChronicFatigue","2023-12-05"
,"20708384",,"non-idiopathic partial epilepsy",,,"idiopathic generalized epilepsy",,"18 %","%",1,"allChronicFatigue","2023-12-05"
,"20719340",,"controls",,,"irritable bowel syndrome",,"5.2 %","%",1,"allChronicFatigue","2023-12-05"
,"20719340",,"2.6 %",,,"fibromyalgia",,"2.6 %","%",1,"allChronicFatigue","2023-12-05"
,"20719340",,"1.7 %",,,"chronic fatigue syndrome",,"1.7 %","%",1,"allChronicFatigue","2023-12-05"
,"20719340",,"interstitial cystitis / painful bladder syndrome",,,"reported  condition",,"50.3 %","%",1,"allChronicFatigue","2023-12-05"
,"20719340",,"24.4 %",,,"interstitial cystitis painful bladder syndrome + irritable bowel syndrome",,"24.4 %","%",1,"allChronicFatigue","2023-12-05"
,"20719340",,"2.5 %",,,"interstitial cystitis painful bladder syndrome + fibromyalgia",,"2.5 %","%",1,"allChronicFatigue","2023-12-05"
,"20719340",,"1.5 %",,,"interstitial cystitis painful bladder syndrome + chronic fatigue syndrome",,"1.5 %","%",1,"allChronicFatigue","2023-12-05"
,"20719340",,"NA",,,"multiple conditions",,"20.2 %","%",1,"allChronicFatigue","2023-12-05"
,"20847834",,"genetically proven FD patients",,,"eds exceeds prevalence common symptoms fd",,"68 %","%",1,"allChronicFatigue","2023-12-05"
,"20847834",,"acroparaesthesia",,,"angiokeratomas",,"61 %","%",1,"allChronicFatigue","2023-12-05"
,"20847834",,"angiokeratomas",,,"acroparaesthesia",,"51 %","%",1,"allChronicFatigue","2023-12-05"
,"20847834",,"acroparaesthesia",,,"renal involvement",,"29 %","%",1,"allChronicFatigue","2023-12-05"
,"20847834",,"renal",,,"cardiac involvement",,"27 %","%",1,"allChronicFatigue","2023-12-05"
,"20847834",,"FD",,,"chronic fatigue",,"48 %","%",1,"allChronicFatigue","2023-12-05"
,"20861404",,"reduced motivation",,,"patients",,"18 %","%",1,"allChronicFatigue","2023-12-05"
,"20861404",,"usual care group",,,"school classes",,"50 %","%",1,"allChronicFatigue","2023-12-05"
,"20862614",,"BC",,,"cf diagnosed  women",,"33 %","%",1,"allChronicFatigue","2023-12-05"
,"20862614",,"PF",,,"cf",,"39 %","%",1,"allChronicFatigue","2023-12-05"
,"20862614",,"CF",,,"pf",,"23 %","%",1,"allChronicFatigue","2023-12-05"
,"20936982",,"NA",,,"healthy population",,"3.7 %","%",1,"allChronicFatigue","2023-12-05"
,"20976741",,"fatigue questionnaire . The mean age",,,"women",,"41 %","%",1,"allChronicFatigue","2023-12-05"
,"21091051",,"endometriosis",,,"pelvic pain unrelated menstruation",,"1.7 %","%",1,"allChronicFatigue","2023-12-05"
,"21091051",,"53.9 % vs . 46.2 %",,,"amenorrhea",,"46.2 %","%",1,"allChronicFatigue","2023-12-05"
,"21091051",,"menopausal",,,"cfs",,"69.4 %","%",1,"allChronicFatigue","2023-12-05"
,"21091051",,"menopausal",,,"control",,"72.9 %","%",1,"allChronicFatigue","2023-12-05"
,"21091051",,"controls",,,"hysterectomy",,"76 %","%",1,"allChronicFatigue","2023-12-05"
,"21091051",,"CFS",,,"controls",,"54.6 %","%",1,"allChronicFatigue","2023-12-05"
,"21091051",,"controls",,,"women cfs reported oophorectomy",,"56 %","%",1,"allChronicFatigue","2023-12-05"
,"21091051",,"CFS",,,"controls",,"34.3 %","%",1,"allChronicFatigue","2023-12-05"
,"21136235",,"patients",,,"fatigue prevalence",,"17 %to 56 %","%",1,"allChronicFatigue","2023-12-05"
,"21136235",,"patients",,,"fatigue prevalence",,"56 %","%",1,"allChronicFatigue","2023-12-05"
,"21136235",,"84.25 %",,,"satisfied selected topics",,"84.0 %","%",1,"allChronicFatigue","2023-12-05"
,"21136235",,"84.25 %",,,"patients achieved subjectively perceived personal benefit",,"84.25 %","%",1,"allChronicFatigue","2023-12-05"
,"21136235",,"patients",,,"achieved subjectively perceived personal benefit",,"95.8 %","%",1,"allChronicFatigue","2023-12-05"
,"21136235",,"subjectively perceived personal benefit",,,"patient education satisfaction",,"78.72 %","%",1,"allChronicFatigue","2023-12-05"
,"21139663",,"unusual",,,"musculoskeletal pain one area",,"11 %","%",1,"allChronicFatigue","2023-12-05"
,"21139663",,"Musculoskeletal pain from only one area is unusual",,,"pain five areas",,"40 %","%",1,"allChronicFatigue","2023-12-05"
,"21168918",,"those over 50 years of age",,,"least one chronic condition",,"82.4 %","%",1,"allChronicFatigue","2023-12-05"
,"21168918",,"those over 50 with one chronic condition",,,"the prevalence major depressive episode",,"3.7 %","%",1,"allChronicFatigue","2023-12-05"
,"21168918",,"1.0 %",,,"without long term medical condition",,"1.0 %","%",1,"allChronicFatigue","2023-12-05"
,"21171966",,"XMRV-like sequences",,,"prostate cancers",,"4.8 %","%",1,"allChronicFatigue","2023-12-05"
,"21171966",,"IAP sequences",,,"xmrv negative cases",,"21.5 %","%",1,"allChronicFatigue","2023-12-05"
,"21178474",,"CFS",,,"patients chronic fatigue syndrome",,"75 %","%",1,"allChronicFatigue","2023-12-05"
,"21252034",,"narcolepsy or sleep apnea",,,"only",,"1 %","%",1,"allChronicFatigue","2023-12-05"
,"21252034",,"approved indication",,,"depression",,"9 %","%",1,"allChronicFatigue","2023-12-05"
,"21252034",,"excess saliva",,,"people amyotrophic lateral sclerosis",,"40 %","%",1,"allChronicFatigue","2023-12-05"
,"21302125",,"CFS",,,"community population",,"1.0 %","%",1,"allChronicFatigue","2023-12-05"
,"21302125",,"CFS",,,"average sleep duration less h",,"64.3 %","%",1,"allChronicFatigue","2023-12-05"
,"21302125",,"P < 0.001",,,"without chronic fatigue",,"15.0 %","%",1,"allChronicFatigue","2023-12-05"
,"21302125",,"Unrefreshing sleep "" had high sensitivity and high specificity",,,"cfs",,"92.9 %","%",1,"allChronicFatigue","2023-12-05"
,"21302125",,"Unrefreshing sleep "" had high sensitivity and high specificity",,,"cfs",,"87.8 %","%",1,"allChronicFatigue","2023-12-05"
,"21322184",,"chronic new description",,,"common women",,"2.54 %","%",1,"allChronicFatigue","2023-12-05"
,"21375763",,"CFS",,,"migraine headaches",,"84 %","%",1,"allChronicFatigue","2023-12-05"
,"21375763",,"Cohort 2 CFS",,,"tension type headaches",,"81 %","%",1,"allChronicFatigue","2023-12-05"
,"21375763",,"5 %",,,"tension type headaches",,"45 %","%",1,"allChronicFatigue","2023-12-05"
,"21375763",,"MO ; CFS + MO",,,"migraine without aura",,"60 %","%",1,"allChronicFatigue","2023-12-05"
,"21375763",,"MA",,,"aura",,"24 %","%",1,"allChronicFatigue","2023-12-05"
,"21375763",,"CFS",,,"tension headaches",,"12 %","%",1,"allChronicFatigue","2023-12-05"
,"21375763",,"tension headaches",,,"headaches",,"4 %","%",1,"allChronicFatigue","2023-12-05"
,"21375763",,"CFS",,,"co morbid tension migraine headaches",,"67 %","%",1,"allChronicFatigue","2023-12-05"
,"21375763",,"CFS + MO subjects had lower pressure-induced pain thresholds",,,"c kg",,"95 %","%",1,"allChronicFatigue","2023-12-05"
,"21375763",,"1990 criteria",,,"fibromyalgia",,"47 %","%",1,"allChronicFatigue","2023-12-05"
,"21375763",,"HC",,,"fibromyalgia",,"0 %","%",1,"allChronicFatigue","2023-12-05"
,"21414229",,"NA",,,"pc cases",,"0 %to 25 %","%",1,"allChronicFatigue","2023-12-05"
,"21414229",,"NA",,,"pc cases",,"25 %","%",1,"allChronicFatigue","2023-12-05"
,"21414229",,"NA",,,"cfs cases",,"80 %","%",1,"allChronicFatigue","2023-12-05"
,"21418640",,"prevalence",,,"cfs white group the lowest prevalence",,"0.8 %","%",1,"allChronicFatigue","2023-12-05"
,"21418640",,"odds ratio",,,"pakistani group",,"3.5 %","%",1,"allChronicFatigue","2023-12-05"
,"21425447",,"GP",,,"cf",,"6 %","%",1,"allChronicFatigue","2023-12-05"
,"21458727",,"British birth cohort",,,"births",,"98.7 %","%",1,"allChronicFatigue","2023-12-05"
,"21458727",,"95 % confidence interval [ CI ] = 0.9-1.3",,,"cfs me",,"1.0 %","%",1,"allChronicFatigue","2023-12-05"
,"21468604",,"xenotropic murine leukemia virus-related virus",,,"patients cfs",,"67 %","%",1,"allChronicFatigue","2023-12-05"
,"21477492",,"13",,,"ptsd",,"28 %","%",1,"allChronicFatigue","2023-12-05"
,"21502228",,"CFS",,,"severe fatigue",,"91 %","%",1,"allChronicFatigue","2023-12-05"
,"21502228",,"cutoff points",,,"physical impairment",,"93 %","%",1,"allChronicFatigue","2023-12-05"
,"21502228",,"CFS",,,"school absence",,"50 %","%",1,"allChronicFatigue","2023-12-05"
,"21674713",,"CF",,,"chronic fatigue",,"29 %","%",1,"allChronicFatigue","2023-12-05"
,"21674713",,"Chronic fatigue",,,"uc",,"22 %","%",1,"allChronicFatigue","2023-12-05"
,"21674713",,"Chronic fatigue",,,"hc",,"11 %","%",1,"allChronicFatigue","2023-12-05"
,"21731594",,"overweight",,,"gulf war gulf era veterans",,"46.8 %","%",1,"allChronicFatigue","2023-12-05"
,"21731594",,"overweight",,,"gulf war gulf era veterans",,"48.7 %","%",1,"allChronicFatigue","2023-12-05"
,"21731594",,"BMI ≥ 30",,,"obese",,"29.6 %","%",1,"allChronicFatigue","2023-12-05"
,"21731594",,"BMI ≥ 30",,,"obese",,"28.3 %","%",1,"allChronicFatigue","2023-12-05"
,"21777207",,"controls",,,"sleep disturbances",,"8 %","%",1,"allChronicFatigue","2023-12-05"
,"21777207",,"depression",,,"p =",,"18 %","%",1,"allChronicFatigue","2023-12-05"
,"21794183",,"minimum prevalence rate of ME / CFS",,,"study case",,"0.2 %","%",1,"allChronicFatigue","2023-12-05"
,"21794183",,"ME / CFS",,,"cdc",,"0.19 %","%",1,"allChronicFatigue","2023-12-05"
,"21794183",,"CDC-1994",,,"canadian",,"0.11 %","%",1,"allChronicFatigue","2023-12-05"
,"21794183",,"Canadian definition",,,"ecd",,"0.03 %","%",1,"allChronicFatigue","2023-12-05"
,"21794183",,"ECD",,,"minimal yearly incidence",,"0.015 %","%",1,"allChronicFatigue","2023-12-05"
,"21794854",,"Canadian criteria",,,"woman",,"91 %","%",1,"allChronicFatigue","2023-12-05"
,"21794854",,"precipitating factor",,,"average age onset symptoms",,"58 %","%",1,"allChronicFatigue","2023-12-05"
,"21794854",,"precipitating factor",,,"employed",,"62.5 %","%",1,"allChronicFatigue","2023-12-05"
,"21794854",,"Canadian consensus",,,"anxiety",,"83 %","%",1,"allChronicFatigue","2023-12-05"
,"21794854",,"Canadian consensus",,,"sicca syndrome",,"82 %","%",1,"allChronicFatigue","2023-12-05"
,"21794854",,"Canadian consensus",,,"fibromyalgia",,"55 %","%",1,"allChronicFatigue","2023-12-05"
,"21823920",,"females per guideline",,,"antiarrhythmics",,"35 %","%",1,"allChronicFatigue","2023-12-05"
,"21823920",,"females per guideline",,,"median",,"38 %","%",1,"allChronicFatigue","2023-12-05"
,"21823920",,"females",,,"chronic fatigue",,"70 %","%",1,"allChronicFatigue","2023-12-05"
,"21823920",,"females per guideline",,,"median",,"73 %","%",1,"allChronicFatigue","2023-12-05"
,"21823920",,"median 46 %",,,"colorectal cancer",,"67 %","%",1,"allChronicFatigue","2023-12-05"
,"21823920",,"colorectal cancer",,,"median",,"46 %","%",1,"allChronicFatigue","2023-12-05"
,"21823920",,"median",,,"depression",,"66 %","%",1,"allChronicFatigue","2023-12-05"
,"21823920",,"NA",,,"median",,"63 %","%",1,"allChronicFatigue","2023-12-05"
,"21823920",,"50 %",,,"medical study",,"50 %","%",1,"allChronicFatigue","2023-12-05"
,"21823920",,"antiarrhythmics",,,"patients + years",,"60 %","%",1,"allChronicFatigue","2023-12-05"
,"21906029",,"Checklist of Individual Strength",,,"severe fatigue",,"93 %","%",1,"allChronicFatigue","2023-12-05"
,"21906029",,"CFS ( CFS-POTS",,,"=",,"64 %","%",1,"allChronicFatigue","2023-12-05"
,"21911849",,"exposed group",,,"ibs",,"46.1 %","%",1,"allChronicFatigue","2023-12-05"
,"21911849",,"12",,,"control group",,"14.0 %","%",1,"allChronicFatigue","2023-12-05"
,"21911849",,"Chronic fatigue",,,"controls",,"12.0 %","%",1,"allChronicFatigue","2023-12-05"
,"21943244",,"CFS ) compared to 4 % of controls",,,"patients chronic fatigue syndrome",,"67 %","%",1,"allChronicFatigue","2023-12-05"
,"21943244",,"NA",,,"controls",,"4 %","%",1,"allChronicFatigue","2023-12-05"
,"21943244",,"controls",,,"patients cfs",,"15 %","%",1,"allChronicFatigue","2023-12-05"
,"22023235",,"XMRV seroreactivity",,,"htlv i infected donors",,"4.9 %","%",1,"allChronicFatigue","2023-12-05"
,"22023235",,"HTLV-I-infected donors",,,"pe seroreactive rate",,"4.1 %","%",1,"allChronicFatigue","2023-12-05"
,"22110896",,"cured",,,"hl patients achieve long term remission",,"80 %to 90 %","%",1,"allChronicFatigue","2023-12-05"
,"22110896",,"cured",,,"hl patients achieve long term remission",,"90 %","%",1,"allChronicFatigue","2023-12-05"
,"22166399",,"depressed patients",,,"anti ht antibody activity",,"54.1 %","%",1,"allChronicFatigue","2023-12-05"
,"22166399",,"anti-5-HT antibody activity was significantly higher in depressed patients",,,"melancholia",,"82.9 %","%",1,"allChronicFatigue","2023-12-05"
,"22166399",,"depressed patients",,,"controls",,"5.7 %","%",1,"allChronicFatigue","2023-12-05"
,"22190008",,"pTBI-CF",,,"vitamin d deficiency",,"65 %","%",1,"allChronicFatigue","2023-12-05"
,"22190008",,"pTBI-CF",,,"poor sleep quality",,"54 %","%",1,"allChronicFatigue","2023-12-05"
,"22190008",,"36 %",,,"anxiety disorders",,"36 %","%",1,"allChronicFatigue","2023-12-05"
,"22190008",,"anxiety disorders",,,"growth hormone deficiency",,"16 %","%",1,"allChronicFatigue","2023-12-05"
,"22190008",,"65 , P < . 0001",,,"gonadal hormone deficiencies",,"9 %","%",1,"allChronicFatigue","2023-12-05"
,"22190008",,"The first 3 factors",,,"fatigue score variance",,"59 %","%",1,"allChronicFatigue","2023-12-05"
,"22221720",,"odds ratios",,,"female",,"86.3 %","%",1,"allChronicFatigue","2023-12-05"
,"22221720",,"CFS-like illness",,,"cwp ibs mdd",,"41 %","%",1,"allChronicFatigue","2023-12-05"
,"22221720",,"CFS-like illness",,,"lifetime prevalences cwp ibs mdd",,"16 %","%",1,"allChronicFatigue","2023-12-05"
,"22221720",,"CFS-like illness",,,"lifetime prevalences",,"57 %","%",1,"allChronicFatigue","2023-12-05"
,"22239212",,"prevalence",,,"blood donors",,"7 %","%",1,"allChronicFatigue","2023-12-05"
,"22239212",,"neutralizing antibody",,,"prostate cancer patients",,"25 %","%",1,"allChronicFatigue","2023-12-05"
,"22239212",,"pseudotypes",,,"donor samples",,"6.5 %","%",1,"allChronicFatigue","2023-12-05"
,"22282703",,"medical study",,,"infection also reported  healthy individuals",,"3.7 %","%",1,"allChronicFatigue","2023-12-05"
,"22282703",,"X-SCA",,,"low positive reactivity single antigen cmia",,"2.7 %","%",1,"allChronicFatigue","2023-12-05"
,"22295070",,"Caucasian",,,"female",,"77 %","%",1,"allChronicFatigue","2023-12-05"
,"22295070",,"Multi-system complaints",,,"chronic fatigue",,"70 %","%",1,"allChronicFatigue","2023-12-05"
,"22295070",,"Physical Component Scores and Mental Component Scores",,,"rated health fair poor",,"54 %","%",1,"allChronicFatigue","2023-12-05"
,"22295070",,"case-patients",,,"cognitive deficits",,"59 %","%",1,"allChronicFatigue","2023-12-05"
,"22295070",,"Cognitive deficits",,,"clinically somatic complaints",,"63 %","%",1,"allChronicFatigue","2023-12-05"
,"22295070",,"Cognitive deficits",,,"drugs detected hair samples",,"50 %","%",1,"allChronicFatigue","2023-12-05"
,"22295070",,"Cognitive deficits",,,"exposure solvents",,"78 %","%",1,"allChronicFatigue","2023-12-05"
,"22295070",,"Solar elastosis",,,"biopsies",,"51 %","%",1,"allChronicFatigue","2023-12-05"
,"22296866",,"PTSD",,,"lifetime prevalence cfs",,"2 %","%",1,"allChronicFatigue","2023-12-05"
,"22296866",,"CFS",,,"lifetime prevalence ptsd",,"4 %","%",1,"allChronicFatigue","2023-12-05"
,"22329615",,"feeling isolated",,,"invalidated",,"9 %","%",1,"allChronicFatigue","2023-12-05"
,"22329615",,"feeling invalidated",,,"isolated",,"14 %","%",1,"allChronicFatigue","2023-12-05"
,"22397285",,"5",,,"prevalence disorder general population",,"15 %","%",1,"allChronicFatigue","2023-12-05"
,"22397285",,"genetic",,,"family history",,"50 %","%",1,"allChronicFatigue","2023-12-05"
,"22397285",,"idiopathic RLS",,,"pharmacological therapy",,"25 %","%",1,"allChronicFatigue","2023-12-05"
,"22405225",,"CFS",,,"fatigue symptoms chronic fatigue",,"20 %","%",1,"allChronicFatigue","2023-12-05"
,"22516098",,"122",,,"bartonella spp bacteremia",,"41.1 %","%",1,"allChronicFatigue","2023-12-05"
,"22516098",,"Conditions diagnosed before referral",,,"lyme disease",,"46.6 %","%",1,"allChronicFatigue","2023-12-05"
,"22516098",,"Lyme disease",,,"arthralgia arthritis",,"20.6 %","%",1,"allChronicFatigue","2023-12-05"
,"22516098",,"arthritis",,,"chronic fatigue",,"19.6 %","%",1,"allChronicFatigue","2023-12-05"
,"22516098",,"Conditions diagnosed",,,"fibromyalgia",,"6.1 %","%",1,"allChronicFatigue","2023-12-05"
,"22571806",,"54 %",,,"cfs depression anxiety disorder",,"54 %","%",1,"allChronicFatigue","2023-12-05"
,"22571806",,"14 %",,,"cfs depressive disorder",,"14 %","%",1,"allChronicFatigue","2023-12-05"
,"22571806",,"18 %",,,"cfs depression anxiety disorders",,"18 %","%",1,"allChronicFatigue","2023-12-05"
,"22648858",,"controls",,,"cancer cases",,"0.5 %","%",1,"allChronicFatigue","2023-12-05"
,"22670061",,"CFS and controls",,,"sensitivity levels",,"85 %","%",1,"allChronicFatigue","2023-12-05"
,"22670061",,"specificity",,,"sensitivity",,"77 %","%",1,"allChronicFatigue","2023-12-05"
,"22670061",,"CFS and controls",,,"specificity",,"53 %","%",1,"allChronicFatigue","2023-12-05"
,"22691556",,"4.9-6.4",,,"three chronic conditions",,"5.6 %","%",1,"allChronicFatigue","2023-12-05"
