"idFreq0","PMID","subpopSize","subset1","subset2","subset3","expFrequencyName","freqType","freqMeasure","freqUnit","fromCode","projectName"
,"21738024",,,,,"two  subjects condition diagnosed icd",,"10 %","%",1,"MSA"
,"21813140",,,,,"dlb",,"18 %","%",1,"MSA"
,"21813140",,,,,"pd",,"7.5 %","%",1,"MSA"
,"21813140",,,,,"sfmd psychiatric patients",,"2 %","%",1,"MSA"
,"21813140",,,,,"catatonic signs",,"55 %","%",1,"MSA"
,"21813140",,,,,"dlb pd patients",,"92 %","%",1,"MSA"
,"21813140",,,,,"sfmd recurrent follow",,"70 %","%",1,"MSA"
,"21813140",,,,,"dlb pd patients",,"93 %","%",1,"MSA"
,"22077446",,,,,"patients enrolled recent parkinson disease pd trials",,"15 %","%",1,"MSA"
,"22226624",,,,,"calorie intake diet",,"30 %","%",1,"MSA"
,"22226624",,,,,"total loss csa  cr animals",,"15 %","%",1,"MSA"
,"22226624",,,,,"controls",,"36 %","%",1,"MSA"
,"22445241",,,,,"hospitalizations",,"0.4 %","%",1,"MSA"
,"22445241",,,,,"unselected elders",,"30 %","%",1,"MSA"
,"22481508",,,,,"pd patients",,"90 %","%",1,"MSA"
,"22588254",,,,,"male predominance",,"60.2 %","%",1,"MSA"
,"22588254",,,,,"central nervous system",,"61.4 %","%",1,"MSA"
,"22588254",,,,,"cerebral ischaemia",,"27.7 %","%",1,"MSA"
,"22629254",,,,,"rbd occurs approximately  general population",,"0.5 %","%",1,"MSA"
,"22629254",,,,,"mild cognitive impairment",,"50 %","%",1,"MSA"
,"22708511",,,,,"normal subjects",,"38.5 %","%",1,"MSA"
,"22908195",,,,,"people years age",,"10 %","%",1,"MSA"
,"23049679",,,,,"persistent orthostatic blood pressure",,"50 %","%",1,"MSA"
,"23049679",,,,,"constipation",,"30 %","%",1,"MSA"
,"23075668",,,,,"atypical parkinsonism",,"7.41 %","%",1,"MSA"
,"23075668",,,,,"ipd",,"3.26 %","%",1,"MSA"
,"23108490",,,,,"ataxia cases",,"0.1 %","%",1,"MSA"
,"23116490",,,,,"healthy subjects",,"28 %","%",1,"MSA"
,"23116490",,,,,"na",,"2 %","%",1,"MSA"
,"23116490",,,,,"eds",,"24 %","%",1,"MSA"
,"23116490",,,,,"sdb abnormal plms",,"96 %","%",1,"MSA"
,"23116490",,,,,"eds",,"25 %","%",1,"MSA"
,"23116490",,,,,"eds",,"18 %","%",1,"MSA"
,"23192520",,,,,"survival rates",,"74 %","%",1,"MSA"
,"23192520",,,,,"survival rates",,"28 %","%",1,"MSA"
,"23208011",,,,,"pain fatigue day time somnolence problems mobility",,"80 %","%",1,"MSA"
,"23208011",,,,,"constipation",,"50 % -80 %","%",1,"MSA"
,"23208011",,,,,"anxiety",,"70 %","%",1,"MSA"
,"23208011",,,,,"depressed",,"60 %","%",1,"MSA"
,"23208011",,,,,"practical problems still needed addressed",,"42 %","%",1,"MSA"
,"23289171",,,,,"symptomatic bradycardia",,"0.5 %","%",1,"MSA"
,"23289171",,,,,"mobitz i type ii atrioventricular blocks",,"0.2 %","%",1,"MSA"
,"23289171",,,,,"incidence mobitz i type ii atrioventricular blocks",,"0.1 %","%",1,"MSA"
,"23333538",,,,,"sleep",,"2.9 %","%",1,"MSA"
,"23333538",,,,,"pd",,"11.9 %","%",1,"MSA"
,"23480488",,,,,"altered hva",,"20 %","%",1,"MSA"
,"23562390",,,,,"developed defined neurodegenerative syndrome",,"82 %","%",1,"MSA"
,"23562390",,,,,"neurological disease free survival",,"65.2 %","%",1,"MSA"
,"23916653",,,,,"om  disorder",,"17.2 %","%",1,"MSA"
,"23916653",,,,,"orthostatic tremor",,"13.9 %","%",1,"MSA"
,"23916653",,,,,"orthostatism",,"12.9 %","%",1,"MSA"
,"23916653",,,,,"neurodegenerative disease",,"68.7 %","%",1,"MSA"
,"24023619",,,,,"data",,"20 %","%",1,"MSA"
,"24116345",,,,,"msa patients show tremor",,"80 %","%",1,"MSA"
,"24116345",,,,,"rest tremor",,"10 %","%",1,"MSA"
,"24169076",,,,,"re als plus individuals",,"22.2 %","%",1,"MSA"
,"24267739",,,,,"sensitivity ep",,"43.5 %","%",1,"MSA"
,"24267739",,,,,"msa",,"76.9 %","%",1,"MSA"
,"24267739",,,,,"sensitivity",,"65.2 %","%",1,"MSA"
,"24267739",,,,,"msa",,"92.3 %","%",1,"MSA"
,"24299027",,,,,"exhibited abnormalities neurological examination",,"53 %","%",1,"MSA"
,"24299027",,,,,"patients displayed abnormalities mri",,"37 %","%",1,"MSA"
,"24337696",,,,,"possible",,"12 %","%",1,"MSA"
,"24337696",,,,,"probable msa",,"88 %","%",1,"MSA"
,"24337696",,,,,"msa c",,"40 %","%",1,"MSA"
,"24337696",,,,,"male prevalence",,"60 %","%",1,"MSA"
,"24337696",,,,,"oh",,"69 %","%",1,"MSA"
,"24399499",,,,,"neurodegenerative disorder α synucleinopathy type",,"80 %","%",1,"MSA"
,"24487796",,,,,"women",,"52 %","%",1,"MSA"
,"24487796",,,,,"clinicopathological diagnoses",,"25 %","%",1,"MSA"
,"24487796",,,,,"alzheimer disease",,"17 %","%",1,"MSA"
,"24487796",,,,,"vascular dementia",,"6 %","%",1,"MSA"
,"24487796",,,,,"progressive supranuclear palsy",,"3 %","%",1,"MSA"
,"24487796",,,,,"multiple system atrophy",,"0.8 %","%",1,"MSA"
,"24487796",,,,,"clinically normal death",,"73 %","%",1,"MSA"
,"24487796",,,,,"ad pathology",,"38 %","%",1,"MSA"
,"24487796",,,,,"incidental lewy bodies",,"20 %","%",1,"MSA"
,"24487796",,,,,"progressive supranuclear palsy",,"5 %","%",1,"MSA"
,"24501436",,,,,"neuronal depletion",,"56 %","%",1,"MSA"
,"24501436",,,,,"loss prebötc dlb",,"40 %","%",1,"MSA"
,"24501436",,,,,"loss msa",,"68 %","%",1,"MSA"
,"24501436",,,,,"loss rpa dlb",,"46 %","%",1,"MSA"
,"24501436",,,,,"loss msa p <",,"73 %","%",1,"MSA"
,"24602369",,,,,"neutral buffered formalin",,"10 %","%",1,"MSA"
,"24606999",,,,,"patients definite sus",,"25 %","%",1,"MSA"
,"24606999",,,,,"controls",,"4.3 %","%",1,"MSA"
,"24606999",,,,,"igm aeca",,"45 %","%",1,"MSA"
,"24613864",,,,,"rbd",,"72 %","%",1,"MSA"
,"24743700",,,,,"pure",,"98 %","%",1,"MSA"
,"24814713",,,,,"men",,"61 %","%",1,"MSA"
,"24818598",,,,,"periodic limb movements",,"75 %","%",1,"MSA"
,"24868396",,,,,"hemi bilateral putaminal hypointensity",,"81.8 %","%",1,"MSA"
,"24868396",,,,,"msa",,"54.5 %","%",1,"MSA"
,"25000926",,,,,"discontinued cpap treatment",,"66 %","%",1,"MSA"
,"25000926",,,,,"p =",,"15 %","%",1,"MSA"
,"25158223",,,,,"acne scars",,"42.3 %","%",1,"MSA"
,"25208467",,,,,"oligodendroglial cells",,"62.4 %","%",1,"MSA"
,"25208467",,,,,"nuclear tppp",,"48.6 %","%",1,"MSA"
,"25208467",,,,,"nuclear tppp",,"19.6 %","%",1,"MSA"
,"25253555",,,,,"ms",,"32 %","%",1,"MSA"
,"25253555",,,,,"patients dementia",,"57 %","%",1,"MSA"
,"25253555",,,,,"patients msa",,"73 %","%",1,"MSA"
,"25298309",,,,,"mutations sca genes",,"7.3 %","%",1,"MSA"
,"25298309",,,,,"rem sleep behavior disorder",,"81.8 %","%",1,"MSA"
,"25355454",,,,,"severe intellectual disability",,"84 %","%",1,"MSA"
,"25355454",,,,,"microcephaly",,"81 %","%",1,"MSA"
,"25355454",,,,,"independent ambulation",,"82 %","%",1,"MSA"
,"25355454",,,,,"borderline mild intellectual disability",,"64 %","%",1,"MSA"
,"25355454",,,,,"microcephaly",,"35 %","%",1,"MSA"
,"25355454",,,,,"patients mild phenotype",,"70 %","%",1,"MSA"
,"25442117",,,,,"msa patients",,"4.17 %","%",1,"MSA"
,"25442117",,,,,"coq",,"3.01 %","%",1,"MSA"
,"25442117",,,,,"coq",,"1.28 %","%",1,"MSA"
,"25459246",,,,,"pd patients",,"58 %","%",1,"MSA"
,"25459246",,,,,"msa",,"81.9 %","%",1,"MSA"
,"25459246",,,,,"dlb",,"74 %","%",1,"MSA"
,"25459246",,,,,"psp",,"36.7 %","%",1,"MSA"
,"25459246",,,,,"cbd",,"5.5 %","%",1,"MSA"
,"25459246",,,,,"positive predictive value ppv prbd",,"82.3 %","%",1,"MSA"
,"25459246",,,,,"sensitivity",,"69.4 %","%",1,"MSA"
,"25459246",,,,,"specificity",,"68.6 %","%",1,"MSA"
,"25534084",,,,,"pd",,"64.3 %","%",1,"MSA"
,"25534084",,,,,"msa",,"31.5 %","%",1,"MSA"
,"25641760",,,,,"carriers least one disease",,"33.2 %","%",1,"MSA"
,"25641760",,,,,"carriers two diseases",,"7.7 %","%",1,"MSA"
,"25641760",,,,,"carrier frequencies",,"14.3 %","%",1,"MSA"
,"25641760",,,,,"carrier frequencies",,"11.2 %","%",1,"MSA"
,"25641760",,,,,"carrier frequencies",,"6.1 %","%",1,"MSA"
,"25641760",,,,,"positive family history one diseases",,"57.8 %","%",1,"MSA"
,"25641760",,,,,"negative family history",,"25.8 %","%",1,"MSA"
,"25739474",,,,,"clinically suspected rbd",,"76.1 %","%",1,"MSA"
,"25739474",,,,,"polysomnography confirmed rbd",,"81 %","%",1,"MSA"
,"25739474",,,,,"clinically suspected rbd",,"73 %","%",1,"MSA"
,"25739474",,,,,"polysomnography confirmed rbd",,"88 %","%",1,"MSA"
,"25875517",,,,,"sigmoid torsion",,"74.7 %","%",1,"MSA"
,"25875517",,,,,"radiological diagnosis",,"84 %","%",1,"MSA"
,"25875517",,,,,"endoscopic decompression",,"88.7 %","%",1,"MSA"
,"25875517",,,,,"patients serology positive chagas disease",,"22 %","%",1,"MSA"
,"25875517",,,,,"serology negative",,"21.44 %","%",1,"MSA"
,"25895507",,,,,"oculomotor dysfunction frequency",,"38 %","%",1,"MSA"
,"25895507",,,,,"oculomotor dysfunction frequency",,"33 %","%",1,"MSA"
,"25895507",,,,,"patients posterior cortical atrophy",,"80 %","%",1,"MSA"
,"25895507",,,,,"typical alzheimers disease",,"17 %","%",1,"MSA"
,"25895507",,,,,"controls",,"5 %","%",1,"MSA"
,"25977831",,,,,"dementia",,"2.7 %","%",1,"MSA"
,"25977831",,,,,"et",,"1.1 %","%",1,"MSA"
,"25977831",,,,,"controls",,"2.5 %","%",1,"MSA"
,"26054882",,,,,"orthostatic hypotension",,"47.6 %","%",1,"MSA"
,"26054882",,,,,"controls  patients  controls",,"0 %","%",1,"MSA"
,"26054882",,,,,"reduction total peripheral resistance",,"69.5 %","%",1,"MSA"
,"26098829",,,,,"patients pd",,"4.08 %","%",1,"MSA"
,"26098829",,,,,"controls",,"1.86 %","%",1,"MSA"
,"26194201",,,,,"bladder dysfunction",,"47 %","%",1,"MSA"
,"26194201",,,,,"gait problems",,"33 %","%",1,"MSA"
,"26194201",,,,,"spasticity legs",,"93 %","%",1,"MSA"
,"26194201",,,,,"distal sensory deficit",,"80 %","%",1,"MSA"
,"26194201",,,,,"leukoencephalopathy",,"97 %","%",1,"MSA"
,"26194201",,,,,"cerebral small vessel disease",,"27 %","%",1,"MSA"
,"26194201",,,,,"multiple sclerosis",,"17 %","%",1,"MSA"
,"26194201",,,,,"peripheral neuropathies",,"20 %","%",1,"MSA"
,"26194201",,,,,"urinary tract symptoms",,"60 %","%",1,"MSA"
,"26205436",,,,,"food stagnation",,"25 %","%",1,"MSA"
,"26253930",,,,,"laterality",,"64 %","%",1,"MSA"
,"26253930",,,,,"atrophy",,"61 %","%",1,"MSA"
,"26253930",,,,,"atrophy",,"21 %","%",1,"MSA"
,"26253930",,,,,"atrophy",,"71 %","%",1,"MSA"
,"26253930",,,,,"laterality cerebellar mcp atrophy",,"57 %","%",1,"MSA"
,"26253930",,,,,"patients",,"11 %","%",1,"MSA"
,"26253930",,,,,"patients",,"25 %","%",1,"MSA"
,"26253930",,,,,"matched laterality",,"33 %","%",1,"MSA"
,"26253930",,,,,"mismatched laterality",,"27 %","%",1,"MSA"
,"26253930",,,,,"laterality",,"13 %","%",1,"MSA"
,"26253930",,,,,"patients",,"75 %","%",1,"MSA"
,"26359854",,,,,"cognitive dysfunction",,"38 %","%",1,"MSA"
,"26467153",,,,,"iloca ± years",,"33 %","%",1,"MSA"
,"26566913",,,,,"δtapmax",,"20 %","%",1,"MSA"
,"26590992",,,,,"patients",,"7.3 %","%",1,"MSA"
,"26590992",,,,,"patients",,"1.86 %","%",1,"MSA"
,"26686342",,,,,"stomach",,"31.6 %","%",1,"MSA"
,"26686342",,,,,"colon",,"10.4 %","%",1,"MSA"
,"26686342",,,,,"stomach",,"40.0 %","%",1,"MSA"
,"26686342",,,,,"colon",,"8.0 %","%",1,"MSA"
,"26686342",,,,,"stomach",,"33.3 %","%",1,"MSA"
,"26686342",,,,,"colon",,"18.5 %","%",1,"MSA"
,"26756744",,,,,"pd subjects",,"89 %","%",1,"MSA"
,"26756744",,,,,"dlb",,"71 %","%",1,"MSA"
,"26756744",,,,,"ilbd subjects none control subjects",,"11 %","%",1,"MSA"
,"26801189",,,,,"pd patients",,"34 %","%",1,"MSA"
,"26801189",,,,,"mild",,"71 %","%",1,"MSA"
,"26801189",,,,,"moderate",,"27 %","%",1,"MSA"
,"26801189",,,,,"severe",,"2 %","%",1,"MSA"
,"26801189",,,,,"msa ones",,"37 %","%",1,"MSA"
,"26801189",,,,,"mild",,"55 %","%",1,"MSA"
,"26801189",,,,,"severe",,"17 %","%",1,"MSA"
,"26801189",,,,,"na  greater systolic",,"28 %","%",1,"MSA"
,"26841329",,,,,"mayo clinic patient series",,"1 %","%",1,"MSA"
,"26886104",,,,,"symptoms",,"57 %","%",1,"MSA"
,"26886104",,,,,"patients psp",,"56 %","%",1,"MSA"
,"26886104",,,,,"patients psp",,"81 %","%",1,"MSA"
,"26886104",,,,,"pd",,"69 %","%",1,"MSA"
,"26886104",,,,,"msa",,"67 %","%",1,"MSA"
,"26900156",,,,,"cases per persons",,"0.4 %","%",1,"MSA"
,"27364040",,,,,"psp patients",,"35.7 %","%",1,"MSA"
,"27364040",,,,,"msa patients",,"13.3 %","%",1,"MSA"
,"27364040",,,,,"et patient",,"12.5 %","%",1,"MSA"
,"27364040",,,,,"controls",,"10 %","%",1,"MSA"
,"27623111",,,,,"pd",,"81 %","%",1,"MSA"
,"27623111",,,,,"parkinson plus syndromes",,"19 %","%",1,"MSA"
,"27623111",,,,,"pain",,"74 %","%",1,"MSA"
,"27623111",,,,,"parkinson plus syndromes",,"50 %","%",1,"MSA"
,"27623111",,,,,"tauopathies",,"40 %","%",1,"MSA"
,"27623111",,,,,"central pain",,"32 %","%",1,"MSA"
,"27623111",,,,,"central pain",,"4 %","%",1,"MSA"
,"27623111",,,,,"pd",,"21 %","%",1,"MSA"
,"27623111",,,,,"only patients  experienced pain treated pain medications",,"48 %","%",1,"MSA"
,"27636856",,,,,"initial improvements baseline patient reported noh symptom severity",,"50 %","%",1,"MSA"
,"27636856",,,,,"cardiac aes",,"2 %","%",1,"MSA"
,"27760012",,,,,"patients",,"75 %","%",1,"MSA"
,"27859565",,,,,"anhidrosis",,"63 %","%",1,"MSA"
,"27859565",,,,,"anhidrosis",,"59 %","%",1,"MSA"
,"27859565",,,,,"anhidrosis",,"95 %","%",1,"MSA"
,"27859565",,,,,"anhidrosis",,"90 %","%",1,"MSA"
,"27859565",,,,,"anhidrosis",,"57 %","%",1,"MSA"
,"27859565",,,,,"anhidrosis",,"48 %","%",1,"MSA"
,"27859565",,,,,"anhidrosis",,"38 %","%",1,"MSA"
,"27859565",,,,,"global",,"35 %","%",1,"MSA"
,"27859565",,,,,"the site lesion preganglionic",,"47 %","%",1,"MSA"
,"27859565",,,,,"repeat thermoregulatory sweat tests",,"6.2 %","%",1,"MSA"
,"27890451",,,,,"cut values",,"95 %","%",1,"MSA"
,"27890451",,,,,"sensitivity specificity",,"87.0 %","%",1,"MSA"
,"27890451",,,,,"sensitivity",,"76.7 %","%",1,"MSA"
,"27890451",,,,,"specificity",,"95.7 %","%",1,"MSA"
,"28159196",,,,,"rates cardiovascular adverse events",,"4.4 %","%",1,"MSA"
,"28159196",,,,,"long term open label studies",,"10.8 %","%",1,"MSA"
,"28159196",,,,,"the incidence treatment discontinuation",,"2.5 %","%",1,"MSA"
,"28207803",,,,,"pd patients",,"23.5 %","%",1,"MSA"
,"28207803",,,,,"msa",,"90 %","%",1,"MSA"
,"28207803",,,,,"psp",,"41.7 %","%",1,"MSA"
,"28207803",,,,,"cbd",,"57 %","%",1,"MSA"
,"28601572",,,,,"cognitive decline",,"80 %","%",1,"MSA"
,"28748633",,,,,"patients least mild depression anxiety symptoms",,"62.0 %","%",1,"MSA"
,"28748633",,,,,"mild depression anxiety symptoms",,"71.7 %","%",1,"MSA"
,"28782341",,,,,"non msa c sporadic cerebellar ataxia cases",,"57 %","%",1,"MSA"
,"28782341",,,,,"abnormalities sca",,"36 %","%",1,"MSA"
,"28782341",,,,,"sca",,"7.1 %","%",1,"MSA"
,"28782341",,,,,"drpla",,"3.6 %","%",1,"MSA"
,"28782341",,,,,"familial cerebellar ataxia cases",,"75 %","%",1,"MSA"
,"28782341",,,,,"abnormalities sca",,"29 %","%",1,"MSA"
,"28843020",,,,,"neurodegenerative disease diagnosis",,"9 %","%",1,"MSA"
,"28843020",,,,,"clinical pathological concordance",,"86.7 %","%",1,"MSA"
,"28843020",,,,,"clinical pathological discrepancy",,"13.3 %","%",1,"MSA"
,"28966932",,,,,"gba variants",,"3.7 %","%",1,"MSA"
,"29027029",,,,,"msa c patients",,"97.5 %","%",1,"MSA"
,"29027029",,,,,"msa p patients",,"24.1 %","%",1,"MSA"
,"29406901",,,,,"degenerative parkinsonism",,"2.1 %","%",1,"MSA"
,"29406901",,,,,"patients degenerative conditions",,"1.3 %","%",1,"MSA"
,"29458746",,,,,"disorders",,"62.2 %","%",1,"MSA"
,"29458746",,,,,"disorders",,"38 %","%",1,"MSA"
,"29458746",,,,,"obstructive sleep apnea",,"31 %","%",1,"MSA"
,"29458746",,,,,"central sleep apnea",,"9 %","%",1,"MSA"
,"29661694",,,,,"degenerative form",,"80 %","%",1,"MSA"
,"29661694",,,,,"non degenerative form parkinsonism",,"20 %","%",1,"MSA"
,"29661694",,,,,"parkinsonism",,"81 %","%",1,"MSA"
,"29661694",,,,,"dementia lewy bodies",,"9 %","%",1,"MSA"
,"29661694",,,,,"progressive supranuclear palsy",,"3.9 %","%",1,"MSA"
,"29661694",,,,,"na",,"1.9 %","%",1,"MSA"
,"29661694",,,,,"drug induced parkinsonism",,"43.4 %","%",1,"MSA"
,"29661694",,,,,"vascular parkinsonism",,"37 %","%",1,"MSA"
,"29661694",,,,,"normal pressure hydrocephalus",,"5.1 %","%",1,"MSA"
,"29661694",,,,,"parkinsonism context psychiatric disorder functional parkinsonism",,"3.8 %","%",1,"MSA"
,"29783976",,,,,"schizophrenia",,"1 %","%",1,"MSA"
,"29785965",,,,,"pd",,"22 %","%",1,"MSA"
,"29878075",,,,,"α synuclein",,"22 %","%",1,"MSA"
,"29878075",,,,,"corticobasal disease",,"24 %","%",1,"MSA"
,"29878075",,,,,"amyloid β",,"80 %","%",1,"MSA"
,"29971977",,,,,"familial patients",,"16.6 %","%",1,"MSA"
,"29971977",,,,,"non familial cases",,"83.4 %","%",1,"MSA"
,"29971977",,,,,"genetic diagnoses",,"72 %","%",1,"MSA"
,"29971977",,,,,"nonfamilial patients",,"11 %","%",1,"MSA"
,"29971977",,,,,"progressive ataxias",,"20.7 %","%",1,"MSA"
,"29971977",,,,,"sporadic",,"62.9 %","%",1,"MSA"
,"29971977",,,,,"secondary",,"5.2 %","%",1,"MSA"
,"29971977",,,,,"undetermined ataxia",,"11.1 %","%",1,"MSA"
,"29971977",,,,,"multiple system atrophy",,"57.3 %","%",1,"MSA"
,"29971977",,,,,"spinocerebellar ataxia",,"89.4 %","%",1,"MSA"
,"29991992",,,,,"cancers",,"50 %","%",1,"MSA"
,"30062008",,,,,"msa p patients",,"38.4 %","%",1,"MSA"
,"30062008",,,,,"specificity",,"61.6 %","%",1,"MSA"
,"30062008",,,,,"sn hyperechogenicity",,"46.3 %","%",1,"MSA"
,"30062008",,,,,"sn hyperechogenicity",,"69.8 %","%",1,"MSA"
,"30062008",,,,,"sn hyperechogenicity",,"52.2 %","%",1,"MSA"
,"30062008",,,,,"sn hyperechogenicity",,"66.7 %","%",1,"MSA"
,"30103064",,,,,"pd",,"12.7 %","%",1,"MSA"
,"30103064",,,,,"pd",,"11.1 %","%",1,"MSA"
,"30103064",,,,,"pd patients",,"0 %","%",1,"MSA"
,"30103064",,,,,"pd",,"1.6 %","%",1,"MSA"
,"30103064",,,,,"msa",,"5.9 %","%",1,"MSA"
,"30103064",,,,,"msa patients",,"11.8 %","%",1,"MSA"
,"30103064",,,,,"pd patients",,"9.1 %","%",1,"MSA"
,"30103064",,,,,"pd patients",,"25.4 %","%",1,"MSA"
,"30144800",,,,,"patients",,"90 %","%",1,"MSA"
,"30144800",,,,,"individuals managed caregivers",,"88 %","%",1,"MSA"
,"30144800",,,,,"patients",,"36 %","%",1,"MSA"
,"30144800",,,,,"caregivers",,"16 %","%",1,"MSA"
,"30144800",,,,,"patients",,"59 %","%",1,"MSA"
,"30144800",,,,,"caregivers",,"75 %","%",1,"MSA"
,"30144800",,,,,"noh symptoms adversely affected patients ability perform everyday activities",,"87 %","%",1,"MSA"
,"30144800",,,,,"patients",,"57 %","%",1,"MSA"
,"30144800",,,,,"caregivers",,"80 %","%",1,"MSA"
,"30203094",,,,,"snd cases",,"6.94 %","%",1,"MSA"
,"30203094",,,,,"normal",,"0 %","%",1,"MSA"
,"30203094",,,,,"neurodegenerative disease pathologies",,"0.74 %","%",1,"MSA"
,"30345277",,,,,"male predominance",,"68 %","%",1,"MSA"
,"30345277",,,,,"patients",,"56 %","%",1,"MSA"
,"30345277",,,,,"patients",,"32 %","%",1,"MSA"
,"30345277",,,,,"patients",,"12 %","%",1,"MSA"
,"30345277",,,,,"patients",,"44 %","%",1,"MSA"
,"30485545",,,,,"indian population",,"0.0008 %to 0.0","%",1,"MSA"
,"30485545",,,,,"indian population",,"0.002 %","%",1,"MSA"
,"30619056",,,,,"cases als",,"1.6 %","%",1,"MSA"
,"30619056",,,,,"female",,"55 %","%",1,"MSA"
,"30619056",,,,,"bulbar onset",,"35 %","%",1,"MSA"
,"30619056",,,,,"limb onset",,"45 %","%",1,"MSA"
,"30619056",,,,,"underwent artificial ventilations",,"50 %","%",1,"MSA"
,"30619056",,,,,"factors",,"17 %","%",1,"MSA"
,"30805069",,,,,"pain",,"42.85 %","%",1,"MSA"
,"30805069",,,,,"pain received treatment",,"43.33 %","%",1,"MSA"
,"30818962",,,,,"dry air",,"94 %","%",1,"MSA"
,"30818962",,,,,"changes season weather",,"60 %","%",1,"MSA"
,"30818962",,,,,"indoors outdoors",,"40 %","%",1,"MSA"
,"31088653",,,,,"recent increases american people aged",,"49 %","%",1,"MSA"
,"31105016",,,,,"low prevalence",,"0.2 %","%",1,"MSA"
,"31371567",,,,,"compliance",,"10.7 %","%",1,"MSA"
,"31371567",,,,,"postvoid residual",,"74.8 %","%",1,"MSA"
,"31371567",,,,,"postvoid residual",,"75.9 %","%",1,"MSA"
,"31371567",,,,,"uroflow",,"72.6 %","%",1,"MSA"
,"31371567",,,,,"detrusor pressure maximal uroflow",,"70.5 %","%",1,"MSA"
,"31371567",,,,,"uroflowmetry",,"71.0 %","%",1,"MSA"
,"31692664",,,,,"idiopathic parkinsons disease",,"64.42 %","%",1,"MSA"
,"31692664",,,,,"parkinsonian syndrome",,"35.47 %","%",1,"MSA"
,"31692664",,,,,"tremor dominant parkinsons disease",,"35.42 %","%",1,"MSA"
,"31692664",,,,,"cases",,"41.71 %","%",1,"MSA"
,"31692664",,,,,"parkinsons disease",,"22.38 %","%",1,"MSA"
,"31692664",,,,,"parkinsonian syndromes",,"72.97 %","%",1,"MSA"
,"31692664",,,,,"multiple system atrophy",,"46.64 %","%",1,"MSA"
,"31832904",,,,,"males diagnosed rbd",,"33 %","%",1,"MSA"
,"31860007",,,,,"male",,"58.1 %","%",1,"MSA"
,"31860007",,,,,"postmortem evaluation",,"92.3 %","%",1,"MSA"
,"31860007",,,,,"psp",,"48.5 %","%",1,"MSA"
,"31860007",,,,,"cbs",,"47.1 %","%",1,"MSA"
,"31861253",,,,,"ln hyperechogenicity aps",,"76 %","%",1,"MSA"
,"31861253",,,,,"pd",,"16 %","%",1,"MSA"
,"31957322",,,,,"escc",,"4.0 %","%",1,"MSA"
,"31957322",,,,,"ga",,"1.4 %","%",1,"MSA"
,"31957322",,,,,"hnscc detection rate",,"1.1 %","%",1,"MSA"
,"31992680",,,,,"tbi frequency",,"7.0 %","%",1,"MSA"
,"31992680",,,,,"tbi frequency",,"8.2 %","%",1,"MSA"
,"32032926",,,,,"cvemps",,"46.7 %","%",1,"MSA"
,"32032926",,,,,"subjects",,"13.3 %","%",1,"MSA"
,"32032926",,,,,"msa patients",,"26.7 %","%",1,"MSA"
,"32032926",,,,,"subjects",,"40 %","%",1,"MSA"
,"32088203",,,,,"female",,"65 %","%",1,"MSA"
,"32088203",,,,,"female",,"67 %","%",1,"MSA"
,"32146096",,,,,"abnormal tremor",,"65 %","%",1,"MSA"
,"32146096",,,,,"essential tremor",,"50 %","%",1,"MSA"
,"32146096",,,,,"cerebellar ataxia",,"40 %","%",1,"MSA"
,"32146096",,,,,"progressive supranuclear palsy",,"25 %","%",1,"MSA"
,"32146096",,,,,"parkinsons disease",,"20 %","%",1,"MSA"
,"32146096",,,,,"na",,"10 %","%",1,"MSA"
,"32146096",,,,,"na  controls",,"8 %","%",1,"MSA"
,"32232888",,,,,"lbd observed msa patients",,"5 %","%",1,"MSA"
,"32234335",,,,,"oh",,"53.1 %","%",1,"MSA"
,"32234335",,,,,"bp < mmhg",,"67 %","%",1,"MSA"
,"32234335",,,,,"bp",,"91 %","%",1,"MSA"
,"32234825",,,,,"pre rbd",,"27 %","%",1,"MSA"
,"32340608",,,,,"msa c",,"91.7 %","%",1,"MSA"
,"32340608",,,,,"msa c",,"60.0 %","%",1,"MSA"
,"32340608",,,,,"msa c",,"66.7 %","%",1,"MSA"
,"32348986",,,,,"dysarthria",,"98.4 %","%",1,"MSA"
,"32348986",,,,,"sexual dysfunction",,"95.1 %","%",1,"MSA"
,"32348986",,,,,"probable rem sleep behavior disorder",,"90.2 %","%",1,"MSA"
,"32348986",,,,,"constipation",,"82.0 %","%",1,"MSA"
,"32348986",,,,,"dysphagia",,"68.9 %","%",1,"MSA"
,"32348986",,,,,"stridor",,"42.6 %","%",1,"MSA"
,"32367182",,,,,"mild cognitive impairment",,"47 %","%",1,"MSA"
,"32367182",,,,,"moderate cortical tau pathology three",,"20.8 %","%",1,"MSA"
,"32367182",,,,,"moderate ci",,"14.5 %","%",1,"MSA"
,"32367182",,,,,"free alzheimer type lesions",,"77.1 %","%",1,"MSA"
,"32367182",,,,,"controls",,"42 %","%",1,"MSA"
,"32367182",,,,,"lewy pathology",,"22.9 %","%",1,"MSA"
,"32367182",,,,,"lewy pathology msa cohort",,"8.4 %","%",1,"MSA"
,"32367182",,,,,"msa patients",,"35.3 %","%",1,"MSA"
,"32380911",,,,,"parkinsonism hc",,"91.78 %","%",1,"MSA"
,"32380911",,,,,"pd hc",,"91.18 %","%",1,"MSA"
,"32380911",,,,,"psp hc",,"96.05 %","%",1,"MSA"
,"32380911",,,,,"psp pd",,"70.24 %","%",1,"MSA"
,"32380911",,,,,"msa",,"72.73 %","%",1,"MSA"
