"idFreq0","PMID","subpopSize","subset1","subset2","subset3","expFrequencyName","freqType","freqMeasure","freqUnit","fromCode","projectName","uploadDate"
,"22982747",,"postindex MDS",,,"anemia",,"9.6 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"22982747",,"postindex MDS",,,"anemia",,"39.9 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"22982747",,"No single anemia prescription therapy class",,,"residents laboratory mds defined anemia",,"10 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"23190512",,"high and low Hb groups",,,"incidences serious adverse cardiovascular events",,"3.1 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"23190512",,"low Hb groups",,,"incidences serious adverse cardiovascular events",,"4.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"23441533",,"chronic kidney disease",,,"anemia",,"95 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"23441533",,"erythropoietin",,,"men",,"70 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"23441533",,"erythropoietin",,,"women",,"30 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"23441533",,"erythropoietin",,,"men",,"53 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"23441533",,"erythropoietin",,,"women",,"47 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"23689565",,"focal segmental glomerulosclerosis",,,"primary glomerular diseases",,"53.5 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"23689565",,"primary glomerular diseases",,,"iga nephropathy",,"38.7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"23689565",,"anemia",,,"advanced ckd stage stage",,"80.2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"23689565",,"CKD stage 5",,,"hypocalcaemia",,"13.7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"23689565",,"glomerular filtration rate",,,"vitamin d insufficiency deficiency",,"11.2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"23998544",,"women and 11.0-12.9 g / dL for men",,,"mild anemia",,"20.0 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"23998544",,"20.1 % , and 34.2 %",,,"moderate severe anemia",,"10.1 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"23998544",,"no-anemia",,,"mace",,"7.9 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"23998544",,"no-anemia",,,"mace",,"20.1 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"23998544",,"no-anemia",,,"mace",,"34.2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"24162254",,"World Health Organization",,,"month pta",,"41.1 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"24392162",,"Anemia",,,"us adult population",,"14.0 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"24392162",,"Anemia",,,"ckd",,"15.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"24392162",,"general population",,,"anemia",,"7.6 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"24392162",,"53.4 % at stage 5",,,"stage",,"8.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"24392162",,"anemia",,,"stage",,"53.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"24392162",,"general population",,,"ckd patients anemia",,"22.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"24392162",,"anemia",,,"patients stages",,"26.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"24530942",,"non-EPO users",,,"mortality",,"19.7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"24530942",,"non-EPO",,,"crude acs events",,"18.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"24530942",,"EPO",,,"patients",,"10.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"24530942",,"Crude ACS",,,"stroke events",,"22.5 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"24530942",,"unadjusted composite of cardiovascular events / death was higher in the EPO group",,,"stroke events",,"18.3 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"24767201",,"17.8 %",,,"anemic group",,"17.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"24767201",,"0.0 %",,,"non anemic group",,"5.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"24767201",,"5.9 % vs 1.0 %",,,"p =",,"1.0 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"24993450",,"normal range",,,"preoperative hemoglobin",,"22.5 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25349927",,"Summary of Product Characteristics",,,"iron status adequate  anemic ckd patients",,"75 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25349927",,"Summary of Product Characteristics",,,"anemic patients iron deficiency received iron supplementation",,"50 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25351027",,"iron deficiency anemia",,,"prevalence hospitalized geriatric patients",,"40 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25395392",,"iron deficiency anaemia",,,"transferrin saturation",,"25 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25437191",,"hemoglobin",,,"baseline anemia",,"49 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25437191",,"prevalence",,,"recovery anemia occurred  anemic patients",,"40 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25468387",,"TSAT",,,"transferrin saturation",,"30 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25468387",,"SD",,,"±",,"22 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25468387",,"SD",,,"tsat",,"7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25468387",,"SD",,,"±",,"32 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25468387",,"32 %",,,"tsat",,"14 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25468387",,"placebo",,,"±",,"21 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25468387",,"placebo",,,"±  ±",,"8 %to 20 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25468387",,"placebo",,,"±",,"20 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25468387",,"placebo",,,"urinary phosphate excretion",,"39 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25579885",,"hazard ratios",,,"subjects new onset af",,"0.93 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25737683",,"diabetic kidney disease",,,"male",,"67 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25737683",,"male",,,"diabetic kidney disease",,"41 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25737683",,"cardiothoracic ratios",,,"ctrs",,"54.7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25737683",,"Hb level",,,"ctr",,"50 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25899186",,"HbA1c",,,"glycated haemoglobin",,"1.58 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25899186",,"glycated haemoglobin",,,"unsatisfactory glycemic control",,"75 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25899186",,"Anemia",,,"diabetics",,"63 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25899186",,"diabetics",,,"normocytic",,"59.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25899186",,"normocytic",,,"microcytic",,"37.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25899186",,"37.8 %",,,"macrocytic",,"2.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25899186",,"iron deficiency in 23 % , mixed etiology",,,"chronic kidney disease",,"44 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25899186",,"mixed etiology",,,"iron deficiency",,"23 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25899186",,"iron deficiency",,,"mixed etiology",,"6 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25899186",,"mixed etiology",,,"vitamin b deficiency",,"2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25899186",,"mixed etiology",,,"thalassemia minor",,"1 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"26238121",,"dose dependent",,,"mg kg biw group",,"30 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"26238121",,"dose dependent",,,"placebo",,"13 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"26317988",,"C-G",,,"gfr",,"90.7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"26317988",,"C-G",,,"mdrd",,"48.1 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"26317988",,"MDRD",,,"mayo",,"23.3 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"26317988",,"MAYO",,,"ckd epi",,"53.6 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"26317988",,"CKD-EPI",,,"bis",,"84.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"26770038",,"utilization prevalence ratio",,,"esas",,"14.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"26770038",,"utilization prevalence ratio",,,"esas",,"33.6 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"26770038",,"utilization prevalence ratio",,,"esa use",,"22.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"26770038",,"Hb < 10 g / dL",,,"esas",,"32.1 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"26770038",,"patients with Hb < 10 g / dL",,,"esas",,"66.7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27094610",,".9 % ( P = 0.004",,,"patients achieved hemoglobin response",,"92 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27094610",,"Roxadustat",,,"hepcidin levels",,"16.9 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27310973",,"ND-CKD",,,"anemia",,"51.5 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27310973",,"ND-CKD",,,"men",,"51.3 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27310973",,"ND-CKD",,,"women",,"48.7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27310973",,"hypertensive renal damage",,,"diabetic nephropathy",,"68.0 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27310973",,"diabetic nephropathy",,,"hypertensive renal damage",,"56.6 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27310973",,"hypertensive renal damage",,,"chronic glomerulonephritis",,"46.1 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27310973",,"Only 39.8 %",,,"anemic patients received treatment erythropoietin",,"39.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27310973",,"anemic",,,"patients received iron products",,"27.1 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27310973",,"when their Hb level reached 7 g / dL .2 %",,,"treatment",,"22.7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27310973",,".5 % received more effective and recommended intravenous supplementation",,,"rate",,"8.2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27310973",,"anemia",,,"received effective recommended intravenous supplementation",,"7.5 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27458564",,"anemia",,,"diabetics",,"33.2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27458564",,"CKD Stage 3",,,"diabetics",,"33.1 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27458564",,"diabetics",,,"stage",,"26.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27458564",,"diabetics",,,"stage",,"48.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27462400",,"Special Interest",,,"iron sucrose",,"50.2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27462400",,"treatment groups",,,"treatment related adverse events",,"16.0 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27462400",,"ferumoxytol",,,"iron sucrose",,"5.3 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27650732",,"placebo",,,"patients vadadustat",,"54.9 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27650732",,".9 %",,,"patients placebo",,"10.3 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27650732",,"15.3 %",,,"serious adverse events",,"23.9 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27650732",,"placebo",,,"serious adverse events",,"15.3 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27900963",,"once-monthly doses",,,"darbepoetin alfa μg qw",,"56 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27900963",,"36 % ( n = 13",,,"monthly doses",,"36 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27900963",,"n = 3",,,"variable doses",,"8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27900963",,"conversion ratio",,,"patients",,"80 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27900963",,"Hb levels ≥ 10 g / dL",,,"hb levels",,"77.78 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27992014",,"normochromic-normocytic",,,"anemia",,"75.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27992014",,"mild",,,"severity anemia",,"47.7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27992014",,"moderate",,,"moderate",,"32.2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27992014",,"severe",,,"anemia",,"20 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27992014",,"morphological",,,"normochromic normocytic anemia",,"76.9 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27992014",,"hypochromic",,,"macrocytic anemia",,"1.3 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"27992014",,"morphological classification of anemia",,,"oral iron supplements",,"38.0 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"28049235",,"non-dialysis CKD patients",,,"overall prevalence anemia",,"45.0 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"28049235",,"Korean National Health Insurance System",,,"intravenous iron agents",,"7.9 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"28049235",,"Korean National Health Insurance System",,,"agents",,"42.7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"28578500",,"CVD comorbidity",,,"anemia",,"61.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"28749948",,"anemia",,,"major adverse cerebral cardiac events",,"33.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"28749948",,"anemia",,,"cardiovascular mortality",,"20.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"28749948",,"anemia",,,"cause mortality",,"27.7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"28885736",,"hypertension",,,"most patients ≥ years old",,"80 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"28885736",,"demographics",,,"hypertension",,"63 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"28885736",,"CKD",,,"moderate chronic kidney disease",,"43 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"28885736",,".76",,,"heart failure",,"41 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"28885736",,"IDA , ID , and IDWA",,,"prevalence anemia",,"67 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"28885736",,"58 %",,,"prevalence anemia",,"58 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"28885736",,"anemia",,,"incidence hospital mortality",,"21 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29237106",,"rural setting",,,"office visits  patients ckd stage",,"56 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29237106",,"office visits decreased by 56 % for patients with CKD Stage 4",,,"ckd stage",,"54 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29239071",,"lower HbA ( 1c )",,,"diabetes patients",,"6.0 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29544446",,"ages 66-85 years",,,"medicare",,"20 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29544446",,"Anemia prevalence",,,"younger anemic patients",,"11.7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29544446",,"10.8 %",,,"younger anemic patients",,"10.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29544446",,"anemic patients",,,"treated rbc transfusion esas iv iron",,"9.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29544446",,"22.2 % , 12.7 % , and 6.7 %",,,"older anemic patients",,"22.2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29544446",,"6.7 %",,,"older anemic patients",,"12.7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29544446",,"12.7 %",,,"older anemic patients",,"6.7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29804918",,"TSAT",,,"serum transferrin saturation",,"20 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29804918",,"diabetic CKD patients group",,,"anemia",,"52.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29890958",,"8 %",,,"esa users",,"0.3 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29890958",,"advanced CKD",,,"stage",,"5.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29890958",,"cardiovascular disease",,,"stage ckd",,"61.7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29890958",,"prevalence of cardiovascular disease",,,"heart failure",,"50.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29890958",,"50.8 % heart failure",,,"prior myocardial infarction",,"25.2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29890958",,"cardiovascular disease",,,"prior stroke",,"24.1 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29930419",,".2 %",,,"patients anemia",,"5.2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29930419",,"P = 0.001",,,"patients anemia ckd",,"20.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29930419",,"diabetic patients with anemia",,,"cause mortality",,"95 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29961562",,"81",,,"hf",,"22 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29961562",,"43 % vs 49 %",,,"patients hemoglobin response ferric citrate treatment",,"49 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29961562",,"placebo",,,"ferric citrate",,"23 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29961562",,"ferric citrate",,,"placebo",,"17 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29961562",,"placebo",,,"ferric citrate",,"12 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"29961562",,"without HF",,,"placebo",,"11 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30022586",,"anemia",,,"japanese patients stage ckd",,"32 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30281654",,"controls",,,"ckd patients",,"26.1 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30281654",,"IDA",,,"controls",,"9.2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30281654",,"95 % CI : 27.90 % - 37.10 %",,,"iron deficiency without anaemia",,"32.3 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30281654",,"IDA",,,"na",,"37.6 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30281654",,"IDA",,,"chr",,"62.6 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30281654",,"IDA",,,"chr",,"80.2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30281654",,"CHr",,,"hypo",,"63.3 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30281654",,"CHr",,,"hypo",,"79.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30281654",,"HYPO",,,"chr levels > pg",,"82 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30578152",,"darbepoetin and placebo",,,"participants initiated dialysis therapy",,"14.6 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30578152",,"darbepoetin",,,"death cause",,"10.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30578152",,"HR , 1.16",,,"placebo",,"9.6 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30578152",,"15",,,"death cv causes",,"5.0 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30578152",,"13",,,"death cv causes",,"4.5 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30578152",,"darbepoetin",,,"stroke",,"2.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30578152",,"1.1-68.7",,,"assigned placebo",,"0.3 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30588939",,"IDA",,,"patients ckd anaemic",,"70 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30588939",,"CKD",,,"tsat",,"27.9 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30588939",,"NA",,,"ckd",,"8.1 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30588939",,"P < 0.01",,,"absolute",,"13.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30588939",,"controls",,,"iron deficiencies",,"7.6 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30630452",,"Diafer ®",,,"iron isomaltoside",,"5 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30630452",,"fixed low-dose iron treatment protocol",,,"most patients",,"60 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30630452",,"> 80 % of patients",,,"agent",,"80 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30630452",,"IIM",,,"nine adverse drug reactions",,"2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30630452",,"IS",,,"metallic taste",,"0.5 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30858723",,"CKD participants",,,"anemia",,"43.18 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30858723",,"Blacks",,,"anemia",,"46.9 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30858723",,"CKD stage V participants",,,"indians asians lowest",,"18.2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30894885",,"CKD",,,"hemoglobin",,"0 %to 40 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30894885",,"CKD",,,"hemoglobin",,"40 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30894885",,"stage 5",,,"stage ckd",,"10 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30894885",,"multiple linear regression",,,"hemoglobin variation",,"32 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30911357",,"CKD and control population",,,"anaemia",,"46.9 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30911357",,"rs855791 C homozygosity",,,"non iron deficient",,"84.2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30911357",,"C homozygote",,,"functional iron deficiency anaemia",,"84.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"30953333",,"roxadustat TIW groups",,,"placebo",,"14.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31315585",,"predialysis patients",,,"abnormal oh d metabolite",,"87.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31315585",,"predialysis patients",,,"deficiency insufficiency",,"55.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31498832",,"without CKD",,,"anemia",,"26.7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31498832",,".5 %",,,"ckd",,"43.0 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31498832",,"patients with CKD ( 39.5 % ) than those without CKD",,,"anemia",,"39.5 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31498832",,"eGFR and albuminuria",,,"chronic kidney disease",,"17.0 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31498832",,"100 %",,,"stage",,"22.6 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31641775",,"TSAT",,,"transferrin saturation",,"20 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31641775",,"TSAT and ferritin level",,,"anemia",,"20.6 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31641775",,"anemia",,,"patients tsat ferritin level measured",,"23.6 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31641775",,"TSAT",,,"absolute ida",,"30 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31641775",,"absolute",,,"functional ida",,"19 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31686891",,"CKD patients",,,"the prevalence anemia",,"64.5 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31686891",,"45 %",,,"hypertension",,"45 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31686891",,"24 %",,,"chronic glomerulonephritis",,"24 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31686891",,"20 %",,,"diabetes",,"20 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31769220",,"World Health Organization ( WHO ) criteria",,,"female",,"51.7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31769220",,"WHO criteria",,,"anemia",,"70.27 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31803326",,".0 %",,,"men",,"53.6 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31803326",,"P = 0.02",,,"albuminuria",,"7.7 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31803326",,"ABC targets",,,"deterioration gfr stages",,"30.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31803326",,"ABC targets",,,"deterioration gfr stages",,"28.6 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31803326",,"ABC targets",,,"deterioration gfr stages",,"24.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31803326",,"ABC targets",,,"deterioration gfr stages",,"14.9 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31803326",,"ABC targets",,,"deterioration gfr stages",,"8.9 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31803326",,"ABC targets",,,"deterioration gfr stages",,"8.5 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31803326",,"ABC",,,"albuminuria",,"15.4 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31803326",,"ABC",,,"albuminuria",,"15.9 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31891000",,"placebo",,,"mg kg",,"33.3 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31891000",,"placebo",,,"mg kg",,"62.5 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31891000",,"doses 1 and 2",,,"mg kg",,"77.8 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31891000",,"s.1 % ‒42.9 %",,,"ren hemoglobin",,"16.7 % -57.1 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31891000",,"s.c",,,"hemoglobin",,"‒42.9 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31891000",,"REN-001 patients",,,"femoral neck cortical bmd",,"2 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
,"31891000",,"placebo",,,"sotatercept",,"20.0 %","%",1,"anemiaHbIronCkdLisa","2023-11-08"
