"idPopulations0","PMID","pNam","popSize","nCases","nControls","popCountry","popMainChar","pSecChar","inclCrit","ageUni","ageMean","ageSD","ageLow","ageUp","femaleFreq","ageClass","sexClass","popDisease","popComorbidity","fromCode","projectName","uploadDate"
,"34790223",,,,,"",," neuromuscular disorders.",,,,,,,,,," Neuromuscular Disease:",,1,"vacNemus2","2024-03-08"
,"34788711",,"708",,,"",," ",,,,,,,,,," woody breast",,1,"vacNemus2","2024-03-08"
,"34788237",,,,,"",," optic neuritis,",,,,,,,,,," Coronavirus-19 Infection.",,1,"vacNemus2","2024-03-08"
,"34786313",,"26",,,"chinese",," Severe Coronavirus Disease",,,,,,,,,," Coronavirus Disease",,1,"vacNemus2","2024-03-08"
,"34782002",,"50",,,"",," ",,,,,,,,,," severe acute respiratory syndrome coronavirus-2 infection:",,1,"vacNemus2","2024-03-08"
,"34781794",,,,,"",," ",,,,,,,,,," Acute Respiratory Distress Syndrome.",,1,"vacNemus2","2024-03-08"
,"34781030",,"3532",,,"",," neuronal degeneration in the retina and optic nerve",,,,,,,,,," retinal and optic nerves.",,1,"vacNemus2","2024-03-08"
,"34781021",,"23",,,"",," small fiber neuropathy.",,,,,,,,,," TITLE:Small fiber neuropathy",,1,"vacNemus2","2024-03-08"
,"34780863",,,,,"",," ",,,,,,,,,," TITLE:SARS-CoV-2",,1,"vacNemus2","2024-03-08"
,"34779385",,"42",,,"",," facial nerve neuropathy",,,,,,,,,," TITLE:Guillan-Barré Syndrome",,1,"vacNemus2","2024-03-08"
,"34779115",,,,,"",," myopathy and rhabdomyolysis.CONTEXT:",,,,,,,,,," myopathy and rhabdomyolysis.",,1,"vacNemus2","2024-03-08"
,"34777881",,,,,"",," subacute thyroiditis",,,,,,,,,," Subacute Thyroiditis",,1,"vacNemus2","2024-03-08"
,"34777245",,"5",,,"",," ",,,,,,,,,," Refractory Diabetic Peripheral Neuropathy",,1,"vacNemus2","2024-03-08"
,"34775239",,"4",,,"",," diabetic peripheral neuropathy",,,,,,,,,," diabetic peripheral neuropathy",,1,"vacNemus2","2024-03-08"
,"34774758",,,,,"",," Guillain-Barre syndrome.CONTEXT:",,,,,,,,,," COVID-19",,1,"vacNemus2","2024-03-08"
,"34771445",,,,,"",," ",,,,,,,,,," Liver Fibrosis",,1,"vacNemus2","2024-03-08"
,"34769906",,,,,"",," athletes cannot train,",,,,,,,,,," COVID-19",,1,"vacNemus2","2024-03-08"
,"34768436",,,,,"",," severe acute respiratory distress syndrome",,,,,,,,,," COVID-19",,1,"vacNemus2","2024-03-08"
,"34766365",,"13",,,"",," painful paresthesia and numbness",,,,,,,,,," TITLE:Small fiber neuropathy",,1,"vacNemus2","2024-03-08"
,"34761305",,"75",,,"",," ischemic colitis",,,,,,,,,," TITLE:Mesenteric ischemia in patients with COVID-19:",,1,"vacNemus2","2024-03-08"
,"34761115",,,,,"",," atherosclerosis",,,,,,,,,," ASMC proliferation and migration",,1,"vacNemus2","2024-03-08"
,"34760104",,"6",,,"iran",," GBS and inflammatory myopathies",,,,,,,,,," COVID-19 and quadriparesia",,1,"vacNemus2","2024-03-08"
,"34759566",,,,,"",," ",,,,,,,,,," severe COVID-19 infection.",,1,"vacNemus2","2024-03-08"
,"34755111",,,,,"",," Charcot-Marie-Tooth disease",,,,,,,,,," phenotypic improvements",,1,"vacNemus2","2024-03-08"
,"34754930",,"3",,,"",," ",,,,,,,,,," TITLE:Dupuytren's contracture",,1,"vacNemus2","2024-03-08"
,"34752936",,,,,"",," neuromuscular diseases,",,,,,,,,,," neuromuscular diseases",,1,"vacNemus2","2024-03-08"
,"34750810",,,,,"",," headache, GBS,",,,,,,,,,," SARS-CoV-2",,1,"vacNemus2","2024-03-08"
,"34749595",,,,,"",," household job loss, family rejection, and mental health",,,,,,,,,," TITLE:COVID-19-Related Household Job Loss and Mental Health",,1,"vacNemus2","2024-03-08"
,"34745481",,,,,"",," shoulder pain and weakness.",,,,,,,,,," suprascapular nerve entrapment syndrome.",,1,"vacNemus2","2024-03-08"
,"34745470",,"4",,,"",," SMA",,,,,,,,,," Spinal Muscular Atrophy.",,1,"vacNemus2","2024-03-08"
,"34742332",,,,,"",," asthma in children:",,,,,,,,,," TITLE:Chronic respiratory diseases",,1,"vacNemus2","2024-03-08"
,"34735692",,"63",,,"",," demyelinating multiple sensory and motor mononeuropathy.",,,,,,,,,," mononeuropathy",,1,"vacNemus2","2024-03-08"
,"34733158",,,,,"",," Cognitive Deficits, Neuropathy,",,,,,,,,,," Diabetic Encephalopathic Rats",,1,"vacNemus2","2024-03-08"
,"34733051",,"16623",,,"india",," kidney, heart, brain, and eyes.",,,,,,,,,," Type-2 Diabetic Complications",,1,"vacNemus2","2024-03-08"
,"34731822",,"8",,,"",," post-infectious/para-infectious GBS.",,,,,,,,,," Guillain-Barré syndrome:",,1,"vacNemus2","2024-03-08"
,"34729378",,,,,"",," Leber hereditary optic neuropathy",,,,,,,,,," nonhuman primates.",,1,"vacNemus2","2024-03-08"
,"34729259",,,,,"",," ",,,,,,,,,," Collagen Vascular Disease.",,1,"vacNemus2","2024-03-08"
,"34727992",,"56",,,"",," ",,,,,,,,,," polyneuropathy",,1,"vacNemus2","2024-03-08"
,"34727325",,"12",,"12","",," painful DN",,,,,,,,,," Painless Diabetic Neuropathy",,1,"vacNemus2","2024-03-08"
,"34726235",,"6",,,"",," respiratory defects,",,,,,,,,,," respiratory defects.",,1,"vacNemus2","2024-03-08"
,"34725821",,"29",,,"",," left oculomotor, abducens, trigeminal",,,,,,,,,," cranial nerve palsies",,1,"vacNemus2","2024-03-08"
,"34722067",,"86",,,"",," axonal-variant GBS",,,,,,,,,," TITLE:Axonal-Variant Guillian-Barre Syndrome",,1,"vacNemus2","2024-03-08"
,"34717222",,"18",,"7","",," anosmia and dysgeusia",,,,,,,,,," COVID-19",,1,"vacNemus2","2024-03-08"
,"34716561",,,,,"",," ",,,,,,,,,," Sports-Related Injury?",,1,"vacNemus2","2024-03-08"
,"34712717",,,,,"",," Covid-19 vaccine myocarditis",,,,,,,,,," Arrhythmogenic Left Ventricular Cardiomyopathy.",,1,"vacNemus2","2024-03-08"
,"34712522",,"45",,,"",," autoimmune or vasculitis",,,,,,,,,," TITLE:Bilateral Acute Optic Perineuritis",,1,"vacNemus2","2024-03-08"
,"34703815",,"77",,,"bangladesh",," type 2 diabetes mellitus, peripheral neuropathy,",,,,,,,,,," acute encephalopathy",,1,"vacNemus2","2024-03-08"
,"34702344",,"84",,,"french",," diabetes, hypertension or severe forms of NMD",,,,,,,,,," neuromuscular diseases.",,1,"vacNemus2","2024-03-08"
,"34696947",,,,,"",," axonal neuropathy",,,,,,,,,," axonal neuropathy",,1,"vacNemus2","2024-03-08"
,"34692828",,"17",,,"spain",," spasticity",,,,,,,,,," Multiple Sclerosis.",,1,"vacNemus2","2024-03-08"
,"34692341",,"3",,,"",," various peripheral neuropathies",,,,,,,,,," TITLE:COVID-19 Peripheral Neuropathy:",,1,"vacNemus2","2024-03-08"
,"34688543",,"19",,,"",," COVID-19 long-haulers",,,,,,,,,," TITLE:Post-Acute COVID-19 Syndrome",,1,"vacNemus2","2024-03-08"
,"34687226",,,,,"",," ",,,,,,,,,," COVID-19",,1,"vacNemus2","2024-03-08"
,"34685668",,,,,"",," (allodynia and hyperalgesia),",,,,,,,,,," Painful Diabetic Neuropathy",,1,"vacNemus2","2024-03-08"
,"34682846",,,,,"",," spasticity",,,,,,,,,," Spasticity:",,1,"vacNemus2","2024-03-08"
,"34676979",,,,,"",," TITLE:Toxic myopathy and liver damage",,,,,,,,,," SARS-CoV-2 induced pneumonia:",,1,"vacNemus2","2024-03-08"
,"34675637",,,,,"",," ",,,,,,,,,," Neurogenic Thoracic Outlet Syndrome",,1,"vacNemus2","2024-03-08"
,"34673280",,,,,"",," TITLE:Open-Angle Glaucoma and Ischemic Optic Neuropathy",,,,,,,,,," TITLE:Open-Angle Glaucoma and Ischemic Optic Neuropathy",,1,"vacNemus2","2024-03-08"
,"34662366",,"2",,,"",," muscle spasm, overactive bladder, and pain.",,,,,,,,,," synaptotagmin-1",,1,"vacNemus2","2024-03-08"
,"34661938",,,,,"",," advanced melanoma.CONTEXT:",,,,,,,,,," advanced melanoma.",,1,"vacNemus2","2024-03-08"
,"34661260",,"6635356",,,"",," cardiomyopathy, cardiac arrhythmias,",,,,,,,,,," chloroquine and hydroxychloroquine:",,1,"vacNemus2","2024-03-08"
,"34660026",,,,,"",," necrotizing retinopathy secondary to ARN.",,,,,,,,,," TITLE:Acute Retinal Necrosis",,1,"vacNemus2","2024-03-08"
,"34659981",,,,,"",," demyelinating illnesses of the central and peripheral nervous system",,,,,,,,,," Multifocal Demyelinating Neuropathy:",,1,"vacNemus2","2024-03-08"
,"34659851",,"55",,,"",," nonarteritic anterior ischemic optic neuropathy",,,,,,,,,," TITLE:Nonarteritic Anterior Ischemic Optic Neuropathy",,1,"vacNemus2","2024-03-08"
,"34658348",,"10",,"5","",," ",,,,,,,,,," liver fibrosis",,1,"vacNemus2","2024-03-08"
,"34652301",,,,,"",," pain and sensory deficit behaviors",,,,,,,,,," Peripheral Neuropathy",,1,"vacNemus2","2024-03-08"
,"34649573",,,,,"",," chemotherapy-induced neuropathy",,,,,,,,,," neuropathic pain:",,1,"vacNemus2","2024-03-08"
,"34648103",,,,,"",," encephalitis, hyposmia,",,,,,,,,,," SARS-CoV-2.",,1,"vacNemus2","2024-03-08"
,"34643462",,"16",,,"",," vocal fold paresis or paralysis.",,,,,,,,,," TITLE:Acute Vocal Fold Paresis and Paralysis After COVID-19 Infection:",,1,"vacNemus2","2024-03-08"
,"34642371",,"338",,,"",," disorders of consciousness",,,,,,,,,," COVID-19.",,1,"vacNemus2","2024-03-08"
,"34641723",,,,,"",," fibrotic diseases of the peritoneum.",,,,,,,,,," peritoneal fibrosis",,1,"vacNemus2","2024-03-08"
,"34639032",,,,,"",," diabetic nephropathy and retinopathy.",,,,,,,,,," Diabetic Neuropathy.",,1,"vacNemus2","2024-03-08"
,"34637793",,,,,"",," ",,,,,,,,,," liver fibrosis",,1,"vacNemus2","2024-03-08"
,"34636346",,"105",,"105","",," laryngological symptoms",,,,,,,,,," severe coronavirus disease-2019 pneumonitis",,1,"vacNemus2","2024-03-08"
,"34634309",,,,,"",," neuromuscular diseases.",,,,,,,,,," phrenic long-term facilitation in rats with motor neuron death",,1,"vacNemus2","2024-03-08"
,"34632292",,,,,"",," COVID-19 vaccination in patients with NMDs.",,,,,,,,,," neuromuscular disorders.",,1,"vacNemus2","2024-03-08"
,"34627613",,"30",,,"spain",," polyneuropathy-myopathy of the critical patient",,,,,,,,,," COVID disease:",,1,"vacNemus2","2024-03-08"
,"34627378",,,,,"",," reduced blood ALT,",,,,,,,,,," liver fibrosis",,1,"vacNemus2","2024-03-08"
,"34624679",,"8",,,"",," diabetic nephropathy",,,,,,,,,," diabetic nephropathy",,1,"vacNemus2","2024-03-08"
,"34624553",,"116",,,"",," respiratory, gastrointestinal or other systemic infection.",,,,,,,,,," Guillain-Barre Syndrome:",,1,"vacNemus2","2024-03-08"
,"34623561",,,,,"",," vincristine-induced neuropathy.",,,,,,,,,," Vincristine-Induced Neuropathic Pain",,1,"vacNemus2","2024-03-08"
,"34621235",,,,,"",," spinal muscular atrophy",,,,,,,,,," SMA",,1,"vacNemus2","2024-03-08"
,"34620548",,,,,"",," subretinal fibrosis.",,,,,,,,,," subretinal fibrosis",,1,"vacNemus2","2024-03-08"
,"34613896",,"19976",,,"",," immunocompromised condition (",,,,,,,,,," COVID-19",,1,"vacNemus2","2024-03-08"
,"34613562",,"58",,,"",," Coronavirus disease-2019",,,,,,,,,," COVID-19.",,1,"vacNemus2","2024-03-08"
,"34611810",,"21",,,"",," delayed recovery of consciousness",,,,,,,,,," Severe COVID-19.",,1,"vacNemus2","2024-03-08"
,"34610463",,"187",,"187","",," ME.",,,,,,,,,," calcification in medial epicondylitis.",,1,"vacNemus2","2024-03-08"
,"34606948",,,,,"china",," dampness-toxin obstructing lung syndrome.",,,,,,,,,," pulmonary fibrosis",,1,"vacNemus2","2024-03-08"
,"34605991",,,,,"india",," intracranial complications of mucormycosis",,,,,,,,,," rhino-orbito-cerebral mucormycosis",,1,"vacNemus2","2024-03-08"
,"34603311",,,,,"",," muscle weakness, autoimmune dysfunction,",,,,,,,,,," Myasthenia Gravis.",,1,"vacNemus2","2024-03-08"
,"34600594",,,,,"",," idiopathic pulmonary fibrosis",,,,,,,,,," idiopathic pulmonary fibrosis",,1,"vacNemus2","2024-03-08"
,"34597812",,,,,"",," Schizophrenia, Parkinson's diseases,",,,,,,,,,," myelination",,1,"vacNemus2","2024-03-08"
,"34595841",,,,,"",," myopathy, polyneuropathy, and stroke",,,,,,,,,," COVID-19:",,1,"vacNemus2","2024-03-08"
,"34593760",,,,,"",," neurological impairments.",,,,,,,,,," COVID-19,",,1,"vacNemus2","2024-03-08"
,"36536808",,"42",,,"",," myocarditis and RP-ILD,",,,,,,,,,," TITLE:Systemic flare and cutaneous ulceration",,1,"vacNemus2","2024-03-08"
,"34592488",,"2",,,"",," nonalcoholic fatty liver disease",,,,,,,,,," nonalcoholic fatty liver disease",,1,"vacNemus2","2024-03-08"
,"34591940",,,,,"",," neuropathy",,,,,,,,,," TITLE:Herpes simplex virus 1",,1,"vacNemus2","2024-03-08"
,"34589319",,,,,"",," reversible cerebral vasoconstriction syndrome",,,,,,,,,," COVID-19.",,1,"vacNemus2","2024-03-08"
,"34586471",,"12",,,"",," muscle pain",,,,,,,,,," neuromuscular fatigue",,1,"vacNemus2","2024-03-08"
,"34585321",,"182",,,"",," advanced stage of amyotrophic lateral sclerosis,",,,,,,,,,," neuromuscular diseases",,1,"vacNemus2","2024-03-08"
,"34584459",,"6",,,"",," splenic",,,,,,,,,," Anti-TC-1-Grafted Tumor",,1,"vacNemus2","2024-03-08"
,"34580754",,"19",,,"turkey",," COVID-19 pneumonia",,,,,,,,,," COVID-19:",,1,"vacNemus2","2024-03-08"
,"34579259",,"808906",,,"",," acute inflammatory neuropathy",,,,,,,,,," Acute Inflammatory Neuropathies",,1,"vacNemus2","2024-03-08"
,"34576288",,"13",,,"",," axonal atrophy",,,,,,,,,," Diabetic",,1,"vacNemus2","2024-03-08"
,"34575040",,,,,"",," muscular atrophy and neuropsychiatric complications.",,,,,,,,,," Stroke-A",,1,"vacNemus2","2024-03-08"
,"34573198",,"3",,,"",," sensorimotor axonal polyneuropathy",,,,,,,,,," COVID-19:",,1,"vacNemus2","2024-03-08"
,"34562340",,"50",,,"",," papillary thyroid carcinomas",,,,,,,,,," thyroid",,1,"vacNemus2","2024-03-08"
,"34561753",,,,,"",," TITLE:Adverse Ocular Events following COVID-19",,,,,,,,,," TITLE:Adverse Ocular Events following COVID-19",,1,"vacNemus2","2024-03-08"
,"34560721",,,,,"",," gastroparesis.",,,,,,,,,," TITLE:Gastroparesis.",,1,"vacNemus2","2024-03-08"
,"34560365",,"15",,,"",," inflammatory demyelinating polyneuropathy",,,,,,,,,," Guillain- Barré Syndrome",,1,"vacNemus2","2024-03-08"
,"34559977",,"58",,,"",," laryngeal MG",,,,,,,,,," TITLE:Laryngeal myasthenia gravis",,1,"vacNemus2","2024-03-08"
,"34558982",,,,,"",," neuropathy, trauma or peripheral arterial disease.",,,,,,,,,," diabetic foot",,1,"vacNemus2","2024-03-08"
,"34555828",,"88",,,"france",," confirmed COVID-19 and cranial neuropathy",,,,,,,,,," TITLE:Lower Cranial Nerve Palsies",,1,"vacNemus2","2024-03-08"
,"34551191",,,,,"",," VML injury",,,,,,,,,," skeletal muscle regeneration following trauma.",,1,"vacNemus2","2024-03-08"
,"34548992",,"100000",,,"",," limb weakness and bulbar palsy.",,,,,,,,,," COVID-19 Infection.",,1,"vacNemus2","2024-03-08"
,"34548920",,"3",,,"",," COVID-19 infection. The neurological illness",,,,,,,,,," TITLE:Guillain-Barré syndrome",,1,"vacNemus2","2024-03-08"
,"34547820",,,,,"",," ",,,,,,,,,," hepatic stellate cell activation.",,1,"vacNemus2","2024-03-08"
,"34540892",,,,,"",," ",,,,,,,,,," Liver Fibrosis",,1,"vacNemus2","2024-03-08"
,"34539126",,"304",,,"",," acute stress response, depression, and anxiety",,,,,,,,,," diabetes mellitus?",,1,"vacNemus2","2024-03-08"
,"34533807",,"249",,,"",," headache",,,,,,,,,," TITLE:""LONG COVID"":",,1,"vacNemus2","2024-03-08"
,"34532415",,"260",,,"",," retinitis pigmentosa (RP), choroideremia (",,,,,,,,,," retinal diseases.",,1,"vacNemus2","2024-03-08"
,"34530721",,"15",,,"",," diabetic nephropathy",,,,,,,,,," Diabetic Nephropathy",,1,"vacNemus2","2024-03-08"
,"34525410",,,,,"",," distal small fibre neuropathy.CONTEXT:",,,,,,,,,," distal small fibre neuropathy.",,1,"vacNemus2","2024-03-08"
,"34524631",,"28",,"16","",," chronic CIPN pain,",,,,,,,,,," chronic chemotherapy-induced peripheral neuropathy pain:",,1,"vacNemus2","2024-03-08"
,"34524045",,"36",,,"",," suprascapular neuropathy by bone metastasis.",,,,,,,,,," renal cell carcinoma?",,1,"vacNemus2","2024-03-08"
,"34518830",,,,,"",," Waldenström's macroglobulinaemia.CONTEXT:",,,,,,,,,," Waldenström's macroglobulinaemia.",,1,"vacNemus2","2024-03-08"
,"34513303",,,,,"",," ",,,,,,,,,," myotonic dystrophy.",,1,"vacNemus2","2024-03-08"
,"34512958",,,,,"",," TITLE:Guillain-Barre syndrome",,,,,,,,,," TITLE:Guillain-Barre syndrome",,1,"vacNemus2","2024-03-08"
,"34511566",,"95",,,"",," severely infected",,,,,,,,,," COVID-19.",,1,"vacNemus2","2024-03-08"
,"34509312",,"378381",,,"",," carpal tunnel syndrome",,,,,,,,,," Carpal Tunnel Syndrome.",,1,"vacNemus2","2024-03-08"
,"34508476",,"64",,,"",," neurological complications",,,,,,,,,," TITLE:Guillain Barre Syndrome",,1,"vacNemus2","2024-03-08"
,"34506722",,"2",,,"",," genetic muscle disease.",,,,,,,,,," ",,1,"vacNemus2","2024-03-08"
,"34505715",,"156",,,"egyptian",," coronavirus disease",,,,,,,,,," COVID-19",,1,"vacNemus2","2024-03-08"
,"34501164",,,,,"",," neurological disorders.",,,,,,,,,," TITLE:Reducing Waste",,1,"vacNemus2","2024-03-08"
,"34500317",,"405",,"405","",," Cancer survivors with CIPN",,,,,,,,,," peripheral neuropathy",,1,"vacNemus2","2024-03-08"
,"34491178",,,,,"",," TITLE:[Leber hereditary optic neuropathy:",,,,,,,,,," TITLE:[Leber hereditary optic neuropathy:",,1,"vacNemus2","2024-03-08"
,"34487633",,"237",,,"",," AGS, GBS and CJI",,,,,,,,,," anti-GQ1b antibody syndrome-A",,1,"vacNemus2","2024-03-08"
,"34486243",,,,,"",," ",,,,,,,,,," TITLE:Botulinum toxin in the masseter muscle:",,1,"vacNemus2","2024-03-08"
,"34483972",,,,,"",," COVID-19 Disease.CONTEXT:",,,,,,,,,," COVID-19 Disease.",,1,"vacNemus2","2024-03-08"
,"34483832",,,,,"",," MI or T2DM",,,,,,,,,," Type 2 Diabetes Mellitus.",,1,"vacNemus2","2024-03-08"
,"34482471",,,,,"",," ",,,,,,,,,," leukoencephalopathy",,1,"vacNemus2","2024-03-08"
,"34479773",,,,,"",," ",,,,,,,,,," systemic sclerosis",,1,"vacNemus2","2024-03-08"
,"34479344",,,,,"chile",," ",,,,,,,,,," COVID-19",,1,"vacNemus2","2024-03-08"
,"34479340",,"96",,,"",," Cerebrovascular and inflammatory diseases",,,,,,,,,," COVID-19:",,1,"vacNemus2","2024-03-08"
,"34477990",,,,,"",," critical illness neuropathy (CIP) or myopathy (CIM)",,,,,,,,,," neuropathy",,1,"vacNemus2","2024-03-08"
,"34476752",,"4",,,"belgium",," unclear.",,,,,,,,,," TITLE:SARS-CoV-2-associated Guillain-Barré syndrome",,1,"vacNemus2","2024-03-08"
,"34476032",,"111",,,"",," pathological fractures,",,,,,,,,,," orthopaedic trauma injuries",,1,"vacNemus2","2024-03-08"
,"34475972",,"54",,,"",," axonal motor and sensory polyneuropathy.",,,,,,,,,," polyneuropathy",,1,"vacNemus2","2024-03-08"
,"34468997",,,,,"",," ",,,,,,,,,," TITLE:Guillain-Barré syndrome",,1,"vacNemus2","2024-03-08"
,"34463846",,,,,"",," ",,,,,,,,,," Pulmonary Injury",,1,"vacNemus2","2024-03-08"
,"34459558",,"2",,,"",," spastic paraplegia and severe peripheral nerve damages.",,,,,,,,,," hereditary spastic paraplegia and severe peripheral neuropathy.",,1,"vacNemus2","2024-03-08"
,"34454924",,,,,"",," ",,,,,,,,,," optic nerve injury.",,1,"vacNemus2","2024-03-08"
,"34453793",,"168",,"168","argentina",," COVID-19",,,,,,,,,," COVID-19.",,1,"vacNemus2","2024-03-08"
,"34448466",,,,,"",," peripheral neuropathic complications, especially cold allodynia,",,,,,,,,,," peripheral neuropathic pain.",,1,"vacNemus2","2024-03-08"
,"34448233",,,,,"",," ",,,,,,,,,," Guillain-Barré syndrome",,1,"vacNemus2","2024-03-08"
,"34446994",,"42",,,"india",," COVID-19 GBS.",,,,,,,,,," SARS-CoV-2:",,1,"vacNemus2","2024-03-08"
,"34445590",,"5",,"51","",," neuroblastoma.",,,,,,,,,," Neovascular Age-Related Macular Degeneration.",,1,"vacNemus2","2024-03-08"
,"34445514",,,,,"",," ",,,,,,,,,," Cold Allodynia",,1,"vacNemus2","2024-03-08"
,"34444477",,"255",,,"austria",," post-COVID-19 syndrome.",,,,,,,,,," TITLE:Post-COVID-19 Rehabilitation:",,1,"vacNemus2","2024-03-08"
,"34440980",,,,,"poland",," acute inflammatory demyelinating polyneuropathy",,,,,,,,,," Guillain-Barré Syndrome",,1,"vacNemus2","2024-03-08"
,"34440057",,"30",,,"",," ",,,,,,,,,," Fibrosis.",,1,"vacNemus2","2024-03-08"
,"34439542",,,,,"",," viral infections.",,,,,,,,,," Viral Infections,",,1,"vacNemus2","2024-03-08"
,"34437456",,,,,"",," spasticity, dystonia, and sialorrhea.",,,,,,,,,," Neurorehabiliation:",,1,"vacNemus2","2024-03-08"
,"34434146",,,,,"",," COVID-19.CONTEXT:",,,,,,,,,," COVID-19.",,1,"vacNemus2","2024-03-08"
,"34431798",,"4",,,"",," severe COVID-19 infection",,,,,,,,,," TITLE:Mononeuropathy",,1,"vacNemus2","2024-03-08"
,"34426798",,"74",,,"",," with MG",,,,,,,,,," myasthenia gravis",,1,"vacNemus2","2024-03-08"
,"34424100",,"77",,,"",," spinal muscular atrophy.",,,,,,,,,," intrathecal nusinersen",,1,"vacNemus2","2024-03-08"
,"34423037",,"33",,,"united arab emirates",," neuropathological features with or without respiratory manifestations of COVID-19",,,,,,,,,," COVID-19:",,1,"vacNemus2","2024-03-08"
,"34422980",,,,,"",," ",,,,,,,,,," pulmonary fibrosis",,1,"vacNemus2","2024-03-08"
,"34422067",,,,,"",," ",,,,,,,,,," Neuropathic Pain",,1,"vacNemus2","2024-03-08"
,"34420420",,"11",,"13","",," taste disorder and sensitivity to loud sounds.",,,,,,,,,," COVID-19 Patients With Taste Disorders.",,1,"vacNemus2","2024-03-08"
,"34419736",,,,,"",," pulmonary inflammation and fibrosis.CONTEXT:",,,,,,,,,," pulmonary inflammation and fibrosis.",,1,"vacNemus2","2024-03-08"
,"34417869",,"12",,,"",," spinal cord and/or peripheral nerve damage,",,,,,,,,,," SARS-CoV-2",,1,"vacNemus2","2024-03-08"
,"34417256",,"1337",,,"",," COVID-19",,,,,,,,,," COVID-19.",,1,"vacNemus2","2024-03-08"
,"34416468",,"35",,,"india",," ",,,,,,,,,," Guillain-Barre syndrome.",,1,"vacNemus2","2024-03-08"
,"34416121",,,,,"",," psychiatric diseases,",,,,,,,,,," COVID-19.",,1,"vacNemus2","2024-03-08"
,"34415266",,"3",,,"",," bilateral sequential visual loss",,,,,,,,,," Hereditary Optic Neuropathy",,1,"vacNemus2","2024-03-08"
,"34415265",,"61",,,"",," LHON",,,,,,,,,," Leber Hereditary Optic Neuropathy:",,1,"vacNemus2","2024-03-08"
,"34414665",,"74",,,"",," laboratory ab",,,,,,,,,," acute COVID-19-A",,1,"vacNemus2","2024-03-08"
,"34413361",,,,,"",," retinal and optic nerve degeneration",,,,,,,,,," optic nerve degeneration",,1,"vacNemus2","2024-03-08"
,"34413280",,,,,"",," ",,,,,,,,,," Liver Fibrosis.",,1,"vacNemus2","2024-03-08"
,"34410058",,"9",,,"",," clinical manifestations of PNP in the form of neuropathic pain,",,,,,,,,,," peripheral neuropathy.",,1,"vacNemus2","2024-03-08"
,"34409735",,,,,"",," invasive fungal sinusitis",,,,,,,,,," invasive fungal sinusitis",,1,"vacNemus2","2024-03-08"
,"34401746",,"249",,,"",," neurological or psychiatric symptoms",,,,,,,,,," COVID-19 neuropsychiatric complications",,1,"vacNemus2","2024-03-08"
,"34401328",,"38",,,"",," oral, hypopharynx, and supraglottic hypoesthesia.",,,,,,,,,," TITLE:Vagus nerve neuropathy",,1,"vacNemus2","2024-03-08"
,"34397402",,"60",,,"",," PS,",,,,,,,,,," piriformis syndrome.",,1,"vacNemus2","2024-03-08"
,"34395614",,,,,"",," glaucoma and ischemic optic neuropathy.",,,,,,,,,," Optic Nerve Crush Injury",,1,"vacNemus2","2024-03-08"
,"34394876",,"79",,,"",," ",,,,,,,,,," Ocular Inflammatory",,1,"vacNemus2","2024-03-08"
,"34392827",,"56",,,"",," cranial nerve mononeuropathies or polyneuropathies.",,,,,,,,,," cranial nerve neuropathy:",,1,"vacNemus2","2024-03-08"
,"34390216",,"36",,,"",," heart failure.",,,,,,,,,," heart transplantation.",,1,"vacNemus2","2024-03-08"
,"34390194",,,,,"",," ",,,,,,,,,," peripheral neuropathy",,1,"vacNemus2","2024-03-08"
,"34389483",,,,,"",," ",,,,,,,,,," chronic wound",,1,"vacNemus2","2024-03-08"
,"34388333",,,,,"",," headaches, dizziness, strokes, seizures,",,,,,,,,,," nervous system:",,1,"vacNemus2","2024-03-08"
,"34384486",,,,,"",," ischemic diseases",,,,,,,,,," angiogenesis.",,1,"vacNemus2","2024-03-08"
,"34383848",,,,,"",," skeletal muscle myopathy",,,,,,,,,," skeletal muscle contractile performance",,1,"vacNemus2","2024-03-08"
,"34380685",,,,,"",," ",,,,,,,,,," myasthenia gravis,",,1,"vacNemus2","2024-03-08"
,"34374245",,,,,"",," pulmonary fibrosis",,,,,,,,,," pulmonary fibrosis",,1,"vacNemus2","2024-03-08"
,"34371181",,,,,"",," ",,,,,,,,,," centronuclear myopathy",,1,"vacNemus2","2024-03-08"
,"34370408",,"76",,,"",," (acute motor and sensory axonal neuropathy).",,,,,,,,,," Guillain-Barre syndrome",,1,"vacNemus2","2024-03-08"
,"34367056",,,,,"",," Neuromyelitis Optica Spectrum Disorder-Optic Neuritis:",,,,,,,,,," Neuromyelitis Optica Spectrum Disorder-Optic Neuritis:",,1,"vacNemus2","2024-03-08"
,"34364296",,"256",,,"",," hyperalgesia",,,,,,,,,," cancer-induced bone pain.",,1,"vacNemus2","2024-03-08"
,"34350304",,"114",,,"",," neuromuscular disease,",,,,,,,,,," Child Neurology",,1,"vacNemus2","2024-03-08"
,"34349658",,,,,"swiss",," tactile allodynia",,,,,,,,,," Acute Pain Syndrome",,1,"vacNemus2","2024-03-08"
,"34349085",,,,,"",," cardiovascular diseases.",,,,,,,,,," myocardial infarction",,1,"vacNemus2","2024-03-08"
,"34349045",,"67",,,"",," compression neuropathy.",,,,,,,,,," Deep Femoral Artery Pseudoaneurysm",,1,"vacNemus2","2024-03-08"
,"34348533",,,,,"",," ALS.CONTEXT:",,,,,,,,,," ALS.",,1,"vacNemus2","2024-03-08"
