"idPopulations0","PMID","pNam","popSize","nCases","nControls","popCountry","popMainChar","pSecChar","inclCrit","ageUni","ageMean","ageSD","ageLow","ageUp","femaleFreq","ageClass","sexClass","popDisease","popComorbidity","fromCode","projectName","uploadDate"
,"31621602",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31621598",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31616365",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31570638",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31561375",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31452470",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31434803",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31405749",,,,,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"31398377",,,,,"japan, italy",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31390438",,,,,"brazil",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31333408",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31331696",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31327626",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31324432",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31319154",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31289819",,,,,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"31272106",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31240402",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31221723",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31221578",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31186026",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31183926",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31152261",,,,,"italy",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31142660",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31122601",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31118743",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31093326",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31088653",,,,,"united states",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31077260",,,,,"brazil",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31070772",,,,83,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"31031694",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31031340",,,,,"thailand",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31026618",,,,,"vietnam, mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30958313",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30936768",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30928779",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30901386",,,,,"china",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30882602",,,,,"peru",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30864043",,,,,"china",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"30798004",,,,,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"30794055",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30789229",,"1280",,,"mali",," ANSWERNOTFOUND",,,,,,,,,," dementia and parkinsonism",,1,"projTutoMSA","2024-02-05"
,"30760864",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30755165",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30719874",,,,,"italy",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30687470",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30652532",,,,,"china",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30642748",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30640364",,,,,"united kingdom, mali",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"30638454",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30621838",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30619056",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30598430",,"103",,,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"30515439",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30485545",,,,,"india",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30408476",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30381367",,,,,"mali, sweden",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30369926",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30352867",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30341610",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30326945",,,,,"united states",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"30226884",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30210277",,,,,"united states",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30190008",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"31305969",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30166532",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30153390",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30144800",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30144538",,,,,"china",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30137324",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30109269",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30077775",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30067753",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30054179",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30036569",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30026036",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30025162",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29961357",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29949032",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29923868",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29917054",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29883833",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29881342",,,,,"china",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29878075",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29872871",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29785965",,,,,"denmark",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"29784248",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29765223",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29728329",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29715545",,,,,"italy",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29691093",,,,,"china",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29685206",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29661569",,,,,"china, taiwan, singapore",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29660838",,,,,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"29604506",,,,,"china",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29576439",,,,869,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"29564728",,,,836,"china",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"29510394",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29508455",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29497168",,,,,"china",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29484287",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29480226",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29459985",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29443103",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29442376",,,,,"cuba",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29392085",,,,,"china",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29317308",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29297596",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29254663",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29251119",,,,223,"china",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"29249575",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29226505",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29222290",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29214587",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29187220",,,,,"japan",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29170501",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29166909",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29157745",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29150334",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"29128630",,"3115",,814,"china",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"29063244",,"157",,,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"28992796",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28991688",,,,,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"28987463",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28939940",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28912150",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28833467",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28799303",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28782838",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28732710",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28713844",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28697838",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28680463",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28655310",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28655059",,"100",,,"united kingdom, mali",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"28653766",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28647892",,,,,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"28602509",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28572021",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28542582",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28505261",,,,,"",," ANSWERNOTFOUND",,,,,,,,,," Synucleinopathies With Parkinsonism:",,1,"projTutoMSA","2024-02-05"
,"28496050",,,,,"japan",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28477711",,,,829,"china",," ANSWERNOTFOUND",,,,,,,,,," Parkinson's disease,",,1,"projTutoMSA","2024-02-05"
,"28341224",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28334990",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28303913",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28296268",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28273785",,,,,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"28213435",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28205009",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28202694",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28162177",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28110698",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28093795",,,,,"united states",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28062667",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30566310",,,,,"japan",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28011164",,,,,"france",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27958390",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27909128",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27902638",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27900498",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27898200",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27864848",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27844341",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27814994",,,,,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"27793473",,,,,"italy",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27787721",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27667116",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27259295",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27703161",,,,,"sweden",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27670212",,,,,"china",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27613160",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27566741",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27542516",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27538669",,,,,"japan",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27538531",,,,,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"27515128",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27510647",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27473601",,,,,"brazil",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27473499",,,,,"china",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27461772",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27450665",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27423602",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27378910",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27374978",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27356737",,,,,"japan",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27342243",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27338613",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27297011",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27272977",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27239555",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27206883",,,,,"china",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"27206451",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27163330",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27151697",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27132081",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27123473",,,,,"japan",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"20301374",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27093692",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"27013960",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26974556",,,,,"denmark",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26971662",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26860328",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26826204",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"30363569",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26812605",,,,,"japan",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26810527",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26808462",,,,,"united states",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26802555",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26778473",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26686202",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26643950",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26637331",,,,,"turkey",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"28360756",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26609158",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26598489",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26590992",,,,,"japan, china, taiwan",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"26589003",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26555692",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26549828",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26542981",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26519811",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26518457",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26493033",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26486929",,,,,"american, chinese",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26467153",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26444352",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26443310",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26432848",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26427904",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26401721",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26378355",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26369944",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26359268",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26333800",,,,,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"26303052",,,,830,"china",," ANSWERNOTFOUND",,,,,,,,,," Parkinson's disease and multiple system atrophy:",,1,"projTutoMSA","2024-02-05"
,"26291976",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26258692",,"128",,30,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"26254004",,,,810,"china",," ANSWERNOTFOUND",,,,,,,,,," Parkinson's disease and multiple system atrophy",,1,"projTutoMSA","2024-02-05"
,"26242743",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26229141",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26208350",,,,,"china",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"26205255",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26195049",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26098872",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26098829",,,,,"japan, china, taiwan",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"26096180",,,,,"china",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26058955",,,,,"china",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26054882",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26037365",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26025783",,,,,"united states",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26012731",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"26005122",,,,,"united states",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25984353",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25977831",,,,,"japan",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"25910615",,,,,"japan",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25909086",,,,,"japan",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"25899426",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25875517",,,,,"bolivia, japan",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25801909",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25740538",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25705387",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25702209",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25699290",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25687905",,,,,"japan",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25684748",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25681454",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25672683",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25641760",,,,,"netherlands",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25632914",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25613861",,,,,"japan",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"25594503",,,,,"china",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25594329",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25554495",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25548533",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25534084",,,,,"",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"25511328",,,,,"china",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25506732",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25478031",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25454893",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25442117",,,,,"japan, china",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25427997",,,,,"chinese, korean",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25388985",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25384461",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25378673",,,,,"united states, united kingdom",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25303896",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25296874",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25240750",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"25221469",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
