"idPopulations0","PMID","pNam","popSize","nCases","nControls","popCountry","popMainChar","pSecChar","inclCrit","ageUni","ageMean","ageSD","ageLow","ageUp","femaleFreq","ageClass","sexClass","popDisease","popComorbidity","fromCode","projectName","uploadDate"
,"25263400",,"67","67","67","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25263332",,,,,"",," ",,,,,,,,,," cancer.",,1,"projTutoTrialRisk","2024-02-06"
,"25262964",,,,,"japanese",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25262634",,"12","12","12","austria",," advanced soft tissue sarcomas.",,,,,,,,,," TITLE:Hepatic dysfunction",,1,"projTutoTrialRisk","2024-02-06"
,"25262459",,"130",,"111","",," ",,,,,,,,,," TITLE:Diabetes mellitus and abnormal glucose tolerance development",,1,"projTutoTrialRisk","2024-02-06"
,"25262306",,,"145","1461","",," CHD",,,,,,,,,," chronic coronary heart disease",,1,"projTutoTrialRisk","2024-02-06"
,"25262271",,"424","424","424","united states",," cardiac arrhythmia,",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25262266",,"96637","96637","96637","",," ",,,,,,,,,," sex-related bleeding",,1,"projTutoTrialRisk","2024-02-06"
,"25262259",,"1049","1049","1049","united states",," ",,,,,,,,,," aspirin-associated gastric ulcers:",,1,"projTutoTrialRisk","2024-02-06"
,"25262224",,"32",,,"",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25262111",,"92","92","39","",," diabetes",,,,,,,,,," diabetes",,1,"projTutoTrialRisk","2024-02-06"
,"25261978",,"2443","2443","2443","vietnam",," cardiovascular diseases and type 2 diabetes.",,,,,,,,,," TITLE:Metabolic syndrome",,1,"projTutoTrialRisk","2024-02-06"
,"25261967",,"6729","6729","6729","",," ",,,,,,,,,," TITLE:Obesity",,1,"projTutoTrialRisk","2024-02-06"
,"25261702",,,,,"",," ",,,,,,,,,," smoking status, and the risk of spontaneous preterm birth.",,1,"projTutoTrialRisk","2024-02-06"
,"25261549",,"1828","1828","1828","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25260489",,"934","934","934","dutch",," breast (39%), prostate (23%), or lung cancer",,,,,,,,,," painful bone metastases.",,1,"projTutoTrialRisk","2024-02-06"
,"25260445",,,,"268","",," chronic obstructive pulmonary disorder and diabetes",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25259787",,"46","46","46","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25259781",,,"83","83","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25259745",,"14",,,"",," coronary heart disease, stroke,",,,,,,,,,," cardiovascular disease and end-stage renal disease:",,1,"projTutoTrialRisk","2024-02-06"
,"25259643",,"12","12","12","",," ",,,,,,,,,," dementia.",,1,"projTutoTrialRisk","2024-02-06"
,"25258407",,"15","15","15","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25258143",,,,,"",," ",,,,,,,,,," eosinophilic esophagitis.",,1,"projTutoTrialRisk","2024-02-06"
,"25258014",,,,"37858","",," invasive breast or colorectal cancer, other cancers,",,,,,,,,,," TITLE:Cancer",,1,"projTutoTrialRisk","2024-02-06"
,"25257804",,"300","300","300","denmark",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25257671",,"789","625","625","israel",," diabetes, hypertension, chronic renal failure,",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25257667",,"376","376","376","japan",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25257633",,"1637","1637","1637","",," severe aortic stenosis and high surgical risk,",,,,,,,,,," severe aortic stenosis:",,1,"projTutoTrialRisk","2024-02-06"
,"25257210",,"187","187","187","france",," type of immune deficiency.",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25257064",,"153","153","76","new zealand",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25256567",,"22","22","22","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25256545",,"491","491","491","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25256370",,"57",,,"",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25256185",,"400","200","200","australia, new zealand",," overweight and obesity",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25256180",,"25","25","25","",," stroke, myocardial infarction,",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25255799",,"344",,"107","netherlands",," type 2 diabetes",,,,,,,,,," diabetes:",,1,"projTutoTrialRisk","2024-02-06"
,"25255732",,,,,"",," Injection-related issues",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25255726",,,"8","8","",," ",,,,,,,,,," patients with contralateral occlusion.",,1,"projTutoTrialRisk","2024-02-06"
,"25255162",,"132","132","132","spanish",," ",,,,,,,,,," hematologic disorders.",,1,"projTutoTrialRisk","2024-02-06"
,"25253199",,"508","508","508","netherlands",," ",,,,,,,,,," early rheumatoid arthritis.",,1,"projTutoTrialRisk","2024-02-06"
,"25253192",,,,,"",," (vomiting and diarrhea)",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25252964",,"300","300","300","",," difficult airways.",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25252624",,"542","542","542","finnish",," ",,,,,,,,,," hand osteoarthritis.",,1,"projTutoTrialRisk","2024-02-06"
,"25252602",,"254","254","254","germany, switzerland",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25252480",,"40","8","13","iran",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25252423",,"75","75","75","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25252020",,"54","54","10","",," ",,,,,,,,,," chronic aortic regurgitation:",,1,"projTutoTrialRisk","2024-02-06"
,"25251736",,"68",,"36","",," pathological malformation of the spine;",,,,,,,,,," idiopathic scoliosis",,1,"projTutoTrialRisk","2024-02-06"
,"25251676",,"74","74","74","",," ",,,,,,,,,," cardiovascular disease",,1,"projTutoTrialRisk","2024-02-06"
,"25251411",,"45","45","45","",," ",,,,,,,,,," dry socket, infection",,1,"projTutoTrialRisk","2024-02-06"
,"25251204",,,,,"",," ",,,,,,,,,," recipient age",,1,"projTutoTrialRisk","2024-02-06"
,"25250626",,"3583",,"3583","",," ",,,,,,,,,," cardiovascular",,1,"projTutoTrialRisk","2024-02-06"
,"25249405",,"859","84","84","",," hypertension.",,,,,,,,,," blood pressure,",,1,"projTutoTrialRisk","2024-02-06"
,"25249234",,"18","18","18","",," type 2 diabetes, obesity, oxidative stress, and cardiovascular",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25249036",,"540","540","540","switzerland",," ",,,,,,,,,," cardiovascular",,1,"projTutoTrialRisk","2024-02-06"
,"25248996",,,,,"",," HIV",,,,,,,,,," HIV",,1,"projTutoTrialRisk","2024-02-06"
,"25248910",,"600","299","299","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25248815",,"581","581","581","",," ",,,,,,,,,," acute coronary syndrome or stable angina pectoris",,1,"projTutoTrialRisk","2024-02-06"
,"25248814",,"124","124","124","",," elevated baseline IGFBP7 concentrations",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25248371",,,,,"france",," cancer",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25247967",,,"50","50","belgium, netherlands",," ",,,,,,,,,," TITLE:Chronic respiratory symptoms",,1,"projTutoTrialRisk","2024-02-06"
,"25247319",,"279",,,"iran",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25246781",,"29","29","29","netherlands",," ",,,,,,,,,," COPD exacerbations",,1,"projTutoTrialRisk","2024-02-06"
,"25246421",,"24","24","24","scotland",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25246295",,,"60","60","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25246084",,"3670",,,"france",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25245413",,"5496",,,"united states",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25245213",,"249","272","272","australia, new zealand",," Unhealthy dietary behaviours",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25245200",,"9","9","9","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25245113",,"17","17","17","",," ",,,,,,,,,," cardiac patients:",,1,"projTutoTrialRisk","2024-02-06"
,"25244878",,"3243",,,"united states",," ",,,,,,,,,," teriparatide",,1,"projTutoTrialRisk","2024-02-06"
,"25244562",,"1674","450","450","germany",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25243629",,"82","82","82","",," ",,,,,,,,,," acute leukemia and myelodysplastic syndrome",,1,"projTutoTrialRisk","2024-02-06"
,"25243624",,"72",,"10","",," ",,,,,,,,,," AML.",,1,"projTutoTrialRisk","2024-02-06"
,"25243536",,"304","304","76","canada",," diabetes mellitus or cardiovascular risk factor.",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25243446",,"462",,"462","",," ",,,,,,,,,," TITLE:Blood transfusion and breast milk transmission of cytomegalovirus",,1,"projTutoTrialRisk","2024-02-06"
,"25243434",,,,,"greece",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25242594",,,"15357","15357","united states",," heavier bleeding",,,,,,,,,," endometrial cancer",,1,"projTutoTrialRisk","2024-02-06"
,"25242443",,"542",,,"",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25242417",,,,,"",," ",,,,,,,,,," nonmetastatic prostate cancer.",,1,"projTutoTrialRisk","2024-02-06"
,"25242051",,,,,"american",," smoking status",,,,,,,,,," cancer",,1,"projTutoTrialRisk","2024-02-06"
,"25241965",,"7","7","21","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25241369",,"392","392","222","italy",," cervical synechiae",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25241364",,,,,"india",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25241324",,,,,"",," ",,,,,,,,,," critical limb ischemia.",,1,"projTutoTrialRisk","2024-02-06"
,"25241220",,,,,"france",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25241196",,"9704",,"8770","",," ",,,,,,,,,," chronic obstructive pulmonary disease",,1,"projTutoTrialRisk","2024-02-06"
,"25240705",,"966","966","660","united states",," LLTs).",,,,,,,,,," high cardiovascular risk patients with poorly controlled hypercholesterolemia",,1,"projTutoTrialRisk","2024-02-06"
,"25240704",,"132","134","134","",," opioid dependence and HIV",,,,,,,,,," HIV-infected, opioid dependent",,1,"projTutoTrialRisk","2024-02-06"
,"25240692",,"114","114","114","canada",," abdominal obesity",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25240573",,"100","100",,"australia",," ",,,,,,,,,," heart attack",,1,"projTutoTrialRisk","2024-02-06"
,"25240548",,"197","197","197","",," ",,,,,,,,,," ST-segment elevation myocardial infarction.",,1,"projTutoTrialRisk","2024-02-06"
,"25240493",,,"20","20","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25240491",,"1042","1042",,"italy",," atrial fibrillation or atrial flutter.CONTEXT:",,,,,,,,,," persistent atrial fibrillation or atrial flutter.",,1,"projTutoTrialRisk","2024-02-06"
,"25240289",,"479",,,"",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25240114",,"47","47","47","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25240070",,"113","113","113","",," obesity and eating disorders",,,,,,,,,," excess weight gain and eating disorders",,1,"projTutoTrialRisk","2024-02-06"
,"25240012",,"100","100","100","",," not evaluated in any of these studies.",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25239603",,"182","182","182","",," ",,,,,,,,,," nausea and vomiting",,1,"projTutoTrialRisk","2024-02-06"
,"25239018",,"103","103","103","",," ",,,,,,,,,," TITLE:Pain, delirium, and physical function",,1,"projTutoTrialRisk","2024-02-06"
,"25238874",,"803","803","803","ireland",," Functional decline and frailty",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25238831",,"129","129","129","mexico",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25237065",,"154","154","154","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25236982",,"49","49","49","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25236963",,"9669",,,"",," ",,,,,,,,,," cardiovascular diagnoses.",,1,"projTutoTrialRisk","2024-02-06"
,"25236873",,"3680","3680","3680","",," low HDL-C",,,,,,,,,," stroke",,1,"projTutoTrialRisk","2024-02-06"
,"25236367",,"289","289","289","china",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25236346",,"1399","1399","1399","",," angina diagnosis or documented silent ischemia",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25234941",,"66","127","127","",," chronic liver disease",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25234842",,,"352","573","italian",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25234564",,,,"137","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25234206",,"8494","11140","11140","australia",," major macrovascular events.",,,,,,,,,," type 2 diabetes.",,1,"projTutoTrialRisk","2024-02-06"
,"25233931",,"453","674","674","american, japanese",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25233383",,"211",,"8","france",," ",,,,,,,,,," cancer",,1,"projTutoTrialRisk","2024-02-06"
,"25232856",,"669","669","669","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25231496",,"1350","1350","1350","australia, new zealand",," breast, colorectal, lung or prostate cancer",,,,,,,,,," cancer",,1,"projTutoTrialRisk","2024-02-06"
,"25231400",,,,,"",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25231271",,"148","148","148","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25230995",,"90","90","45","australia",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25230735",,"50000","50000","50000","",," low haemoglobin",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25230695",,,,"27","italy",," nonfebrile",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25230071",,"59","59","59","united states",," ",,,,,,,,,," fatigue, and pain.",,1,"projTutoTrialRisk","2024-02-06"
,"25229335",,"10136","10136","6506","",," ",,,,,,,,,," TITLE:Chronic kidney disease",,1,"projTutoTrialRisk","2024-02-06"
,"25228971",,,"217","217","",," ",,,,,,,,,," gastric neoplasms:",,1,"projTutoTrialRisk","2024-02-06"
,"25227457",,"248","248","248","japan",," ",,,,,,,,,," Cancer of the Prostate",,1,"projTutoTrialRisk","2024-02-06"
,"25227114",,"542","542","542","netherlands",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25226881",,"11140","11140","11140","",," type 2 diabetes,",,,,,,,,,," diabetes",,1,"projTutoTrialRisk","2024-02-06"
,"25226857",,"603","603","603","united states",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25226850",,"23","23","23","",," dysphagia.",,,,,,,,,," eosinophilic esophagitis.",,1,"projTutoTrialRisk","2024-02-06"
,"25226824",,"51","51","51","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25226279",,,"28","28","",," diabetes",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25226108",,"3893","3893","3893","new zealand",," cardiovascular disease and diabetes.",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25225285",,,,"110","american",," diarrhea, hypertension, and headache.",,,,,,,,,," rheumatoid arthritis",,1,"projTutoTrialRisk","2024-02-06"
,"25225241",,"2901","2901","2901","",," HFpEF",,,,,,,,,," heart failure and preserved ejection fraction.",,1,"projTutoTrialRisk","2024-02-06"
,"25225209",,,"136","136","",," ",,,,,,,,,," preeclampsia.",,1,"projTutoTrialRisk","2024-02-06"
,"25225010",,"35","35","35","",," ",,,,,,,,,," advanced lung cancer.",,1,"projTutoTrialRisk","2024-02-06"
,"25224993",,"196","196","137","sweden",," ",,,,,,,,,," TITLE:Depression, smoking,",,1,"projTutoTrialRisk","2024-02-06"
,"25223529",,"244","244","244","",," arterial hypertension, diabetes,",,,,,,,,,," essential thrombocythemia.",,1,"projTutoTrialRisk","2024-02-06"
,"25223240",,"32",,,"bangladesh",," symptoms of infection",,,,,,,,,," preterm births",,1,"projTutoTrialRisk","2024-02-06"
,"25222503",,"105","105","105","",," ",,,,,,,,,," lymphoma and multiple myeloma:",,1,"projTutoTrialRisk","2024-02-06"
,"25222501",,,,,"",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25222490",,"50","50","50","",," type 2 diabetes",,,,,,,,,," type 2 diabetes",,1,"projTutoTrialRisk","2024-02-06"
,"25220886",,"470","470","470","",," ",,,,,,,,,," osteoporosis",,1,"projTutoTrialRisk","2024-02-06"
,"25220724",,"109","109","12","",," immune deficiencies.",,,,,,,,,," acute otitis media.",,1,"projTutoTrialRisk","2024-02-06"
,"25220176",,,,,"",," TITLE:Chronic obstructive pulmonary disease and cardiovascular risk:",,,,,,,,,," TITLE:Chronic obstructive pulmonary disease and cardiovascular risk:",,1,"projTutoTrialRisk","2024-02-06"
,"25220033",,"523","523","523","",," ",,,,,,,,,," generalized anxiety, depression",,1,"projTutoTrialRisk","2024-02-06"
,"25218876",,"24","24",,"",," Oxidative stress and systemic inflammation",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25218689",,,,"5","malaysia",," type 2 diabetes mellitus and hypertension",,,,,,,,,," diabetes and hypertension",,1,"projTutoTrialRisk","2024-02-06"
,"25218597",,"76","76","76","",," ",,,,,,,,,," prediabetes",,1,"projTutoTrialRisk","2024-02-06"
,"25218539",,"22",,,"",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25218533",,,,,"",," heart failure",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25218194",,,"4","15","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25217066",,"504","504","504","",," ",,,,,,,,,," ST-elevation myocardial infarction.",,1,"projTutoTrialRisk","2024-02-06"
,"25216762",,"197","197","197","",," ",,,,,,,,,," diarrhea and rash in breast cancer",,1,"projTutoTrialRisk","2024-02-06"
,"25216712",,"59","59","59","",," blood lipids.",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25216659",,"100",,"8","japan",," Diabetic neuropathy",,,,,,,,,," type 2 diabetes:",,1,"projTutoTrialRisk","2024-02-06"
,"25216506",,,,,"indian",," ",,,,,,,,,," diabetes and improved cardiovascular",,1,"projTutoTrialRisk","2024-02-06"
,"25215556",,"617","617","1233","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25214775",,,,"106","",," ",,,,,,,,,," type 2 diabetes.",,1,"projTutoTrialRisk","2024-02-06"
,"25214548",,"34","34","26","taiwan",," ",,,,,,,,,," superior laryngeal nerve injury",,1,"projTutoTrialRisk","2024-02-06"
,"25214161",,,,,"israel",," ",,,,,,,,,," iron deficiency anaemia",,1,"projTutoTrialRisk","2024-02-06"
,"25213806",,,,,"denmark",," multiple problems.",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25213576",,"204","204","118","",," ",,,,,,,,,," coronary atherosclerosis linkage",,1,"projTutoTrialRisk","2024-02-06"
,"25212766",,"130","130","63","japanese",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25212601",,"129","129","129","japan",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25212536",,"14","14","14","",," ",,,,,,,,,," neuroblastoma.",,1,"projTutoTrialRisk","2024-02-06"
,"25212457",,,"56","56","germany",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25212234",,,"361","678","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25211775",,,,"1260","finland",," vascular risk factors",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25211714",,"521","521","521","",," STIs.",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25211297",,,"62","62","",," ",,,,,,,,,," severe burn injury.",,1,"projTutoTrialRisk","2024-02-06"
,"25210447",,,,,"united states",," mild cognitive impairment or dementia.",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25210025",,"6351","6351","6351","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25209730",,"168","168","168","",," allergic predisposition",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25209598",,,,,"",," ",,,,,,,,,," persistent vs. paroxysmal atrial fibrillation:",,1,"projTutoTrialRisk","2024-02-06"
,"25209306",,"176","176","176","french",," ",,,,,,,,,," HCV",,1,"projTutoTrialRisk","2024-02-06"
,"25209188",,"2160","2160","2160","wales",," depression, anxiety or CHD risk factors",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25209052",,,"2348","21","india",," ",,,,,,,,,," non-communicable diseases",,1,"projTutoTrialRisk","2024-02-06"
,"25208649",,"301","301","301","australian",," language delay",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25208597",,"30","30","15","",," stroke",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25208590",,"14","14","14","netherlands",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25208561",,,,"34","switzerland",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25205864",,,,,"united states",," ",,,,,,,,,," macular degeneration",,1,"projTutoTrialRisk","2024-02-06"
,"25205482",,,,,"germany",," TITLE:Pulmonary heart disease but not pulmonary embolism",,,,,,,,,," TITLE:Pulmonary heart disease but not pulmonary embolism",,1,"projTutoTrialRisk","2024-02-06"
,"25205417",,"873",,"873","american",," African-American women)",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25205323",,"4986","4986","4986","vietnam",," iron deficiency anemia",,,,,,,,,," anemia",,1,"projTutoTrialRisk","2024-02-06"
,"25205136",,"475",,,"",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25204862",,,,,"vietnam",," ",,,,,,,,,," adolescent psychiatric problems",,1,"projTutoTrialRisk","2024-02-06"
,"25204676",,,,,"new zealand",," obesity",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25204332",,"63","63","63","",," ",,,,,,,,,," sarcoidosis",,1,"projTutoTrialRisk","2024-02-06"
,"25204316",,"38","38","38","american",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25202026",,,,,"dutch",," ",,,,,,,,,," chest pain",,1,"projTutoTrialRisk","2024-02-06"
,"25201887",,"24","24","24","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25201722",,"140","140","140","",," severe lung disease.",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25201577",,"252","252","290","",," ",,,,,,,,,," papillary thyroid cancer.",,1,"projTutoTrialRisk","2024-02-06"
,"25201508",,"981","981",,"",," ",,,,,,,,,," smoking.",,1,"projTutoTrialRisk","2024-02-06"
,"25201095",,"72","72","72","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25200587",,"153","153","153","mexico",," ",,,,,,,,,," coronary artery disease and adiponectin",,1,"projTutoTrialRisk","2024-02-06"
,"25200519",,"60","60","60","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25200399",,"989","989","3","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25200358",,"100","100",,"",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25200338",,,,,"united states",," diabetes, atrial fibrillation,",,,,,,,,,," heart failure",,1,"projTutoTrialRisk","2024-02-06"
,"25200278",,,,"51","",," ",,,,,,,,,," locally advanced gastric cancer.",,1,"projTutoTrialRisk","2024-02-06"
,"25200142",,"5500","5500","5500","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25199754",,,,,"",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25199624",,"7110","7110","7110","",," smoking",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25199619",,"40","40","40","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25199545",,,,,"czech republic",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25198813",,"180","180","180","",," occlusion, infection, malfunction and venous thrombosis.",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25198694",,"209","209","209","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25198268",,"47000","12","12","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25198178",,,"31","31","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25197811",,"21","21",,"",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25197789",,"599","599",,"germany",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25196930",,,,,"",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25196856",,"157","157","157","japan",," ",,,,,,,,,," acute myeloid leukemia",,1,"projTutoTrialRisk","2024-02-06"
,"25196855",,"961","961",,"",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25195145",,,,,"united states",," ",,,,,,,,,," abdominal aortic aneurysms.",,1,"projTutoTrialRisk","2024-02-06"
,"25195125",,"200","200","200","australia, new zealand",," neck of femur fracture",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25195084",,"2000","2000","2000","australia",," suspected acute coronary syndrome",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25194752",,"50","50","21","",," type 2 diabetes.",,,,,,,,,," obese and diabetic",,1,"projTutoTrialRisk","2024-02-06"
,"25194627",,"27","27","12","",," inflammation, insulin resistance and hyperlipidemia,",,,,,,,,,," metabolic syndrome:",,1,"projTutoTrialRisk","2024-02-06"
,"25194106",,"110","110",,"",," GU and GI toxicity",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25193793",,"78","78","78","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
,"25193670",,"3046","3046",,"",," diabetes,",,,,,,,,,," coronary occlusion and diabetes mellitus",,1,"projTutoTrialRisk","2024-02-06"
,"25193529",,"1862",,,"",," ",,,,,,,,,," diabetic retinopathy",,1,"projTutoTrialRisk","2024-02-06"
,"25193471",,,,"20","",," ",,,,,,,,,," nonalcoholic fatty liver disease.",,1,"projTutoTrialRisk","2024-02-06"
,"25193393",,"2118","2118","2118","",," ",,,,,,,,,," ",,1,"projTutoTrialRisk","2024-02-06"
