"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","pValue","exp2","adjustment","fromCode","projectName","uploadDate"
,"35913973_25_OR","35913973","non-invasive ventilation",,"NULL","NULL",," "," higher chance of mobility improvement.",2.25,"1.56","3.26","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"35913973_26_OR","35913973","vasopressor use",,"NULL","NULL",," "," higher chance of mobility improvement.",2.39,"1.07","5.5","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"35913973_24_OR","35913973","non-invasive ventilation",,"NULL","NULL",," "," higher chance of mobility improvement.",2.45,"1.59","3.81","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"35994441_3_OR","35994441","neuropsychiatric",,"NULL","NULL",," "," neuropsychiatric",1.79,"1.08","2.97","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"35994441_4_OR","35994441","musculoskeletal involvement",,"NULL","NULL",," "," musculoskeletal involvement",1.92,"1.12","3.27","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36085256_6_OR","36085256","hesitant for vaccination",,"NULL","NULL",," "," systemic lupus erythematosus flares:",1.4,"0.81","2.43","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36085256_7_OR","36085256","active lupus serology before vaccination",,"NULL","NULL",," "," systemic lupus erythematosus flares following vaccination,",2.63,"1.05","6.62","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36085256_8_OR","36085256","history of arthritis",,"NULL","NULL",," "," systemic lupus erythematosus flares following vaccination,",2.71,"1.05","7","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36085256_9_OR","36085256","discoid skin lesion",,"NULL","NULL",," "," systemic lupus erythematosus flares following vaccination,",4.73,"1.9","11.8","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36100295_16_OR","36100295","covid-19 diagnosis after 1 october 2020",,"NULL","NULL",," "," less severe outcomes,",0.61,"0.37","1","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36100295_15_OR","36100295","covid-19 diagnosis after 1 october 2020",,"NULL","NULL",," "," less severe outcomes,",1.57,"0.95","2.59","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36100295_1_OR","36100295","older age",,"NULL","NULL",," "," severe covid-19.",1.59,"1.31","1.91","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36100295_12_OR","36100295","prednisolone-equivalent dose","greater than","7.5","NULL","mg"," "," severe covid-19.",2.4,"1.09","5.28","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36100295_13_OR","36100295","exposure to rituximab",,"NULL","NULL",," "," severe covid-19.",2.71,"1.28","5.72","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36100295_10_OR","36100295","high disease activity",,"NULL","NULL",," "," severe covid-19.",3.5,"1.25","9.83","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36147765_4_OR","36147765","elevated creatine kinase",,"NULL","NULL",," "," severity of disease,",1.006,"1.002","1.01","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36147765_3_OR","36147765","elevated creatine kinase",,"NULL","NULL",," "," severity of disease,",1.006,"1.002","1.011","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36147765_5_OR","36147765","elevated creatine kinase",,"NULL","NULL",," "," severity of disease,",1.009,"1.002","1.016","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36303290_13_OR","36303290","non-white race/ethnicity",,"NULL","NULL",," vs. White);"," severe covid-19 outcomes",1.81,"1.07","3.06","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36303290_16_OR","36303290","obesity",,"NULL","NULL",," "," severe covid-19 outcomes",2.24,"1.18","4.25","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36303290_18_OR","36303290","glucocorticoid treatment",,"NULL","NULL",," "," severe outcome,",2.33,"1.14","4.78","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36303290_11_OR","36303290","age","greater than","50","NULL","years"," "," severe covid-19 outcomes",2.4,"1.33","4.31","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36303290_14_OR","36303290","mrs moderately severe/severe disability",,"NULL","NULL",," no/slight/moderate disability);"," severe covid-19 outcomes",3.02,"1.6","5.69","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36303290_15_OR","36303290","history of respiratory dysfunction",,"NULL","NULL",," "," severe covid-19 outcomes",3.16,"1.79","5.58","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36303290_19_OR","36303290","guillain-barré syndrome",,"NULL","NULL",," mitochondrial disease)."," severe outcome,",3.1,"1.35","7.13","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36303290_12_OR","36303290","age","greater than","50","NULL","years"," <50 years);"," severe covid-19 outcomes",4.16,"2.12","8.15","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36366393_7_OR","36366393","vector vaccines:",,"NULL","NULL",," "," risk of reinfection",0.05,"NULL","NULL","odd ratio (OR)","p < 0.0001",,,1,"vacNemus2","2024-03-08"
,"36366393_5_OR","36366393","(mrna vaccines:",,"NULL","NULL",," "," risk of reinfection",0.06,"NULL","NULL","odd ratio (OR)","p < 0.0001",,,1,"vacNemus2","2024-03-08"
,"36366393_6_OR","36366393","two doses or more of vaccination",,"NULL","NULL",," "," risk of reinfection",0.1,"NULL","NULL","odd ratio (OR)","p < 0.0001",,,1,"vacNemus2","2024-03-08"
,"36366393_9_OR","36366393","patients with chronic renal failure, cardiovascular disease,",,"NULL","NULL",," "," risk of reinfection",1.09,"NULL","NULL","odd ratio (OR)","p < 0.0296",,,1,"vacNemus2","2024-03-08"
,"36366393_10_OR","36366393","patients with chronic renal failure, cardiovascular disease,",,"NULL","NULL",," "," risk of reinfection",1.14,"NULL","NULL","odd ratio (OR)","p = 0.0056",,,1,"vacNemus2","2024-03-08"
,"36366393_3_OR","36366393","vaccinated individuals with at least one dose for","greater than","120","NULL","days"," "," risk of reinfection",1.18,"NULL","NULL","odd ratio (OR)","p < 0.001",,,1,"vacNemus2","2024-03-08"
,"36366393_12_OR","36366393","vaccinated individuals with at least one dose for","greater than","120","NULL","days"," "," risk of reinfection",1.18,"NULL","NULL","odd ratio (OR)","p = 0.0205",,,1,"vacNemus2","2024-03-08"
,"36366393_2_OR","36366393","at least one dose for","greater than","120","NULL","days"," "," risk of reinfection",1.26,"NULL","NULL","odd ratio (OR)","p < 0.001",,,1,"vacNemus2","2024-03-08"
,"36366393_8_OR","36366393","chronic renal failure, cardiovascular disease,",,"NULL","NULL",," "," risk of reinfection",1.38,"NULL","NULL","odd ratio (OR)","p = 0.0003",,,1,"vacNemus2","2024-03-08"
,"36366393_11_OR","36366393","patients with chronic renal failure, cardiovascular disease,",,"NULL","NULL",," "," risk of reinfection",1.78,"NULL","NULL","odd ratio (OR)","p < 0.0001",,,1,"vacNemus2","2024-03-08"
,"36366393_4_OR","36366393","healthcare workers",,"NULL","NULL",," "," reinfected",2.38,"NULL","NULL","odd ratio (OR)","p < 0.001",,,1,"vacNemus2","2024-03-08"
,"36385096_30_OR","36385096","tocilizumab",,"NULL","NULL",," "," icu mortality.",0.58,"0.48","0.71","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36385096_29_OR","36385096","treatment with hydroxychloroquine",,"NULL","NULL",," "," icu mortality.",0.78,"0.64","0.95","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36385096_28_OR","36385096","mortality.higher gcs on admission",,"NULL","NULL",," "," icu mortality.",0.81,"0.79","0.83","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36385096_24_OR","36385096","admission sofa score",,"NULL","NULL",," "," icu mortality.",1.07,"1.05","1.09","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36385096_18_OR","36385096","male gender",,"NULL","NULL",," "," icu mortality.",1.21,"1.05","1.4","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36385096_21_OR","36385096","type ii diabetes",,"NULL","NULL",," "," icu mortality.",1.23,"1.06","1.43","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36385096_22_OR","36385096","chronic heart failure",,"NULL","NULL",," "," icu mortality.",1.24,"1.03","1.49","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36385096_2_OR","36385096","age",,"NULL","NULL",," "," larger icu mortality.higher",1.27,"1.23","1.31","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36385096_25_OR","36385096","acute respiratory distress syndrome (acute respiratory distress syndrome)",,"NULL","NULL",," "," icu mortality.",1.35,"1.1","1.63","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36385096_23_OR","36385096","dyspnoea",,"NULL","NULL",," "," icu mortality.",1.3,"1.1","1.5","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36385096_20_OR","36385096","chronic kidney disease",,"NULL","NULL",," "," larger icu mortality.higher",1.54,"1.27","1.88","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36385096_19_OR","36385096","medical history of neoplasia",,"NULL","NULL",," "," icu mortality.",1.74,"1.36","2.22","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36385096_13_OR","36385096","invasive ventilation",,"NULL","NULL",," "," icu mortality.",28,"22","35","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36385096_27_OR","36385096","neuromuscular blockade",,"NULL","NULL",," "," icu mortality.",3.5,"2.6","4.8","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36385096_9_OR","36385096","spo2","lower than","NULL","NULL","%"," "," icu mortality.",3,"2.5","3.5","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"36414277_2_OR","36414277","inhaled sedation group,",,"NULL","NULL",," compared to IV sedation."," iv sedation.",0.5,"0.4","0.8","relative risk (RR)",,,,1,"vacNemus2","2024-03-08"
,"36509387_3_OR","36509387","male gender",,"NULL","NULL",," "," aeruginosa. ventilator associated pneumonia risk factors",1.26,"1.09","1.46","hazard ratio (HR)",,,,1,"vacNemus2","2024-03-08"
,"36509387_4_OR","36509387","concomitant bacterial pneumonia at icu admission",,"NULL","NULL",," "," aeruginosa. ventilator associated pneumonia risk factors",1.36,"1.1","1.67","hazard ratio (HR)",,,,1,"vacNemus2","2024-03-08"
,"36848651_5_OR","36848651","night-time splinting",,"NULL","NULL",," "," referral to surgery,",0.47,"0.14","1.58","relative risk (RR)",,,,1,"vacNemus2","2024-03-08"
,"36848651_6_OR","36848651","0 of 40 participants (0%) in the no active treatment group",,"NULL","NULL","%"," "," adverse effects in the splinting group",15,"0.89","254.13","relative risk (RR)",,,,1,"vacNemus2","2024-03-08"
,"36848651_4_OR","36848651","night-time splinting",,"NULL","NULL",," "," higher rate of overall improvement in the short term",3.86,"2.29","6.51","relative risk (RR)",,,,1,"vacNemus2","2024-03-08"
,"37000158_5_OR","37000158","after sars-cov-2 vaccination",,"NULL","NULL",," "," transient relapses",3.21,"0.19","52.25","relative risk (RR)",,,,1,"vacNemus2","2024-03-08"
,"37000158_7_OR","37000158","chronic inflammatory demyelinating polyradiculoneuropathy",,"NULL","NULL",," "," risk of relapse after vaccination",3.25,"1.07","9.84","relative risk (RR)",,,,1,"vacNemus2","2024-03-08"
,"37000158_6_OR","37000158","type of vaccine",,"NULL","NULL",," "," risk of relapse after vaccination",4,"1.35","11.82","relative risk (RR)",,,,1,"vacNemus2","2024-03-08"
,"37018902_3_OR","37018902","older age",,"NULL","NULL",," "," intensive care unit-aw development.",1.05,"1.01","1.11","hazard ratio (HR)",,,,1,"vacNemus2","2024-03-08"
,"37018902_5_OR","37018902","pulse steroid therapy",,"NULL","NULL",," "," intensive care unit-aw development.",3.78,"1.49","10.1","hazard ratio (HR)",,,,1,"vacNemus2","2024-03-08"
,"37018902_7_OR","37018902","the development of intensive care unit-aw",,"NULL","NULL",," "," delayed time to functional independence",6.08,"3.05","12.1","hazard ratio (HR)",,,,1,"vacNemus2","2024-03-08"
,"37018902_4_OR","37018902","administration of neuromuscular blocking agents",,"NULL","NULL",," "," intensive care unit-aw development.",7.79,"2.87","23.3","hazard ratio (HR)",,,,1,"vacNemus2","2024-03-08"
,"37018902_6_OR","37018902","administration of neuromuscular blocking agents",,"NULL","NULL",," "," intensive care unit-aw development.",7.79,"2.87","24","hazard ratio (HR)",,,,1,"vacNemus2","2024-03-08"
,"37163168_17_OR","37163168","high residual urine volume",,"NULL","NULL",," "," risk factors for uti",2.19,"1.17","4.1","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"37163168_13_OR","37163168","hypodermic insulin injection",,"NULL","NULL",," "," were independent risk factors for uti",2.1,"1.02","4.35","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"37163168_14_OR","37163168","chronic kidney disease",,"NULL","NULL",," "," were independent risk factors for uti",3.12,"1.11","8.8","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"37163168_18_OR","37163168","female sex,",,"NULL","NULL",," patients aged <45 years,"," uti prevalence",3.91,"1.02","15.03","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"37163168_16_OR","37163168","positive urinary nitrite",,"NULL","NULL",," "," uti risk.",32.87,"7.37","146.7","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"37163168_12_OR","37163168","female sex",,"NULL","NULL",," "," were independent risk factors for uti",4.12,"2.24","7.6","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"37163168_19_OR","37163168","those aged","greater than","65","NULL","years"," patients aged <45 years,"," uti risk.",4.87,"1.23","19.25","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"37163168_15_OR","37163168","history of uti",,"NULL","NULL",," "," uti risk.",45.92,"8.62","244.76","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"37375800_4_OR","37375800","lovastatin",,"NULL","NULL",," "," dementia risk in women",0.74,"0.58","0.95","hazard ratio (HR)",,,,1,"vacNemus2","2024-03-08"
,"37375800_3_OR","37375800","atorvastatin",,"NULL","NULL",," "," dementia risk",0.92,"0.88","0.97","hazard ratio (HR)",,,,1,"vacNemus2","2024-03-08"
,"37642833_2_OR","37642833","multivariable logistic regression analysis",,"NULL","NULL",," compared to women"," risk of 360-day mortality",1.33,"1.17","1.52","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"37768500_2_OR","37768500","an lymphocyte ratio","greater than","10.6","NULL",," "," icu mortality",2.77,"1.24","6.18","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"37768500_5_OR","37768500","lymphocyte ratio","greater than","10.6","NULL",," "," icu mortality",3.56,"1.01","12.5","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"37768500_6_OR","37768500","lymphocyte ratio","greater than","10.6","NULL",," "," icu mortality",5.39,"1.96","14.81","odd ratio (OR)",,,,1,"vacNemus2","2024-03-08"
,"37920836_1_OR","37920836","acupoint injection of mecobalamin",,"NULL","NULL",," "," clinical effective rate",1.27,"1.19","1.36","relative risk (RR)",,,,1,"vacNemus2","2024-03-08"
,"38057033_5_OR","38057033","parameters of myosteatosis",,"NULL","NULL",," "," higher mortality",1.53,"1.1","2.13","hazard ratio (HR)",,,,1,"vacNemus2","2024-03-08"
,"38057033_2_OR","38057033","parameters of myosteatosis",,"NULL","NULL",," "," higher mortality",2.01,"1.27","3.17","hazard ratio (HR)",,,,1,"vacNemus2","2024-03-08"
,"38181679_2_OR","38181679","wrist ratio","greater than","0.7","NULL",," "," significant deterioration in snap latency",2.04,"1.27","3.27","relative risk (RR)",,,,1,"vacNemus2","2024-03-08"
,"38189479_9_OR","38189479","repeated surgery in the surgery group",,"NULL","NULL",," "," risk of further surgery;",0.03,"0","0.21","relative risk (RR)",,,,1,"vacNemus2","2024-03-08"
,"38189479_14_OR","38189479","in the surgery group",,"NULL","NULL",," "," needed repeated surgery",0.61,"0.25","1.46","relative risk (RR)",,,,1,"vacNemus2","2024-03-08"
,"38189479_10_OR","38189479","corticosteroid injection",,"NULL","NULL",," "," clinical improvement",1.23,"0.73","2.06","relative risk (RR)",,,,1,"vacNemus2","2024-03-08"
,"38189479_13_OR","38189479","corticosteroid injection group",,"NULL","NULL",," "," adverse effects",1.49,"0.25","8.7","relative risk (RR)",,,,1,"vacNemus2","2024-03-08"
,"38189479_8_OR","38189479","splinting group",,"NULL","NULL",," "," adverse effects",2.11,"0.37","12.12","relative risk (RR)",,,,1,"vacNemus2","2024-03-08"
,"38189479_7_OR","38189479","surgery",,"NULL","NULL",," "," higher rate of clinical improvement",2.1,"1.04","4.24","relative risk (RR)",,,,1,"vacNemus2","2024-03-08"
,"38216296_6_OR","38216296","intrafemoral thrombolysis therapy",,"NULL","NULL",," conventional therapy group"," incidence of cardiovascular death",0.42,"0.2","0.89","hazard ratio (HR)",,,,1,"vacNemus2","2024-03-08"
,"38216296_5_OR","38216296","continuous intrafemoral thrombolysis therapy",,"NULL","NULL",," conventional therapy group"," lower incidence of cardiovascular events",0.5,"0.34","0.74","hazard ratio (HR)",,,,1,"vacNemus2","2024-03-08"
,"38216296_4_OR","38216296","continuous intrafemoral thrombolysis therapy",,"NULL","NULL",," "," better complete healing rate",3.42,"2.35","4.98","hazard ratio (HR)",,,,1,"vacNemus2","2024-03-08"
,"9222413_2_OR","9222413","resting heart rate",,"NULL","NULL",," "," resting heart rate",296,"11","355","hazard ratio (HR)",,,,1,"vacNemus2","2024-03-08"
,"9236625_3_OR","9236625","exposure to mixed gangliosides",,"NULL","NULL",," "," exposure to mixed gangliosides",4.3,"1","17.8","relative risk (RR)",,,,1,"vacNemus2","2024-03-08"
