"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","pValue","exp2","adjustment","fromCode","projectName","uploadDate"
,"18483851_2_OR","18483851","smoking",,"NULL","NULL",,"smoking","breast cancer",0.81,0.63,1.05,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"18483851_8_OR","18483851","smoking",,"NULL","NULL",,"current smokers","breast cancer",0.95,0.81,1.12,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"18483851_1_OR","18483851","smoking",,"NULL","NULL",,"current smokers","breast cancer",1.09,0.95,1.24,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"18483851_3_OR","18483851","smoking",,"NULL","NULL",,"smoking","breast cancer",1.27,1.06,1.5,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"18544575_4_OR","18544575","childhood exposure",,"NULL","NULL",,"childhood exposure","invasive breast cancers",0.98,0.88,1.08,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"18544575_2_OR","18544575","tobacco smoke",,"NULL","NULL",,"never smokers","invasive breast cancers",0.98,0.88,1.09,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"18544575_3_OR","18544575","passive smoking",,"NULL","NULL",,"never smokers","breast cancer",0.99,0.93,1.05,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"18544575_5_OR","18544575","passive smoking",,"NULL","NULL",,"never smokers","breast cancer",1.02,0.89,1.16,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"18664734_5_OR","18664734","quit tobacco telephone line",,"NULL","NULL",,"widowed women","smoking rate",0.73,0.61,0.88,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"18664734_6_OR","18664734","quit smoking",,"NULL","NULL",,"widowed women","lower for the widowed women",0.74,0.62,0.89,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"18664734_11_OR","18664734","colon cancer screening",,"NULL","NULL",,"widowed women","smoking rate",0.74,0.63,0.87,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"18664734_8_OR","18664734","smoking rate",,"NULL","NULL",,"widowed women","gastric cancer screening",0.77,0.68,0.88,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"18664734_9_OR","18664734","breast cancer screening",,"NULL","NULL",,"widowed women","smoking rate",0.79,0.69,0.89,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"18664734_7_OR","18664734","smoking rate",,"NULL","NULL",,"widowed women","receiving a health exam",0.8,0.7,0.91,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"18664734_4_OR","18664734","smoking rate",,"NULL","NULL",,"widowed women","widowed women",0.8,0.7,0.92,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"18664734_10_OR","18664734","cervix cancer screening",,"NULL","NULL",,"widowed women","smoking rate",0.81,0.71,0.92,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"18664734_1_OR","18664734","smoking rate",,"NULL","NULL",,"smoking rate","widowed women",2.46,1.65,3.66,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"18854828_4_OR","18854828","genitourinary cancers",,"NULL","NULL",,"genitourinary cancers","breast cancer",0.73,0.58,0.92,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"18854828_6_OR","18854828","sult1a1",,"NULL","NULL",,"genitourinary cancers","cancer",0.92,0.71,1.18,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"18854828_3_OR","18854828","sult1a1",,"NULL","NULL",,"uadt cancers","cancer",1.62,1.12,2.34,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"18854828_5_OR","18854828","sult1a1",,"NULL","NULL",,"asian women","breast cancer",1.91,1.08,3.4,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"18854828_1_OR","18854828","sult1a1",,"NULL","NULL",,"cancer","cancer",5.5,1.09,27.7,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"19222858_1_OR","19222858","tobacco smoke",,"NULL","NULL",,"tobacco smoke","breast cancer",1.13,1.01,1.25,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"19222858_4_OR","19222858","tobacco smoke",,"NULL","NULL",,"smoking initiation","breast cancer",1.25,1.02,1.52,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"19222858_2_OR","19222858","age of smoking initiation",,"NULL","NULL",,"smoking initiation","breast cancer",1.26,1.03,1.55,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"19222858_3_OR","19222858","age of smoking initiation",,"NULL","NULL",,"smoking initiation","breast cancer",1.26,1.12,1.42,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"19533391_1_OR","19533391","tobacco smoke exposure",,"NULL","NULL",,"tobacco smoke exposure","breast cancer",1.2,0.8,1.8,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"19533391_2_OR","19533391","tobacco smoke exposure",,"NULL","NULL",,"nonsmokers","breast cancer",23,0.9,95,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"19692670_4_OR","19692670","smoking",,"NULL","NULL",,"non","breast cancer",2.29,1.16,4.51,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"19692670_3_OR","19692670","smoking",,"NULL","NULL",,"non","breast cancer",2.46,1.07,5.65,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"19692670_1_OR","19692670","smoking",,"NULL","NULL",,"non","breast cancer",2.57,1.49,4.41,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"19692670_2_OR","19692670","smoking",,"NULL","NULL",,"non","breast cancer",2.69,1.41,5.17,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"19959687_3_OR","19959687","passive smoking",,"NULL","NULL",,"postmenopausal women","breast cancer",1.18,1,1.4,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"19959687_4_OR","19959687","passive smoking",,"NULL","NULL",,"postmenopausal women","breast cancer",1.25,1.01,1.56,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"19996973_4_OR","19996973","acetylation status",,"NULL","NULL",,"tobacco smoking","breast cancer",1.32,1,1.73,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"19996973_3_OR","19996973","coffee",,"NULL","NULL",,"tobacco smoking","receptor-negative tumors",2.55,1.22,5.33,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"19996973_1_OR","19996973","frequent consumption",,"NULL","NULL",,"tobacco smoking","receptor-negative tumors",2.57,1.07,6.14,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21132395_2_OR","21132395","physically inactive",,"NULL","NULL",,"breast cancer survivors","cancer",1.5,1.1,2,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21132395_1_OR","21132395","physical inactivity",,"NULL","NULL",,"breast cancer survivors","cancer",1.5,1.2,1.8,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21132395_3_OR","21132395","physical inactivity",,"NULL","NULL",,"gynecologic cancer survivors","cancer",1.8,1.2,2.8,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21246565_1_OR","21246565","obesity",,"NULL","NULL",,"obesity","breast carcinoma",3.103,1.633,5.895,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21246565_2_OR","21246565","obesity",,"NULL","NULL",,"obesity","breast carcinoma",6.803,2.415,19.162,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21263102_6_OR","21263102","postmenopausal smoking",,"NULL","NULL",,"postmenopausal smoking","bc",0.93,0.85,1.02,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21263102_1_OR","21263102","cigarette smoking",,"NULL","NULL",,"premenopausal smoking","breast cancer",1.06,1.01,1.1,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21263102_3_OR","21263102","premenopausal smoking",,"NULL","NULL",,"premenopausal smoking","bc",1.11,1.07,1.15,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21263102_5_OR","21263102","cigarette smoking",,"NULL","NULL",,"premenopausal smoking","bc",1.18,1.1,1.27,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21335508_1_OR","21335508","healthy lifestyle",,"NULL","NULL",,"postmenopausal women","breast cancer",0.5,0.29,0.84,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21373874_1_OR","21373874","current alcohol intake",,"NULL","NULL",,"current alcohol intake","high md",1.13,0.99,1.28,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21432063_6_OR","21432063","serum selenium level",,"NULL","NULL",,"breast cancer risk. an increased selenium concentration","breast cancer",0.89,0.84,0.94,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21432063_4_OR","21432063","nulliparity",,"NULL","NULL",,"low selenium serum level","breast cancer",10.08,1.48,68.52,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21432063_2_OR","21432063","cigarette smoke",,"NULL","NULL",,"cigarette smoke","breast cancer",2.2,1.04,4.65,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21432063_3_OR","21432063","low serum selenium level",,"NULL","NULL",,"low selenium serum level","breast cancer",3,1.09,8.25,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21432063_5_OR","21432063","low serum selenium level",,"NULL","NULL",,"breast cancer","breast cancer",3.66,1.36,9.87,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21432063_1_OR","21432063","low selenium serum level",,"NULL","NULL",,"low selenium serum level","breast cancer",5.5,1.22,24.81,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21443483_3_OR","21443483","consumption",,"NULL","NULL",,"breast cancer","cancer",0.62,0.44,0.88,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21445251_5_OR","21445251","low ephx1 enzyme activity",,"NULL","NULL",,"cigarette","cancers",0.83,0.75,0.93,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21445251_2_OR","21445251","low activity allele",,"NULL","NULL",,"cigarette smokers","cancers",0.86,0.77,0.97,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21445251_1_OR","21445251","low activity allele",,"NULL","NULL",,"cigarette smokers","lung cancer",0.88,0.8,0.96,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21445251_4_OR","21445251","cigarette",,"NULL","NULL",,"cigarette","cancers",1.05,0.93,1.17,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21445251_3_OR","21445251","lung cancer",,"NULL","NULL",,"cigarette","cancers",1.18,1.04,1.33,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21445251_6_OR","21445251","high ephx1 activity",,"NULL","NULL",,"cigarette smokers","cancers",1.2,0.98,1.46,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"21719745_1_OR","21719745","smoking",,"NULL","NULL",,"smoking before","breast cancer",1.1,1.07,1.14,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"22020871_4_OR","22020871","low bmi",,"NULL","NULL",,"low bmi","cancers",2.18,1.23,3.84,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"22020871_3_OR","22020871","increased breast density",,"NULL","NULL",,"increased breast density","cancers",3.5,1.76,6.97,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"22074863_4_OR","22074863","tobacco smoking",,"NULL","NULL",,"breast cancer","breast cancer",1.24,1.08,1.42,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"22074863_3_OR","22074863","tobacco smoking",,"NULL","NULL",,"breast cancer","breast cancer",1.25,1.11,1.39,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"22074863_1_OR","22074863","tobacco smoking",,"NULL","NULL",,"breast cancer","breast cancer",1.28,1.17,1.39,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"22292665_1_OR","22292665","pollution",,"NULL","NULL",,"breast cancer","breast cancer",0.583,0.252,1.348,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"22292665_2_OR","22292665","pollution",,"NULL","NULL",,"breast cancer susceptibility","breast cancer",0.72,0.606,0.856,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"22465873_3_OR","22465873","acrylamide",,"NULL","NULL",,"postmenopausal","mortality",1.31,1.02,1.69,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"22465873_1_OR","22465873","acrylamide",,"NULL","NULL",,"non-smokers","mortality",1.63,1.06,2.51,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"22465873_2_OR","22465873","acrylamide",,"NULL","NULL",,"estrogen receptor positive tumors","mortality",2.23,1.38,3.61,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"22631658_3_OR","22631658","smoking",,"NULL","NULL",,"breast cancer","breast cancer",0.3,0.01,8.4,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"22631658_2_OR","22631658","smoking",,"NULL","NULL",,"breast cancer","breast cancer",2,0.76,5.4,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"22631658_1_OR","22631658","smoking",,"NULL","NULL",,"breast cancer","breast cancer",8.6,0.43,172.5,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"22825700_2_OR","22825700","manganese superoxide dismutase gene polymorphism",,"NULL","NULL",,"premenopausal women","breast cancer",1.15,1.01,1.31,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"22825700_3_OR","22825700","tobacco smoking",,"NULL","NULL",,"tobacco smoking","breast cancer",1.17,1.02,1.34,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"22825700_4_OR","22825700","body mass index",,"NULL","NULL",,"body mass index","breast cancer",1.26,1.02,1.56,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"22825700_5_OR","22825700","manganese superoxide dismutase gene polymorphism",,"NULL","NULL",,"premenopausal women","breast cancer",1.98,1.34,2.93,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"23053660_4_OR","23053660","former smoking",,"NULL","NULL",,"current smokers","mortality",1.24,0.94,1.64,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"23053660_1_OR","23053660","smoking",,"NULL","NULL",,"current smokers","death",2.01,1.27,3.18,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"23053660_3_OR","23053660","current smokers",,"NULL","NULL",,"current smokers","death",3.84,2.5,5.89,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"23349345_2_OR","23349345","trastuzumab",,"NULL","NULL",,"lower doses","tic",3.07,1.29,7.27,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"23532889_2_OR","23532889","pik3ca mutations",,"NULL","NULL",,"pik3ca mutations","free survival",0.34,0.1,0.86,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"23532889_4_OR","23532889","pik3ca mutations",,"NULL","NULL",,"pik3ca mutations","free survival",0.35,0.1,0.9,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"23532889_1_OR","23532889","pik3ca mutations",,"NULL","NULL",,"wild","free survival",0.37,0.15,0.75,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"23532889_3_OR","23532889","pik3ca mutations",,"NULL","NULL",,"pik3ca mutations","overall survival",0.38,0.16,0.78,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"23572370_1_OR","23572370","tobacco",,"NULL","NULL",,"tobacco","breast cancer",1.67,1.27,2.21,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"23572370_3_OR","23572370","tobacco",,"NULL","NULL",,"tobacco","breast cancer",1.98,1.63,2.42,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"23633026_4_OR","23633026","smoking",,"NULL","NULL",,"smoking initiation","breast cancer",0.93,0.86,1.02,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"23633026_3_OR","23633026","smoking",,"NULL","NULL",,"smoking initiation","breast cancer",1.15,1.1,1.21,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"23633026_5_OR","23633026","smoking",,"NULL","NULL",,"smoking","breast cancer",1.6,1.42,1.8,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"23646186_3_OR","23646186","smoking duration",,"NULL","NULL",,"non","breast cancer",1.31,1.03,1.66,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"23646186_4_OR","23646186","cigarette smoking",,"NULL","NULL",,"non","breast cancer",1.61,0.55,4.74,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"23646186_5_OR","23646186","cigarette smoking",,"NULL","NULL",,"cigarette smoking","breast cancer",2.03,1.29,3.22,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24326101_4_OR","24326101","starting smoking",,"NULL","NULL",,"girls","breast cancer",1.1,1.02,1.18,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24326101_1_OR","24326101","starting smoking",,"NULL","NULL",,"girls","breast cancer",1.14,1.07,1.21,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24326101_5_OR","24326101","smoking",,"NULL","NULL",,"girls","breast cancer",1.52,1.12,2.06,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24590452_3_OR","24590452","smoking",,"NULL","NULL",,"breast cancer","breast cancer",0.53,0.34,0.82,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24590452_6_OR","24590452","passive cigarette smoking",,"NULL","NULL",,"breast cancer","breast cancer",1.1,1.01,1.2,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24590452_5_OR","24590452","passive cigarette smoking",,"NULL","NULL",,"breast cancer","breast cancer",1.14,1.04,1.25,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24590452_1_OR","24590452","passive cigarette smoking",,"NULL","NULL",,"breast cancer","breast cancer",1.16,1.05,1.28,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24590452_7_OR","24590452","smoking",,"NULL","NULL",,"breast cancer","breast cancer",1.73,1.29,2.32,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24604328_3_OR","24604328","ccnd1",,"NULL","NULL",,"nbqc","breast cancer",14.84,3.13,70.34,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24604328_1_OR","24604328","ccnd1 gg genotype",,"NULL","NULL",,"nbqc","breast cancer",33,6.08,179.07,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24604328_2_OR","24604328","nbqc",,"NULL","NULL",,"nbqc","breast cancer",42,5.11,345.11,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24604328_5_OR","24604328","genetic variants",,"NULL","NULL",,"nbqc","breast cancer",5.54,1.11,27.42,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24604328_4_OR","24604328","genetic variants",,"NULL","NULL",,"nbqc","breast cancer",9.4,1.99,44.34,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24745601_1_OR","24745601","smoking",,"NULL","NULL",,"smokers","breast cancer",1.15,0.97,1.37,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24745601_2_OR","24745601","smoking",,"NULL","NULL",,"smokers","breast cancer",1.33,1.12,1.58,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24823992_7_OR","24823992","passive smoking",,"NULL","NULL",,"breast cancer","breast cancer",1.04,0.89,1.2,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24823992_3_OR","24823992","passive smoking",,"NULL","NULL",,"breast cancer","breast cancer",1.04,0.89,1.202,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24823992_4_OR","24823992","smoking",,"NULL","NULL",,"breast cancer","breast cancer",1.27,1.07,1.5,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24823992_6_OR","24823992","passive smoking",,"NULL","NULL",,"breast cancer","breast cancer",1.62,1.39,1.85,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24823992_1_OR","24823992","passive smoking",,"NULL","NULL",,"breast cancer","breast cancer",1.62,1.39,1.852,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24831616_6_OR","24831616","tobacco smoking",,"NULL","NULL",,"bladder cancer","cancer incidence",0.44,0.23,0.84,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24831616_10_OR","24831616","tobacco smoking",,"NULL","NULL",,"tobacco smoking","lung cancer",0.5,0.35,0.72,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24831616_12_OR","24831616","obesity",,"NULL","NULL",,"obesity","lung cancer",0.57,0.33,0.97,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24831616_7_OR","24831616","tobacco smoking",,"NULL","NULL",,"lung cancer","lung cancer",0.59,0.46,0.76,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24831616_8_OR","24831616","tobacco smoking",,"NULL","NULL",,"obese","lung cancer",0.64,0.44,0.92,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24831616_11_OR","24831616","tobacco smoking",,"NULL","NULL",,"smokers","lung cancer",0.7,0.5,0.98,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24831616_13_OR","24831616","tobacco smoking",,"NULL","NULL",,"tobacco smoking","lung cancer",0.72,0.43,1.21,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24831616_9_OR","24831616","tobacco smoking",,"NULL","NULL",,"obese","lung cancer",1.86,1.05,3.31,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24831616_14_OR","24831616","tobacco smoking",,"NULL","NULL",,"gastric cancer incidence","gastric cancer incidence",1.97,1.01,3.82,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24831616_4_OR","24831616","tobacco smoking",,"NULL","NULL",,"overweight","lung cancer",1.98,1.03,3.82,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24831616_5_OR","24831616","tobacco smoking",,"NULL","NULL",,"obese","colon cancer incidence",2.75,1.25,6.06,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24831616_3_OR","24831616","tobacco smoking",,"NULL","NULL",,"body mass index","cancer incidence",3,1.36,6.65,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24831616_2_OR","24831616","tobacco smoking",,"NULL","NULL",,"gastric cancer incidence","gastric cancer incidence",3.82,1.97,7.38,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24866166_3_OR","24866166","passive smoking",,"NULL","NULL",,"women","breast cancer",1.46,1.05,2.03,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24866166_6_OR","24866166","estrogen receptor",,"NULL","NULL",,"estrogen receptor","breast cancer",1.71,1.17,2.5,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24866166_5_OR","24866166","passive smoke",,"NULL","NULL",,"passive smoke","breast cancer",1.87,1.22,2.86,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24866166_4_OR","24866166","cigarettes",,"NULL","NULL",,"cigarettes","breast cancer",1.99,1.28,3.1,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24871563_6_OR","24871563","moderate intake of nonstarchy vegetables",,"NULL","NULL",,"nonsmokers","breast cancers",0.55,0.2,1.48,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24871563_1_OR","24871563","high intake of fat meat",,"NULL","NULL",,"fat meat","breast cancers",1.56,0.81,3.05,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24871563_4_OR","24871563","fatty foods",,"NULL","NULL",,"smokers","cancers",1.95,1.09,3.5,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24871563_7_OR","24871563","sweet drink consumption",,"NULL","NULL",,"smoker women","cancers",2.96,1.1,7.92,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24871563_8_OR","24871563","ethanol intake",,"NULL","NULL",,"smoker women","cancer",5.15,1.88,14.16,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24871563_3_OR","24871563","high intake of fat meat",,"NULL","NULL",,"smokers","breast cancers",6.01,1.99,8.19,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24929357_1_OR","24929357","active cigarette smoking",,"NULL","NULL",,"active cigarette smoking","breast cancer",1,0.87,1.17,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24950597_9_OR","24950597","bmi",,"NULL","NULL",,"smoking","mortality",0.94,0.38,2.36,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24950597_4_OR","24950597","smoking",,"NULL","NULL",,"smoking","mortality",1.09,0.6,1.98,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24950597_1_OR","24950597","smoking",,"NULL","NULL",,"smoking","mortality",1.23,0.93,1.64,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24950597_2_OR","24950597","smoking",,"NULL","NULL",,"smoking","mortality",1.29,0.95,1.75,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24950597_3_OR","24950597","smoking",,"NULL","NULL",,"smoking","breast cancer",1.77,1.13,2.79,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24950597_5_OR","24950597","smoking",,"NULL","NULL",,"smoking","cause mortality",1.93,1.02,3.65,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24950597_6_OR","24950597","smoking",,"NULL","NULL",,"smoking","cause mortality",2.08,1.4,3.1,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24950597_8_OR","24950597","bmi",,"NULL","NULL",,"smoking","mortality",2.52,1.52,4.15,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"24950597_7_OR","24950597","smoking",,"NULL","NULL",,"smoking","recurrence",3.64,1.22,10.8,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"25225034_6_OR","25225034","smoking",,"NULL","NULL",,"african american women","breast cancer",1.21,0.77,1.88,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"25225034_1_OR","25225034","smoking",,"NULL","NULL",,"african american women","breast cancer",1.41,0.98,2.04,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
