"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","pValue","exp2","adjustment","fromCode","projectName","uploadDate"
,"27079711_2_OR","27079711","elevated plasma level",,"NULL","NULL",,"copeptin","cause dementia","1.05","0.94","1.18","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"27177268_5_OR","27177268","dopamine beta",,"NULL","NULL",,"cc","parkinson's disease","1.81","1.17","2.82","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"27177268_4_OR","27177268","genotype",,"NULL","NULL",,"cc","parkinson's disease","2.95","1.02","8.51","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"27239530_1_OR","27239530","early cognitive declines",,"NULL","NULL",,"early cognitive declines","conversion","1.45","1.2","1.93","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"27239530_2_OR","27239530","cognitive declines",,"NULL","NULL",,"cognitive declines","conversion","1.76","1.32","2.34","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"27436103_1_OR","27436103","older subjective age",,"NULL","NULL",,"dementia","dementia","1.18","1.09","1.28","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"27502449_2_OR","27502449","hematoma volume",,"NULL","NULL",,"hematoma volume","prior stroke","0.9","0.812","0.991","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"27502449_1_OR","27502449","prior stroke",,"NULL","NULL",,"prior stroke","transient ischemic attack","18.29","1.945","172.033","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"27522504_6_OR","27522504","dementiahr",,"NULL","NULL",,"cancer","cancer","0.3","0.1","0.95","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"27522504_7_OR","27522504","major bleedinghr",,"NULL","NULL",,"cancer","cancer","0.52","0.28","0.97","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"27522504_5_OR","27522504","hypertensionhr",,"NULL","NULL",,"hypertensionhr","cancer","0.74","0.57","0.96","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"27522504_2_OR","27522504","age",,"NULL","NULL",,"cancer","cancer","1.02","1.01","1.03","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"27522504_1_OR","27522504","age",,"NULL","NULL",,"cancer","cancer","1.02","1.02","1.02","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"27522504_4_OR","27522504","male sexhr",,"NULL","NULL",,"male sexhr","cancer","1.38","1.09","1.76","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"27522504_3_OR","27522504","anemiahr",,"NULL","NULL",,"cancer","cancer","2.13","1.48","3.08","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"27611845_1_OR","27611845","hearing impairment",,"NULL","NULL",,"hearing impairment","cognitive impairment","1.9","1.11","3.26","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"27611845_3_OR","27611845","visual impairment",,"NULL","NULL",,"visual impairment","cognitive impairment","2.05","1.24","3.38","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"27611845_4_OR","27611845","hearing",,"NULL","NULL",,"hearing","cognitive impairment","3.92","2.45","6.26","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"27659853_3_OR","27659853","wmh volume",,"NULL","NULL",,"wmh volume","dementia","1.41","1.09","1.83","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"27659853_1_OR","27659853","white matter hyperintensity ( wmh ) volume",,"NULL","NULL",,"stroke","stroke","1.72","1.24","2.4","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"27659853_2_OR","27659853","volume",,"NULL","NULL",,"stroke and dementia","stroke and dementia","2.15","1.18","3.93","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"27662289_1_OR","27662289","occupational attainment",,"NULL","NULL",,"occupational attainment","progression from mild cognitive impairment to alzheimer's disease","1.83","1.25","2.69","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"27784724_2_OR","27784724","hypoglycemia",,"NULL","NULL",,"diabetes mellitus","dementia","1.26","1.03","1.54","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"27784724_1_OR","27784724","hypoglycemia",,"NULL","NULL",,"diabetes mellitus","dementia","1.27","1.06","1.51","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"27784724_3_OR","27784724","hypoglycemia",,"NULL","NULL",,"diabetes","dementia","1.5","1.09","2.08","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"27956564_4_OR","27956564","basal ganglia",,"NULL","NULL",,"basal ganglia","silent brain infarcts","1.55","1.12","2.15","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"27956564_3_OR","27956564","brain microbleeds",,"NULL","NULL",,"brain microbleeds","silent brain infarcts","1.79","1.15","2.78","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"28039314_5_OR","28039314","olfaction",,"NULL","NULL",,"good tertile","dementia","1.42","0.97","2.1","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"28039314_3_OR","28039314","race",,"NULL","NULL",,"white","dementia","1.84","1.33","2.54","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"28039314_4_OR","28039314","poor",,"NULL","NULL",,"poor","dementia","2.03","1.44","2.84","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"28039314_1_OR","28039314","poorer oi",,"NULL","NULL",,"white","dementia","3.34","2.45","4.54","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"28152169_1_OR","28152169","albuminuria",,"NULL","NULL",,"cognitive impairment and dementia","cognitive impairment","1.35","1.19","1.537","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"28152169_2_OR","28152169","albuminuria",,"NULL","NULL",,"dementia","dementia","1.35","1.1","1.655","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"28152169_3_OR","28152169","albuminuria",,"NULL","NULL",,"alzheimer's disease","dementia","1.37","1.11","1.6962","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"28152169_4_OR","28152169","albuminuria",,"NULL","NULL",,"dementia","dementia","1.96","1.16","3.3118","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"28159467_1_OR","28159467","vascular dementia",,"NULL","NULL",,"vascular dementia","death","1.55","1.21","2","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"28166312_1_OR","28166312","atrial fibrillation",,"NULL","NULL",,"atrial fibrillation","ischemic heart disease","1.62","1.2","21.8","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"28166312_3_OR","28166312","congestive heart failure",,"NULL","NULL",,"congestive heart failure","ischemic heart disease","2.05","1.29","3.25","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"28166312_5_OR","28166312","nt",,"NULL","NULL",,"cortical cerebral","congestive heart failure","2.17","1","4.74","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"28166312_4_OR","28166312","nt",,"NULL","NULL",,"nt","congestive heart failure","3.16","2.33","4.27","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"28166312_6_OR","28166312","nt",,"NULL","NULL",,"cortical cerebral","ischemic heart disease","3.19","2.62","3.9","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"28166312_2_OR","28166312","ischemic heart disease",,"NULL","NULL",,"ischemic heart disease","atrial fibrillation","4.31","3.38","5.49","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"28166312_7_OR","28166312","nt",,"NULL","NULL",,"cortical cerebral","heart disease","4.86","3.03","7.08","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"28202945_1_OR","28202945","left ventricular hypertrophy",,"NULL","NULL",,"left ventricular hypertrophy","cognitive impairment","1.4","1.18","1.66","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"28202945_3_OR","28202945","left ventricular hypertrophy",,"NULL","NULL",,"hypertensive subjects","cognitive impairment","2.14","1.39","3.3","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"28228567_1_OR","28228567","prolonged sleep duration",,"NULL","NULL",,"prolonged sleep duration","incident dementia","2.01","1.24","3.26","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"28228567_6_OR","28228567","prolonged sleep duration",,"NULL","NULL",,"alzheimer disease","dementia","2.2","1.17","4.13","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"28228567_5_OR","28228567","prolonged sleep duration",,"NULL","NULL",,"dementia","dementia","2.43","1.44","4.11","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"28228567_3_OR","28228567","baseline mild cognitive impairment",,"NULL","NULL",,"baseline mild cognitive impairment","incident dementia","2.83","1.06","7.55","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"28228567_4_OR","28228567","prolonged sleep duration",,"NULL","NULL",,"persons without a high school degree","incident dementia","6.05","3","12.18","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"28339397_1_OR","28339397","dementia",,"NULL","NULL",,"dementia","dementia","0.91","0.85","0.98","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"28463236_1_OR","28463236","depression",,"NULL","NULL",,"men with no symptoms","dementia","1.3","1","1.6","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"28505243_4_OR","28505243","high dual-task gait cost",,"NULL","NULL",,"high dual","dementia","2.41","1.04","5.59","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"28505243_1_OR","28505243","slow single-task gait velocity",,"NULL","NULL",,"slow single","dementia","3.41","0.99","11.71","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"28505243_3_OR","28505243","high dual-task gait cost",,"NULL","NULL",,"high dual-task gait cost","dementia","3.79","1.57","9.15","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"28650972_1_OR","28650972","occupation",,"NULL","NULL",,"height","dementia","2.03","1.23","3.36","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"28692710_3_OR","28692710","elevated brain aβ",,"NULL","NULL",,"elevated brain aβ","mci","2.02","1.01","4.06","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"28692710_1_OR","28692710","elevated brain aβ",,"NULL","NULL",,"elevated brain aβ","mci","2.43","1.25","4.72","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"28963885_4_OR","28963885","low serum insulin",,"NULL","NULL",,"crude","vascular dementia","0.79","0.35","1.79","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"28963885_5_OR","28963885","low serum insulin",,"NULL","NULL",,"crude hazard ratio","vascular dementia","0.94","0.43","2.06","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"28963885_3_OR","28963885","crude hazard ratio",,"NULL","NULL",,"crude hazard ratio","vascular dementia","1.05","0.63","1.75","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"28963885_1_OR","28963885","low serum insulin",,"NULL","NULL",,"low serum insulin","vascular dementia","1.3","0.81","2.08","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"28963885_6_OR","28963885","low serum insulin",,"NULL","NULL",,"crude","dementia","2.22","1.13","4.36","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"28979994_9_OR","28979994","cemented implants",,"NULL","NULL",,"cemented implants","rtt readmission","0.69","0.54","0.88","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"28979994_5_OR","28979994","depression",,"NULL","NULL",,"depression","dementia","1.52","1.31","1.76","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"28979994_4_OR","28979994","dementia",,"NULL","NULL",,"dementia","behavior","1.57","1.11","2.22","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"28979994_3_OR","28979994","psychoses",,"NULL","NULL",,"psychoses","behavior","1.83","1.16","2.87","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"28979994_1_OR","28979994","drug abuse",,"NULL","NULL",,"drug abuse","patient behavior","2.22","1.34","3.67","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"28979994_8_OR","28979994","emergency readmission",,"NULL","NULL",,"emergency readmission","cause readmission","2.33","2.11","2.57","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"28979994_7_OR","28979994","return to theater",,"NULL","NULL",,"obesity","readmission","5.35","4.45","6.43","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"29117954_1_OR","29117954","midlife hypertension",,"NULL","NULL",,"midlife hypertension","incident dementia","1.57","1.05","2.35","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"29117954_3_OR","29117954","persistence of hypertension",,"NULL","NULL",,"persistence of hypertension","incident dementia","1.96","1.25","3.09","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"29117954_4_OR","29117954","elevated blood pressure",,"NULL","NULL",,"midlife systolic hypertension","dementia","2.4","1.39","4.15","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"29173807_2_OR","29173807","fibrinogen",,"NULL","NULL",,"low hdl","radiological progression","0.96","0.93","1","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"29173807_4_OR","29173807","fibrinogen",,"NULL","NULL",,"fibrinogen","radiological progression","1.005","0.99","1.01","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"29173807_3_OR","29173807","fibrinogen",,"NULL","NULL",,"fibrinogen","radiological progression","1.07","0.99","1.1","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"29273703_3_OR","29273703","frailty index",,"NULL","NULL",,"women","mortality","1.05","1.01","1.1","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"29273703_5_OR","29273703","frailty index",,"NULL","NULL",,"men","mortality","1.07","1.01","1.13","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"29273703_2_OR","29273703","aging",,"NULL","NULL",,"aging","mortality","1.07","1.04","1.1","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"29273703_1_OR","29273703","one deficit",,"NULL","NULL",,"younger ( < 65 years ;hrper increase in one deficit","mortality","1.11","1.07","1.17","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"29273703_4_OR","29273703","frailty index",,"NULL","NULL",,"women","mortality","1.13","1.09","1.17","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"29502483_1_OR","29502483","perseverations",,"NULL","NULL",,"animals","cognitive impairment","1.35","1.1","1.66","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"29567423_1_OR","29567423","carrier status",,"NULL","NULL",,"non","dementia development","2.31","1.09","4.9","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"29649337_1_OR","29649337","leg length",,"NULL","NULL",,"population","dementia","0.8","0.66","0.97","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"29710225_1_OR","29710225","amyloid",,"NULL","NULL",,"cognitive impairment","dementia","2.26","1.52","3.35","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"29730630_2_OR","29730630","delirium",,"NULL","NULL",,"mortality","mortality","2.07","2.01","2.13","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"29730630_1_OR","29730630","delirium",,"NULL","NULL",,"mortality","mortality","4.82","4.6","5.04","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"29873737_1_OR","29873737","excessive daytime sleepiness, objective napping",,"NULL","NULL",,"referent","parkinson's disease","1.96","1.25","3.08","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"30027214_6_OR","30027214","apathy",,"NULL","NULL",,"apathy","dementia","17.14","1.91","154","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"30027214_5_OR","30027214","apathy",,"NULL","NULL",,"apathy","dementia","2.39","1.27","4.512","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"30149452_1_OR","30149452","amyloid",,"NULL","NULL",,"older adults","dementia","2.43","0.65","104","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"30502746_2_OR","30502746","anxiety",,"NULL","NULL",,"anxiety","dementia","1.29","1.01","1.66","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"30845934_4_OR","30845934","elevated tg",,"NULL","NULL",,"elevated tg","impairment","2.09","1.08","4.05","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"30845934_5_OR","30845934","elevated tg",,"NULL","NULL",,"elevated tg","impairment","2.23","1.07","4.65","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"30850444_1_OR","30850444","acmi presence",,"NULL","NULL",,"vascular dementia","vascular dementia","5.1","1.4","18.9","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"30886886_2_OR","30886886","college graduates",,"NULL","NULL",,"college graduates","decline","1.1","1.04","1.2","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"30886886_1_OR","30886886","income inequality",,"NULL","NULL",,"household income","alzheimer's disease","1.2","0.9","1.6","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"30886886_3_OR","30886886","college graduates",,"NULL","NULL",,"college graduates","decline","1.3","1.2","1.4","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"30886886_4_OR","30886886","college graduates",,"NULL","NULL",,"college graduates","decline","1.5","1.4","1.7","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"31120105_1_OR","31120105","incident dementia",,"NULL","NULL",,"incident dementia","death","2.6","2.09","3.24","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"31186819_1_OR","31186819","high blood pressure",,"NULL","NULL",,"high blood pressure","cognitive impairment","2.1","1.09","4.09","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"31236405_1_OR","31236405","hyposmia",,"NULL","NULL",,"hyposmia","parkinson's disease","3.84","2.12","6.95","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"31324555_1_OR","31324555","pd",,"NULL","NULL",,"pd","development","3.29","1.79","6.05","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"31330509_5_OR","31330509","dysnatremia",,"NULL","NULL",,"dysnatremia","mortality","2.34","1.55","3.54","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"31330509_2_OR","31330509","dysnatremias",,"NULL","NULL",,"dysnatremias","death","3.11","2.53","3.84","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"31330509_4_OR","31330509","hypernatremia",,"NULL","NULL",,"hypernatremia","mortality","4.94","3.08","7.92","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"31330509_3_OR","31330509","hypernatremia",,"NULL","NULL",,"dysnatremias","mortality","5.12","3.94","6.65","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"31337809_3_OR","31337809","knee pain",,"NULL","NULL",,"knee pain","dementia","0.5","0.31","0.8","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"31337809_4_OR","31337809","knee pain",,"NULL","NULL",,"knee pain","dementia","1.71","1.26","2.33","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"31337809_2_OR","31337809","knee pain",,"NULL","NULL",,"dementia","dementia","1.73","1.11","2.68","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"31374073_1_OR","31374073","frequent social contact",,"NULL","NULL",,"frequent social contact","dementia","0.88","0.79","0.98","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"31374073_3_OR","31374073","contact with friends",,"NULL","NULL",,"friends","dementia","0.9","0.81","1","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"31437275_1_OR","31437275","dementia",,"NULL","NULL",,"dementia","dementia","1.29","1.1","1.51","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"31437275_3_OR","31437275","dementia",,"NULL","NULL",,"dementia","dementia","1.39","1.08","1.79","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"31491474_1_OR","31491474","cind",,"NULL","NULL",,"free from frailty","dementia","3.83","2.64","5.56","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"31712553_2_OR","31712553","sex",,"NULL","NULL",,"women","dementia","1.22","1.08","1.38","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"31712553_1_OR","31712553","sex",,"NULL","NULL",,"women","pre-alzheimer dementia","1.28","1.12","1.47","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"31712553_3_OR","31712553","sex",,"NULL","NULL",,"sex-specific depressive symptoms as markers of pre-alzheimer dementia","dementia","1.3","1.14","1.48","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"31744742_1_OR","31744742","anxiety",,"NULL","NULL",,"anxiety","ad risk","1.45","1","2.12","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"31751664_2_OR","31751664","slow gait speed",,"NULL","NULL",,"death","death","1.33","1.01","1.75","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"31751664_4_OR","31751664","slow gait speed",,"NULL","NULL",,"slow gait speed","death","1.7","1.3","2.21","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"31751664_1_OR","31751664","gait speed",,"NULL","NULL",,"severe cognitive impairment","severe cognitive impairment","2.08","1.4","3.07","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"31751664_3_OR","31751664","slow gait speed",,"NULL","NULL",,"death","death","3.3","1.74","6.28","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"31839608_1_OR","31839608","telomere length",,"NULL","NULL",,"middle tertile","alzheimer's disease","1.59","1.13","2.23","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"32062643_3_OR","32062643","coronary artery calcium",,"NULL","NULL",,"cad","dementia","1.32","1.17","1.48","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"32293759_1_OR","32293759","slow",,"NULL","NULL",,"slow","parkinson's disease","1.28","1.2","1.37","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"32293759_2_OR","32293759","motor deficits",,"NULL","NULL",,"slow","pd","2.18","1.63","2.92","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"32335869_1_OR","32335869","estrogen receptor beta",,"NULL","NULL",,"asian population","dementia","0.73","0.59","0.91","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"32392636_3_OR","32392636","baseline ggt concentration",,"NULL","NULL",,"baseline ggt","dementia","1.273","1.25","1.296","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"32568210_1_OR","32568210","higher levels",,"NULL","NULL",,"cancer","dementia","1.11","1.04","1.18","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"32759190_4_OR","32759190","neuritic plaque density",,"NULL","NULL",,"neuritic plaque density","impaired hearing","0.91","0.85","0.99","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"32759190_3_OR","32759190","hearing impairment",,"NULL","NULL",,"dementia","impaired hearing","1.18","1","1.39","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"32860698_4_OR","32860698","fewer nighttime awakenings",,"NULL","NULL",,"low crp group , fewer nighttime awakenings","dementia","0.07","0.01","0.68","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"32860698_1_OR","32860698","longer waso",,"NULL","NULL",,"dementia","dementia","2.89","1.31","6.34","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"32860698_3_OR","32860698","nighttime awakenings",,"NULL","NULL",,"nighttime awakenings","dementia","4.55","1.19","17.38","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"32949236_1_OR","32949236","early ovarian ageing",,"NULL","NULL",,"normal oocyte yield","age","1.24","1.08","1.43","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"32965064_2_OR","32965064","orthostatic hypotension",,"NULL","NULL",,"orthostatic hypotension","parkinson","0.97","0.59","1.58","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"32965064_1_OR","32965064","orthostatic hypotension",,"NULL","NULL",,"orthostatic hypotension","parkinson's disease","1.88","1.09","3.24","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"33011475_1_OR","33011475","cognitive impairment",,"NULL","NULL",,"cognitive impairment","arousal","3.387","1.395","8.22","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"33053952_1_OR","33053952","serum neurofilament light chain",,"NULL","NULL",,"serum neurofilament light chain","dementia","5","2.6","9.4","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"33087495_1_OR","33087495","convexity subarachnoid hemorrhage",,"NULL","NULL",,"ct","recurrent symptomatic ich","2.64","1.46","4.79","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"33227579_2_OR","33227579","mtla",,"NULL","NULL",,"cognitive impairment","cognitive impairment","1.97","1.48","2.62","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"33321002_1_OR","33321002","baseline putamen sbr",,"NULL","NULL",,"baseline putamen sbr","asn diagnosis","17.8","3.79","83.3","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"33334717_1_OR","33334717","cerebrovascular disease",,"NULL","NULL",,"cerebrovascular disease","stroke","3.88","2.76","5.46","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"33400181_5_OR","33400181","highly exposed individuals",,"NULL","NULL",,"highly exposed individuals","brain cancer","1.71","1.07","2.73","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"33400181_3_OR","33400181","highly exposed",,"NULL","NULL",,"als","als","1.78","1.2","2.65","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"33400181_4_OR","33400181","formaldehyde",,"NULL","NULL",,"brain cancer","brain cancer","71","1.71","95","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"33400181_1_OR","33400181","formaldehyde",,"NULL","NULL",,"als","als","78","1.78","95","relative risk (RR)",,,,1,"projTutoParkinson","2023-12-28"
,"33545553_1_OR","33545553","attentional dysfunction",,"NULL","NULL",,"attentional dysfunction","motor impairment","0.59","0.45","0.77","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"33545553_3_OR","33545553","attentional dysfunction",,"NULL","NULL",,"attentional dysfunction","punding","1.55","1.2","2","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"33545553_2_OR","33545553","attentional dysfunction",,"NULL","NULL",,"attentional dysfunction","impairment","2.68","1.32","5.42","hazard ratio (HR)",,,,1,"projTutoParkinson","2023-12-28"
,"33602086_1_OR","33602086","red blood cell indices",,"NULL","NULL",,"red blood cell indices","mild cognitive impairment","0.831","0.773","0.893","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
,"33602086_2_OR","33602086","red blood cell indices",,"NULL","NULL",,"red blood cell indices","mci","1.575","1.326","1.872","odd ratio (OR)",,,,1,"projTutoParkinson","2023-12-28"
