"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","pValue","exp2","adjustment","fromCode","projectName","uploadDate"
,"23965134_14_OR","23965134","female gender",,"NULL","NULL",," ","hyperphosphatemia",1.61,"1.39","1.87","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"23965134_12_OR","23965134","higher adjusted calcium",,"NULL","NULL",," ","risk factors for hyperphosphatemia",2.9,"2.43","3.45","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"23998544_2_OR","23998544","mild and moderate-to-severe anemia",,"NULL","NULL",,"no-anemia group,","for major adverse cardiac events",1.77,"1.47","2.15","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"23998544_3_OR","23998544","mild and moderate-to-severe anemia",,"NULL","NULL",,"no-anemia group,","no-anemia for major adverse cardiac events",2.53,"2.03","3.14","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24086579_2_OR","24086579","hospital acquired anemia   aki and ckd,",,"NULL","NULL",,"non-HAA group).","risk for long-term mortality",1.34,"0.7","2.56","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24086579_5_OR","24086579","hospital acquired anemia   either aki or ckd,",,"NULL","NULL",,"non-HAA group).","risk for long-term mortality",2.8,"1.37","5.73","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24086579_6_OR","24086579","hospital acquired anemia   aki and ckd,",,"NULL","NULL",,"non-HAA group).","risk for long-term mortality",3.25,"1.28","8.24","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24112861_4_OR","24112861","lower 25()d levels",,"NULL","NULL",," ","risk for anemia;",1.47,"1.14","1.89","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24112861_3_OR","24112861","lower 25()d levels",,"NULL","NULL",," ","risk for anemia;",1.93,"1.21","3.08","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24162254_4_OR","24162254","posttransplantation anemia",,"NULL","NULL",," ","all-cause mortality",1.52,"1.08","2.15","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24162254_3_OR","24162254","posttransplantation anemia",,"NULL","NULL",," ","all-cause mortality",2.39,"1.99","4.4","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24343093_4_OR","24343093","use of angiotensin converting enzyme inhibitors/arbs",,"NULL","NULL",," ","risk for long-term dialysis",0.94,"0.91","0.97","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24343093_5_OR","24343093","use of angiotensin converting enzyme inhibitors/arbs",,"NULL","NULL",," ","or death",0.94,"0.92","0.97","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24343093_6_OR","24343093","angiotensin converting enzyme inhibitor/arb users",,"NULL","NULL",,"nonusers,","risk of predialysis mortality",1.03,"0.92","1.16","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24344119_6_OR","24344119","egfr","lower than","NULL","NULL","ml/min"," ","none of these associations remained significant.",1.6,"1.1","2.4","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24344119_7_OR","24344119","albumin to creatinine ratio","greater than","30","NULL","mg"," ","none of these associations remained significant.",1.8,"1.2","2.7","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24344119_2_OR","24344119","albumin to creatinine ratio","greater than","30","NULL","mg"," ","more coronary artery calcium",1.8,"1.5","2.2","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24344119_8_OR","24344119","prediabetes by hba1c or fasting plasma glucose",,"NULL","NULL",," ","composite egfr + albumin to creatinine ratio",1.9,"1.5","2.6","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24530942_2_OR","24530942","higher in associated  erythropoietin than in non-epo users",,"NULL","NULL",,"than in non-EPO users","incidence of mortality",1.4,"1.06","1.85","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24742197_4_OR","24742197","classical cardiovascular risk factors",,"NULL","NULL",,"the non-CKD reference group,","mild renal impairment and chronic kidney disease",0.26,"0.15","0.47","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24742197_5_OR","24742197","classical cardiovascular risk factors",,"NULL","NULL",,"the non-CKD reference group,","mild renal impairment and chronic kidney disease",0.6,"0.33","1.09","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24742197_3_OR","24742197","classical cardiovascular risk factors",,"NULL","NULL",,"the non-CKD reference group,","for anemia  1.81",1.81,"1.23","2.68","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24767201_2_OR","24767201","analysis, anemia remained",,"NULL","NULL",,"non-anemic group,","contrast induced nephropathy",2.7,"1.2","6.3","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24891437_2_OR","24891437","high-ferritin ferric carboxymaltose versus oral iron",,"NULL","NULL",,"oral iron,","hb",0.65,"0.44","0.95","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24891437_4_OR","24891437","high-ferritin ferric carboxymaltose versus oral iron",,"NULL","NULL",,"versus oral iron","increase in hb",2.04,"1.52","2.72","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24993450_7_OR","24993450","sepsis:",,"NULL","NULL",," ","(mortality:",1.31,"1.14","1.49","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24993450_8_OR","24993450","cerebrovascular accident:",,"NULL","NULL",," ","cerebrovascular accident:",1.31,"1","1.67","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24993450_9_OR","24993450","postoperative hemodialysis:",,"NULL","NULL",," ","postoperative mortality",1.38,"1.11","1.75","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24993450_6_OR","24993450","preoperative hemoglobin","lower than","NULL","NULL","g/dl"," ","(mortality:",1.38,"1.23","1.57","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"24993450_10_OR","24993450","preoperative hemoglobin","lower than","NULL","NULL","g/dl"," ","postoperative mortality",2.6,"1.1","7.3","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25113067_4_OR","25113067","parathyroid hormone","greater than","122","NULL",," ","predicting hemoglobin level <10.0 g/dl",0.758,"0.73","0.78","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25113067_3_OR","25113067","increase of quartile of parathyroid hormone",,"NULL","NULL",," ","risk of having hemoglobin level <10.0 mg/dl",2.79,"2","3.88","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25380788_4_OR","25380788","higher hepcidin level",,"NULL","NULL",," ","risk of incident anemia",1.953,"1.011","3.772","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25380788_3_OR","25380788","higher hepcidin level",,"NULL","NULL",," ","risk of incident anemia",2.641,"1.213","5.75","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25380788_2_OR","25380788","higher hepcidin level",,"NULL","NULL",," ","risk of incident anemia",3.471,"1.228","9.81","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25437191_2_OR","25437191","blood transfusion",,"NULL","NULL",," ","hb-recovery,",0.31,"NULL","NULL","odd ratio (OR)","P = 0.038",,,1,"ironAnemiaLisa1","2024-03-23"
,"25437191_3_OR","25437191","chronic kidney disease",,"NULL","NULL",," ","hb-recovery,",0.33,"NULL","NULL","odd ratio (OR)","P = 0.043",,,1,"ironAnemiaLisa1","2024-03-23"
,"25437191_5_OR","25437191","≧2 nyha classes",,"NULL","NULL",," ","lower likelihood of functional improvement",0.49,"NULL","NULL","odd ratio (OR)","P = 0.034",,,1,"ironAnemiaLisa1","2024-03-23"
,"25437191_4_OR","25437191","anemic  without hb-recovery",,"NULL","NULL",," ","similar functional improvement (or",0.98,"NULL","NULL","odd ratio (OR)","P = 0.975",,,1,"ironAnemiaLisa1","2024-03-23"
,"25437191_6_OR","25437191","anemic  without hb-recovery",,"NULL","NULL",," ","re-hospitalization",1.91,"NULL","NULL","odd ratio (OR)","P = 0.024",,,1,"ironAnemiaLisa1","2024-03-23"
,"25437191_1_OR","25437191","high peak gradient",,"NULL","NULL",," ","hb-recovery,",4.82,"NULL","NULL","odd ratio (OR)","P = 0.003",,,1,"ironAnemiaLisa1","2024-03-23"
,"25550190_12_OR","25550190","parenteral iron groups",,"NULL","NULL",," ","participants requiring blood transfusion",0.61,"0.24","1.58","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25550190_9_OR","25550190","not pregnant or lactating",,"NULL","NULL",," ","participants who required blood transfusion",0.74,"0.55","0.99","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25550190_13_OR","25550190","between parenteral iron groups",,"NULL","NULL",," ","requiring blood transfusion",0.84,"0.66","1.06","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25550190_11_OR","25550190","not pregnant or lactating",,"NULL","NULL",," ","on mortality",1.04,"0.63","1.69","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25550190_8_OR","25550190","not pregnant or lactating",,"NULL","NULL",," ","in terms of mortality",1.05,"0.68","1.61","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25550190_10_OR","25550190","parenteral iron",,"NULL","NULL",," ","on mortality",1.49,"0.56","3.94","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25579885_6_OR","25579885","borderline hb level",,"NULL","NULL",," ","risk for new-onset atrial fibrillation",1.07,"0.91","1.25","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25579885_3_OR","25579885","95% confidence intervals",,"NULL","NULL","%"," ","new-onset atrial fibrillation",1.38,"1.21","1.56","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25579885_5_OR","25579885","anemia group.",,"NULL","NULL",," ","new-onset atrial fibrillation,",1.5,"1.24","1.83","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25579885_4_OR","25579885","chronic kidney disease group,",,"NULL","NULL",," ","new-onset atrial fibrillation",2.56,"2.09","3.13","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25810068_3_OR","25810068","one quartile increase in pulse pressure",,"NULL","NULL",," ","for stroke,",0.96,"0.83","1.11","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25810068_4_OR","25810068","one quartile increase in pulse pressure",,"NULL","NULL",," ","end stage renal disease",1.01,"0.94","1.09","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25810068_5_OR","25810068","one quartile increase in pulse pressure",,"NULL","NULL",," ","end stage renal disease",1.01,"0.96","1.07","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25810068_2_OR","25810068","one quartile increase in pulse pressure",,"NULL","NULL",," ","for myocardial infarction,",1.06,"0.99","1.26","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25829323_2_OR","25829323","who received iron supplementation",,"NULL","NULL",,"non-users.","risk of all-cause death",0.85,"0.8","0.9","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25829323_5_OR","25829323","iron users",,"NULL","NULL",,"non-users,","risk of hospitalizations",0.97,"0.94","0.99","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25829323_6_OR","25829323","iron users",,"NULL","NULL",,"non-users,","faster progression to end-stage renal disease",1.05,"1.01","1.08","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25979978_4_OR","25979978","hba1c treated continuously:",,"NULL","NULL",," ","pre-esrd mortality",1.85,"1.05","3.24","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25979978_2_OR","25979978","hba1c treated continuously:",,"NULL","NULL",," ","pre-esrd mortality",2.16,"1.27","3.68","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25979978_5_OR","25979978","updated mean of hba1c",,"NULL","NULL",,"versus the lowest tertile","higher mortality risk:",2.62,"1.16","5.91","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25991829_8_OR","25991829","egfr","greater than","58.6","NULL","ml/min"," ","increased mortality",15.11,"4.42","51.7","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25991829_9_OR","25991829","short physical performance battery","lower than","NULL","NULL","g/dl"," ","increased mortality",2.95,"0.74","11.8","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25991829_6_OR","25991829","short physical performance battery","lower than","NULL","NULL","g/dl"," ","risk of mortality",28.9,"10.3","81.2","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"25991829_7_OR","25991829","short physical performance battery","greater than","NULL","NULL",," ","had intermediate risk",6.58,"2.15","20.2","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"26040706_2_OR","26040706","mild anemia",,"NULL","NULL",," ","1-year all-cause mortality",2.15,"1.92","2.54","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"26081567_2_OR","26081567","epoetin alfa",,"NULL","NULL",," ","improve renal composite outcome of japanese",0.66,"0.47","0.93","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"26155438_5_OR","26155438","higher previous hemoglobin concentration",,"NULL","NULL",," ","probability of developing anemia  lower",0.32,"NULL","NULL","odd ratio (OR)","p < 0.001",,,1,"ironAnemiaLisa1","2024-03-23"
,"26155438_6_OR","26155438","receiving iron supplements",,"NULL","NULL",," ","anemia development",0.44,"NULL","NULL","odd ratio (OR)","p = 0.031",,,1,"ironAnemiaLisa1","2024-03-23"
,"26155438_2_OR","26155438","stage 5 chronic kidney disease",,"NULL","NULL",," ","probability of developing anemia  greater",16.76,"NULL","NULL","odd ratio (OR)","p < 0.001",,,1,"ironAnemiaLisa1","2024-03-23"
,"26155438_3_OR","26155438","hematological disorders",,"NULL","NULL",," ","probability of developing anemia",18.61,"NULL","NULL","odd ratio (OR)","p < 0.001",,,1,"ironAnemiaLisa1","2024-03-23"
,"26155438_4_OR","26155438","respiratory disorders",,"NULL","NULL",," ","anemia development",4.54,"NULL","NULL","odd ratio (OR)","p = 0.004",,,1,"ironAnemiaLisa1","2024-03-23"
,"26243782_3_OR","26243782","erythropoiesis-stimulating agents (esas)",,"NULL","NULL",," ","haemodialysis",0.88,"0.81","0.96","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"26243782_4_OR","26243782","erythropoiesis-stimulating agents (esas)",,"NULL","NULL",," ","rr for haemodialysis",0.95,"0.93","0.97","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"26254460_3_OR","26254460","serum phosphorus levels","greater than","3.5","NULL","mg","middle phosphorus tertile.","moderate anemia",1.16,"1.04","1.29","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"26254460_4_OR","26254460","serum phosphorus levels",,"NULL","NULL",,"middle phosphorus tertile.","moderate anemia",1.26,"1.07","1.48","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"26416943_1_OR","26416943","receipt of intravenous iron",,"NULL","NULL",,"no receipt of intravenous iron.","higher 30-day mortality",0.86,"0.74","1","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"26416943_4_OR","26416943","receipt of intravenous iron",,"NULL","NULL",,"no receipt of intravenous iron.","higher mortality in 2010",0.92,"0.85","1","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"26416943_5_OR","26416943","receipt of intravenous iron",,"NULL","NULL",,"no receipt of intravenous iron.","readmission for infection or death within 30 days of discharge",1.08,"0.96","1.22","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"26430892_4_OR","26430892","(to creatinine ratio","lower than","NULL","NULL","mg"," ","odds ratio of anemia increased",1.43,"0.88","2.33","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"26430892_6_OR","26430892","(to creatinine ratio","lower than","NULL","NULL","mg"," ","odds ratio of anemia increased",1.86,"1.12","3.1","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"26519375_6_OR","26519375","renal anemia of hb","lower than","NULL","NULL","g/dl"," ","risk for end stage kidney disease  hb <10 g/dl",1.43,"1.01","2.05","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"26519375_5_OR","26519375","renal anemia of hb","lower than","NULL","NULL","g/dl"," ","risk for end stage kidney disease  hb <10 g/dl",3.08,"1.4","6.79","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"26519375_2_OR","26519375","renal anemia of hb","lower than","NULL","NULL","g/dl"," ","risk for cves and death",4.49,"2.06","9.8","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"26779906_4_OR","26779906","higher in group ii   group i",,"NULL","NULL",,"Group I","risk of renal events",1.48,"0.91","2.4","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"26779906_3_OR","26779906","group ii   group i",,"NULL","NULL",,"Group I","risk of renal events",2.52,"1.98","3.21","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"26818011_4_OR","26818011","combined cv events",,"NULL","NULL",," ","end stage renal disease, all-cause mortality",1.46,"1.02","2.09","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"26818011_3_OR","26818011","combined cv events",,"NULL","NULL",," ","end stage renal disease, all-cause mortality",1.52,"0.97","2.38","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"26818011_2_OR","26818011","combined cv events",,"NULL","NULL",," ","end stage renal disease,",1.6,"1.07","2.38","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27108247_4_OR","27108247","coronary artery disease",,"NULL","NULL",," ","composite of death or end-stage renal disease",1.15,"1.01","1.3","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27108247_3_OR","27108247","coronary artery disease",,"NULL","NULL",," ","progress to end-stage renal disease",1.2,"1.01","1.42","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27121474_3_OR","27121474","both oral and parenteral iron",,"NULL","NULL",," ","requiring blood transfusion",0.66,"0.48","0.9","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27121474_4_OR","27121474","both oral and parenteral iron",,"NULL","NULL",," ","requiring blood transfusion",0.84,"0.73","0.97","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27121474_5_OR","27121474","oral and parenteral iron",,"NULL","NULL",," ","haemoglobin",1.35,"1.04","1.57","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27133951_9_OR","27133951","metastasis-free and cancer-specific survival rates",,"NULL","NULL",," ","cancer-specific survival rates",1.51,"0.93","2.44","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27133951_10_OR","27133951","preoperative anemia",,"NULL","NULL",," ","cancer-specific survival rates",1.59,"0.93","2.72","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27133951_11_OR","27133951","preoperative anemia",,"NULL","NULL",," ","inferior metastasis-free and cancer-specific survival",1.88,"1.14","3.01","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27133951_12_OR","27133951","preoperative anemia",,"NULL","NULL",," ","inferior metastasis-free and cancer-specific survival",2.03,"1.16","3.56","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27133951_13_OR","27133951","preoperative anemia",,"NULL","NULL",," ","metastasis-free",2.17,"1.21","3.9","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27133951_14_OR","27133951","preoperative anemia",,"NULL","NULL",," ","cancer-specific survival",2.21,"1.15","4.21","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27321965_6_OR","27321965","although intravenous iron replacement",,"NULL","NULL",," ","fewer gastrointestinal adverse events",0.43,"0.28","0.67","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27321965_3_OR","27321965","although intravenous versus oral iron supplementation.",,"NULL","NULL",," ","hb response > 1g/dl",1.61,"1.39","1.87","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27321965_4_OR","27321965","although intravenous versus oral iron supplementation.",,"NULL","NULL",," ","hb response > 1g/dl",2.14,"1.68","2.72","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27321965_5_OR","27321965","although intravenous iron replacement",,"NULL","NULL",," ","higher risk for hypotension",3.71,"1.74","7.94","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27324394_5_OR","27324394","chronic kidney disease/no-anemia group",,"NULL","NULL",,"no-CKD/no-anemia group.","no-chronic kidney disease/no-anemia group.",0.98,"0.39","2.51","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27324394_6_OR","27324394","no-chronic kidney disease/anemia group",,"NULL","NULL",,"no-CKD/no-anemia group.","no-chronic kidney disease/no-anemia group.",1.2,"0.69","2.09","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27324394_7_OR","27324394","chronic kidney disease/anemia group",,"NULL","NULL",,"no-CKD/no-anemia group.","risk of  adverse cardiac  cerebrovascular event",2.01,"1.01","3.98","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27458564_6_OR","27458564","serum iron",,"NULL","NULL",," ","anemia.",0.976,"0.968","0.985","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27458564_5_OR","27458564","chronic kidney disease stages 3a,",,"NULL","NULL",," ","anemia.",12.169,"3.783","39.147","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27458564_4_OR","27458564","diabetes mellitus",,"NULL","NULL",," ","anemia.",2.206,"1.196","4.069","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27651467_10_OR","27651467","iron-based binders",,"NULL","NULL",," ","risk of hypercalcemia",0.12,"0.05","0.32","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27651467_9_OR","27651467","sevelamer",,"NULL","NULL",," ","risk of hypercalcemia",0.27,"0.17","0.42","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27651467_11_OR","27651467","sevelamer",,"NULL","NULL",," ","reduced hospitalizations",0.5,"0.31","0.81","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27651467_7_OR","27651467","iron-based binders",,"NULL","NULL",," ","all-cause mortality",0.62,"0.35","1.08","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27651467_8_OR","27651467","iron-based binders",,"NULL","NULL",," ","all-cause mortality",0.73,"0.18","3","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27651467_12_OR","27651467","sevelamer",,"NULL","NULL",," ","hospitalization rates",0.8,"0.34","1.93","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27760419_2_OR","27760419","every 1 mg/dl increase in serum calcium",,"NULL","NULL","mg"," ","or for anemia  0.29",0.29,"0.16","0.49","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27760419_3_OR","27760419","1 mg/dl increase in serum phosphorus.",,"NULL","NULL","mg"," ","or for anemia",2.19,"1.55","3.15","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"27994861_1_OR","27994861","low molecular weight iron dextran group",,"NULL","NULL",,"versus 11 (32.4%) iron sucrose;","achieving the primary end point",0.68,"0.19","1.7","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"28135334_7_OR","28135334","ferumoxytol users",,"NULL","NULL",,"NDD-CKD","hazard for death",0.25,"0.04","1.52","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"28135334_4_OR","28135334","all-cause emergency department encounters or hospitalizations",,"NULL","NULL",," ","all-cause emergency department encounters or hospitalizations",0.56,"0.45","0.7","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"28135334_3_OR","28135334","hypotension",,"NULL","NULL",," ","hypotension",0.83,"0.52","1.34","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"28135334_5_OR","28135334","ndd-ckd ferumoxytol-treated",,"NULL","NULL",," ","all-cause emergency department encounters or hospitalizations",0.83,"0.71","0.95","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"28135334_2_OR","28135334","hypersensitivity symptoms",,"NULL","NULL",," ","hypersensitivity symptoms",1.04,"0.94","1.16","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"28135334_6_OR","28135334","ferumoxytol users",,"NULL","NULL",,"controls","hazard for death",2,"0.33","11.97","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"28382896_2_OR","28382896","first (105) and fourth quartile (144)",,"NULL","NULL",,"second quartile of Hb","for all-cause mortality in women.",2.29,"1.51","3.48","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"28815319_2_OR","28815319","stratified logistic analysis using ps",,"NULL","NULL",," ","all-cause mortality.",2.25,"1.89","2.67","odd ratio (OR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"28885736_10_OR","28885736","moderate chronic kidney disease",,"NULL","NULL",," ","moderate chronic kidney disease",1.65,"1.12","2.43","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"28885736_12_OR","28885736","heart failure",,"NULL","NULL",," ","heart failure",1.65,"1.16","2.37","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"28885736_8_OR","28885736","age","greater than","65","NULL","years"," ","anemia",1.76,"1.15","2.7","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"28885736_14_OR","28885736","anemia",,"NULL","NULL",," ","incidence of in-hospital mortality",1.82,"1.21","2.74","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"28885736_11_OR","28885736","female gender",,"NULL","NULL",," ","1.12-2.43). deficiency anemia",2.29,"1.64","3.22","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"28885736_9_OR","28885736","active cancer",,"NULL","NULL",," ","active cancer",2.44,"1.42","4.39","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"28885736_13_OR","28885736","moderate chronic kidney disease",,"NULL","NULL",," ","moderate chronic kidney disease",2.95,"2.04","4.3","relative risk (RR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"29130991_4_OR","29130991","higher prelude hb-var",,"NULL","NULL",," ","infection-related mortality,",0.93,"0.79","1.1","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
,"29130991_2_OR","29130991","higher prelude hb-var",,"NULL","NULL",,"[vs. lowest] quartile of Hb-var,","infection-related mortality,",1.1,"1.02","1.19","hazard ratio (HR)",,,,1,"ironAnemiaLisa1","2024-03-23"
