"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","pValue","exp2","adjustment","fromCode","projectName","uploadDate"
,"24522441_1_OR","24522441","sugar and fat intake",,"NULL","NULL",," answernotfound"," hepatic steatosis.",11.8,1.6,86.6,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24522441_2_OR","24522441","sugar and fat intake",,"NULL","NULL",," answernotfound"," visceral obesity",6.4,1.2,34,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24523037_4_OR","24523037","hscrp",,"NULL","NULL",," answernotfound"," recurrent ischemic stroke",2.04,1.14,3.67,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24523037_3_OR","24523037","risk factors",,"NULL","NULL",," answernotfound"," recurrent ischemic stroke",2.32,1.15,4.68,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24523037_2_OR","24523037","those in the top quartile",,"NULL","NULL",," answernotfound"," recurrent ischemic stroke",2.54,1.3,4.96,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24523666_1_OR","24523666","increased intensity of rrt",,"NULL","NULL",," answernotfound"," mortality",1.04,0.96,1.12,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24523666_2_OR","24523666","increased intensity of rrt",,"NULL","NULL",," answernotfound"," mortality",1.12,0.63,2,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24526756_3_OR","24526756","pf","greater than","85","NULL",," answernotfound"," physical components of qol.",0.81,0.71,0.91,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24526756_2_OR","24526756","pcs","greater than","50","NULL",," answernotfound"," physical components of qol.",0.87,0.76,0.99,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24526756_1_OR","24526756","pcs",,"NULL","NULL",," answernotfound"," physical components of qol.",50,0.87,95,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24529546_1_OR","24529546","have undergone a secondary procedure versus patients",,"NULL","NULL",," answernotfound"," secondary procedures.",0.08,0.01,0.63,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24530944_4_OR","24530944","higher hscrp",,"NULL","NULL",," answernotfound"," higher 180-day mortality",1.23,1.04,1.45,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24530944_3_OR","24530944","patients with an hscrp increase at day 30,",,"NULL","NULL",," answernotfound"," higher 180-day mortality",2.29,1.16,4.52,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24530944_1_OR","24530944","higher hscrp",,"NULL","NULL",," answernotfound"," higher 180-day mortality",2,1.23,95,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24533510_3_OR","24533510","cancers there were seven cases of breast cancer",,"NULL","NULL",," answernotfound"," answernotfound",0.47,0.19,1.15,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24533510_2_OR","24533510","all-cause mortality",,"NULL","NULL",," answernotfound"," difference between treatment groups.",1.07,0.88,1.29,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24534073_3_OR","24534073","sex, age",,"NULL","NULL",," answernotfound"," answernotfound",0.73,0.62,0.86,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24534073_4_OR","24534073","three higher",,"NULL","NULL",," answernotfound"," total bilirubin groups:",0.77,0.65,0.91,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24534073_1_OR","24534073","sex, age",,"NULL","NULL",," answernotfound"," answernotfound",0.8,0.68,0.94,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24534128_1_OR","24534128","answernotfound",,"NULL","NULL",," answernotfound"," answernotfound",1,0.01,78.5,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24534128_3_OR","24534128","answernotfound",,"NULL","NULL",," answernotfound"," answernotfound",1.3,0.57,2.96,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24534128_4_OR","24534128","baseline nihss score","greater than","12","NULL",," the ninds"," outcomes",2.33,0.6,9.02,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24534735_2_OR","24534735","risk-information processing was unaffected by the offer",,"NULL","NULL",," answernotfound"," risk,",1.68,0.71,4.01,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24534735_1_OR","24534735","risk-information processing was unaffected by the offer",,"NULL","NULL",," answernotfound"," risk,",3.66,1.27,10.6,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24535643_2_OR","24535643","intracranial carotid artery calcification",,"NULL","NULL",," answernotfound"," higher risk of stroke,",1.43,1.04,1.96,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24552647_2_OR","24552647","flavanols",,"NULL","NULL",," answernotfound"," decreased cvd risk.",0.4,0.23,0.72,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24552647_4_OR","24552647","hydroxybenzoic acids",,"NULL","NULL",," answernotfound"," decreased cvd risk.",0.47,0.26,0.86,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24552647_3_OR","24552647","lignans",,"NULL","NULL",," answernotfound"," decreased cvd risk.",0.51,0.3,0.86,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24552647_1_OR","24552647","greater intake of polyphenols,",,"NULL","NULL",," answernotfound"," decreased cvd risk.",0.54,0.33,0.91,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24552831_1_OR","24552831","stroke/systemic embolism",,"NULL","NULL",," answernotfound"," major bleeding",0.74,0.36,1.5,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24552831_2_OR","24552831","risk of major bleeding",,"NULL","NULL",," answernotfound"," stroke risks and bleeding risks",1.26,0.8,2,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24552888_3_OR","24552888","black race",,"NULL","NULL",," nonblacks."," risk of developing new af",0.55,0.35,0.87,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24552888_1_OR","24552888","black race",,"NULL","NULL",," nonblacks."," risk of new af",0.63,0.45,1,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24553265_3_OR","24553265","heavy (","greater than","69","NULL",," answernotfound"," higher risk of af.",0.89,0.6,1.32,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24553265_4_OR","24553265","heavy (","greater than","69","NULL",," answernotfound"," higher risk of af.",1.19,0.73,1.95,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24553265_2_OR","24553265","heavy (","greater than","69","NULL",," never-drinking group"," higher risk of af.",1.3,0.68,2.49,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24553265_5_OR","24553265","heavy (","greater than","69","NULL",," answernotfound"," higher risk of af.",1.36,0.79,2.35,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24553265_6_OR","24553265","heavy (","greater than","69","NULL",," answernotfound"," higher risk of af.",2.9,1.61,5.23,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24553426_4_OR","24553426","ga/gg",,"NULL","NULL",," answernotfound"," cognitive impairment",1.05,0.71,1.55,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24553426_1_OR","24553426","irregular drinkers",,"NULL","NULL",," answernotfound"," cognitive impairment",1.23,1,1.51,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24553426_3_OR","24553426","irregular drinkers",,"NULL","NULL",," answernotfound"," cognitive impairment",1.35,0.29,6.27,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24553557_1_OR","24553557","nm-po",,"NULL","NULL",," answernotfound"," postdischarge nm-po.",2.31,1.28,4.15,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24553557_3_OR","24553557","drug use",,"NULL","NULL",," answernotfound"," risk of postdischarge nm-po",2.62,1.7,4.04,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24553557_4_OR","24553557","nm-po",,"NULL","NULL",," answernotfound"," postdischarge nm-po.",2.71,1.1,6.66,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24553557_5_OR","24553557","drug use",,"NULL","NULL",," answernotfound"," postdischarge nm-po.",4.05,2,8.21,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24553693_2_OR","24553693","insoluble",,"NULL","NULL",," answernotfound"," prostate cancer risk,",0.46,0.27,0.78,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24553693_3_OR","24553693","legume",,"NULL","NULL",," answernotfound"," prostate cancer risk,",0.55,0.32,0.95,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24554232_2_OR","24554232","ramelteon",,"NULL","NULL",," answernotfound"," lower incidence of delirium",0.07,0.008,0.54,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24554232_1_OR","24554232","ramelteon",,"NULL","NULL",," answernotfound"," risk of delirium",0.09,0.01,0.69,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24554232_6_OR","24554232","ramelteon",,"NULL","NULL",," answernotfound"," development of delirium",5.74,5.05,6.42,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24554232_5_OR","24554232","ramelteon",,"NULL","NULL",," answernotfound"," development of delirium",6.94,6.82,7.06,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24556095_3_OR","24556095","cea",,"NULL","NULL",," answernotfound"," ipsilateral ischemic stroke",2.27,1.35,3.816,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24556095_1_OR","24556095","symptomatic versus asymptomatic stenosis",,"NULL","NULL",," answernotfound"," fatal or nonfatal heart attack",2.32,1.298,4.146,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24557573_1_OR","24557573","chinese water-pipe smokers",,"NULL","NULL",," chinese water-pipe smokers"," risk of copd",10.61,6.89,16.34,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24557573_4_OR","24557573","cigarette passive smokers",,"NULL","NULL",," cigarette passive smokers"," risk of copd.",2.52,1.62,3.91,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24557573_3_OR","24557573","cigarette smokers",,"NULL","NULL",," cigarette smokers"," risk of copd.",3.18,2.06,4.91,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24557573_2_OR","24557573","chinese water-pipe passive smokers",,"NULL","NULL",," chinese water-pipe passive smokers"," risk of copd",5.5,3.61,8.38,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24557701_1_OR","24557701","span-100-positive status",,"NULL","NULL",," answernotfound"," lower odds of favorable outcome",0.3,0.1,0.9,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24560764_1_OR","24560764","total volume of metastases",,"NULL","NULL",," answernotfound"," risk of a metastasis",1.071,1.003,1.144,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24561149_3_OR","24561149","transfemoral arm",,"NULL","NULL",," answernotfound"," procedural mortality",0.55,0.32,0.93,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24561149_1_OR","24561149","female patients,",,"NULL","NULL",," answernotfound"," procedural mortality",0.67,0.44,1,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24561149_4_OR","24561149","male patients,",,"NULL","NULL",," answernotfound"," no overall survival benefit",1.15,0.82,1.61,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24563518_1_OR","24563518","answernotfound",,"NULL","NULL",," answernotfound"," cervical cancer mortality",0.69,0.54,0.88,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24568894_2_OR","24568894","dutasteride",,"NULL","NULL",," alcohol abstainers,"," high-grade pca",0.59,0.38,0.9,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24568894_3_OR","24568894","high alcohol intake",,"NULL","NULL",," answernotfound"," reduced high-grade pca",0.99,0.67,1.45,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24568978_1_OR","24568978","bilateral nldo",,"NULL","NULL",," answernotfound"," treatment success.",0.78,0.66,0.92,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24568978_2_OR","24568978","2 or 3 clinical signs of nldo",,"NULL","NULL",," answernotfound"," treatment success",0.88,0.81,0.96,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24573661_1_OR","24573661","diabetes",,"NULL","NULL",," control group."," diabetes risk",0.6,0.43,0.85,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24573661_3_OR","24573661","mediterranean diet supplemented with nuts",,"NULL","NULL",," control group."," diabetes risk",0.82,0.61,1.1,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24576082_1_OR","24576082","living alone",,"NULL","NULL",," living alone"," early readmission",1.71,1.02,2.87,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24576082_4_OR","24576082","not having medicaid",,"NULL","NULL",," answernotfound"," early readmission.",1.8,1.05,3.11,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24576082_3_OR","24576082","fair or poor satisfaction with primary care physician",,"NULL","NULL",," satisfaction with primary care physician"," early readmission",2.12,1.01,4.46,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24576082_5_OR","24576082","receiving a new assistive device",,"NULL","NULL",," answernotfound"," early readmission.",2.26,1.26,4.05,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24576082_6_OR","24576082","staying in a nursing home in the past 6 months",,"NULL","NULL","months"," answernotfound"," early readmission.",5.08,1.56,16.53,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24578164_3_OR","24578164","patients with inpatient hf",,"NULL","NULL",," answernotfound"," death",10.7,6.1,18.7,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24578164_1_OR","24578164","non-fatal hf events",,"NULL","NULL",," answernotfound"," death",12.4,9.1,16.9,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24580026_4_OR","24580026","rheumatoid factor (rf)-positive group",,"NULL","NULL",," rheumatoid factor (rf)-positive group"," susceptibility of ra.",0.66,0.482,0.9,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24580026_3_OR","24580026","delc haplotype",,"NULL","NULL",," answernotfound"," triggering of ra.",0.7,0.521,0.946,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24580026_1_OR","24580026","homozygozity",,"NULL","NULL",," answernotfound"," increased risk of ra",1.45,1.075,1.959,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24581924_8_OR","24581924","significant ulmca disease,",,"NULL","NULL",," answernotfound"," target vessel revascularization",0.185,0.079,0.432,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24581924_4_OR","24581924","significant ulmca disease,",,"NULL","NULL",," answernotfound"," myocardial infarction",0.362,0.094,1.388,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24581924_7_OR","24581924","significant ulmca disease,",,"NULL","NULL",," answernotfound"," major adverse cardiovascular and cerebrovascular events",0.429,0.254,0.723,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24581924_6_OR","24581924","significant ulmca disease,",,"NULL","NULL",," answernotfound"," death,",0.711,0.387,1.308,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24581924_1_OR","24581924","significant ulmca disease,",,"NULL","NULL",," answernotfound"," no differences in all-cause",0.722,0.357,1.461,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24581924_3_OR","24581924","significant ulmca disease,",,"NULL","NULL",," answernotfound"," death, mi, and cva at long-term follow-up.",1.1,0.455,2.66,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24581924_5_OR","24581924","significant ulmca disease,",,"NULL","NULL",," answernotfound"," cerebrovascular accident",1.2,0.359,4.007,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24582273_4_OR","24582273","male sex",,"NULL","NULL",," answernotfound"," mves",1.35,1.12,1.61,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24582273_2_OR","24582273","age",,"NULL","NULL",," answernotfound"," future mves",1.37,1.25,1.51,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24582273_5_OR","24582273","apolipoprotein (apo)-b/apo-a1",,"NULL","NULL",," answernotfound"," future mves",1.56,1.16,2.11,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24582273_3_OR","24582273","diabetes",,"NULL","NULL",," answernotfound"," risk of subsequent mve",1.82,1.51,2.18,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24582273_1_OR","24582273","an fcrs of 20% or more",,"NULL","NULL","%"," answernotfound"," risk of subsequent mves",1.92,1.63,2.27,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24582532_1_OR","24582532","age, diabetes, vitamin k antagonists, and previous statin use",,"NULL","NULL",," answernotfound"," incident avs",0.91,0.59,1.41,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24582532_4_OR","24582532","diabetes",,"NULL","NULL",," answernotfound"," incident avs",1.67,1,2.8,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24582532_3_OR","24582532","age",,"NULL","NULL",," answernotfound"," avs",2.17,1.61,2.93,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24582532_6_OR","24582532","previous statin use",,"NULL","NULL",," answernotfound"," incident avs",2.65,1.54,4.6,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24582532_5_OR","24582532","vitamin k antagonist use",,"NULL","NULL",," answernotfound"," incident avs",3.25,2.06,5.16,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24583055_1_OR","24583055","answernotfound",,"NULL","NULL",," answernotfound"," death",0.1,0.013,0.805,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24585409_1_OR","24585409","highest quartile of c-peptide,",,"NULL","NULL",," answernotfound"," risk of aggressive prostate cancer.",1.41,0.72,2.78,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24585716_3_OR","24585716","twa",,"NULL","NULL",," answernotfound"," primary end point",1.42,0.77,2.64,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24585716_1_OR","24585716","ma",,"NULL","NULL",," answernotfound"," outcomes",1.84,1,3.4,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24585716_2_OR","24585716","cardiac resynchronization therapy defibrillator",,"NULL","NULL",," answernotfound"," outcom",2.12,1.13,3.98,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24595629_1_OR","24595629","glycemia",,"NULL","NULL",," answernotfound"," risk of the primary outcome",0.67,0.5,0.91,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24595629_4_OR","24595629","intensively treated for glycemia",,"NULL","NULL",," answernotfound"," risk of the primary outcome",0.71,0.52,0.96,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24595629_3_OR","24595629","bp",,"NULL","NULL",," answernotfound"," mortality.",0.74,0.55,1,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24595629_5_OR","24595629","intensive glycemia treatment",,"NULL","NULL",," compared with the standard lipid/standard glycemia group."," mortality",1.33,1.02,1.74,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24595778_7_OR","24595778","conduct disorder",,"NULL","NULL",," girls in the traditional voucher group"," major depression",0.1,0,0.4,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24595778_6_OR","24595778","girls in the traditional voucher group",,"NULL","NULL",," girls in the traditional voucher group"," major depression",0.6,0.3,0.9,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24595778_1_OR","24595778","major depression",,"NULL","NULL",," compared with the control group,"," major depression",2.2,1.2,3.9,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24595778_5_OR","24595778","ptsd",,"NULL","NULL",," answernotfound"," depression,",2.7,1.2,5.8,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24595778_4_OR","24595778","conduct disorder",,"NULL","NULL",," answernotfound"," depression, ptsd, and conduct disorder",3.1,1.7,5.8,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24595778_3_OR","24595778","ptsd",,"NULL","NULL",," the control group,"," depression,",3.4,1.6,7.4,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24595862_2_OR","24595862","plasma choline",,"NULL","NULL",," nonsmokers"," ami",2.63,1.56,5.51,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24596458_6_OR","24596458","cognitive impairment",,"NULL","NULL",," answernotfound"," falls.",1.08,0.72,1.6,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24596458_5_OR","24596458","previous falls",,"NULL","NULL",," answernotfound"," falls.",1.09,0.74,1.6,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24596458_1_OR","24596458","history of previous falls, disability, and cognitive impairment",,"NULL","NULL",," answernotfound"," risk of falls",1.28,0.94,1.75,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24596458_4_OR","24596458","functional impairment",,"NULL","NULL",," answernotfound"," falls.",1.42,0.97,2.12,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24596458_2_OR","24596458","intervention had a negative effect",,"NULL","NULL",," answernotfound"," falls.",1.46,1.03,2.09,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24597472_2_OR","24597472","incidence of bleeding",,"NULL","NULL",," answernotfound"," lower bleeding risk.",0.61,0.46,0.81,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24597472_1_OR","24597472","answernotfound",,"NULL","NULL",," answernotfound"," bleeding risk.",0.98,0.49,1.66,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24597866_1_OR","24597866","prostate cancer;",,"NULL","NULL",," answernotfound"," deaths,",0.56,0.41,0.77,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24599110_4_OR","24599110","higher c-peptide",,"NULL","NULL",," answernotfound"," better eye outcomes.",0.328,0.155,0.7,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24599110_2_OR","24599110","higher c-peptide",,"NULL","NULL",," answernotfound"," reduced incidence and progression of dr.",0.49,0.24,1,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24599110_5_OR","24599110","baseline c-peptide",,"NULL","NULL",," answernotfound"," better eye outcomes.",0.53,0.305,0.921,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24599110_1_OR","24599110","age",,"NULL","NULL",," answernotfound"," risk of progression",1.3,1.123,1.503,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24603054_3_OR","24603054","multiple punctures",,"NULL","NULL",," answernotfound"," large haematomas.",10.5,3.2,34.3,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24603054_2_OR","24603054","female gender",,"NULL","NULL",," answernotfound"," large haematomas",2.1,1.1,3.9,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24603054_1_OR","24603054","manual compression",,"NULL","NULL",," answernotfound"," large haematomas",3.3,1.5,7.2,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24603072_2_OR","24603072","r-tpa",,"NULL","NULL",," answernotfound"," death",0.63,0.58,0.68,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24603072_3_OR","24603072","r-tpa",,"NULL","NULL",," answernotfound"," poststroke poor functional outcome",0.8,0.77,0.82,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24604289_1_OR","24604289","age,",,"NULL","NULL",," answernotfound"," pcsm",1.59,0.66,3.83,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24610902_1_OR","24610902","maximum diameter",,"NULL","NULL",," answernotfound"," risk of enlargement",1.3,1.11,11.52,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24610902_2_OR","24610902","aneurysm","greater than","10","NULL",," answernotfound"," risk of enlargement",18,1.95,167,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24615194_1_OR","24615194","""early"" use of rt and lrfr:",,"NULL","NULL",," answernotfound"," os.",0.43,0.17,1.04,"relative risk (RR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24616337_4_OR","24616337","target bp",,"NULL","NULL",," answernotfound"," cardiovascular risk.",1.47,1.05,2.06,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24616337_2_OR","24616337","the mediterranean diet score",,"NULL","NULL",," answernotfound"," overall cardiovascular risk",1.84,1.31,2.59,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24616337_3_OR","24616337","physical activity",,"NULL","NULL",," answernotfound"," cardiovascular risk.",2.48,1.41,4.36,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24616337_1_OR","24616337","ea+",,"NULL","NULL",," answernotfound"," smoking",4.52,3.2,6.39,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24618012_3_OR","24618012","high baseline physical",,"NULL","NULL",," answernotfound"," improvement in physical performance",0.6,0.4,0.89,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24618012_4_OR","24618012","mental",,"NULL","NULL",," answernotfound"," incident ui.",0.62,0.43,0.91,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24618012_1_OR","24618012","improvement in physical performance score",,"NULL","NULL",," answernotfound"," incident ui.",0.69,0.5,0.95,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24618012_5_OR","24618012","increase in depressive symptoms",,"NULL","NULL",," answernotfound"," higher rate of incident ui.",4.48,1.02,19.68,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24618326_1_OR","24618326","tsp-1 rs1478604 a snp",,"NULL","NULL",," answernotfound"," increased risk of corneal allograft rejection",1.58,1.02,2.45,"odd ratio (OR)",,,,1,"projTutoTrialRisk","2024-02-06"
,"24619865_3_OR","24619865","gte",,"NULL","NULL",," answernotfound"," map and rpp responses to an acute re",60,0.15,60,"hazard ratio (HR)",,,,1,"projTutoTrialRisk","2024-02-06"
