"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","exp2","adjustment","fromCode","projectName","uploadDate"
,"22746290_5_RR","22746290","asthma",,"NULL","NULL",,,"cf",4.25,3.66,4.85,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"22895546_3_OR","22895546","bladder pain syndrome",,"NULL","NULL",,,"prior diagnosis",1.7,1.56,1.84,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"23129416_3_OR","23129416","bladder pain syndrome",,"NULL","NULL",,,"ra",1.66,1.47,1.87,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"23171754_1_OR","23171754","mindfulness",,"NULL","NULL",,,"depressive relapse",3.21,1.05,9.78,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"23324872_4_OR","23324872","psychopathology",,"NULL","NULL",,,"irritable bowel syndrome",1.25,1.01,1.54,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"23324872_3_OR","23324872","self",,"NULL","NULL",,,"ill health",1.27,1.03,1.56,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"23324872_1_oddsratio","23324872","self",,"NULL","NULL",,,"irritable bowel syndrome",2,1.67,2.36,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"23324872_5_OR","23324872","childhood adversity",,"NULL","NULL",,,"irritable bowel syndrome",2.2,1.74,2.76,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"23363640_1_oddsratio","23363640","recovery",,"NULL","NULL",,,"trial recovery",3.36,1.64,6.88,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"23553652_1_hazardratio","23553652","obstructive sleep apnea",,"NULL","NULL",,,"bladder pain syndrome",3.71,1.81,7.62,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"23600835_3_OR","23600835","having any younger siblings",,"NULL","NULL",,,"fcd",0.68,0.49,0.95,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"23600835_4_OR","23600835","siblings",,"NULL","NULL",,,"asthma",1.47,0.91,2.38,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"23600835_1_oddsratio","23600835","chronic fatigue syndrome",,"NULL","NULL",,,"asthma",3.11,1.11,8.71,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"23950914_3_OR","23950914","anxiety",,"NULL","NULL",,,"insomnia",1.45,1.04,2.02,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"23950914_1_OR","23950914","insomnia",,"NULL","NULL",,,"anxiety",1.48,1.1,1.99,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"23950914_2_OR","23950914","chronic fatigue",,"NULL","NULL",,,"insomnia",1.78,1.02,3.11,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"23991081_4_OR","23991081","bladder pain syndrome",,"NULL","NULL",,,"hyperthyroidism",2.01,1.15,3.53,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"23991081_3_OR","23991081","bladder pain syndrome",,"NULL","NULL",,,"hyperthyroidism",2.16,1.27,3.66,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"24254550_1_OR","24254550","chronic fatigue syndrome",,"NULL","NULL",,,"severe functional limitation",0.44,0.26,0.74,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"24254550_2_OR","24254550","chronic fatigue syndrome",,"NULL","NULL",,,"severe functional limitation",0.46,0.28,0.77,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"24254550_3_OR","24254550","chronic fatigue syndrome",,"NULL","NULL",,,"severe functional limitation",0.49,0.28,0.84,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"24254550_4_OR","24254550","chronic fatigue syndrome",,"NULL","NULL",,,"disease free survival",0.51,0.3,0.86,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"24500451_2_OR","24500451","maternal inheritance",,"NULL","NULL",,,"irritable bowel syndrome",5.2,1.2,22.6,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"24500451_1_OR","24500451","maternal inheritance",,"NULL","NULL",,,"ibs",5.8,1.5,23.1,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"24619129_1_hazardratio","24619129","chronic fatigue syndrome",,"NULL","NULL",,,"fracture",1.14,1,1.3,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"24636516_1_OR","24636516","cortisol",,"NULL","NULL",,,"recovery",1.93,1.18,3.17,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"24715153_1_hazardratio","24715153","chronic fatigue",,"NULL","NULL",,,"cfs",1.29,1.09,1.53,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"24929332_1_OR","24929332","longitudinal strain",,"NULL","NULL",,,"impaired rom",6,2.1,17.3,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"25115874_3_RR","25115874","giardia infection",,"NULL","NULL",,,"chronic fatigue",0.69,0.62,0.77,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"25115874_2_RR","25115874","giardia infection",,"NULL","NULL",,,"irritable bowel syndrome",0.85,0.77,0.93,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"25115874_1_relativerisks","25115874","giardia infection",,"NULL","NULL",,,"chronic fatigue",3.4,2.9,3.9,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"25151198_1_OR","25151198","joint hypermobility",,"NULL","NULL",,,"postural tachycardia syndrome",10.03,5.26,19.13,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"25258358_3_OR","25258358","functional somatic syndromes",,"NULL","NULL",,,"hysterectomy",3.9,1.1,13.9,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"25258358_2_OR","25258358","functional somatic syndromes",,"NULL","NULL",,,"hysterectomy",5.4,1.3,22.3,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"25258358_1_OR","25258358","functional somatic syndromes",,"NULL","NULL",,,"hysterectomy",6,2,18.2,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"25647777_3_OR","25647777","earlier mean age",,"NULL","NULL",,,"chronic fatigue syndrome",1.22,1.09,1.36,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"25647777_8_OR","25647777","nonmenstrual pelvic pain",,"NULL","NULL",,,"chronic fatigue syndrome",11.98,2.57,55.81,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"25647777_2_OR","25647777","excessive menstrual bleeding",,"NULL","NULL",,,"menopause status",2.37,1.21,4.66,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"25647777_7_OR","25647777","noncontraceptive hormonal preparations",,"NULL","NULL",,,"chronic fatigue syndrome",2.95,1.36,6.38,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"25647777_10_OR","25647777","hysterectomy",,"NULL","NULL",,,"chronic fatigue syndrome",3.23,1.46,7.17,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"25647777_5_OR","25647777","excessive menstrual bleeding",,"NULL","NULL",,,"bleeding between periods",3.31,1.6,6.86,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"25647777_9_OR","25647777","excessive menstrual bleeding",,"NULL","NULL",,,"chronic fatigue syndrome",3.33,1.66,6.67,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"25647777_4_OR","25647777","excessive menstrual bleeding",,"NULL","NULL",,,"chronic fatigue syndrome",3.33,1.66,6.7,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"25647777_6_OR","25647777","endometriosis",,"NULL","NULL",,,"chronic fatigue syndrome",3.67,1.53,8.84,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"25768845_2_OR","25768845","major depressive disorder",,"NULL","NULL",,,"mood",1.58,1.24,2.01,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"25786041_1_OR","25786041","tacr1 gene",,"NULL","NULL",,,"sicca syndrome",0.56,0.42,0.76,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"25827172_1_OR","25827172","untreated hormone dysfunction",,"NULL","NULL",,,"cf",3.87,1.2,12.51,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"26058591_4_OR","26058591","giardia exposed",,"NULL","NULL",,,"chronic fatigue",1.29,0.88,1.88,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"26058591_3_OR","26058591","sporadic ibs",,"NULL","NULL",,,"chronic fatigue",2.42,1.45,4.04,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"26058591_5_OR","26058591","sporadic ibs",,"NULL","NULL",,,"chronic fatigue",2.73,1.85,4.02,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"26058591_6_OR","26058591","sporadic ibs",,"NULL","NULL",,,"chronic fatigue",2.79,1.69,4.62,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"26184102_1_oddsratio","26184102","statin use",,"NULL","NULL",,,"bladder pain syndrome",1.52,1.19,1.94,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"26198797_1_hazardratio","26198797","chronic fatigue syndrome",,"NULL","NULL",,,"organic erectile dysfunction",1.88,1.26,2.81,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"26200644_1_hazardratio","26200644","atopic symptoms",,"NULL","NULL",,,"chronic fatigue syndrome",1.48,1.3,1.69,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"26475444_1_HR","26475444","influenza infection",,"NULL","NULL",,,"cfs/me",0.97,0.91,1.04,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"26510728_1_OR","26510728","gender balance",,"NULL","NULL",,,"cognitive symptoms",0.18,0.13,0.25,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"26510728_5_OR","26510728","anxiety",,"NULL","NULL",,,"comorbid depression",0.46,0.41,0.53,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"26510728_2_OR","26510728","sore throat",,"NULL","NULL",,,"headaches",1.42,1.07,1.9,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"26510728_4_OR","26510728","comorbid depression",,"NULL","NULL",,,"headaches",1.51,1.33,1.72,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"26510728_3_OR","26510728","headaches",,"NULL","NULL",,,"sore throat",1.56,1.36,1.8,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"26810786_4_OR","26810786","family adversity",,"NULL","NULL",,,"chronic fatigue syndrome",1.2,1.01,1.42,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"26810786_3_OR","26810786","female gender",,"NULL","NULL",,,"chronic fatigue syndrome",1.95,1.33,2.86,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"26810786_1_oddsratio","26810786","female gender",,"NULL","NULL",,,"chronic fatigue syndrome",11,5.92,20.4,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"26907510_1_oddsratios","26907510","migraine",,"NULL","NULL",,,"overactive bladder syndrome",1.34,1.15,1.57,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"26940687_4_RR","26940687","surgery",,"NULL","NULL",,,"severe fatigue",0.83,0.7,0.98,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"26940687_1_RR","26940687","partner",,"NULL","NULL",,,"severe fatigue",0.96,0.93,0.98,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"26940687_3_RR","26940687","higher disease stages",,"NULL","NULL",,,"severe fatigue",1.18,1.05,1.331,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"26940687_2_RR","26940687","higher disease stages",,"NULL","NULL",,,"severe fatigue",1.18,1.08,1.281,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"27044578_5_OR","27044578","self",,"NULL","NULL",,,"quality of primary care",0.61,0.38,0.93,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"27044578_4_OR","27044578","poorer self",,"NULL","NULL",,,"quality of primary care",1.38,1.05,1.82,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"27044578_1_OR","27044578","poorer self",,"NULL","NULL",,,"quality of primary care",2.38,1.63,3.49,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"27044578_3_OR","27044578","poorer self",,"NULL","NULL",,,"quality of primary care",2.46,1.6,3.78,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"27044578_2_OR","27044578","university education",,"NULL","NULL",,,"quality in primary care poor",2.57,1.68,3.94,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"27068612_2_OR","27068612","heterozygous mefv gene mutation",,"NULL","NULL",,,"periodic fever",0.3,0.03,2.7,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"27068612_3_OR","27068612","chronic fatigue",,"NULL","NULL",,,"periodic fever",9,1,1471,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"27605134_4_RR","27605134","depression",,"NULL","NULL",,,"irritable bowel syndrome onset",2.06,1.44,2.96,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"27605134_3_RR","27605134","anxiety",,"NULL","NULL",,,"ibs",2.38,1.58,3.6,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"27655658_1_OR","27655658","obesity",,"NULL","NULL",,,"obesity",2.31,1.54,3.48,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"27655658_2_OR","27655658","obesity",,"NULL","NULL",,,"obesity",4.07,2.04,8.11,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"27842587_1_oddsratio","27842587","lower educational attainment",,"NULL","NULL",,,"negative experiences",0.12,0.03,0.49,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"27842587_3_OR","27842587","lower educational attainment",,"NULL","NULL",,,"poor",0.25,0.09,0.76,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"27842587_5_OR","27842587","lower educational attainment",,"NULL","NULL",,,"chronic fatigue syndrome",0.38,0.14,0.99,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"27842587_4_OR","27842587","lower educational attainment",,"NULL","NULL",,,"chronic fatigue syndrome",2.32,1.09,4.95,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"28335756_3_RR","28335756","chinese herbal medicine",,"NULL","NULL",,,"chronic fatigue syndrome",1.17,1.09,1.25,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"28335756_4_RR","28335756","chinese herbal medicine",,"NULL","NULL",,,"chronic fatigue syndrome",1.22,1.14,1.3,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"28335756_5_RR","28335756","chinese herbal medicine",,"NULL","NULL",,,"chronic fatigue syndrome",1.23,1.12,1.36,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"28476151_3_RR","28476151","chronic fatigue syndrome",,"NULL","NULL",,,"gp consultations",1.45,1.4,1.51,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"28476151_1_RR","28476151","gp consultation rates",,"NULL","NULL",,,"chronic fatigue syndrome",1.49,1.46,1.52,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"28476151_2_RR","28476151","gp consultation rates",,"NULL","NULL",,,"chronic fatigue syndrome",1.56,1.54,1.57,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"28476151_4_RR","28476151","chronic fatigue syndrome",,"NULL","NULL",,,"rates of gp consultations",1.62,1.54,1.7,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"28597308_1_OR","28597308","chronic pain",,"NULL","NULL",,,"entry to competitive work",1.87,1.06,3.31,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"28648542_1_HR","28648542","hpv vaccination",,"NULL","NULL",,,"chronic fatigue syndrome",0.86,0.69,1.08,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"28648542_2_HR","28648542","hpv vaccination",,"NULL","NULL",,,"chronic fatigue syndrome",5.23,3.66,7.49,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"28782878_3_HR","28782878","exercise",,"NULL","NULL",,,"chronic fatigue syndrome",2,0.1,8130,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"29318645_2_hazardratio","29318645","endometriosis",,"NULL","NULL",,,"bladder pain syndrome",3.74,1.76,7.94,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"29382635_1_OR","29382635","total physical activity level",,"NULL","NULL",,,"chronic disabling fatigue",0.75,0.59,0.95,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"29382635_2_OR","29382635","moderate",,"NULL","NULL",,,"chronic disabling fatigue",0.84,0.69,1.01,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"29382635_3_OR","29382635","physical activity",,"NULL","NULL",,,"chronic disabling fatigue",1.35,1.02,1.79,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"29450135_1_oddsratio","29450135","albumin",,"NULL","NULL",,,"failure",37.4,2.7,39.9,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"29577349_1_oddsratio","29577349","undiagnosed coeliac disease",,"NULL","NULL",,,"osteoporosis",1.18,0.85,1.63,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"29615976_1_OR","29615976","body mass index",,"NULL","NULL",,,"low t3 syndrome",2.56,1,6.54,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"29773208_3_OR","29773208","sleep abnormalities",,"NULL","NULL",,,"chronic fatigue syndrome",0.49,0.34,0.7,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"29773208_1_oddsratio","29773208","difficulties in going to sleep",,"NULL","NULL",,,"chronic fatigue syndrome",0.61,0.43,0.88,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"29908859_1_oddsratio","29908859","frailty",,"NULL","NULL",,,"mortality",27.1,25.3,29.1,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"30214947_3_HR","30214947","warm water immersion",,"NULL","NULL",,,"chronic fatigue syndrome",5,0.73,5574,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"30214947_6_HR","30214947","chronic fatigue syndrome",,"NULL","NULL",,,"lower hr",78,60,86,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"30262246_1_RR","30262246","age",,"NULL","NULL",,,"fatigue",0.62,0.07,5.49,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"30505831_3_HR","30505831","orthostatic intolerance",,"NULL","NULL",,,"postural tachycardia syndrome",3,0.55,95,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"30518392_1_hazardratio","30518392","thermal injury",,"NULL","NULL",,,"chronic fatigue syndrome",1.48,1.41,1.56,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"30795765_1_hazardratio","30795765","ibd",,"NULL","NULL",,,"chronic fatigue syndrome",18,12,2342,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"30795765_3_HR","30795765","inflammatory bowel disease",,"NULL","NULL",,,"cfs",2.5,1.63,3.84,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"30795765_2_HR","30795765","inflammatory bowel disease",,"NULL","NULL",,,"chronic fatigue syndrome",3.23,2.12,4.91,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"30957026_1_OR","30957026","acute ebv infection",,"NULL","NULL",,,"chronic fatigue development",2.5,1.16,5.47,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"30974900_1_oddsratio","30974900","sex",,"NULL","NULL",,,"severe me",0.05,0.02,0.15,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"30974900_3_OR","30974900","serum ck concentrations",,"NULL","NULL",,,"severe me",0.16,0.07,0.4,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"31088562_1_hazardratio","31088562","chronic fatigue syndrome",,"NULL","NULL",,,"cfs",1.48,1.07,2.06,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"31088562_3_HR","31088562","psoriasis",,"NULL","NULL",,,"chronic fatigue syndrome",2.05,1.31,3.2,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"31088562_4_HR","31088562","psoriasis",,"NULL","NULL",,,"chronic fatigue syndrome",2.32,1.33,4.06,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"31101966_1_OR","31101966","higher comorbidities",,"NULL","NULL",,,"widespread pain",5.2,1.3,21.7,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"31131782_2_HR","31131782","cause mortality",,"NULL","NULL",,,"natural death",0.99,0.91,1.09,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"31131782_3_HR","31131782","natural death",,"NULL","NULL",,,"cause mortality",0.99,0.9,1.09,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"31131782_4_HR","31131782","unnatural death",,"NULL","NULL",,,"suicide",1,0.59,1.72,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"31131782_1_hazardratios","31131782","psychiatric illness",,"NULL","NULL",,,"premature death",1.77,1.72,1.82,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"31179251_4_OR","31179251","endometriosis",,"NULL","NULL",,,"hysterectomy",10.3,1.82,58.39,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"31179251_3_OR","31179251","endometriosis",,"NULL","NULL",,,"chronic pelvic pain",9,1.47,55.25,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"31204859_2_RR","31204859","overall response rate",,"NULL","NULL",,,"chronic fatigue syndrome",1.17,1.07,1.29,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"31204859_1_RR","31204859","overall response rate",,"NULL","NULL",,,"chronic fatigue syndrome",2.08,1.4,3.1,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"31253111_7_OR","31253111","psychopathology",,"NULL","NULL",,,"work disability",1.98,1.51,2.61,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"31253111_5_OR","31253111","pain",,"NULL","NULL",,,"work disability",2.09,1.47,2.97,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"31253111_2_OR","31253111","autonomic dysfunction",,"NULL","NULL",,,"work disability",2.21,1.71,2.87,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"31253111_4_OR","31253111","fatigue",,"NULL","NULL",,,"work disability",2.61,2.01,3.39,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"31548048_2_HR-QoL","31548048","resistance training",,"NULL","NULL",,,"rheumatic diseases",36,36,36,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"31694923_3_OR","31694923","sleep",,"NULL","NULL",,,"chronic fatigue",3.1,1.3,7.5,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"31694923_1_oddsratio","31694923","sleep",,"NULL","NULL",,,"chronic fatigue",7.9,3.5,16.2,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"31825646_4_OR","31825646","steroid use",,"NULL","NULL",,,"lower health",1.3,0.9,2,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"31825646_3_OR","31825646","income",,"NULL","NULL",,,"sarcoidosis",1.4,1.1,1.9,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"31825646_5_OR","31825646","steroid",,"NULL","NULL",,,"sarcoidosis",1.5,1.1,2.1,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"31825646_1_oddsratio","31825646","income",,"NULL","NULL",,,"sarcoidosis",2.4,1.7,3.3,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"31827223_1_OR","31827223","elevated blood lactate",,"NULL","NULL",,,"post-exertional malaise",2.47,1.1,5.55,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"32210306_2_OR","32210306","immune system",,"NULL","NULL",,,"me/cfs",1.5,1.1,2,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"32210306_3_OR","32210306","immune system",,"NULL","NULL",,,"me/cfs",1.7,1.3,2.2,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"32210306_1_OR","32210306","immune system",,"NULL","NULL",,,"me/cfs",2.1,1.4,3.1,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"32294142_3_OR","32294142","not working",,"NULL","NULL",,,"chronic fatigue",4.61,1.36,157,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"32294142_1_OR","32294142","pre",,"NULL","NULL",,,"chronic fatigue",4.92,1.84,13.2,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"32328064_4_OR","32328064","ctla4",,"NULL","NULL",,,"acute onset of disease with an infection",0.89,0.61,1.3,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"32328064_3_OR","32328064","autoimmunity",,"NULL","NULL",,,"autoimmune disease",1.09,0.56,2.14,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"32328064_2_OR","32328064","autoimmunity",,"NULL","NULL",,,"acute onset of disease with an infection",1.53,1.17,2.03,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"32328064_1_OR","32328064","autoimmunity",,"NULL","NULL",,,"acute onset of disease with an infection",1.63,1.04,2.55,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"32352483_5_OR","32352483","airway problems",,"NULL","NULL",,,"functional voice disorders",0.474,0.285,0.789,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"32352483_4_OR","32352483","airway problems",,"NULL","NULL",,,"laryngeal pathology",0.774,0.61,0.982,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"32352483_3_OR","32352483","functional voice disorders",,"NULL","NULL",,,"airway problems",1.812,1.396,2.353,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"32352483_2_OR","32352483","women",,"NULL","NULL",,,"airway problems",3.156,2.392,4.296,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"32571354_1_OR","32571354","age at disease onset",,"NULL","NULL",,,"recurrent infections",1.8,1.1,3,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"32571354_2_OR","32571354","recurrent infections",,"NULL","NULL",,,"post",2.1,1.2,3.7,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"32571354_3_OR","32571354","gastrointestinal infectious precipitant",,"NULL","NULL",,,"post",5.7,1.7,19.3,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"32661808_4_RR","32661808","vascular infections",,"NULL","NULL",,,"pain",2.46,1.99,3.03,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"32661808_3_RR","32661808","abscess",,"NULL","NULL",,,"pain",3.59,3.28,3.93,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"32661808_1_relativerisk","32661808","osteomyelitis",,"NULL","NULL",,,"pain",4.13,3.36,5.07,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
