"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","exp2","adjustment","fromCode","projectName"
,"25880971_4","25880971","serum troponin",,"NULL","NULL",,,"cardiovascular disease",1.98,1.23,3.18,"hazard ratio (HR)",,,1,"ckdIron"
,"25880971_5","25880971","noncalcineurin based immunosuppression",,"NULL","NULL",,,"cardiovascular disease",0.26,0.14,0.49,"hazard ratio (HR)",,,1,"ckdIron"
,"25880971_6","25880971","cyclosporine",,"NULL","NULL",,,"cardiovascular disease",0.67,0.3,1.49,"hazard ratio (HR)",,,1,"ckdIron"
,"25904736_1","25904736","elevated hepcidin",,"NULL","NULL",,,"",1.95,1.22,3.1,"hazard ratio (HR)",,,1,"ckdIron"
,"25907956_1","25907956","lower admission serum iron level",,"NULL","NULL",,,"acute heart failure",3.358,1.791,6.294,"odd ratio (OR)",,,1,"ckdIron"
,"25907956_2","25907956","lower admission serum iron level",,"NULL","NULL",,,"lower admission serum iron level is an independent predictor of acute heart failure",2.316,1.205,4.453,"odd ratio (OR)",,,1,"ckdIron"
,"26006757_1","26006757","adiponectin",,"NULL","NULL",,,"event free survival",2.48,1.09,5.66,"hazard ratio (HR)",,,1,"ckdIron"
,"26006757_2","26006757","fasting glucose",,"NULL","NULL",,,"cardiovascular events",1.01,1,1.02,"hazard ratio (HR)",,,1,"ckdIron"
,"26006757_3","26006757","adiponectin",,"NULL","NULL",,,"cardiovascular",3.16,1.36,7.32,"hazard ratio (HR)",,,1,"ckdIron"
,"26006757_4","26006757","adiponectin",,"NULL","NULL",,,"event free survival",5.02,0.98,25.06,"hazard ratio (HR)",,,1,"ckdIron"
,"26006757_5","26006757",,,"NULL","NULL",,,,1.01,1,1.02,"hazard ratio (HR)",,,1,"ckdIron"
,"26024728_1","26024728","serum hepcidin concentrations",,"NULL","NULL",,,"poorer prognosis",1.115,0.995,1.249,"odd ratio (OR)",,,1,"ckdIron"
,"26136588_1","26136588","antenatal iron folic acid supplementation",,"NULL","NULL",,,"",0.55,0.38,0.79,"hazard ratio (HR)",,,1,"ckdIron"
,"26246160_2","26246160","iron deficiency",,"NULL","NULL",,,"preterm delivery",1.3,1.13,1.49,"odd ratio (OR)",,,1,"ckdIron"
,"26246160_3","26246160","anemia",,"NULL","NULL",,,"packed cells transfusion",5.48,4.57,6.58,"odd ratio (OR)",,,1,"ckdIron"
,"26246160_4","26246160","preterm delivery",,"NULL","NULL",,,"preterm delivery",1.54,1.36,1.76,"odd ratio (OR)",,,1,"ckdIron"
,"26246160_5","26246160",,,"NULL","NULL",,,,1.23,1.12,1.35,"odd ratio (OR)",,,1,"ckdIron"
,"26246160_6","26246160","large",,"NULL","NULL",,,"large for gestational age",1.29,1.2,1.39,"odd ratio (OR)",,,1,"ckdIron"
,"26246160_7","26246160","apgar 5 '","lower than","NULL","NULL",,,"apgar 5 ' < 7",2.21,1.84,2.64,"odd ratio (OR)",,,1,"ckdIron"
,"26246160_8","26246160",,,"NULL","NULL",,,,1.28,1.04,1.57,"odd ratio (OR)",,,1,"ckdIron"
,"26329834_1","26329834","serum ferritin concentrations",,"NULL","NULL",,,"",1.604,1.04,2.474,"hazard ratio (HR)",,,1,"ckdIron"
,"26329834_2","26329834",,,"NULL","NULL",,,,1.916,1.056,3.476,"hazard ratio (HR)",,,1,"ckdIron"
,"26329834_3","26329834","serum ferritin levels",,"NULL","NULL",,,"",1.547,1.156,2.069,"hazard ratio (HR)",,,1,"ckdIron"
,"26454467_1","26454467","iron supplementation",,"NULL","NULL",,,"hospitalization for heart failure",0.28,0.16,0.49,"odd ratio (OR)",,,1,"ckdIron"
,"26454467_2","26454467",,,"NULL","NULL",,,,0.81,0.42,1.57,"odd ratio (OR)",,,1,"ckdIron"
,"26454467_3","26454467",,,"NULL","NULL",,,,0.47,0.29,0.76,"odd ratio (OR)",,,1,"ckdIron"
,"26599216_1","26599216","higher baseline serum ferritin levels",,"NULL","NULL",,,"",1.54,1.31,1.81,"hazard ratio (HR)",,,1,"ckdIron"
,"26599216_2","26599216","answer",,"NULL","NULL",,,"",1.44,1.13,1.84,"hazard ratio (HR)",,,1,"ckdIron"
,"26599216_3","26599216","serum ferritin levels",,"NULL","NULL",,,"",1.14,0.79,1.65,"hazard ratio (HR)",,,1,"ckdIron"
,"26666579_1","26666579",,,"NULL","NULL",,,,1.2,1.02,1.42,"hazard ratio (HR)",,,1,"ckdIron"
,"26666579_2","26666579","high intake of red meat",,"NULL","NULL",,,"pancreatic cancer",1.22,1.01,1.48,"hazard ratio (HR)",,,1,"ckdIron"
,"26666579_3","26666579","high temperature cooked meat",,"NULL","NULL",,,"pancreatic cancer",1.21,1,1.45,"hazard ratio (HR)",,,1,"ckdIron"
,"26666579_4","26666579","age",,"NULL","NULL",,,"pancreatic cancer",1.24,1.03,1.5,"hazard ratio (HR)",,,1,"ckdIron"
,"26666579_5","26666579",,,"NULL","NULL",,,,1.32,1.1,1.58,"hazard ratio (HR)",,,1,"ckdIron"
,"26666579_6","26666579","red meat intake",,"NULL","NULL",,,"pancreatic cancer",1.21,1.01,1.45,"hazard ratio (HR)",,,1,"ckdIron"
,"26666579_7","26666579","white meat intake",,"NULL","NULL",,,"pancreatic cancer",1.33,1.02,1.74,"hazard ratio (HR)",,,1,"ckdIron"
,"26821594_1","26821594","treatment exposure to intravenous iron therapy",,"NULL","NULL",,,"",0.44,0.3,0.64,"odd ratio (OR)",,,1,"ckdIron"
,"26821594_2","26821594","intravenous iron therapy",,"NULL","NULL",,,"",0.39,0.24,0.63,"odd ratio (OR)",,,1,"ckdIron"
,"26950401_1","26950401","low grade inflammation",,"NULL","NULL",,,"having low hemoglobin levels below the 10th percentile",1.22,1.05,1.43,"odd ratio (OR)",,,1,"ckdIron"
,"26997011_1","26997011","high ggt levels",,"NULL","NULL",,,"high cardiovascular risk",3.02,2.62,3.42,"odd ratio (OR)",,,1,"ckdIron"
,"27014888_1","27014888",,,"NULL","NULL",,,,1.36,1.03,1.8,"odd ratio (OR)",,,1,"ckdIron"
,"27014888_2","27014888","drinking habit",,"NULL","NULL",,,"abnormal electrocardiogram results are associated with the exposure to the drinking habit",1.2,1.01,1.43,"odd ratio (OR)",,,1,"ckdIron"
,"27014888_3","27014888","high temperature",,"NULL","NULL",,,"bnormal electrocardiogram results b) cardiac arrhythmias",1.6,1.32,1.92,"odd ratio (OR)",,,1,"ckdIron"
,"27030541_1","27030541","iron deficiency",,"NULL","NULL",,,"iron deficiency",1.72,1.13,2.6,"hazard ratio (HR)",,,1,"ckdIron"
,"27030541_2","27030541","functional iron deficiency",,"NULL","NULL",,,"absolute iron deficiency",0.87,0.46,1.62,"hazard ratio (HR)",,,1,"ckdIron"
,"27281698_1","27281698","statin therapy",,"NULL","NULL",,,"",1.1,1.02,1.19,"relative risk (RR)",,,1,"ckdIron"
,"27281698_2","27281698","svcam 1",,"NULL","NULL",,,"baseline cardiovascular disease",1.09,1.01,1.17,"relative risk (RR)",,,1,"ckdIron"
,"27281698_3","27281698","smoking c. hypertension",,"NULL","NULL",,,"mortality",0.89,0.83,0.95,"relative risk (RR)",,,1,"ckdIron"
,"27281698_4","27281698",,,"NULL","NULL",,,,1.94,1.34,2.82,"hazard ratio (HR)",,,1,"ckdIron"
,"27281698_5","27281698","il 6",,"NULL","NULL",,,"",1.79,1.2,2.67,"hazard ratio (HR)",,,1,"ckdIron"
,"27281698_6","27281698","tnf",,"NULL","NULL",,,"",0.65,0.44,0.97,"hazard ratio (HR)",,,1,"ckdIron"
,"27924709_1","27924709","occupational exposures",,"NULL","NULL",,,"prostate cancer",0.67,0.44,1.03,"odd ratio (OR)",,,1,"ckdIron"
,"27976478_1","27976478","low ferritin levels",,"NULL","NULL",,,"atherosclerosis risk in communities study, heart failure heart failure",2.24,1.15,4.35,"hazard ratio (HR)",,,1,"ckdIron"
,"27976478_2","27976478",,,"NULL","NULL",,,,1.81,1.01,3.25,"hazard ratio (HR)",,,1,"ckdIron"
,"27976478_3","27976478","low ferritin serum levels",,"NULL","NULL",,,"heart failure",2.28,1.11,4.68,"hazard ratio (HR)",,,1,"ckdIron"
,"28243043_1","28243043","high serum ferritin",,"NULL","NULL",,,"worse",1.001,1,195,"hazard ratio (HR)",,,1,"ckdIron"
,"28243043_2","28243043","gfr",,"NULL","NULL",,,"",0.96,0.92,0.99,"hazard ratio (HR)",,,1,"ckdIron"
,"28268026_1","28268026",,,"NULL","NULL",,,,64.5,7.6,544.4,"odd ratio (OR)",,,1,"ckdIron"
,"28327105_1","28327105","odd ratio",,"NULL","NULL",,,"cardiovascular diseases",0.822,0.737,0.916,"odd ratio (OR)",,,1,"ckdIron"
,"28327105_2","28327105",,,"NULL","NULL",,,,0.663,0.589,0.748,"odd ratio (OR)",,,1,"ckdIron"
,"28382896_1","28382896","hb level",,"NULL","NULL",,,"",2.29,1.51,3.48,"hazard ratio (HR)",,,1,"ckdIron"
,"28382896_2","28382896","anaemia",,"NULL","NULL",,,"",2.55,0.99,6.57,"hazard ratio (HR)",,,1,"ckdIron"
,"28504664_1","28504664","ferritin",,"NULL","NULL",,,"risk",1.94,1.44,2.6,"hazard ratio (HR)",,,1,"ckdIron"
,"28504664_2","28504664","hb","lower than","NULL","NULL","g/l",,"overall survival",1.71,1.27,2.3,"hazard ratio (HR)",,,1,"ckdIron"
,"28504664_3","28504664","albumin concentration",,"NULL","NULL",,,"survival",2.65,1.3,5.4,"hazard ratio (HR)",,,1,"ckdIron"
,"28504664_5","28504664","pre transplant ferritin, albumin and haemoglobin levels",,"NULL","NULL",,,"relapse",2.7,1.8,3.9,"hazard ratio (HR)",,,1,"ckdIron"
,"28504664_6","28504664","disease risk index",,"NULL","NULL",,,"relapse",4.5,3,6.9,"hazard ratio (HR)",,,1,"ckdIron"
,"28504664_7","28504664",,,"NULL","NULL",,,,13.4,5.9,30.2,"hazard ratio (HR)",,,1,"ckdIron"
,"28591160_1","28591160","chronic diseases",,"NULL","NULL",,,"",1.49,1.03,2.16,"hazard ratio (HR)",,,1,"ckdIron"
,"28591160_2","28591160","lowest ferritin quartile",,"NULL","NULL",,,"",1.59,1.18,2.13,"hazard ratio (HR)",,,1,"ckdIron"
,"28622367_1","28622367","serum ferritin level","greater than","1000","NULL","ng / ml",,"overall survival",1.33,1.06,1.67,"relative risk (RR)",,,1,"ckdIron"
,"28648203_1","28648203","high serum levels of gamma glutamyl transferase",,"NULL","NULL",,,"mortality",1.39,1.09,1.78,"hazard ratio (HR)",,,1,"ckdIron"
,"28648203_2","28648203","high serum levels of alkaline phosphatase",,"NULL","NULL",,,"",1.31,1.02,1.68,"hazard ratio (HR)",,,1,"ckdIron"
,"28659293_1","28659293","iron supplementation",,"NULL","NULL",,,"lower systolic blood pressure",0.32,0.11,0.96,"odd ratio (OR)",,,1,"ckdIron"
,"28899603_1","28899603",,,"NULL","NULL",,,,3,1.05,8.5,"odd ratio (OR)",,,1,"ckdIron"
,"29091923_1","29091923","antenatal care",,"NULL","NULL",,,"",0.6,0.43,0.85,"odd ratio (OR)",,,1,"ckdIron"
,"29091923_2","29091923","appropriate antenatal care, iron folic acid supplementation and tetanus toxoid vaccination",,"NULL","NULL",,,"",0.66,0.45,0.98,"odd ratio (OR)",,,1,"ckdIron"
,"29091923_4","29091923","odds ratio",,"NULL","NULL",,,"",0.69,0.51,0.93,"odd ratio (OR)",,,1,"ckdIron"
,"29091923_5","29091923",,,"NULL","NULL",,,,0.67,0.48,0.94,"odd ratio (OR)",,,1,"ckdIron"
,"29091923_6","29091923","tetanus toxoid vaccination",,"NULL","NULL",,,"",0.5,0.36,0.69,"odd ratio (OR)",,,1,"ckdIron"
,"29136419_1","29136419",,,"NULL","NULL",,,,2.15,1.17,3.94,"odd ratio (OR)",,,1,"ckdIron"
,"29227972_1","29227972","serum hepcidin and anemia status",,"NULL","NULL",,,"hemoglobin < 13 g/dl",0.628,0.515,0.765,"odd ratio (OR)",,,1,"ckdIron"
,"29227972_2","29227972","hemoglobin","lower than","NULL","NULL","g/dl",,"aims",0.672,0.476,0.95,"odd ratio (OR)",,,1,"ckdIron"
,"29227972_3","29227972","serum hepcidin",,"NULL","NULL",,,"hemoglobin < 11.5 g/dl",1.379,1.173,1.62,"odd ratio (OR)",,,1,"ckdIron"
,"29227972_4","29227972","serum hepcidin and iron indices",,"NULL","NULL",,,"hemoglobin",1.36,1.115,1.659,"odd ratio (OR)",,,1,"ckdIron"
,"29296781_1","29296781",,,"NULL","NULL",,,,2.79,1.19,6.58,"hazard ratio (HR)",,,1,"ckdIron"
,"29296781_2","29296781","age adjusted recipient telomere length",,"NULL","NULL",,,"",2.17,1.03,4.57,"hazard ratio (HR)",,,1,"ckdIron"
,"29381787_1","29381787","ferritin concentrations",,"NULL","NULL",,,"myocardial infarction",50,1.18,95,"hazard ratio (HR)",,,1,"ckdIron"
,"29415801_1","29415801","a:hs tnt",,"NULL","NULL",,,"",4.72,2.81,7.94,"hazard ratio (HR)",,,1,"ckdIron"
,"29505007_1","29505007","malnutrition",,"NULL","NULL",,,"severe malnutrition",1.02,1.002,1.039,"hazard ratio (HR)",,,1,"ckdIron"
,"29505007_2","29505007","malnutrition",,"NULL","NULL",,,"event free survival",0.243,0.063,0.945,"hazard ratio (HR)",,,1,"ckdIron"
,"29505007_3","29505007","malnutrition",,"NULL","NULL",,,"event free survival",0.808,0.338,1.934,"hazard ratio (HR)",,,1,"ckdIron"
,"29574909_1","29574909","ferritin level",,"NULL","NULL",,,"breast cancer",0.67,0.49,0.92,"hazard ratio (HR)",,,1,"ckdIron"
,"29577328_1","29577328","water hardness and ferritin levels",,"NULL","NULL",,,"iron deficiency",1.55,1.14,2.12,"odd ratio (OR)",,,1,"ckdIron"
,"29577328_2","29577328","water hardness",,"NULL","NULL",,,"iron deficiency",1.2,1.03,1.4,"odd ratio (OR)",,,1,"ckdIron"
,"29580659_1","29580659","absolute iron deficiency",,"NULL","NULL",,,"",1.5,1.02,2.21,"hazard ratio (HR)",,,1,"ckdIron"
,"29607054_1","29607054","non alcoholic steatofibrosis",,"NULL","NULL",,,"mortality",1.37,1.07,1.76,"hazard ratio (HR)",,,1,"ckdIron"
,"29609190_1","29609190","obesity",,"NULL","NULL",,,"obesity",10,1.38,95,"odd ratio (OR)",,,1,"ckdIron"
,"29609190_2","29609190","overweight or obesity",,"NULL","NULL",,,"stillbirth",10,1.38,95,"odd ratio (OR)",,,1,"ckdIron"
,"29625295_1","29625295","ferritin levels",,"NULL","NULL",,,"coronary heart disease",0.81,0.68,0.96,"odd ratio (OR)",,,1,"ckdIron"
,"29625295_2","29625295","low iron status",,"NULL","NULL",,,"incident cardiovascular disease",0.46,0.26,0.83,"hazard ratio (HR)",,,1,"ckdIron"
,"29625295_3","29625295",,,"NULL","NULL",,,,0.34,0.14,0.81,"hazard ratio (HR)",,,1,"ckdIron"
,"29743082_1","29743082","silica dust exposure",,"NULL","NULL",,,"",1.893,0.628,3.441,"hazard ratio (HR)",,,1,"ckdIron"
,"29948832_1","29948832","serum ferritin",,"NULL","NULL",,,"heart disease",44.85,18.85,106.74,"hazard ratio (HR)",,,1,"ckdIron"
,"30003365_1","30003365","iron deficiency",,"NULL","NULL",,,"",2.15,1.12,3.78,"hazard ratio (HR)",,,1,"ckdIron"
,"30003365_2","30003365","anemia",,"NULL","NULL",,,"",0.99,0.65,1.49,"hazard ratio (HR)",,,1,"ckdIron"
,"30039264_1","30039264","serum iron",,"NULL","NULL",,,"risk of bloodstream infections",1.72,1.34,2.21,"hazard ratio (HR)",,,1,"ckdIron"
,"30039264_2","30039264",,,"NULL","NULL",,,,1.48,1.12,1.96,"hazard ratio (HR)",,,1,"ckdIron"
,"30039264_3","30039264","total iron binding capacity",,"NULL","NULL",,,"bloodstream infections",1.46,1.06,2.01,"hazard ratio (HR)",,,1,"ckdIron"
,"30176879_1","30176879","cancer",,"NULL","NULL",,,"non skin cancer incidence",1.15,1.013,1.302,"hazard ratio (HR)",,,1,"ckdIron"
,"30176879_2","30176879",,,"NULL","NULL",,,,1.11,0.972,1.264,"hazard ratio (HR)",,,1,"ckdIron"
,"30244561_1","30244561","importance of factors",,"NULL","NULL",,,"achieving optimal self management",2.284,1.125,4.637,"odd ratio (OR)",,,1,"ckdIron"
,"30244561_2","30244561","age and sex",,"NULL","NULL",,,"preventing complications",2.967,1.211,7.265,"odd ratio (OR)",,,1,"ckdIron"
,"30244561_3","30244561","serum ferritin range",,"NULL","NULL",,,"decisions",1.482,1.121,1.958,"odd ratio (OR)",,,1,"ckdIron"
,"30244561_4","30244561",,,"NULL","NULL",,,,1.868,1.399,2.493,"odd ratio (OR)",,,1,"ckdIron"
,"30595254_1","30595254","female gender",,"NULL","NULL",,,"iron deficiency",3.5,1.9,6.5,"odd ratio (OR)",,,1,"ckdIron"
,"30595254_2","30595254","female gender",,"NULL","NULL",,,"history of bleeding",11.7,1.4,101.2,"odd ratio (OR)",,,1,"ckdIron"
,"30595254_3","30595254","iron deficiency",,"NULL","NULL",,,"anemia",2.5,1.4,4.6,"odd ratio (OR)",,,1,"ckdIron"
,"30595254_4","30595254","female gender",,"NULL","NULL",,,"iron deficiency",3,1.4,6.5,"odd ratio (OR)",,,1,"ckdIron"
,"30595254_5","30595254","estimated glomerular filtration rate",,"NULL","NULL",,,"iron deficiency and anemia",0.98,0.97,0.99,"odd ratio (OR)",,,1,"ckdIron"
,"30595254_6","30595254","a history of bleeding",,"NULL","NULL",,,"bleeding",13,2.3,70.9,"odd ratio (OR)",,,1,"ckdIron"
,"30595254_7","30595254","female gender",,"NULL","NULL",,,"anemia",2.9,1.5,5.7,"odd ratio (OR)",,,1,"ckdIron"
,"30595254_8","30595254","iron deficiency and anemia",,"NULL","NULL",,,"advanced heart failure",0.82,0.7,0.96,"odd ratio (OR)",,,1,"ckdIron"
,"30595254_9","30595254","transferrin saturation",,"NULL","NULL",,,"heart failure",0.98,0.96,0.99,"odd ratio (OR)",,,1,"ckdIron"
,"30632395_1","30632395",,,"NULL","NULL",,,,15.44,4.91,48.54,"odd ratio (OR)",,,1,"ckdIron"
,"30632395_2","30632395",,,"NULL","NULL",,,,0.99,0.98,1,"odd ratio (OR)",,,1,"ckdIron"
,"30632395_3","30632395","iron deficiency",,"NULL","NULL",,,"iron deficient",1.13,1.02,1.26,"odd ratio (OR)",,,1,"ckdIron"
,"30632395_4","30632395","menstruation",,"NULL","NULL",,,"menstruation",3.88,1.09,13.84,"odd ratio (OR)",,,1,"ckdIron"
,"30683605_1","30683605","serum ferritin levels",,"NULL","NULL",,,"",1.52,1.4,1.65,"hazard ratio (HR)",,,1,"ckdIron"
,"30683605_2","30683605","levels  transferrin saturation levels","greater than","50","NULL","%",,"",1.46,1.3,1.65,"hazard ratio (HR)",,,1,"ckdIron"
,"30732173_1","30732173","cell distribution width (red blood cell distribution width) level",,"NULL","NULL",,,"cardiovascular events",1.622,1.063,2.475,"hazard ratio (HR)",,,1,"ckdIron"
,"30782220_1","30782220","iron supplementation",,"NULL","NULL",,,"hospitalisation for heart failure",0.42,0.27,0.65,"odd ratio (OR)",,,1,"ckdIron"
,"30782220_2","30782220","total re hospitalisation",,"NULL","NULL",,,"total re hospitalisation",0.7,0.32,1.51,"odd ratio (OR)",,,1,"ckdIron"
,"30782220_3","30782220","fe deficiency. in addition, fe supplementation",,"NULL","NULL",,,"mortality",0.7,0.38,1.28,"odd ratio (OR)",,,1,"ckdIron"
,"30828821_1","30828821","hazard ratio",,"NULL","NULL",,,"a. in this study, use of oral iron supplementation",1,0.91,1.1,"hazard ratio (HR)",,,1,"ckdIron"
,"30828821_2","30828821",,,"NULL","NULL",,,,1.07,0.87,1.32,"hazard ratio (HR)",,,1,"ckdIron"
,"30828821_3","30828821","iron",,"NULL","NULL",,,"infection",1.01,0.84,1.21,"hazard ratio (HR)",,,1,"ckdIron"
,"30995819_1","30995819",,,"NULL","NULL",,,,5,1.04,95,"hazard ratio (HR)",,,1,"ckdIron"
,"30995819_2","30995819","serum erythroferrone levels",,"NULL","NULL",,,"",2,1.04,95,"hazard ratio (HR)",,,1,"ckdIron"
,"31010216_2","31010216",,,"NULL","NULL",,,,1.435,1.1012,2.086,"hazard ratio (HR)",,,1,"ckdIron"
,"31010216_3","31010216","hyperinflammation",,"NULL","NULL",,,"30 day survival",1.011,1.002,1.02,"hazard ratio (HR)",,,1,"ckdIron"
,"31170159_1","31170159","transferrin saturation",,"NULL","NULL",,,"",1,0.84,95,"hazard ratio (HR)",,,1,"ckdIron"
,"31170159_2","31170159","total serum acidity",,"NULL","NULL",,,"",1.15,1.03,1.28,"hazard ratio (HR)",,,1,"ckdIron"
,"31170159_3","31170159",,,"NULL","NULL",,,,1.17,1.05,1.29,"hazard ratio (HR)",,,1,"ckdIron"
,"31170159_4","31170159","fgf23",,"NULL","NULL",,,"mortality",1.2,1.1,1.32,"hazard ratio (HR)",,,1,"ckdIron"
,"31170159_5","31170159","transferrin saturation",,"NULL","NULL",,,"outcome associated",0.89,0.78,1.01,"hazard ratio (HR)",,,1,"ckdIron"
,"31170159_6","31170159",,,"NULL","NULL",,,,1.08,0.96,1.2,"hazard ratio (HR)",,,1,"ckdIron"
,"31170159_7","31170159","hr",,"NULL","NULL",,,"mortality",1.1,0.99,1.22,"hazard ratio (HR)",,,1,"ckdIron"
,"31170159_8","31170159","fibroblast growth factor 23",,"NULL","NULL",,,"mortality",1.15,1.04,1.27,"hazard ratio (HR)",,,1,"ckdIron"
,"31485910_1","31485910","high dose iv iron therapy",,"NULL","NULL",,,"",0.83,0.7,1.01,"odd ratio (OR)",,,1,"ckdIron"
,"31485910_4","31485910","the high dose iron group",,"NULL","NULL",,,"infection",0.97,0.82,1.16,"odd ratio (OR)",,,1,"ckdIron"
,"31485910_5","31485910","iron",,"NULL","NULL",,,"infection",1.13,0.99,1.28,"hazard ratio (HR)",,,1,"ckdIron"
,"31485910_6","31485910","iv iron therapy",,"NULL","NULL",,,"infection",1.13,0.99,1.28,"hazard ratio (HR)",,,1,"ckdIron"
,"31485910_7","31485910","infection",,"NULL","NULL",,,"hospitalization",1.03,0.87,1.23,"odd ratio (OR)",,,1,"ckdIron"
,"31485910_8","31485910",,,"NULL","NULL",,,,1.11,0.99,1.24,"hazard ratio (HR)",,,1,"ckdIron"
,"31485910_9","31485910","iv iron therapy",,"NULL","NULL",,,"all cause hospitalization",1.11,0.99,1.24,"hazard ratio (HR)",,,1,"ckdIron"
,"31485910_10","31485910","high dose parenteral iron",,"NULL","NULL",,,"",1.18,0.89,1.57,"hazard ratio (HR)",,,1,"ckdIron"
,"31767385_1","31767385","iron intake",,"NULL","NULL",,,"congenital heart defects",0.28,0.21,0.36,"odd ratio (OR)",,,1,"ckdIron"
,"31767385_2","31767385","chds",,"NULL","NULL",,,"congenital heart defects",0.32,0.12,0.84,"odd ratio (OR)",,,1,"ckdIron"
,"31846484_1","31846484","age",,"NULL","NULL",,,"",1.319,1.131,1.538,"hazard ratio (HR)",,,1,"ckdIron"
,"31846484_2","31846484","calcium phosphorus product",,"NULL","NULL",,,"mortality",1.114,1.031,1.205,"hazard ratio (HR)",,,1,"ckdIron"
,"31846484_3","31846484",,,"NULL","NULL",,,,1.001,1.001,95,"hazard ratio (HR)",,,1,"ckdIron"
,"31846484_4","31846484","nitric oxide intake",,"NULL","NULL",,,"",1.082,1.006,1.164,"hazard ratio (HR)",,,1,"ckdIron"
,"31846484_5","31846484","vitamin c intake",,"NULL","NULL",,,"mortality",1.005,1.001,1.009,"hazard ratio (HR)",,,1,"ckdIron"
,"31846484_6","31846484","serum iron",,"NULL","NULL",,,"",0.717,0.567,0.907,"hazard ratio (HR)",,,1,"ckdIron"
,"31846484_7","31846484","triceps skinfold thickness",,"NULL","NULL",,,"",0.704,0.519,0.954,"hazard ratio (HR)",,,1,"ckdIron"
,"31846484_8","31846484","lean mass",,"NULL","NULL",,,"mortality",0.863,0.787,0.945,"hazard ratio (HR)",,,1,"ckdIron"
,"31846484_9","31846484","dietary monounsaturated/polyunsaturated fat",,"NULL","NULL",,,"mortality",0.022,0.001,0.549,"hazard ratio (HR)",,,1,"ckdIron"
,"31907119_1","31907119",,,"NULL","NULL",,,,10.37,1.185,90.8,"odd ratio (OR)",,,1,"ckdIron"
,"31907119_2","31907119","odd ratio",,"NULL","NULL",,,"cardiovascular surgery",4.743,1.375,16.36,"odd ratio (OR)",,,1,"ckdIron"
,"32072619_1","32072619","non anaemic iron deficiency",,"NULL","NULL",,,"",14,1.58,95,"hazard ratio (HR)",,,1,"ckdIron"
,"32201101_1","32201101","heart failure",,"NULL","NULL",,,"hospitalization",1.4,1.16,1.7,"hazard ratio (HR)",,,1,"ckdIron"
,"32304796_1","32304796","serum ferritin concentrations",,"NULL","NULL",,,"prevalence of type 2 diabetes mellitus",1.16,1.07,1.26,"odd ratio (OR)",,,1,"ckdIron"
,"32304796_2","32304796","serum ferritin concentrations",,"NULL","NULL",,,"the higher prevalence of type 2 diabetes mellitus",1.18,1.08,1.3,"odd ratio (OR)",,,1,"ckdIron"
,"32304796_3","32304796","serum ferritin concentrations",,"NULL","NULL",,,"metabolic syndrome",1.27,1.16,1.38,"odd ratio (OR)",,,1,"ckdIron"
,"32304796_4","32304796","serum ferritin concentrations",,"NULL","NULL",,,"mets",1.26,1.15,1.38,"odd ratio (OR)",,,1,"ckdIron"
,"32304796_5","32304796","baseline ferritin concentrations",,"NULL","NULL",,,"higher risk of incident",1.38,1.1,1.71,"hazard ratio (HR)",,,1,"ckdIron"
,"32304796_6","32304796",,,"NULL","NULL",,,,1.09,1.01,1.17,"hazard ratio (HR)",,,1,"ckdIron"
,"32351502_1","32351502","high serum ferritin levels before start of conditioning",,"NULL","NULL",,,"overall survival",2.5,1.5,4.1,"hazard ratio (HR)",,,1,"ckdIron"
,"32351502_2","32351502","serum ferritin levels",,"NULL","NULL",,,"progression free survival",2.4,1.6,3.8,"hazard ratio (HR)",,,1,"ckdIron"
,"32351502_3","32351502","ferritin levels",,"NULL","NULL",,,"relapse incidence",2.2,1.2,3.8,"hazard ratio (HR)",,,1,"ckdIron"
,"32351502_4","32351502","ferritin levels",,"NULL","NULL",,,"",3.1,1.5,6.4,"hazard ratio (HR)",,,1,"ckdIron"
,"32351502_5","32351502","serum ferritin levels",,"NULL","NULL",,,"",3.9,1.6,9.7,"hazard ratio (HR)",,,1,"ckdIron"
,"32522278_1","32522278",,,"NULL","NULL",,,,2.98,1.76,5.06,"odd ratio (OR)",,,1,"ckdIron"
,"32534103_1","32534103","serum ferritin (serum ferritin)","greater than","2000","NULL","ng/ml",,"",2.26,1.28,4,"hazard ratio (HR)",,,1,"ckdIron"
,"32534103_2","32534103","serum ferritin (serum ferritin)","greater than","2000","NULL","ng / ml",,"",2.18,1.1,4.31,"hazard ratio (HR)",,,1,"ckdIron"
,"32534103_3","32534103","iron overload",,"NULL","NULL",,,"delayed neutrophil engraftment",0.58,0.35,0.96,"hazard ratio (HR)",,,1,"ckdIron"
,"32534103_4","32534103","iron overload",,"NULL","NULL",,,"",0.48,0.23,0.98,"hazard ratio (HR)",,,1,"ckdIron"
,"32541972_1","32541972","old age",,"NULL","NULL",,,"low non oxygen saturation",1.11,1.03,1.19,"odd ratio (OR)",,,1,"ckdIron"
,"32541972_2","32541972","old age",,"NULL","NULL",,,"low non oxygen saturation",0.85,0.72,0.99,"odd ratio (OR)",,,1,"ckdIron"
,"32541972_3","32541972","old age",,"NULL","NULL",,,"death",101.93,4.74,2190.71,"odd ratio (OR)",,,1,"ckdIron"
,"32591250_1","32591250","high serum iron levels",,"NULL","NULL",,,"cardiovascular disease",0.55,0.32,0.93,"odd ratio (OR)",,,1,"ckdIron"
