"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","pValue","exp2","adjustment","fromCode","projectName","uploadDate"
,"20589132_2_OR","20589132","global stunting",,"NULL","NULL",,"global acute malnutrition","acute malnutrition","2.78","1.26","6.15","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"20638937_1_OR","20638937","mothers had not completed primary school",,"NULL","NULL",,"infants whose mothers had not completed primary school","persistent diarrhea","2.1","1.02","2.78","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"20707236_2_OR","20707236","delivery in a health facility",,"NULL","NULL",,"delivery in a health facility","not exclusively breastfeeding","1.35","0.2","7","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"20961329_4_OR","20961329","paternal smoking",,"NULL","NULL",,"stunting","moderate underweight","1.13","1.03","1.25","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"20961329_3_OR","20961329","paternal smoking",,"NULL","NULL",,"moderate underweight","moderate underweight","1.15","1.06","1.23","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"20961329_2_OR","20961329","paternal smoking",,"NULL","NULL",,"moderate underweight","moderate underweight","1.15","1.06","1.26","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"20961329_1_OR","20961329","paternal smoking",,"NULL","NULL",,"moderate underweight","moderate underweight","1.16","1.08","1.25","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"21496536_1_OR","21496536","young age",,"NULL","NULL",,"young age","having a major procedure","2.2","1.2","4.8","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"21496536_2_OR","21496536","young age",,"NULL","NULL",,"young age","postoperative complications in hiv-infected children undergoing surgery","4.3","0.004","95","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"21496536_3_OR","21496536","young age",,"NULL","NULL",,"young age","postoperative complications","6.8","0.001","95","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"21872433_1_OR","21872433","malnutrition",,"NULL","NULL",,"malnutrition","mortality","1.76","1.08","2.88","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22135870_2_OR","22135870","thinner mother",,"NULL","NULL",,"moderate stunting","moderate stunting","2.37","1.47","3.83","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22135870_1_OR","22135870","socio-economic determinants of severe",,"NULL","NULL",,"moderate stunting","stunting","2.53","1.34","4.79","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22279663_3_OR","22279663","malnutrition",,"NULL","NULL",,"malnutrition","stunting","1.19","1.022","1.387","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22279663_10_OR","22279663","food supplements",,"NULL","NULL",,"malnutrition","malnutrition","1.194","1.016","1.403","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22279663_9_OR","22279663","malnutrition",,"NULL","NULL",,"malnutrition","malnutrition","1.246","1.1","1.411","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22279663_4_OR","22279663","no sanitary drinking water",,"NULL","NULL",,"malnutrition","malnutrition","1.282","1.12","1.466","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22279663_2_OR","22279663","household income",,"NULL","NULL",,"low birth weight","low birth weight","1.813","1.364","2.409","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22279663_1_OR","22279663","low birth weight",,"NULL","NULL",,"low birth weight","stunting","1.975","1.515","2.575","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22279663_6_OR","22279663","migrant worker",,"NULL","NULL",,"migrant worker","malnutrition","4.244","1.953","9.222","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22279663_7_OR","22279663","malnutrition",,"NULL","NULL",,"malnutrition","malnutrition","4","0.872","95","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22279663_8_OR","22279663","malnutrition",,"NULL","NULL",,"malnutrition","malnutrition","5.331","2.438","11.654","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22279663_5_OR","22279663","farmer",,"NULL","NULL",,"malnutrition","malnutrition","5.384","2.49","11.642","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22324834_1_OR","22324834","weight",,"NULL","NULL",,"child growth standard","underweight","15","0.45","95","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"22411392_1_OR","22411392","bloodstream infections",,"NULL","NULL",,"blood stream infections","malnutrition","1.55","1.28","1.9","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22462552_2_OR","22462552","maternal bmi",,"NULL","NULL",,"stunted mother","stunted mother","2.55","1.3","5.02","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22462552_1_OR","22462552","stunted mother",,"NULL","NULL",,"stunted mother","born to","3","1.57","5.74","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22481753_3_OR","22481753","education",,"NULL","NULL",,"mothers","mental disorders","1.03","0.64","1.63","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22481753_4_OR","22481753","education",,"NULL","NULL",,"education","common mental disorders","2.2","1.03","4.6","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22481753_5_OR","22481753","education",,"NULL","NULL",,"lack of partner","lack of partner","2.6","1.01","6.7","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22691927_2_OR","22691927","wealth",,"NULL","NULL",,"moderate stunting","stunted","1.98","1.5","2.61","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22691927_1_OR","22691927","household wealth",,"NULL","NULL",,"poorest","stunted","2.26","1.77","2.89","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22691927_3_OR","22691927","chronic malnutrition",,"NULL","NULL",,"richest","stunted","2.88","2","4.14","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22696352_2_OR","22696352","malnutrition",,"NULL","NULL",,"acute diarrhoeathere","diarrhoea","0.73","0.61","0.88","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"22696352_3_OR","22696352","zinc",,"NULL","NULL",,"children","diarrhoea","1.24","0.99","1.54","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"22696352_4_OR","22696352","zinc supplementation",,"NULL","NULL",,"vomiting","vomiting","1.59","1.27","1.99","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"22742610_4_OR","22742610","undernourished women",,"NULL","NULL",,"stillbirth","stillbirth","0.62","0.4","0.98","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"22742610_3_OR","22742610","balanced protein",,"NULL","NULL",,"control","stillbirth","0.66","0.49","0.89","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"22742610_1_OR","22742610","undernourished women",,"NULL","NULL",,"control","stillbirth","0.68","0.51","0.92","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"22742612_3_OR","22742612","underweight",,"NULL","NULL",,"underweight","stunting","0.8","0.6","1.07","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"22742612_4_OR","22742612","wasting",,"NULL","NULL",,"wasting","child malnutrition","0.91","0.6","1.38","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"22742612_1_OR","22742612","household food production strategies",,"NULL","NULL",,"stunting","stunting","0.93","0.84","1.04","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"22930337_1_OR","22930337","hyperglycemia",,"NULL","NULL",,"hyperglycemia","mortality","3.98","1.14","13.94","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22930337_5_OR","22930337","malnutrition",,"NULL","NULL",,"malnourished","mortality","4.11","1.26","13.4","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22930337_4_OR","22930337","hyperglycemia",,"NULL","NULL",,"hyperglycemia","mortality","6.5","1.3","32.57","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22952561_1_OR","22952561","under-nutrition",,"NULL","NULL",,"under-nutrition","illness","4.78","1.83","12.45","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22952561_3_OR","22952561","under-nutrition",,"NULL","NULL",,"under-nutrition","illness","4.93","1.78","13.61","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"22984524_1_OR","22984524","malnutrition",,"NULL","NULL",,"mortality","mortality","0.55","0.32","0.98","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"23092531_1_OR","23092531","infectious disease",,"NULL","NULL",,"infants","death","3.9","1.6","9.2","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23092531_2_OR","23092531","anorexia",,"NULL","NULL",,"anorexia","treatment failure","4.4","1.71","11.1","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23196886_1_OR","23196886","maternal illiteracy",,"NULL","NULL",,"maternal illiteracy","malnutrition","1.85","1.2","2.85","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23196886_9_OR","23196886","nonattendance of health",,"NULL","NULL",,"nonattendance of health","malnutrition","2.02","1.17","3.51","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23196886_3_OR","23196886","paternal illiteracy",,"NULL","NULL",,"maternal illiteracy","malnutrition","2.09","1.08","4.04","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23196886_8_OR","23196886","late initiation of breastfeeding",,"NULL","NULL",,"late initiation of breastfeeding","malnutrition","2.33","1.25","4.33","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23196886_7_OR","23196886","reluctance to seek medical advice",,"NULL","NULL",,"malnutrition","illness","2.36","1.23","4.54","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23196886_4_OR","23196886","large family size",,"NULL","NULL",,"large family size","malnutrition","3.76","2.48","5.71","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23196886_6_OR","23196886","maternal illiteracy",,"NULL","NULL",,"maternal illiteracy","malnutrition","5.28","1.92","14.5","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23196886_5_OR","23196886","lack of exclusive breastfeeding",,"NULL","NULL",,"lack of exclusive breastfeeding","malnutrition","5.77","3.28","10.17","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23200225_1_OR","23200225","underweight",,"NULL","NULL",,"death","death","2.05","1.28","3.26","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"23273099_3_OR","23273099","stunting",,"NULL","NULL",,"stunting","underweight","1.65","1.05","2.61","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23273099_2_OR","23273099","anemia",,"NULL","NULL",,"underweight","underweight","2.42","1.5","3.88","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23273099_4_OR","23273099","wasting",,"NULL","NULL",,"wasting","underweight , 39.58 % for stunting","2.89","1.45","5.76","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23407233_3_OR","23407233","inappropriate weaning period",,"NULL","NULL",,"inappropriate weaning period","upper respiratory infections","3.01","1.12","8.07","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23407233_6_OR","23407233","cooking fuel",,"NULL","NULL",,"acute lower respiratory tract infections","lower respiratory tract infections","3.58","1.23","10.45","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23407233_1_OR","23407233","low socio-economic status",,"NULL","NULL",,"low socio-economic status","lower respiratory tract infections","4.89","1.93","12.36","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23407233_2_OR","23407233","upper respiratory infections",,"NULL","NULL",,"upper respiratory infections","lower respiratory tract infections","5.32","2.11","13.45","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23407233_5_OR","23407233","pallor",,"NULL","NULL",,"pallor","lower respiratory tract infections","7.18","2.08","24.82","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23421379_2_OR","23421379","nutritional supplementation",,"NULL","NULL",,"mortality","mortality","0.4","0.18","0.9","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"23421379_1_OR","23421379","nutritional supplementation",,"NULL","NULL",,"mortality","mortality","0.75","0.42","1.32","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"23440801_2_OR","23440801","zinc",,"NULL","NULL",,"moderate malnutrition","diarrhoea","0.73","0.61","0.88","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"23440801_3_OR","23440801","zinc",,"NULL","NULL",,"children","diarrhoea","1.24","0.99","1.54","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"23440801_4_OR","23440801","zinc supplementation",,"NULL","NULL",,"vomiting","vomiting","1.59","1.27","1.99","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"23496939_1_OR","23496939","length",,"NULL","NULL",,"stunting","stunting","0.5","0.22","1.1","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23656404_1_OR","23656404","hypertension",,"NULL","NULL",,"hypertension","mortality","0.34","0.14","0.83","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"23656404_2_OR","23656404","hf",,"NULL","NULL",,"non","mortality","2.87","1.16","7.06","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"23728640_2_OR","23728640","tetanus toxoid",,"NULL","NULL",,"non","deaths","0.02","0","0.3","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"23728640_3_OR","23728640","tetanus toxoid",,"NULL","NULL",,"influenza vaccine","deaths","0.2","0.1","0.4","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"23728640_5_OR","23728640","women of childbearing age",,"NULL","NULL",,"cholera","mortality","0.38","0.27","0.55","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"23728640_1_OR","23728640","tetanus toxoid",,"NULL","NULL",,"influenza vaccine","deaths","0.57","0.26","1.24","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"23728640_4_OR","23728640","tetanus-diptheria toxoid",,"NULL","NULL",,"cholera","neonatal mortality","0.68","0.56","0.82","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"23755286_1_OR","23755286","plumpy",,"NULL","NULL",,"plumpy","recovery","1.04","1.03","1.05","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"23755286_4_OR","23755286","therapeutic feeding program outcomes and determinants in treatment of severe acute malnutrition",,"NULL","NULL",,"severe acute malnutrition","recovery","1.74","1.07","2.83","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"23755286_5_OR","23755286","amoxicillin",,"NULL","NULL",,"severe acute malnutrition","recovery","1.95","1.17","3.23","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"23755286_3_OR","23755286","diarrhea",,"NULL","NULL",,"diarrhea","recovery","2.2","1.31","3.41","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"23782401_5_OR","23782401","meals",,"NULL","NULL",,"never consumed fish","anaemia","3.5","1.1","11.8","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23782401_4_OR","23782401","meals",,"NULL","NULL",,"fewer meals","anaemia","3.7","1.1","12.6","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23782401_1_OR","23782401","never consumed fish",,"NULL","NULL",,"never consumed fish","anaemia","9","1.6","50.7","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23796866_2_OR","23796866","chronic nutritional status",,"NULL","NULL",,"chronic nutritional status","decreased odds of s . pneumoniae colonization","0.66","0.44","0.99","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23796866_1_OR","23796866","streptococcus pneumoniae carriage",,"NULL","NULL",,"children","respiratory infections","14.1","1.4","137.7","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23975752_2_OR","23975752","glucocorticoid treatment",,"NULL","NULL",,"obesity","obesity","1.23","1.03","1.47","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"23975752_1_OR","23975752","short stature",,"NULL","NULL",,"short stature","underweight","1.64","1.4","1.92","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"24103513_3_OR","24103513","nutritional screening",,"NULL","NULL",,"kids","weight loss","1.96","1.25","3.07","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"24103513_4_OR","24103513","undernourished children",,"NULL","NULL",,"acutely undernourished children","weight loss during hospitalization","18.93","4.48","80","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"24103513_1_OR","24103513","strongkids scores",,"NULL","NULL",,"acutely undernourished children","acutely undernourished children","2.47","1.11","5.49","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"24122953_4_OR","24122953","serum sodium",,"NULL","NULL",,"serum sodium","mortality","0.96","0.92","0.99","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"24122953_1_OR","24122953","total bilirubin",,"NULL","NULL",,"mortality","mortality","2.09","1.35","3.21","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"24122953_6_OR","24122953","age",,"NULL","NULL",,"age","mortality","2.33","1.11","4.86","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"24122953_5_OR","24122953","ascites",,"NULL","NULL",,"ascites","mortality","2.59","1.44","4.64","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"24122953_3_OR","24122953","international normalized ratio",,"NULL","NULL",,"international normalized ratio","mortality","9.83","4.51","21.45","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"24125439_1_OR","24125439","severe immunosuppression",,"NULL","NULL",,"tuberculosis","mortality","8.83","4.42","17.63","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"24168980_2_OR","24168980","growth",,"NULL","NULL",,"median growth","hospitalization","1.34","1.02","1.76","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"24168980_1_OR","24168980","malnutrition",,"NULL","NULL",,"mothers had > 10 years of education","hospitalization","3.38","1.63","6.98","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"24369738_1_OR","24369738","breastfeeding",,"NULL","NULL",,"diarrhoea","diarrhoea","0.31","0.13","0.74","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"24369738_5_OR","24369738","malnutrition",,"NULL","NULL",,"malnutrition","hiv infections","0.63","0.36","1.12","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"24369738_4_OR","24369738","respiratory infections",,"NULL","NULL",,"respiratory infections","diarrhoea","0.65","0.41","1","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"24369738_2_OR","24369738","breastfeeding",,"NULL","NULL",,"diarrhoea","diarrhoea","0.74","0.57","0.97","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"24885540_2_OR","24885540","household exposure to forced labor",,"NULL","NULL",,"children under five","death","2.1","1.3","3.6","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"24885540_1_OR","24885540","household exposure to forced labor",,"NULL","NULL",,"household exposure to forced labor increased risk of death among infants","death","2.2","1.1","4.4","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"25114945_3_OR","25114945","lower maternal education",,"NULL","NULL",,"lower maternal education","stunting","0.8","0.64","0.98","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25114945_5_OR","25114945","large family size",,"NULL","NULL",,"large family size","under-nutrition","1.35","1.1","1.65","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25114945_1_OR","25114945","stunting",,"NULL","NULL",,"male children were more stunted compared to females","under","1.41","1.26","1.58","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25114945_4_OR","25114945","non-access to health services",,"NULL","NULL",,"wasting","wasting","1.87","1.39","2.52","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25114945_2_OR","25114945","lower family income",,"NULL","NULL",,"lower family income","stunting","3.21","1.17","8.85","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25275519_1_OR","25275519","maternal cryptosporidium infection",,"NULL","NULL",,"maternal cryptosporidium infection","infant infection","3.18","1.01","9.99","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25275519_2_OR","25275519","maternal hand washing",,"NULL","NULL",,"infant infection","infant infection","5.02","1.11","22.78","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25352585_3_OR","25352585","underweight",,"NULL","NULL",,"underweight","hiv infection","1.82","1.06","3.12","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25352585_1_OR","25352585","hiv infection",,"NULL","NULL",,"hiv infection","betaherpesvirus dnaemia","2.31","1.37","3.9","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25352585_4_OR","25352585","underweight",,"NULL","NULL",,"suspected meningitis","suspected meningitis","5.72","1.07","30.5","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25612874_9_OR","25612874","severe deficit",,"NULL","NULL",,"severe deficit","death","2.4","1.11","5.63","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25612874_5_OR","25612874","male gender",,"NULL","NULL",,"male gender","death","2.5","1.11","5.63","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25612874_7_OR","25612874","male gender",,"NULL","NULL",,"weight","death","2.7","1.19","6.24","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25612874_3_OR","25612874","male gender",,"NULL","NULL",,"male gender","death","2.98","1.25","7.1","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25612874_4_OR","25612874","dehydration",,"NULL","NULL",,"dehydration","death","5.4","2.54","13.43","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25612874_8_OR","25612874","weight",,"NULL","NULL",,"weight","severe deficit","7.5","3.39","16.76","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25612874_1_OR","25612874","severe wasting",,"NULL","NULL",,"severe wasting","death","8.27","3.79","18","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25612874_6_OR","25612874","dehydration",,"NULL","NULL",,"dehydration","death","8.43","3.83","18.5","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25648409_1_OR","25648409","age",,"NULL","NULL",,"age greater than 6 months","acute lower respiratory infections","1.74","1.05","2.89","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25648409_2_OR","25648409","malnutrition",,"NULL","NULL",,"malnutrition","acute lower respiratory infections","9.92","1.01","100.9","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25667232_2_OR","25667232","insufficient protein intake",,"NULL","NULL",,"mortality","mortality","1.8","1.2","2.7","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"25667232_1_OR","25667232","insufficient protein intake",,"NULL","NULL",,"mortality","mortality","2","1.3","3","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25686146_1_OR","25686146","household use",,"NULL","NULL",,"treatment failure","treatment failure","1.44","1.09","1.92","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"25720451_3_OR","25720451","maternal education",,"NULL","NULL",,"wasting","wasting","0.82","0.74","0.91","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"25720451_2_OR","25720451","underweight",,"NULL","NULL",,"underweight","childhood stunting","0.83","0.78","0.88","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"25720451_1_OR","25720451","maternal education",,"NULL","NULL",,"maternal education","malnutrition","0.86","0.81","0.89","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"25861424_2_OR","25861424","carbohydrates",,"NULL","NULL",,"malnutrition","malnutrition","1.2","1.03","1.61","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25861424_1_OR","25861424","energy",,"NULL","NULL",,"malnutrition","malnutrition","1.34","1.06","1.69","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25861424_3_OR","25861424","protein",,"NULL","NULL",,"malnutrition","malnutrition","1.3","1.03","1.64","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25861424_4_OR","25861424","fat",,"NULL","NULL",,"malnutrition","malnutrition","1.3","1.05","1.66","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25918695_2_OR","25918695","childhood malnutrition",,"NULL","NULL",,"childhood malnutrition","malnourished","1.29","1.02","1.63","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25918695_3_OR","25918695","childhood malnutrition",,"NULL","NULL",,"childhood malnutrition","malnourished","1.34","1.07","1.68","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25918695_4_OR","25918695","malnutrition",,"NULL","NULL",,"malnutrition","malnourished","1.5","1.09","2.07","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"25918695_1_OR","25918695","childhood malnutrition",,"NULL","NULL",,"childhood malnutrition","malnourished","1.85","1.33","2.55","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"26009295_4_OR","26009295","maternal obesity",,"NULL","NULL",,"maternal obesity","mortality","2.41","1.12","5.16","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"26009295_3_OR","26009295","maternal obesity",,"NULL","NULL",,"maternal obesity","mortality","3.19","1.23","8.27","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"26009295_1_OR","26009295","obesity",,"NULL","NULL",,"obesity","death","4.54","1.31","15.77","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"26009295_5_OR","26009295","maternal obesity",,"NULL","NULL",,"obese","mortality","9.47","2.07","43.41","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"26155840_3_OR","26155840","bcaa supplementation",,"NULL","NULL",,"edema","edema","0.494","0.257","0.952","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"26155840_2_OR","26155840","bcaa supplementation",,"NULL","NULL",,"lower rates of ascites","lower rates of ascites","0.545","0.316","0.938","relative risk (RR)",,,,1,"projTutoNutrition","2023-12-28"
,"26313752_1_OR","26313752","malaria diagnosis",,"NULL","NULL",,"malaria diagnosis","treatment failure","1.62","1.06","2.47","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"26313752_2_OR","26313752","moderate malnutrition",,"NULL","NULL",,"moderate malnutrition","treatment failure","1.88","1.09","3.26","odd ratio (OR)",,,,1,"projTutoNutrition","2023-12-28"
,"26353110_13_OR","26353110","axillary temperature",,"NULL","NULL",,"axillary temperature","reduced mortality","0.71","0.58","0.87","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"26353110_12_OR","26353110","greater haemoglobin",,"NULL","NULL",,"reduced mortality","reduced mortality","0.82","0.73","0.91","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"26353110_14_OR","26353110","oxygen saturation",,"NULL","NULL",,"reduced mortality","reduced mortality","0.96","0.93","0.99","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
,"26353110_9_OR","26353110","neck stiffness",,"NULL","NULL",,"neck stiffness","mortality","10.4","3.1","34.8","hazard ratio (HR)",,,,1,"projTutoNutrition","2023-12-28"
