"idStudy0","PMID","title","author","ABSTRACT","yearPublication","journal","objective","studyPlan","fromCode","projectName","uploadDate"
,"1857497"," Pelizaeus-Merzbacher disease: classical or connatal? ","Scheffer I. et al.","The clinical features and investigation results of 7 patients with Pelizaeus-Merzbacher disease (PMD) are described; one patient had a brain biopsy and two patients had an autopsy. This paper tries to differentiate the clinical features of the connatal and classical types of PMD. Transient stridor and nystagmus were early signs in both types of PMD. Our findings support the view that the more severe connatal form shows rapid neurological deterioration from an early age leading to death usually in the first decade. In younger patients in whom the evolution is still unclear, severe feeding problems and extrapyramidal features may suggest the connatal form. By contrast, in the classical form of PMD, cerebellar signs and cognitive deterioration are more prominent with a more slowly progressive course. Nuclear magnetic resonance imaging and brainstem auditory evoked potentials were very helpful in supporting the diagnosis of PMD either in a known affected family or in sporadic cases, but were not useful in distinguishing between the two types of PMD. Genetic counseling in this condition is difficult, particularly in the connatal form in which inheritance may be either X-linked or autosomal recessive.","1991","Neuropediatrics",,"other",1,"stridorIahMortality","2023-11-13"
,"2357085"," Acute epiglottitis in children and adults in Sweden 1981-3. ","Trollfors B. et al.","In a retrospective study of the incidence of acute epiglottitis in Sweden, 485 children and 356 adults fulfilled the following criteria: (a) red and swollen epiglottis visualised at laryngoscopy; (b) stridor or difficulties in swallowing own saliva or water; and (c) temperature greater than or equal to 38 degrees C. The age specific incidence in children (0-14 years) was 10 and in adults (greater than or equal to 15 years) 1.8/100,000/year. These incidence rates were higher than the incidence of Haemophilus influenzae meningitis in the same population. Blood cultures were obtained from 290 children (60%) and 185 adults (52%). H influenzae was isolated from 267 blood cultures (92%) from children and 98 blood cultures from adults (53%). Other organisms were isolated from six adults (3%). An artificial airway was established in 352 children (73%) and in 68 adults (19%); the remainder were treated conservatively. Six children and two adults died. Sweden has a high incidence of acute epiglottitis in children and the disease also occurs in adults. The importance of H influenzae in the aetiology of epiglottitis in all age groups is confirmed, but in adults many cases occur without septicaemia. The mortality is currently very low.","1990","Archives of disease in childhood",,"other",1,"stridorIahMortality","2023-11-13"
,"18982135"," Increased ventricular premature contraction frequency during rem sleep in patients with coronary artery disease and obstructive sleep apnea. ","Watanabe M. et al.","BACKGROUND: Patients with obstructive sleep apnea are reported to have a peak of sudden cardiac death at night, in contrast to patients without apnea whose peak is in the morning. We hypothesized that ventricular premature contraction (VPC) frequency would correlate with measures of apnea and sympathetic activity. METHODS: Electrocardiograms from a sleep study of 125 patients with coronary artery disease were evaluated. Patients were categorized by apnea-hypopnea index (AHI) into Moderate (AHI <15) or Severe (AHI>15) apnea groups. Sleep stages studied were Wake, S1, S2, S34, and rapid eye movement (REM). Parameters of a potent autonomically-based risk predictor for sudden cardiac death called heart rate turbulence were calculated. RESULTS: There were 74 Moderate and 51 Severe obstructive sleep apnea patients. VPC frequency was affected significantly by sleep stage (Wake, S2 and REM, F=5.8, p<.005) and by AHI (F=8.7, p<.005). In Severe apnea patients, VPC frequency was higher in REM than in Wake (p=.011). In contrast, patients with Moderate apnea had fewer VPCs and exhibited no sleep stage dependence (p=.19). Oxygen desaturation duration per apnea episode correlated positively with AHI (r(2)=.71, p<.0001), and was longer in REM than in non-REM (p<.0001). The heart rate turbulence parameter TS correlated negatively with oxygen desaturation duration in REM (r(2)=.06, p=.014). CONCLUSIONS: Higher VPC frequency coupled with higher sympathetic activity caused by longer apnea episodes in REM sleep may be one reason for increased nocturnal death in apneic patients.","2008","Indian pacing and electrophysiology journal",,"other",1,"stridorIahMortality","2023-11-13"
,"16115548"," Sleep disordered breathing in chronic stroke survivors. A study of the long term follow-up of the SCOPES cohort using home based polysomnography. ","Cadilhac D. et al.","Prevalence of sleep-disordered breathing (SDB) (apnea-hypopnea index [AHI] > or = 5) in acute stroke patients ranges between 44% and 95%, compared to the community prevalence, 9 to 35% for women and 8 to 57% for men [age range 30-60 years]. Limited data exists beyond 3 months following stroke. We assessed the prevalence of SDB amongst stroke survivors at 3 years and compared results to data reported in normal and elderly populations. 90/143 eligible stroke survivors from an existing cohort underwent a home based sleep study. Mean age of the 78 subjects with a valid sleep study was 64 years (SD 15). Prevalence of SDB (AHI > or = 5) was 81% (95% CI 72% to 90%) and sleep apnoea syndrome (AHI > or = 5 plus ESS score > or =11) was 20% (95% CI 11% to 29%). Important predictors for AHI > or = 15 were haemorrhagic stroke (aOR12.06 [1.42-102.74]) and stroke severity at 1 month (aOR4.15 [1.05-16.38]). Large case-control studies are needed.","2005","Journal of clinical neuroscience : official journal of the Neurosurgical Society of Australasia",,"Cohort",1,"stridorIahMortality","2023-11-13"
,"16236864"," Continuous positive airway pressure treatment in sleep apnea prevents new vascular events after ischemic stroke. ","Martínez-García M. et al.","STUDY OBJECTIVES: A study was made of the role of continuous positive airway pressure (CPAP) treatment in the prevention of new vascular events following ischemic stroke or transient ischemic attack. DESIGN: Prospective study. PATIENTS AND INTERVENTIONS: Demographic data, vascular risk factors, clinical manifestations associated to sleep apnea-hypopnea syndrome, and neurologic parameters were recorded in a group of patients presenting with acute ischemic stroke at least 2 months previously. A polygraphic study was carried out 2 months after the acute episode in all patients, with the prescription of CPAP in the event of an apnea-hypopnea index (AHI) > or = 20. Two groups were defined: patients who could tolerate CPAP (group 1), and patients who could not tolerate CPAP after 1 month of initial adaptation (group 2). Patients with an AHI < 20 were excluded. The incidence of new vascular events was evaluated throughout follow-up (18 months) in all patients, with an analysis of the role of CPAP in protecting the patients against such events. RESULTS: Ninety-five patients were studied. Fifty-one patients (53.7%; mean age, 72.7 +/- 9.4 years [+/- SD]) presented with an AHI > or = 20, and 15 patients (29.4%) tolerated CPAP. The incidence of new vascular events was greater in group 2 (6.7%) vs group 1 (36.1%; long-rank, p = 0.03). Intolerance of CPAP increased the probability of a new vascular event fivefold (odds ratio, 5.09) adjusted for other vascular risk factors and neurologic indexes. CONCLUSIONS: We concluded that CPAP treatment during 18 months in patients with an AHI > or = 20 afforded significant protection against new vascular events after ischemic stroke.","2005","Chest","STUDY OBJECTIVES : A study was made of the role of continuous positive airway pressure ( CPAP ) treatment in the prevention of new vascular events following ischemic stroke or transient ischemic attack ","Clinical trial",1,"stridorIahMortality","2023-11-13"
,"12733328"," [How do you really know if the obese patient has sleep apnea?]. ","Quilliot D. et al.","Obesity is known to predispose to obstructive sleep apnea (OSA), a condition characterized by repeated episodes of apnea or hypopnea during sleep, due to the interruption of airflow through the nose and mouth. These episodes lead to the fragmentation of sleep and to decrease in oxyhaemoglobin saturation. Patients with massive obesity, with or without daytime hypersomnolence should be systematically screened for OSA, because many of them appear to be asymptomatic and unaware of their breathing abnormalities during sleep. Polysomnography (PSG) in an attended hospital laboratory setting is the gold standard for the diagnosis of OSA. However portable recording devices can be used for screening with good sensibility and specificity, and even for diagnosis when the apnea-hypopnea index is high. However the final diagnosis can only be carried out in a sleep laboratory using PSG by highly-qualified personnel, because of the limitations of the portable recording device. There is a strong association between OSA and the risk of traffic accidents. It has been established that OSA affects quality of life. There is also increasing evidence that OSA is an independent risk factor for cardio-vascular diseases. This has been successfully demonstrated for hypertension by prospective studies. But the evidence remains weak for myocardial infarction, stroke or mortality. Treating OSA with continuous positive airway pressure (CPAP) is the treatment of choice. CPAP improves quality of life, driving simulator performance, blood pressure and sleepiness, as demonstrated by randomised placebo controlled trials. The majority of obese OSA patients are currently not being offered diagnosis testing and treatment. It's a real challenge due to the epidemic increase of obesity prevalence. Portable recording devices could be available outside the sleep laboratory in nutrition department, where morbid obesity is treated. This emphasizes the need for a real collaboration between these departments and sleep experts.","2002","Annales d'endocrinologie",,"Clinical trial",1,"stridorIahMortality","2023-11-13"
,"19032755"," No evidence of enhanced oxidant production in blood obtained from patients with obstructive sleep apnea. ","Grabska-Kobylecka I. et al.","BACKGROUND: Obstructive sleep apnea syndrome (OSAS) is a recognized risk factor for cardiovascular morbidity and mortality, perhaps due to causative exacerbations of systemic oxidative stress. Putative oxidative stress related to numerous episodes of intermittent hypoxia, may be an oxidants chief driving force in OSAS patients. METHODS: We assessed the resting and n-formyl-methionyl-leucyl-phenylalanine (fMLP)- induced whole blood chemiluminescence (as a measure of oxidant production by polymorphonuclear leukocytes and monocytes), ferric reducing ability of plasma (FRAP) and H2O2 generation in the whole blood of 27 untreated OSAS patients, 22 subjects after a night of CPAP therapy and 11 controls without OSAS. All of them were matched to age, BMI (body mass index) and smoking habits. All parameters were measured before and after polysomnography-controlled sleep, individual results were obtained as a mean from duplicated experiments. RESULTS: No significant differences were distinguished between evening and morning blood chemiluminescence, H2O2 activity and FRAP within and between all three study groups.For instance patients with untreated OSAS had similar morning and evening resting whole blood chemiluminescence (2.3 +/- 2.2 vs. 2.4 +/- 2.2 [aU.10-4 phagocytes]), total light emission after stimulation with fMLP (1790 +/- 1371 vs. 1939 +/- 1532 [aU.s.10-4 phagocytes]), as well as FRAP after 3 min. plasma incubation (602 +/- 202 vs. 671 +/- 221 [uM]). Although, in the subgroup of 11 patients with severe OSAS (apnea/hypopnea index 58 +/- 18/h and oxygen desaturation index 55 +/- 19/h), the morning vs. evening resting chemiluminescence and total light emission after stimulation with fMLP observed a propensity to elevate 2.5 +/- 2.7 vs. 1.9 +/- 1.8 [aU.10-4 phagocytes] and 1778 +/- 1442 vs. 1503 +/- 1391 [aU.s.10-4 phagocytes], respectively, these did not attain statistical significance (p > 0.05). CONCLUSION: Our investigation exposed no evidence in the overproduction of oxidants via circulating phagocytes, once considered a culprit in the oxidative stress of OSAS patients.","2008","Journal of negative results in biomedicine",,"other",1,"stridorIahMortality","2023-11-13"
,"10878877"," Congenital supraglottic cyst: a rare cause of stridor. ","Jha D. and Deka R.","Congenital laryngeal cysts are very rare and if mismanaged, lead to a high incidence of morbidity and mortality. The case may present as severe stridor and emergent management can obviate a tracheostomy, achieving cure in the process. We report here a case of supraglottic cyst, which was completely occluding the airway and was managed in the emergency setting.","2000","Indian journal of pediatrics",,"other",1,"stridorIahMortality","2023-11-13"
,"17702268"," Correlates of serum C-reactive protein (CRP)--no association with sleep duration or sleep disordered breathing. ","Taheri S. et al.","STUDY OBJECTIVES: Increasing evidence suggests that alterations in sleep duration are associated with cardiovascular disease (CVD) and mortality. Additionally, sleep disordered breathing (SDB), which is associated with disturbed nighttime sleep and hypoxemia, may be an independent risk factor for CVD. The inflammatory marker, C-reactive protein (CRP), is an important predictor of CVD. We investigated potential associations between circulating CRP, sleep duration, and SDB. DESIGN: Cross-sectional Study. POPULATION: Participants were 907 adults from the Wisconsin Sleep Cohort Study (WSCS). MEASUREMENTS AND RESULTS: CRP was measured after overnight polysomnography. The relationships between CRP and sleep parameters were evaluated using multiple linear regression with and without controlling for age, sex, and body mass index (BMI) and other potential confounders. CRP was found to be higher for women and had a strong positive correlation with age and BMI. CRP showed a significant positive association with current smoking, waist-hip ratio (WHR), LDL-cholesterol, triglycerides, leptin, and insulin, independent of age, sex, and BMI. Significant independent negative associations for CRP were observed with HDL-cholesterol (HDL), insulin sensitivity (quantitative insulin sensitivity check index [QUICKI]), and hours of exercise. There was a significant positive association between CRP levels and the apnea-hypopnea index (AHI, the measure of SDB), but these relationships were not significant after adjustment for age, sex, and BMI. No significant association between CRP levels and measures of sleep duration (polysomnographic and self-reported) were found. CONCLUSION: There was no significant association between CRP levels and sleep duration. The lack of an independent association between CRP levels and SDB suggests that the reported relationship between these 2 variables may be primarily driven by their association with obesity.","2007","Sleep","STUDY OBJECTIVES : Increasing evidence suggests that alterations in sleep duration are associated with cardiovascular disease ( CVD ) and mortality ","Cohort",1,"stridorIahMortality","2023-11-13"
,"10086966"," Prognostic value of nocturnal Cheyne-Stokes respiration in chronic heart failure. ","Lanfranchi P. et al.","BACKGROUND: Nocturnal Cheyne-Stokes respiration (CSR) occurs frequently in patients with chronic heart failure (CHF), and it may be associated with sympathetic activation. The aim of the present study was to evaluate whether CSR could affect prognosis in patients with CHF. METHODS AND RESULTS: Sixty-two CHF patients with left ventricular ejection fraction </=35%, in NYHA class II to III, underwent clinical evaluation, Doppler echocardiography, ergospirometry, phenylephrine test, Holter recording, and a sleep study to evaluate the occurrence of CSR, expressed as percentage of periodic breathing, and apnea/hypopnea index (AHI) (ie, the number of apneas and hypopneas per hour of recording). During a mean follow-up of 28+/-13 months, 15 patients died of cardiac causes. Nonsurvivors were in a higher NYHA functional class than survivors (P<0.001) and had a more depressed left ventricular ejection fraction (P<0.03), a shorter deceleration time of early filling (P<0. 05), larger left and right atria (P<0.05 and P<0.02, respectively) and a lower peak V(O2) (P<0.05). Nonsurvivors also spent a greater percentage of the night in periodic breathing (P<0.01) with a greater AHI (P<0.03) and showed lower values of diurnal baroreflex sensitivity (P<0.05) and of heart rate variability (sdNN: P<0.01). Multivariate analysis revealed the AHI (chi2, 10.4; P<0.01), followed by left atrial area (chi2, 5.7; P<0.01), as the only independent and additional predictors of subsequent cardiac death. Patients at very high risk for fatal outcome could be identified by an AHI >/=30/h and left atria >/=25 cm2. CONCLUSIONS: The AHI is a powerful independent predictor of poor prognosis in clinically stable patients with CHF. The presence of an AHI >/=30/h adds prognostic information compared with other clinical, echocardiographic, and autonomic data and identifies patients at very high risk for subsequent cardiac death.","1999","Circulation"," The aim of the present study was to evaluate whether CSR could affect prognosis in patients with CHF ","Clinical trial",1,"stridorIahMortality","2023-11-13"
,"17275399"," Unique cardiopulmonary exercise test responses in overweight middle-aged adults with obstructive sleep apnea. ","Kaleth A. et al.","BACKGROUND: Obstructive sleep apnea (OSA) is characterized by repetitive nighttime obstructions of the upper airway that induce hypoxemia, hypercapnia, sympathetic activation, and arousals. This disorder induces cardiovascular autonomic imbalance and contributes to the development of hypertension. While the diagnostic and prognostic utility of exercise testing is well established in cardiology, the clinical utility of the exercise test in screening for OSA has not been carefully explored. To explore this potential application, we contrasted cardiopulmonary responses to exercise testing in patients recently diagnosed with OSA with apparently healthy counterparts of similar physical inactivity history, age, and body habitus. METHODS: Twenty-three normotensive overweight adults with OSA [apnea-hypopnea index (AHI)=24.7+/-13.5 events h(-1); body mass index (BMI)=33.1+/-5.5 kg m(-2); age=45.6+/-10.7 years] and nine apparently healthy controls of similar age and morphology (BMI=29.5+/-5.5 kg m(-2); age=40.2+/-8.1 years; AHI=4.9+/-0.1) completed a maximal ramping cardiopulmonary exercise tolerance test on a cycle ergometer. Measures included oxygen consumption (VO(2)pk), ventilation (V(E)), heart rate (HR), blood pressure (BP), cardiac output (Qc), and stroke volume (SV). RESULTS: Age, BMI, rest HR, rest BP, rest and exercise cardiac index (QI), rest and exercise stroke volume index (SVI), and V O(2)pk were not different between OSA patients and controls (p>0.05). Exercise heart rate was significantly lower and diastolic BP higher in the OSA group (p<0.05). In the physically active recovery (low-load pedaling), systolic BP recovery was delayed (p<0.05) in the OSA group while diastolic BP tended to remain higher (p=0.056). CONCLUSION: Patients with OSA have a distinctive response to graded exercise, characterized by a blunted HR response, markedly delayed systolic BP response in early recovery, and elevated diastolic BP in both exercise and early recovery. Clinical trials are justified to determine the clinical utility of graded exercise testing to independently inform clinical decision-making for triaging patients to diagnostic polysomnography.","2007","Sleep medicine",,"Clinical trial",1,"stridorIahMortality","2023-11-13"
,"1428033"," Out-patient esophageal dilation: an experience in 130 patients using Savary-Gilliard dilators. ","Desai D. et al.","Experience of outpatient esophageal dilation using Savary-Gilliard dilators in 130 patients during a 17 month period is reported. The strictures were radiation induced (48), tumoral stenoses (40), anastomotic (16) and due to other causes (26). Both fluoroscopy and endoscopy were used in 58%, endoscopy alone in 23% and fluoroscopy alone in 19% of patients for placement of the guide wire. One hundred and twenty six stricture dilations (97%) were technically successful. Eighty one (62%) patients could be dilated to 14 mm or more. One hundred and nineteen (94%) patients were dilated in one or two sessions. Among the 109 patients who followed up, dilation was successful in providing adequate dysphagia relief in 97 patients and facilitated the performance of other therapies in 9 patients. Major complications included severe continuous chest pain (1 case), hematemesis (2), fever (4) and transient stridor (2). The patient with persistent pain and 9 patients undergoing other therapies required hospitalization. There were no perforations or death. We conclude that esophageal dilation with Savary-Gilliard dilators is safe and effective even in tumors and post-radiation strictures. It can be performed on an outpatient basis in a majority of patients.","1992","Indian journal of gastroenterology : official journal of the Indian Society of Gastroenterology",,"other",1,"stridorIahMortality","2023-11-13"
,"9068473"," Experience with gastrojejunal feeding tubes in children. ","Peters J. et al.","OBJECTIVE: Assessment of untoward symptomatic outcomes and major/minor complications occurring in children with percutaneous gastrojejunal tubes (GJT) in place. METHODS: A retrospective chart review of 28 patients with GJTs was performed. The diagnoses for these patients were: neurological diseases, 23; respiratory diseases, two; and gastrointestinal tract disorders, three. Twenty-three tubes were placed radiologically, four endoscopically, and one surgically. Patients' age range was between 1.5 and 180 months (mean 47.2 months), and weight at the time of tube insertion was between 2.28 and 42.7 kg. (mean 11.7 kg.). Duration of follow-up was from 1 to 49 months (mean 17.3 months). The patients were evaluated for the persistence or new development of the following symptoms: vomiting, hematemesis, abdominal pain, constipation, diarrhea, pain at the site of gastrostomy tube insertion, stridor with feeds, and dumping. Minor complications (including breakage, partial/total displacement, or dislodgement of GJT, tube occlusion, tube leakage, transient infection and/or granuloma at the gastrostomy site, and continued gastroesophageal reflux post-GJT conversion), as well as major complications (requiring surgical intervention) and mortality, were assessed. RESULTS: One or more symptoms either persisted or developed de novo in 20 children after tube insertion. Vomiting was the most common symptom, being present in 16 patients. One or more minor complication occurred in 21 patients; the most common was the accidental dislodgement of the jejunal feeding catheter. Major complications occurred in 11 patients (e.g., fundoplication in seven patients). Five patients died. Six patients had no complications; at the time of GJT placement, their mean age (93.3 months) was significantly older (p = 0.0269) and mean weight (21.3 kg.) significantly heavier (p = 0.0067) than those of children reporting major complications. CONCLUSIONS: We conclude that ongoing or new gastrointestinal symptoms and minor complications are common in children with GJT. However, GJT placement in larger children is associated with fewer complications than in smaller children.","1997","The American journal of gastroenterology"," OBJECTIVE : Assessment of untoward symptomatic outcomes and major / minor complications occurring in children with percutaneous gastrojejunal tubes ( GJT ) in place ","Review",1,"stridorIahMortality","2023-11-13"
,"1788120"," An approach to the diagnosis and treatment of membranous laryngotracheobronchitis in infants and children. ","Gallagher P. and Myer C.","The purpose of this study is to report 18 cases of membranous laryngotracheobronchitis (MLTB) and to review 143 published cases in order to accurately characterize the epidemiology, presentation, clinical course, treatment, and outcome of patients with this disorder. The male:female ratio was 2:1; mean age was four years. Most patients presented with acute onset of respiratory distress with fever, toxicity, and stridor after a prodrome of upper respiratory tract infection lasting a few days. White blood cell counts varied over a wide range, and blood culture results were rarely positive. Respiratory cultures commonly yielded Staphylococcus aureus or Haemophilus influenzae. Diagnosis was usually confirmed by airway radiographs or endoscopy. An artificial airway was required in 83% of patients. Complications included respiratory failure, toxic shock syndrome, anoxic encephalopathy, and death. MLTB is a serious, potentially fatal cause of acute infectious airway obstruction in infants and children that requires an organized approach to diagnosis and management.","1991","Pediatric emergency care","The purpose of this study is to report 18 cases of membranous laryngotracheobronchitis ( MLTB ) and to review 143 published cases in order to accurately characterize the epidemiology , presentation , clinical course , treatment , and outcome of patients with this disorder ","Review",1,"stridorIahMortality","2023-11-13"
,"9488213"," Autonomic cardiac regulation in obstructive sleep apnea syndrome: evidence from spontaneous baroreflex analysis during sleep. ","Parati G. et al.","OBJECTIVE: To assess spontaneous baroreceptor-heart rate reflex sensitivity during sleep in patients with obstructive sleep apnea syndrome, a condition associated with increased cardiovascular morbidity and mortality and characterized by marked sympathetic activation, which is believed to originate from hypoxic chemoreceptor stimulation, although little is known of other possible mechanisms such as baroreflex impairment. DESIGN AND METHODS: In 11 patients with severe obstructive sleep apnea syndrome (mean+/-SD age 46.8+/-8.1 years, apnea/hypopnea index 67.9+/-19.1 h), who were normotensive or borderline hypertensive during wakefulness by clinic blood pressure measurements, finger blood pressure was monitored beat-by-beat non-invasively (Finapres) at night during polysomnography. Periods of wakefulness and sleep were identified based on electroencephalographic recordings. Baroreflex sensitivity was assessed by the sequence technique, as the slope of the regression line between spontaneous increases or reductions in systolic blood pressure (SBP) and the related lengthening or shortening in the RR interval, occurring over spontaneous sequences of four or more consecutive beats. The number of these sequences was also computed, as an additional index of baroreflex engagement by the spontaneous blood pressure fluctuations. The controls were age-related normotensive or borderline hypertensive subjects without sleep apnea who had been investigated in previous studies; in these subjects blood pressure was recorded intra-arterially over 24 h in ambulatory conditions and spontaneous baroreflex sensitivity was assessed by the sequence technique. RESULTS: In our patients the lowest nocturnal arterial oxygen saturation was 78.6+/-12.1% (mean+/-SD). During sleep, the number of pooled +RR/+SBP and -RR/-SBP sequences per hour was 20.3+/-2.7 per h in patients with sleep apnea and 27.1+/-2.1 /h in controls (means+/-SEM). The average baroreflex sensitivity during sleep periods was 7.04+/-0.8 ms/mmHg in sleep apnea patients and 10.05+/-2.1 ms/mmHg in controls. Both the pooled number of sequences and baroreflex sensitivity values of the sleep apnea patients were significantly (P < 0.01) less than the corresponding night values of control subjects. In the sleep apnea patients, at variance from controls, baroreflex sensitivity did not show any increase during sleep compared with its values during wakefulness (6.9+/-1.0 ms/mmHg). CONCLUSIONS: Our data provide evidence that spontaneous baroceptor reflex sensitivity is depressed in severe obstructive sleep apnea syndrome. This suggests that in such patients baroreflex dysfunction and not only chemoreceptor stimulation by hypoxia may be involved in the sympathetic activation which occurs during sleep. Such dysfunction may contribute to the higher rate of cardiovascular morbidity and mortality reported in these patients.","1997","Journal of hypertension"," OBJECTIVE : To assess spontaneous baroreceptor-heart rate reflex sensitivity during sleep in patients with obstructive sleep apnea syndrome , a condition associated with increased cardiovascular morbidity and mortality and characterized by marked sympathetic activation , which is believed to originate from hypoxic chemoreceptor stimulation , although little is known of other","other",1,"stridorIahMortality","2023-11-13"
,"7488367"," Management of posterior laryngeal and laryngotracheoesophageal clefts. ","Evans K. et al.","OBJECTIVE: To review the clinical features, associated congenital abnormalities, management, and morbidity of infants presenting with posterior laryngeal and laryngotracheal clefts. DESIGN: Case series. SETTING: Great Ormond Street Hospital for Sick Children NHS Trust, London, England. PATIENTS: Consecutive sample of 44 patients presenting with posterior laryngeal and laryngotracheal clefts between December 10, 1979, and January 30, 1992. MAIN OUTCOME MEASURES: Clinical features, incidence of surgery, and associated morbidity and mortality related to different types of airway cleft. RESULTS: The main presenting features were stridor and aspiration, which were more evident with the more extensive clefts. Twenty-five patients (56%) had associated congenital abnormalities. Fourteen patients (32%) were treated conservatively. Sixteen patients (36%) underwent primary endoscopic surgical repair. Eight patients (18%) underwent primary repair via an anterior laryngofissure; and six patients (14%) underwent primary repair via a lateral pharyngotomy. Eight patients (18%) required revision surgery, two (4%) of them on more than one occasion. Ten patients (23%) required fundoplication to control gastroesophageal reflux. Six patients (14%) died. CONCLUSIONS: The identification of an airway cleft requires a high index of suspicion. Morbidity and mortality are reduced by securing the airway, controlling gastroesophageal reflux, and using a multidisciplinary pediatric team. We recommend the anterior laryngofissure because of the ease of surgical access.","1995","Archives of otolaryngology--head & neck surgery"," OBJECTIVE : To review the clinical features , associated congenital abnormalities , management , and morbidity of infants presenting with posterior laryngeal and laryngotracheal clefts ","Review",1,"stridorIahMortality","2023-11-13"
,"12952844"," Serum amyloid a in obstructive sleep apnea. ","Svatikova A. et al.","BACKGROUND: Patients with severe obstructive sleep apnea (OSA) may have increased risk for cardiovascular and cerebrovascular diseases. Serum amyloid A (SAA) protein has recently been linked to the development of atherosclerosis, stroke, diabetes, and dementia. We tested the hypothesis that plasma SAA levels are increased in otherwise healthy subjects with OSA. METHODS AND RESULTS: Plasma SAA levels were measured in 10 male patients with moderate to severe OSA before sleep, after 5 hours of untreated OSA, and in the morning after effective continuous positive airway pressure treatment. SAA levels were also measured in 10 closely matched control subjects at similar time points. Baseline plasma SAA levels before sleep were strikingly higher in patients with moderate to severe OSA than in controls (18.8+/-2.6 versus 7.2+/-2.6 microg/mL, respectively; P=0.005) and remained unchanged in both groups throughout the night. SAA levels in 10 male patients with mild OSA were comparable with controls (P=0.46). Plasma SAA in 7 female patients with moderate to severe OSA was also markedly higher compared with matched control female subjects (24.1+/-2.4 versus 10.2+/-2.4 microg/mL, respectively; P=0.0013) but was not different from male patients with moderate to severe OSA (P=0.3). There was a significant positive correlation between SAA and apnea-hypopnea index (r=0.40, P=0.03). CONCLUSIONS: Plasma SAA levels are more than 2-fold greater in patients with moderate to severe OSA compared with subjects with mild OSA or healthy controls regardless of gender. Elevated SAA may contribute to any increased risk for cardiovascular and neuronal dysfunction in patients with OSA.","2003","Circulation",,"Clinical trial",1,"stridorIahMortality","2023-11-13"
,"7492062"," Innominate artery compression of the trachea: diagnosis and treatment by anterior suspension. A 25-year experience. ","Adler S. et al.","Suspension of the innominate artery to the sternum has been a widely accepted therapy for the relief of tracheal compression. Recently, reimplantation of the innominate artery has been advocated as a superior operative procedure. While generally successful, arterial transfer carries the risk of early bleeding and stroke, and the potential for late stenosis at the anastomotic site. Between 1969 and 1994, 25 infants and children at our institution received diagnoses of innominate artery compression and were treated by anterior suspension. All presented with stridor and one third had a history of suspected or proven apnea. Twenty-four children had excellent results, while 1 required resuspension after stridor returned. There were no major complications. Our series strongly supports the belief that anterior suspension of the innominate artery is a successful and reliable operation with minimal morbidity and mortality. More complex procedures are rarely indicated.","1995","The Annals of otology, rhinology, and laryngology",,"other",1,"stridorIahMortality","2023-11-13"
,"9060222"," An evaluation of clinical indicators for severe paediatric illness. ","Paxton L. et al.","To help reduce paediatric morbidity and mortality in the developing world, WHO has developed a diagnostic and treatment algorithm that targets the principal causes of death in children, which include acute respiratory infection, malaria, measles, diarrhoeal disease, and malnutrition. With this algorithm, known as the Sick Child Charts, severely ill children are rapidly identified, through the presence of any one of 13 signs indicative of severe illness, and referred for more intensive health care. These signs are the inability to drink, abnormal mental status (abnormally sleepy), convulsions, wasting, oedema, chest wall retraction, stridor, abnormal skin turgor, repeated vomiting, stiff neck, tender swelling behind the ear, pallor of the conjunctiva, and corneal ulceration. The usefulness of these signs, both in current clinical practice and within the optimized context of the Sick Child Chart algorithm in a rural district of western Kenya, was evaluated. We found that 27% of children seen in outpatient clinics had one or more of these signs and that pallor and chest wall retraction were the signs most likely to be associated with hospital admission (odds ratio (OR) = 8.6 and 5.3, respectively). Presentation with any of these signs led to a 3.2 times increased likelihood of admission, although 54% of hospitalized children had no such signs and 21% of children sent home from the outpatient clinic had at least one sign. Among inpatients, 58% of all children and 89% of children who died had been admitted with a sign. Abnormal mental status was the sign most highly associated with death (OR = 59.6), followed by poor skin turgor (OR = 5.6), pallor (OR = 4.3), repeated vomiting (OR = 3.6), chest wall retraction (OR = 2.7), and oedema (OR = 2.4). Overall, the mortality risk associated with having at least one sign was 6.5 times higher than that for children without any sign. While these signs are useful in identifying a subset of children at high risk of death, their validation in other settings is needed. The training and supervision of health workers to identify severely ill children should continue to be given high priority because of the benefits, such as reduction of childhood mortality.","1996","Bulletin of the World Health Organization",,"other",1,"stridorIahMortality","2023-11-13"
