"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","exp2","adjustment","fromCode","projectName","uploadDate"
,"27339265_3","27339265",,,"NULL","NULL",,,,9.09,3.13,26.32,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27397571_1","27397571",,,"NULL","NULL",,,,4.5,1.2,16.3,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27397571_2","27397571",,,"NULL","NULL",,,,4.5,1.2,16.3,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27397571_3","27397571","obstructive sleep apnea",,"NULL","NULL",,,"cardiovascular diseases",4,1,15.2,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27397571_4","27397571",,,"NULL","NULL",,,,3,1.3,13,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27397571_5","27397571",,,"NULL","NULL",,,,1.1,1,1.1,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27397571_6","27397571",,,"NULL","NULL",,,,4.3,1.4,13.8,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27448482_1","27448482","neck circumference",,"NULL","NULL",,,"obstructive sleep apnea",1.21,1.04,1.42,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27448482_2","27448482","pre-transplant copd / ipf  lung diseases",,"NULL","NULL",,,"obstructive sleep apnea",6.89,1.41,33.56,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27448482_3","27448482","age","greater than","57","NULL","years",,"obstructive sleep apnea",1.76,0.69,4.48,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27448482_4","27448482","male gender",,"NULL","NULL",,,"obstructive sleep apnea",2.33,0.89,6.01,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27448482_5","27448482","neck circumference per 1-cm size increment",,"NULL","NULL",,,"obstructive sleep apnea",1.73,0.68,4.4,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27448482_6","27448482","neck circumference",,"NULL","NULL",,,"obstructive sleep apnea",1.2,1.02,1.41,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27448482_7","27448482","pre-transplant copd/ipf",,"NULL","NULL",,,"obstructive sleep apnea",5.34,1.01,28.13,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27451457_1","27451457","obstructive sleep apnea",,"NULL","NULL",,,"retinal arteriolar narrowing",1.65,1,2.71,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27452769_1","27452769","apnea-hypopnea index",,"NULL","NULL",,,"pe recurrence",20.73,1.71,251.28,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"27452769_2","27452769","mean nocturnal oxygen saturation",,"NULL","NULL",,,"recurrent vte",0.39,0.2,0.78,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"27452769_3","27452769","time spent  nocturnal sao2",,"NULL","NULL",,,"recurrent vte",0.9,0.82,0.98,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"27452769_4","27452769",,,"NULL","NULL",,,,1.001,1,195,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"27452769_5","27452769","ahi",,"NULL","NULL",,,"recurrent pe",20.66,2.27,188.35,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"27452769_6","27452769","nsao",,"NULL","NULL",,,"first episode pe",0.54,0.32,0.94,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"27452769_7","27452769",,,"NULL","NULL",,,,0.73,0.56,0.97,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"27471038_1","27471038","maximal snoring sound intensity",,"NULL","NULL",,,"odds risk  least two complete obstruction sites",1.25,1.05,1.49,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27471038_2","27471038","body mass index",,"NULL","NULL",,,"obstructive sleep apnea hypopnea syndrome",1.48,1.02,2.15,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27471038_3","27471038",,,"NULL","NULL",,,,0.84,0.74,0.96,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27475092_1","27475092","apnea hypopnea index",,"NULL","NULL",,,"mortality",9.71,1.2,78.29,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"27475092_2","27475092",,,"NULL","NULL",,,,8.78,1.1,71.8,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"27475092_3","27475092",,,"NULL","NULL",,,,9.92,2,49.23,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"27475092_4","27475092","atrial fibrillation/flutter",,"NULL","NULL",,,"mortality",3.63,0.97,13.51,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"27506392_1","27506392","obstructive sleep apnea",,"NULL","NULL",,,"advanced colorectal neoplasia",14.09,1.55,127.83,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27506392_2","27506392","patients obstructive sleep apnea",,"NULL","NULL",,,"advanced colorectal neoplasia",14.12,1.52,131.25,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27506392_3","27506392","obstructive sleep apnea",,"NULL","NULL",,,"advanced colorectal neoplasia",3.03,1.44,6.34,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27526989_1","27526989",,,"NULL","NULL",,,,2.85,1.23,6.64,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27683261_1","27683261","apnea-hypopnea index",,"NULL","NULL",,,"respiratory",1.007,1.002,1.011,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27683261_2","27683261","anesthesia complication",,"NULL","NULL",,,"respiratory",1.13,1.01,1.28,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27683261_3","27683261",,,"NULL","NULL",,,,6.08,1.57,26.17,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27684798_1","27684798","hypertension plus moderate-severe obstructive sleep apnea",,"NULL","NULL",,,"cardiovascular diseases",2.638,1.942,3.583,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27684798_2","27684798",,,"NULL","NULL",,,,1.808,1.207,2.707,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27684798_3","27684798","obstructive sleep apnea plus mild-osa",,"NULL","NULL",,,"cardiovascular diseases",2.003,1.346,2.98,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27684798_4","27684798","obstructive sleep apnea plus hypertension",,"NULL","NULL",,,"cardiovascular diseases",1.834,1.214,2.77,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27697577_1","27697577","apnea-hypopnea index",,"NULL","NULL",,,"moderate complete erectile dysfunction",1.39,1,1.92,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27697577_2","27697577","apnea-hypopnea index",,"NULL","NULL",,,"moderate complete erectile dysfunction",1.05,0.75,1.49,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27697577_3","27697577","body mass index, socioeconomic status comorbidities",,"NULL","NULL",,,"moderate complete erectile dysfunction",1.36,1.04,1.8,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27697577_4","27697577","sleep disordered breathing",,"NULL","NULL",,,"erectile dysfunction",1.24,0.92,1.66,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27746338_2","27746338",,,"NULL","NULL",,,,0.84,0.74,0.96,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27746338_3","27746338","medium levels transportation activity",,"NULL","NULL",,,"medium levels transportation activity",0.64,0.43,0.95,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27746338_4","27746338","self-reported medium high levels transportation activity",,"NULL","NULL",,,"mild obstructive sleep apnea",0.82,0.71,0.93,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27746338_5","27746338","moderate high levels transportation activity",,"NULL","NULL",,,"obstructive sleep apnea",0.79,0.64,0.97,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27796718_1","27796718","higher body mass index",,"NULL","NULL",,,"receiving correct cpap setting  first night hospitalization",1.07,1.02,1.12,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27796718_2","27796718","cpap",,"NULL","NULL",,,"hospitalization",0.85,0.74,0.97,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27796718_3","27796718","latency",,"NULL","NULL",,,"longer hospitalization length stay",0.93,0.9,0.97,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27866527_1","27866527","hypertension",,"NULL","NULL",,,"hypertension",1.23,1.01,1.65,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27902610_1","27902610","history current smoking alcohol",,"NULL","NULL",,,"moderate severe hypertension",1.072,1.019,1.128,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"27942262_1","27942262","osteoporosis",,"NULL","NULL",,,"osteoporosis",0.6,0.42,0.87,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28055285_1","28055285","sleep",,"NULL","NULL",,,"disease medical condition",1.63,1.03,2.58,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28215260_1","28215260","moderate--severe obstructive sleep apnea",,"NULL","NULL",,,"cortical microinfarcts",4.72,1.14,19.47,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28215260_2","28215260","moderate--severe obstructive sleep apnea",,"NULL","NULL",,,"clinically white matter hyperintensities",3.47,0.89,15.18,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28215260_3","28215260","moderate--severe obstructive sleep apnea",,"NULL","NULL",,,"high grade pvss",3.64,1.02,13.01,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28232056_1","28232056","prophylactic corticosteroids",,"NULL","NULL",,,"postextubation airway events reintubation",0.43,0.29,0.66,"relative risk (RR)",,,1,"stridorIah2010","2023-11-11"
,"28232056_2","28232056","prophylactic corticosteroids",,"NULL","NULL",,,"reintubation",0.42,0.25,0.71,"relative risk (RR)",,,1,"stridorIah2010","2023-11-11"
,"28232056_3","28232056","prophylactic corticosteroids",,"NULL","NULL",,,"postextubation airway events reintubation",0.34,0.24,0.48,"relative risk (RR)",,,1,"stridorIah2010","2023-11-11"
,"28232056_4","28232056","diagnostic factor",,"NULL","NULL",,,"reintubation",0.35,0.2,0.64,"relative risk (RR)",,,1,"stridorIah2010","2023-11-11"
,"28241176_1","28241176","males  likely  severe obstructive sleep apnea",,"NULL","NULL",,,"severe obstructive sleep apnea",1.8,1,3.2,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28241176_2","28241176","tonsillar hypertrophy",,"NULL","NULL",,,"severe obstructive sleep apnea",3.2,1.8,5.8,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28241176_3","28241176","obesity",,"NULL","NULL",,,"severe obstructive sleep apnea",2,1.3,3.2,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28250027_1","28250027",,,"NULL","NULL",,,,2.53,1.69,3.78,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"28250027_2","28250027","severe dysautonomia",,"NULL","NULL",,,"survival",1.22,0.83,1.8,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"28250027_3","28250027",,,"NULL","NULL",,,,2.32,1.94,2.77,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"28250027_4","28250027",,,"NULL","NULL",,,,0.93,0.67,1.28,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"28300569_1","28300569","sleep-disordered breathing",,"NULL","NULL",,,"postcardiac surgery atrial fibrillation",1.06,1.01,1.1,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28300569_2","28300569","increasing ahi",,"NULL","NULL",,,"postcardiac surgery atrial fibrillation",1.04,0.98,1.1,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28300569_3","28300569","bmi",,"NULL","NULL",,,"postcardiac surgery atrial fibrillation",1.15,1.05,1.26,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28346156_1","28346156","sleep fragmentation",,"NULL","NULL",,,"higher sleep fragmentation",1.05,1.01,1.08,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28346156_2","28346156",,,"NULL","NULL",,,,1.03,1,1.05,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28346156_3","28346156","sleep quality",,"NULL","NULL",,,"hypertension",1.14,1.05,1.24,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28395291_1","28395291","undiagnosed obstructive sleep apnea",,"NULL","NULL",,,"postoperative oxygen desaturation",5.96,2.35,15.1,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28395291_2","28395291","oxygen desaturation",,"NULL","NULL",,,"postoperative complication",3.63,1.77,7.45,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28395291_3","28395291","postoperative oxygen desaturation",,"NULL","NULL",,,"undiagnosed obstructive sleep apnea",3.5,1.74,7.1,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28406882_1","28406882",,,"NULL","NULL",,,,3.6,1.2,10.6,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28406882_2","28406882","obesity",,"NULL","NULL",,,"obesity",3.4,1.2,9.7,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28406882_3","28406882","severe obstructive sleep apnea",,"NULL","NULL",,,"developing disease medical condition called ""severe obstructive sleep apnea",4.7,1.2,17.6,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28406882_4","28406882",,,"NULL","NULL",,,,0.3,0.1,0.9,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28407759_1","28407759",,,"NULL","NULL",,,,2.1,1.03,4.3,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28407759_2","28407759","diagnostic",,"NULL","NULL",,,"choking",2.7,1.2,6.2,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28407759_3","28407759","new onset/recurrent/persistent wheeze",,"NULL","NULL",,,"new onset/recurrent/persistent wheeze",4.6,1.8,11.8,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28407759_4","28407759","three  risk factors",,"NULL","NULL",,,"foreign body aspiration",4,1.9,8.5,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28407759_5","28407759","unilateral reduced air entry",,"NULL","NULL",,,"unilateral reduced air entry",2.9,1.5,5.5,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28449915_1","28449915","poststroke sleep-disordered breathing",,"NULL","NULL",,,"poststroke",1.31,1.09,1.58,"relative risk (RR)",,,1,"stridorIah2010","2023-11-11"
,"28449915_2","28449915",,,"NULL","NULL",,,,1.14,0.95,1.38,"relative risk (RR)",,,1,"stridorIah2010","2023-11-11"
,"28457559_1","28457559",,,"NULL","NULL",,,,1.96,1.79,2.16,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28457559_2","28457559","history smoking",,"NULL","NULL",,,"atrial fibrillation",1.21,1,1.47,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28457559_3","28457559","plmi",,"NULL","NULL",,,"atrial fibrillation",1.27,1.03,1.56,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28522098_1","28522098","body mass index",,"NULL","NULL",,,"body mass index",1.26,1.04,1.54,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28522098_2","28522098",,,"NULL","NULL",,,,0.86,0.76,0.96,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28522098_3","28522098",,,"NULL","NULL",,,,1.2,1.01,1.43,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28522098_4","28522098","ahi",,"NULL","NULL",,,"functional dependence",1.14,1.03,1.25,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28522098_5","28522098",,,"NULL","NULL",,,,0.75,0.59,0.96,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28616922_1","28616922","diabetic peripheral neuropathy",,"NULL","NULL",,,"diabetes",1.024,1.002,1.046,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28616922_2","28616922","chronic kidney disease",,"NULL","NULL",,,"chronic kidney disease",1.026,1.004,1.049,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28643476_1","28643476","low leptin",,"NULL","NULL",,,"central sleep apnea",0.19,0.06,0.62,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28682873_2","28682873","age",,"NULL","NULL",,,"copd",1.1,1,1.1,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28682873_3","28682873","age",,"NULL","NULL",,,"age",1.1,1,1.1,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28682873_4","28682873",,,"NULL","NULL",,,,3.6,2,6.4,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28682873_5","28682873","bmi",,"NULL","NULL",,,"copd overlap syndrome",0.84,0.8,495,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28682873_6","28682873",,,"NULL","NULL",,,,0.4,0.2,0.7,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28682873_7","28682873",,,"NULL","NULL",,,,4.7,2.1,10.6,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28682873_8","28682873","bmi",,"NULL","NULL",,,"overlap syndrome copd",1.1,1,1.1,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28816290_2","28816290","apnea hyponea index / hours per night",,"NULL","NULL",,,"apnea episodes (ahi)/hours per night reduced 50%",0.93,0.8,1.09,"relative risk (RR)",,,1,"stridorIah2010","2023-11-11"
,"28816290_3","28816290",,,"NULL","NULL",,,,0.85,0.68,1.06,"relative risk (RR)",,,1,"stridorIah2010","2023-11-11"
,"28823814_1","28823814","osa",,"NULL","NULL",,,"recurrence",3.3,1.2,8.8,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"28823814_2","28823814","osa",,"NULL","NULL",,,"incidence myocardial infarction",2.3,1.1,9.5,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"28823814_3","28823814","osa",,"NULL","NULL",,,"cardiovascular death",5.4,1.4,48.4,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"28823814_4","28823814","osa",,"NULL","NULL",,,"cardiovascular death",6.5,1.2,64,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"28875928_1","28875928","hla-dqb1 * 0602 allele",,"NULL","NULL",,,"increased risk osa",6.17,1.87,20.3,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28875928_2","28875928","hla-drb1 * 15",,"NULL","NULL",,,"sleep disorder",0.45,0.12,1.73,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28923022_1","28923022","sleep apnea",,"NULL","NULL",,,"left ventricular hypertrophy",1.5,1.04,2.2,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28974069_1","28974069","salbutamol",,"NULL","NULL",,,"perioperative respiratory adverse events",0.83,0.48,1.44,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28974069_2","28974069","oxygen desaturation",,"NULL","NULL",,,"oxygen desaturation",1.01,0.47,2.17,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28974069_3","28974069","severe coughing",,"NULL","NULL",,,"perioperative respiratory adverse events",0.83,0.35,1.97,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"28974069_4","28974069",,,"NULL","NULL",,,,0.93,0.38,2.26,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29029253_1","29029253","hypertension",,"NULL","NULL",,,"hypoxia  sleep disturbance",1.06,1,1.12,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29029253_2","29029253","diagnostic",,"NULL","NULL",,,"higher hypertension prevalence",1.04,0.98,1.1,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29087522_1","29087522","slow-wave sleep",,"NULL","NULL",,,"incident hypertension",1.69,1.21,2.36,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29087522_2","29087522","slow-wave sleep",,"NULL","NULL",,,"slow wave sleep  incident hypertension",1.45,1.04,2,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29106880_1","29106880","osa",,"NULL","NULL",,,"obstructive sleep apnea",5,1.3,19.9,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29106880_2","29106880","diagnostic factor",,"NULL","NULL",,,"prolonged pacu stay   osa diagnosis",4.6,1.6,13.5,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29149469_1","29149469","diagnostic factor",,"NULL","NULL",,,"postextubation stridor",0.93,0.65,1.33,"relative risk (RR)",,,1,"stridorIah2010","2023-11-11"
,"29149469_2","29149469","cuffed endotracheal tubes",,"NULL","NULL",,,"endotracheal tube exchange",0.07,0.05,0.1,"relative risk (RR)",,,1,"stridorIah2010","2023-11-11"
,"29149469_3","29149469","tracheal re-intubation",,"NULL","NULL",,,"treat postextubation stridor",1.85,0.17,19.76,"relative risk (RR)",,,1,"stridorIah2010","2023-11-11"
,"29149469_4","29149469","epinephrine",,"NULL","NULL",,,"postextubation stridor",0.7,0.38,1.28,"relative risk (RR)",,,1,"stridorIah2010","2023-11-11"
,"29149469_5","29149469","uncuffed endotracheal tubes",,"NULL","NULL",,,"corticosteroid treatment",0.87,0.51,1.49,"relative risk (RR)",,,1,"stridorIah2010","2023-11-11"
,"29149469_6","29149469",,,"NULL","NULL",,,,2.77,0.3,25.78,"relative risk (RR)",,,1,"stridorIah2010","2023-11-11"
,"29168040_1","29168040","osa",,"NULL","NULL",,,"non confirmatory hsat",0.29,0.146,0.563,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29182729_1","29182729","high morphine equivalent dose",,"NULL","NULL",,,"sleep apnea",1.17,1.02,1.34,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29182729_2","29182729","inspiratory ua obstruction",,"NULL","NULL",,,"sleep apnea",5.93,1.16,30.33,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29242922_2","29242922","diagnostic factor",,"NULL","NULL",,,"shortness breath",25,9,59,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29298404_1","29298404","male gender",,"NULL","NULL",,,"obstructive sleep apnea",3.28,1.68,6.41,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29298404_2","29298404","abnormal glucose levels",,"NULL","NULL",,,"abnormal glucose levels",3.01,1.5,6.03,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29298404_3","29298404",,,"NULL","NULL",,,,2.38,1.13,5.04,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29298404_4","29298404","diagnostic factor",,"NULL","NULL",,,"odds risk obstructive sleep apnea",4.33,2.06,9.11,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29436138_1","29436138","diagnostic",,"NULL","NULL",,,"desaturation",0.71,0.61,0.84,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29436138_2","29436138","cuffed tracheal tubes",,"NULL","NULL",,,"postoperative respiratory complications",0.74,0.55,1.01,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29444292_1","29444292","shorter daily sleep duration",,"NULL","NULL",,,"shorter daily sleep duration",0.52,0.33,0.82,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29444292_2","29444292","sleepiness",,"NULL","NULL",,,"less morningness tendency",0.89,0.8,0.98,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29444292_3","29444292","african-american race",,"NULL","NULL",,,"sleepiness",8.8,2.8,27.3,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29444292_4","29444292","sleepiness",,"NULL","NULL",,,"sleepiness",16.6,3.3,83.6,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29444292_5","29444292","african-american race",,"NULL","NULL",,,"sleepiness",3.3,1,10.1,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29444292_6","29444292","il-6 levels",,"NULL","NULL",,,"increased sleepiness",1.9,1,3.4,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29444292_7","29444292","african-american race",,"NULL","NULL",,,"increased proinflammatory cytokine il 6 level",2,1.1,3.7,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29482821_2","29482821","desaturation index",,"NULL","NULL",,,"worsening clinical severity grading",1.27,1.07,1.51,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29482821_3","29482821","apnea/hypopnea index",,"NULL","NULL",,,"clinical severity grading worsening",1.13,1.01,1.26,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29482821_4","29482821","sleep mean oxygen saturation",,"NULL","NULL",,,"respiratory failure",0.16,0.05,0.52,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29482821_5","29482821",,,"NULL","NULL",,,,0.73,0.56,0.96,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29482821_6","29482821","clinical symptoms",,"NULL","NULL",,,"low percentage time oxygen saturation < 90%",9.49,1.63,55.31,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29482821_7","29482821","polysomnography parameters",,"NULL","NULL",,,"obstruction presentations",2.5,1.31,4.76,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29548862_1","29548862",,,"NULL","NULL",,,,2.45,1.18,5.11,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29548862_2","29548862","singed facial hair",,"NULL","NULL",,,"smoke inhalation",2.53,1.25,5.09,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29662508_1","29662508",,,"NULL","NULL",,,,1.618,1.069,3.869,"hazard ratio (HR)",,,1,"stridorIah2010","2023-11-11"
,"29692371_1","29692371","obstructive sleep apnea",,"NULL","NULL",,,"obstructive sleep apnea",1.055,1.033,1.077,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29692371_2","29692371","obstructive sleep apnea",,"NULL","NULL",,,"odds risk hpr clopidogrel",1.036,1.017,1.056,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29696368_1","29696368","age","lower than","NULL","NULL","years",,"adenotonsillar hypertrophy related habitual snoring",1.667,1.14,2.438,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29696368_2","29696368",,,"NULL","NULL",,,,1.489,1.014,2.212,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29696368_3","29696368","obstructive apnea-hypopnea index",,"NULL","NULL",,,"tonsillectomy adenoidectomy",1.579,1.013,2.463,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29696938_1","29696938","bmi",,"NULL","NULL",,,"obstructive sleep apnea",2.548,1.449,4.327,"odd ratio (OR)",,,1,"stridorIah2010","2023-11-11"
,"29703065_1","29703065","obstructive sleep apnea",,"NULL","NULL",,,"major adverse cardiovascular event",1.96,1.36,2.81,"relative risk (RR)",,,1,"stridorIah2010","2023-11-11"
,"29703065_2","29703065","obstructive sleep apnea",,"NULL","NULL",,,"death",9.12,2.69,31,"relative risk (RR)",,,1,"stridorIah2010","2023-11-11"
